50Traced_NONETRACED_MAX_SINGLE_VSM_61_MAX,Associated
0.2057,NO
0.1091,NO
0.1144,NO
0.3384,NO
0.2874,NO
0.6773,NO
0.4224,NO
0.1135,NO
0.1689,NO
0.6882,YES
0.1144,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.1142,NO
0.2942,NO
0.1109,NO
0.1337,NO
0.2508,NO
0.1755,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3362,NO
0.2707,NO
0.27899999999999997,NO
0.3639,NO
1.0,YES
1.0,YES
0.2559,NO
0.1056,NO
0.2515,NO
0.1058,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.3639,NO
1.0,YES
0.2676,NO
1.0,YES
0.1806,NO
0.1355,NO
0.1087,NO
0.1439,NO
0.1249,NO
0.2572,NO
0.1619,NO
0.2555,NO
0.1606,NO
0.1534,NO
0.1827,NO
0.3744,NO
0.3076,NO
0.3329,NO
0.2687,NO
0.1058,NO
0.2187,NO
1.0,YES
0.3451,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.3076,NO
0.1268,NO
0.3076,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
0.9611,YES
1.0,YES
0.2077,NO
1.0,YES
0.2473,NO
1.0,YES
1.0,YES
0.3542,NO
0.3514,NO
0.3514,NO
0.5089,NO
1.0,YES
1.0,YES
0.4605,NO
0.4136,NO
0.5415,NO
0.601,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.3638,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
0.601,NO
0.601,NO
0.4197,NO
0.601,NO
0.5415,NO
0.4197,NO
0.5415,NO
0.1709,NO
0.2248,NO
0.5483,YES
0.9815,YES
0.9815,YES
1.0,YES
0.2995,NO
0.153,NO
0.5022,YES
0.2963,NO
0.6283,YES
0.1733,NO
0.379,NO
0.379,NO
0.379,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.4485,NO
0.4726,NO
0.3307,NO
0.7068,YES
0.4518,NO
0.5859,YES
0.2719,NO
0.1091,NO
0.2137,NO
0.3895,NO
0.1977,NO
0.4167,NO
0.2687,NO
0.2502,NO
0.1628,NO
1.0,YES
0.3591,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.2719,NO
0.2942,NO
0.2719,NO
0.1949,NO
0.2719,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.3573,NO
0.146,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.1459,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.4726,NO
0.3307,NO
0.7068,YES
0.4518,NO
0.5859,YES
0.2332,NO
0.1856,NO
0.2535,NO
0.3895,NO
0.1547,NO
0.3984,NO
0.2687,NO
0.2332,NO
0.284,NO
1.0,YES
0.4239,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.2148,NO
0.2942,NO
0.22399999999999998,NO
0.1949,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.4239,NO
0.1825,NO
0.1825,NO
0.22399999999999998,NO
0.3895,NO
0.2238,NO
0.5273,NO
0.3289,NO
0.1058,NO
0.3916,NO
0.8445,YES
0.3916,NO
1.0,YES
0.1331,NO
0.1861,NO
0.1733,NO
0.204,NO
0.2942,NO
0.1825,NO
0.31,NO
0.2508,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3916,NO
1.0,YES
0.3378,NO
0.2057,NO
0.1246,NO
0.242,NO
0.3283,NO
0.3384,NO
0.6773,NO
0.4224,NO
0.1392,NO
0.2216,NO
1.0,YES
0.3095,NO
1.0,YES
0.2252,NO
0.2391,NO
0.2007,NO
0.1513,NO
0.4413,NO
0.1513,NO
0.3246,NO
0.2253,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3119,NO
1.0,YES
0.3939,NO
0.1812,NO
0.1812,NO
0.1435,NO
0.3384,NO
0.1529,NO
0.2977,NO
0.2687,NO
0.1244,NO
0.1421,NO
1.0,YES
0.2711,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1812,NO
0.2942,NO
0.1812,NO
0.1949,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
0.755,YES
1.0,YES
0.1375,NO
1.0,YES
0.2054,NO
0.1816,NO
0.2607,NO
1.0,YES
0.4964,YES
0.5116,YES
1.0,YES
0.3986,NO
0.1816,NO
0.9179,YES
0.2963,NO
1.0,YES
0.7244,NO
0.5121,NO
0.2959,NO
0.3188,NO
0.2557,NO
0.6673,YES
0.1744,NO
0.6649,YES
0.506,NO
0.4892,YES
0.7244,NO
0.7244,NO
0.7244,NO
0.7244,NO
1.0,YES
0.7244,NO
1.0,YES
0.2097,NO
0.3233,NO
0.5465,YES
0.2156,NO
0.1949,NO
1.0,YES
0.2145,NO
0.134,NO
1.0,YES
0.2219,NO
1.0,YES
0.5079,NO
0.3264,NO
0.36700000000000005,NO
0.2894,NO
0.171,NO
0.5205,NO
0.1398,NO
0.537,NO
0.1533,NO
0.2637,NO
0.5079,NO
0.5079,NO
0.5719,NO
0.5079,NO
1.0,YES
0.6436,NO
0.8095,YES
0.1762,NO
0.2716,NO
0.8593,YES
1.0,YES
1.0,YES
0.982,YES
0.314,NO
0.1312,NO
0.8593,YES
0.5997,NO
0.8593,YES
0.7101,NO
0.4794,NO
0.445,NO
0.4439,NO
0.2014,NO
1.0,YES
0.0442,NO
1.0,YES
0.4898,NO
1.0,YES
0.7101,NO
0.7101,NO
0.7101,NO
0.7101,NO
0.8593,YES
0.7101,NO
0.8593,YES
0.1636,NO
0.2523,NO
0.9109,YES
0.183,NO
0.1984,NO
0.9109,YES
0.2718,NO
0.153,NO
1.0,YES
0.3707,NO
1.0,YES
0.6038,NO
0.5082,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.4061,NO
