50Traced_NONETRACED_SUM_SINGLE_LSA_54_MEDIAN,Associated
0.5709,NO
0.4479,NO
0.7243,NO
0.889,NO
0.6272,NO
1.4805,NO
0.6318,NO
0.4748,NO
1.1546,NO
3.2144,YES
0.4621,NO
3.3779,YES
0.2427,NO
0.5665,NO
0.3203,NO
0.8822,NO
0.5728,NO
0.9021,NO
0.5834,NO
0.7867,NO
0.7294,NO
2.8887,YES
2.9307,YES
3.4225,YES
3.2839,YES
0.4286,NO
2.9769,YES
0.8192,NO
2.1313,YES
2.042,YES
1.3845,NO
0.5018,NO
0.3905,NO
1.0237,NO
1.6883,YES
2.1025,YES
1.0538,NO
0.2749,NO
1.0397,NO
0.3463,NO
0.1797,NO
0.3906,NO
0.3234,NO
2.3205,YES
0.6951,NO
2.9837,YES
0.4934,NO
2.8674,YES
0.8869,NO
0.3624,NO
0.5527,NO
0.4774,NO
0.4091,NO
1.1489,NO
0.5036,NO
0.6989,NO
0.423,NO
0.3979,NO
1.2695,NO
1.4493,NO
1.0922,NO
1.5152,NO
0.6074,NO
0.3023,NO
1.6265,NO
3.1351,YES
1.0758,NO
3.4156,YES
0.3838,NO
0.8361,NO
0.6919,NO
0.6081,NO
1.3449,NO
0.4388,NO
1.2652,NO
0.5152,NO
1.4832,NO
3.0424,YES
3.1514,YES
3.5385,YES
2.9607,YES
0.9055,NO
2.568,YES
1.2392,NO
1.7684,YES
2.4432,YES
2.6394,NO
1.1429,NO
1.0989,NO
2.3391,NO
2.0691,YES
1.8838,YES
2.4432,NO
1.2616,NO
2.5562,NO
1.357,NO
0.3301,NO
0.5211,NO
0.5237,NO
2.3302,YES
1.6783,NO
2.5836,YES
1.2932,NO
3.1210000000000004,YES
1.1979,NO
0.9786,NO
1.4922,NO
1.9153,NO
1.3542,NO
2.7037,NO
1.7992,NO
2.0748,NO
0.1828,NO
0.4672,NO
2.2116,YES
4.4037,YES
3.8328,YES
1.871,YES
0.6693,NO
0.2262,NO
2.2858,YES
0.3181,NO
2.4202,YES
0.7528,NO
0.6703,NO
0.7709999999999999,NO
1.1612,NO
0.3085,NO
4.6065,YES
0.0556,NO
4.0778,YES
0.9264,NO
3.9585,YES
0.6141,NO
1.3772,NO
1.3493,NO
0.8458,NO
2.0408,YES
1.0116,NO
2.3444,YES
0.6672,NO
0.3743,NO
0.922,NO
0.9306,NO
0.7934,NO
1.3652,NO
0.6516,NO
0.5213,NO
1.3698,NO
3.241,YES
0.8321,NO
3.5351,YES
0.6094,NO
1.0248,NO
0.9752,NO
0.5602,NO
0.8194,NO
0.6572,NO
0.5856,NO
0.5846,NO
1.1629,NO
3.0805,YES
3.0774,YES
3.4382,YES
2.8938,YES
0.6959,NO
2.7351,YES
0.8542,NO
0.3923,NO
0.6321,NO
1.9095,YES
4.3207,YES
3.4088,YES
1.5306,YES
0.5174,NO
0.3016,NO
2.2505,YES
0.8331,NO
2.0059,YES
1.4412,NO
1.1104,NO
1.2188,NO
1.4978,NO
0.5868,NO
4.1117,YES
0.4015,NO
3.8433,YES
0.8338,NO
3.9415,YES
1.2644,NO
1.8559,NO
1.6344,NO
1.2183,NO
1.5124,YES
1.1334,NO
1.8886,YES
0.4556,NO
0.5435,NO
0.8669,NO
0.4344,NO
0.5477,NO
1.2867,NO
0.7613,NO
0.4474,NO
1.1861,NO
2.7085,YES
0.8669,NO
2.8033,YES
0.2519,NO
0.4484,NO
0.5123,NO
0.5678,NO
0.6637,NO
0.4184,NO
0.3924,NO
0.5723,NO
0.6173,NO
2.3892,YES
2.4507,YES
3.1294,YES
2.3155,YES
0.8475,NO
2.4461,YES
0.8202,NO
0.4147,NO
0.6514,NO
1.2909,NO
1.2526,NO
0.8619,NO
1.9898,NO
0.8009,NO
0.3733,NO
1.8546,NO
3.4455,YES
1.0665,NO
3.6611,YES
0.2272,NO
0.7968,NO
0.5375,NO
0.8608,NO
0.8951,NO
0.6388,NO
1.0602,NO
0.632,NO
1.1754,NO
3.3797,YES
3.4401,YES
4.0002,YES
3.1903,YES
1.0253,NO
3.0624,YES
1.318,NO
0.37,NO
0.4516,NO
0.7805,NO
1.2109999999999999,NO
1.0693,NO
1.5855,NO
0.613,NO
0.2452,NO
1.4671,NO
3.5078,YES
0.7451,NO
3.8047,YES
0.6685,NO
1.2085,NO
1.0618,NO
0.494,NO
0.9503,NO
0.3718,NO
0.8166,NO
0.3647,NO
1.2538,NO
3.335,YES
3.3749,YES
3.6676,YES
3.0782,YES
0.6017,NO
2.9184,YES
1.1943,NO
0.503,NO
0.3415,NO
0.4773,NO
0.6394,NO
0.4134,NO
0.882,NO
0.5137,NO
0.3595,NO
0.8399,NO
3.2929,YES
0.292,NO
3.5133,YES
0.34700000000000003,NO
0.7465,NO
0.6354,NO
0.6225,NO
0.46299999999999997,NO
0.5843,NO
0.5062,NO
0.4029,NO
0.8374,NO
2.9993,YES
2.946,YES
3.3886,YES
2.9176,YES
0.1443,NO
2.4557,YES
0.5789,NO
0.6622,NO
0.8442,NO
6.0857,YES
2.0538,YES
1.9338,YES
6.5802,YES
0.9688,NO
0.447,NO
6.8405,YES
1.0712,NO
6.2412,YES
1.4127,NO
1.0302,NO
1.8968,NO
1.5269,NO
0.1721,NO
3.1535,YES
0.168,NO
2.0975,YES
0.9361,NO
2.2477,YES
1.2567,NO
1.4705,NO
2.4206,NO
2.2496,NO
6.0562,YES
2.6535,NO
6.1991,YES
0.3589,NO
0.1643,NO
3.1268,YES
0.4139,NO
0.4728,NO
3.7785,YES
0.3258,NO
0.1607,NO
3.4499,YES
0.7509999999999999,NO
2.9869,YES
0.8573,NO
0.3264,NO
0.8056,NO
0.3411,NO
0.171,NO
1.0611,NO
0.1398,NO
0.3673,NO
0.3334,NO
1.161,NO
0.759,NO
0.6907,NO
0.5968,NO
1.4516,NO
3.1599,YES
1.0414,NO
3.3687,YES
0.5878,NO
0.853,NO
2.5508,YES
5.3355,YES
4.3321,YES
2.3185,YES
0.8501,NO
0.4803,NO
3.1948,YES
2.5771,NO
2.6226,YES
3.2796,NO
1.263,NO
1.5996,NO
1.7523,NO
