50Traced_NONETRACED_MEDIAN_MULTI_LSA_99_SUM,Associated
0.09789422922359749,NO
0.0842308310561003,NO
0.1633177945667899,NO
0.3272785725767562,NO
0.08728500241118792,NO
0.1250602796977978,NO
0.07410384182607298,NO
0.08857096929754059,NO
0.250924288699566,NO
0.37630606011895196,YES
0.07844398006751326,NO
0.5227455393023629,YES
0.3695547339656004,NO
0.3380485452499598,NO
0.3367625783636072,NO
0.16299630284520172,NO
0.09291110753898087,NO
0.15769168943899695,NO
0.09950168783153834,NO
0.32968976048866744,NO
0.16380003214917216,NO
0.10464555537694903,YES
0.10866420189680115,YES
0.24754862562289023,YES
0.3652145957241601,YES
0.2322777688474522,NO
0.09451856614692171,YES
0.2239189840861598,NO
0.15174409258961583,YES
0.37228741359909984,YES
0.5198521138080694,NO
0.2332422440122167,NO
0.16396077800996622,NO
0.1581739270213792,NO
0.6138884423726089,YES
0.13325831859829607,YES
0.22600868027648285,NO
0.14917215881691046,NO
0.13711621925735412,NO
0.14949365053849864,NO
0.2682848416653271,NO
0.22472271339013022,NO
0.2287413599099823,NO
0.4312811445105289,YES
0.10255585918662594,NO
0.16042436907249638,YES
0.034238868349140014,NO
0.5257997106574505,YES
0.045651824465520005,NO
0.17424851310078765,NO
0.10303809676900819,NO
0.17794566789905158,NO
0.10834271017521296,NO
0.2853239029095001,NO
0.1592991480469378,NO
0.18019610995016877,NO
0.12184536248191608,NO
0.2303488185179232,NO
0.1933772705352837,NO
0.46439479183411025,NO
0.222472271339013,NO
0.24722713390130205,NO
0.21491721588169102,NO
0.06124417296254621,NO
0.3309757273750201,NO
0.7146760970904998,YES
0.2371001446712747,NO
0.3033274393184376,YES
0.3089535444462305,NO
0.3279215560199325,NO
0.3227776884745218,NO
0.2878958366822054,NO
0.2258479344156888,NO
0.1832502813052564,NO
0.29239672078443985,NO
0.26153351551197557,NO
0.3333869152869314,NO
0.6971547982639447,YES
0.6629159299148046,YES
0.566629159299148,YES
0.26410544928468094,YES
0.24610191287574343,NO
0.28918180356855816,YES
0.26796334994373894,NO
0.18887638643304935,YES
0.27101752129882656,YES
0.5188876386433049,NO
0.24658415045812568,NO
0.2216685420350426,NO
0.21105931522263302,NO
0.5315865616460376,YES
0.17923163478540427,YES
0.25767561485291757,NO
0.1324545892943257,NO
0.1986818839414885,NO
0.12200610834271017,NO
0.34737180517601673,NO
0.31506188715640576,NO
0.31297219096608264,NO
0.2885388201253818,YES
0.12843594277447357,NO
0.11139688153030061,YES
0.029416492525317476,NO
0.4746825269249317,YES
0.044687349300755505,NO
0.18051760167175693,NO
0.1257032631409741,NO
0.16910464555537696,NO
0.1486899212345282,NO
0.3332261694261373,NO
0.1965921877511654,NO
0.19289503295290145,NO
0.0958045330332744,NO
0.018646519852113814,NO
0.23115254782189357,YES
0.5638964796656485,YES
0.45153512297058357,YES
0.2092911107538981,YES
0.11220061083427102,NO
0.0003214917215881713,NO
0.317473075068317,YES
0.20366500562610515,NO
0.19241279537051922,YES
0.2113808069442212,NO
0.32743931843755025,NO
0.2903070245941167,NO
0.2903070245941167,NO
0.07137116219257354,NO
0.3520334351390452,YES
0.06879922841986819,NO
0.5595563414242083,YES
0.20720141456357496,NO
0.3893264748432728,YES
0.06333386915286932,NO
0.0882494775759524,NO
0.21073782350104484,NO
0.15029737984246905,NO
0.25510368108021225,YES
0.1343835396238547,NO
0.24738787976209617,YES
0.22761613888442372,NO
0.09709049991962707,NO
0.2968976048866742,NO
0.3944703423886835,NO
0.29721909660826235,NO
0.252853239029095,NO
0.2501205593955956,NO
0.17633820929111074,NO
0.24192252049509724,NO
0.6269088570969297,YES
0.2329207522906285,NO
0.4462305095643787,YES
0.29882655521620316,NO
0.2616942613727697,NO
0.250924288699566,NO
0.06622729464716284,NO
0.2155601993248674,NO
0.06735251567272142,NO
0.15335155119755667,NO
0.3039704227616139,NO
0.18726892782510848,NO
0.6058511493329046,YES
0.5600385790065906,YES
0.4280662272946472,YES
0.4446230509564379,YES
0.3372448159459894,NO
0.26121202379038744,YES
0.2142742324385147,NO
0.13775920270053046,NO
0.10384182607297861,NO
0.15126185500723355,YES
0.5656646841343835,YES
0.3862723034881852,YES
0.1933772705352837,YES
0.12168461662112198,NO
0.07651502973798424,NO
0.3118469699405241,YES
0.3970422761613888,NO
0.1498151422600868,YES
0.21395274071692655,NO
0.3414242083266356,NO
0.39270213791994857,NO
0.361195949204308,NO
0.21298826555216205,NO
0.41375984568397367,YES
0.20607619353801637,NO
0.40106092268124094,YES
0.20768365214595721,NO
0.39013020414724325,YES
0.30879279858543646,NO
0.3340298987301077,NO
0.33756630766757756,NO
0.1652467448963189,NO
0.2142742324385147,YES
0.15881691046455554,NO
0.3247066388040508,YES
0.20687992284198678,NO
0.09918019610995016,NO
0.4079729946953866,NO
0.28484166532711785,NO
0.22809837646680597,NO
0.30043401382414403,NO
0.24513743771097893,NO
0.226330171998071,NO
0.36087445748271985,NO
0.29914804693779135,YES
0.3081498151422601,NO
0.3727696511814821,YES
0.3843433531586562,NO
0.30670310239511334,NO
0.3062208648127311,NO
0.06510207362160424,NO
0.14820768365214596,NO
0.06944221186304451,NO
0.15833467288217326,NO
0.34206719176981193,NO
0.1384021861437068,NO
0.2814660022504421,YES
0.21170229866580934,YES
0.2850024111879119,YES
0.47902266516637204,YES
0.36601832502813053,NO
0.24578042115415524,YES
0.2634624658415046,NO
0.1319723517119434,NO
0.19466323742163638,NO
0.33949525799710656,NO
0.29561163800032153,NO
0.21025558591866259,NO
0.313615174409259,NO
0.19466323742163638,NO
0.13486577720623694,NO
0.33274393184375506,NO
0.530461340620479,YES
0.3562128275196914,NO
0.258479344156888,YES
0.1933772705352837,NO
0.09757273750200932,NO
0.08342710175212988,NO
0.30734608583828965,NO
0.19273428709210738,NO
0.2454589294325671,NO
0.4777366982800193,NO
0.18984086159781383,NO
0.43256711139688153,NO
0.6291592991480469,YES
0.5092428869956598,YES
0.7736698280019288,YES
0.26603439961420994,YES
0.2896640411509404,NO
0.4090982157209452,YES
0.2739109467931201,NO
0.21073782350104484,NO
0.10303809676900819,NO
0.29336119594920435,NO
0.3558913357981032,NO
0.30847130686384827,NO
0.2724642340459733,NO
0.2501205593955956,NO
0.17296254621443496,NO
0.26089053206879925,NO
0.5547339656003858,YES
0.27326796334994374,NO
0.3142581578524353,YES
0.3414242083266356,NO
0.30750683169908377,NO
0.3020414724320849,NO
0.059475968493811274,NO
0.20687992284198678,NO
0.06220864812731071,NO
0.17344478379681724,NO
0.28677061565664685,NO
0.20446873493007556,NO
0.6339816749718694,YES
0.5410705674328885,YES
0.42935219418099985,YES
0.4094197074425334,YES
0.3340298987301077,NO
0.3013984889889086,YES
0.2041472432084874,NO
0.09628677061565664,NO
0.11670149493650539,NO
0.24304774152065586,NO
0.5044205111718373,NO
0.2088088731715158,NO
0.14981514226008683,NO
0.07667577559877832,NO
0.07924770937148368,NO
0.2544606976370359,NO
0.6862240797299469,YES
0.07699726732036649,NO
0.36859025880083585,YES
0.31988426298022826,NO
0.33499437389487224,NO
0.3081498151422601,NO
0.11589776563253495,NO
0.14579649574023468,NO
0.14499276643626427,NO
0.13615174409258962,NO
0.2530139848898891,NO
0.24272624979906768,NO
0.5330332743931843,YES
0.5103681080212183,YES
0.4841665327117827,YES
0.19932486738466484,YES
0.20045008841022344,NO
0.1851792316347854,YES
0.239511332583186,NO
0.15126185500723355,NO
0.06108342710175213,NO
0.8874778974441407,YES
0.2512457804211542,YES
0.17665970101269893,YES
0.513261533515512,YES
0.33901302041472436,NO
0.16283555698440763,NO
0.5550554573219739,YES
0.13599099823179553,NO
0.5341584954187429,YES
0.1496543963992927,NO
0.3219739591705514,NO
0.2649091785886514,NO
0.2163639286288378,NO
0.12441729625462145,NO
0.13904516958688312,YES
0.12007715801318114,NO
0.37534158495418746,YES
0.3216524674489632,NO
0.24787011734447836,YES
0.1837325188876386,NO
0.1080212184536248,NO
0.46568075872046294,NO
0.19996785082784116,NO
0.5257997106574505,YES
0.3838611155762739,NO
0.4576434656807587,YES
0.2686063333869153,NO
0.22809837646680597,NO
0.557305899373091,YES
0.342067191769812,NO
0.22616942613727695,NO
0.6479665648609548,YES
0.2731072174891497,NO
0.15576273910946795,NO
0.8551679794245297,YES
0.2864491239350587,NO
0.6836521459572416,YES
0.22504420511171835,NO
0.5040990194502492,NO
0.4942935219418099,NO
0.40507956920109306,NO
0.2542999517762418,NO
0.3314579649574023,NO
0.2041472432084874,NO
0.5698440765150298,NO
0.21266677383057386,NO
0.4033113647323581,NO
0.29946953865937953,NO
0.26619514547500406,NO
0.5849541874296736,NO
0.2875743449606173,NO
0.589294325671114,YES
0.5193698762256871,NO
0.45651824465520013,YES
0.10769972673203665,NO
0.03793602314740396,NO
0.43562128275196915,YES
0.5238707603279216,YES
0.33820929111075393,YES
0.3351551197556663,YES
0.17762417617746343,NO
0.055618067834753246,NO
0.47693296897604887,YES
0.35364089374698604,NO
0.3986497347693297,YES
0.15544124738787976,NO
0.35958849059636716,NO
0.37373412634624664,NO
0.3086320527246424,NO
0.05272464234045973,NO
0.26796334994373894,YES
0.05047420028934255,NO
0.42742324385147085,YES
0.17617746343031665,NO
0.2869313615174409,YES
0.36473235814177785,NO
0.3187590419546697,NO
0.45121363124899533,NO
0.16508599903552484,NO
0.37003697154798265,YES
0.29432567111396885,NO
0.4195466966725608,YES
0.2424047580774795,NO
0.24401221668542036,NO
0.6032792155601993,YES
0.2626587365375342,NO
0.24449445426780256,NO
0.6540749075711301,YES
0.2496383218132133,NO
0.22536569683330654,NO
0.7410384182607297,YES
0.23501044848095162,NO
0.7719016235331939,YES
0.2134705031345443,NO
0.34013824144028293,NO
0.22729464716283557,NO
0.18469699405240317,NO
0.26474843272785725,NO
0.31795531265069926,NO
0.245298183571773,NO
0.5511975566629159,NO
0.12441729625462145,NO
0.4074907571130043,NO
