50Traced_NONETRACED_SUM_RAW_LSA_62_SUM,Associated
0.0495082793981676,NO
0.042279566277212736,NO
0.05466924434731443,NO
0.041741615533327725,NO
0.05873749684794485,NO
0.047356476422627546,NO
0.09103135244179203,NO
0.02598974531394469,NO
0.0841052366142725,NO
0.30849794065730857,YES
0.036849625956123386,NO
0.29429267882659493,YES
0.06756325123980836,NO
0.04466672270320248,NO
0.04120366478944271,NO
0.08644196015802302,NO
0.05181138102042532,NO
0.07662435908212153,NO
0.07020257207699418,NO
0.057812894006892476,NO
0.07712868790451373,NO
0.11760948138186096,YES
0.24908800537950743,YES
0.39670505169370424,YES
0.2838530722030764,YES
0.07408590400941413,NO
0.2579137597713709,YES
0.051407917962511554,NO
0.15541733210052955,YES
0.24300243758930823,YES
0.12235017231234764,NO
0.04009414138017988,NO
0.0260233672354375,NO
0.07517861645793057,NO
0.1987559889047659,YES
0.24740690930486675,YES
0.09899974783558879,NO
0.08027233756409179,NO
0.05352609901655879,NO
0.053173068840884255,NO
0.08904765907371606,NO
0.09145162646045221,NO
0.06658821551651677,NO
0.3060603513490796,YES
0.05086996721862654,NO
0.3836429351937463,YES
0.04631419685635034,NO
0.27581743296629396,YES
0.04564175842649407,NO
0.04653273934605363,NO
0.06299066991678574,NO
0.07416995881314617,NO
0.09224174161553331,NO
0.08101201983693367,NO
0.07820458939228377,NO
0.08787089182146758,NO
0.07324535597209379,NO
0.07667479196436076,NO
0.16804236362108094,NO
0.07617046314196854,NO
0.11335630831302007,NO
0.14941581911406238,NO
0.1063797596032613,NO
0.04098512229973943,NO
0.2105068504665042,NO
0.38307136252836843,YES
0.15560225266874,NO
0.33626964781037233,YES
0.10170631251576026,NO
0.09889888207111036,NO
0.03464739009834412,NO
0.0808270992687232,NO
0.13862318231486928,NO
0.08726569723459694,NO
0.1182146759687316,NO
0.07509456165419852,NO
0.09916785744305287,NO
0.22920063881650835,YES
0.3146675632512398,YES
0.43140287467428756,YES
0.4500966630242918,YES
0.15387072371186014,NO
0.4772967975119778,YES
0.15040766579810036,NO
0.2928301252416575,YES
0.37113558039841976,YES
0.16051105320669076,NO
0.03984197696898377,NO
0.03695049172060182,NO
0.118231486929478,NO
0.31323863158779525,YES
0.2959737749012356,YES
0.09844498613095737,NO
0.03659746154492729,NO
0.06551231402874674,NO
0.010759014877700259,NO
0.09452803227704462,NO
0.06468857695217281,NO
0.06926115827519543,NO
0.42968815667815413,YES
0.062301420526183066,NO
0.508850970832983,YES
0.04816340253845507,NO
0.3069345213078927,YES
0.053324367487601915,NO
0.03488274354879381,NO
0.03368916533579894,NO
0.024409515003782467,NO
0.0376565520719509,NO
0.10569051021265864,NO
0.03782466167941497,NO
0.09666302429183828,NO
0.12586366310834665,NO
0.04617970917037908,NO
0.17861645793057074,YES
0.23147011851727325,YES
0.31550811128856016,YES
0.18113810204253175,YES
0.09550306800033621,NO
0.021148188618979574,NO
0.2301084306968143,YES
0.07672522484659998,NO
0.1534840716146928,YES
0.050147095906531054,NO
0.11204505337480035,NO
0.10851475161805497,NO
0.076809279650332,NO
0.07801966882407328,NO
0.32979742792300576,YES
0.053912751113726134,NO
0.2962259393124317,YES
0.05386231823148692,NO
0.3921660922921744,YES
0.04787761620576616,NO
0.04461628982096326,NO
0.0598974531394469,NO
0.06557955787173236,NO
0.1775741783642935,YES
0.08166764730604353,NO
0.17885181138102044,YES
0.10678322266117507,NO
0.08862738505505588,NO
0.17580902748592084,NO
0.07606959737749011,NO
0.11686979910901908,NO
0.18860216861393628,NO
0.157132050096663,NO
0.07835588803900141,NO
0.2293687484239724,NO
0.3971421366731109,YES
0.12112297217785993,NO
0.3380179877279986,YES
0.10954022022358575,NO
0.11207867529629316,NO
0.07171555854417079,NO
0.10779188030595949,NO
0.11838278557619568,NO
0.11873581575187019,NO
0.09188871143985877,NO
0.09587290913675715,NO
0.10162225771202822,NO
0.21534840716146925,YES
0.35089518365974615,YES
0.4664201059090527,YES
0.3931747499369589,YES
0.1793057073211734,NO
0.3851727326216693,YES
0.13593342859544422,NO
0.0659493990081533,NO
0.03140287467428762,NO
0.10342103051189373,YES
0.15723291586114146,YES
0.15830881734891147,YES
0.10927124485164326,YES
0.04713793393292426,NO
0.02723375640917878,NO
0.18140707741447423,YES
0.09671345717407748,NO
0.07163150374043875,YES
0.0371354122888123,NO
0.08430696814322938,NO
0.10690089938639992,NO
