50Traced_NONETRACED_MAX_SINGLE_LSA_31_MAX,Associated
0.2201,NO
0.3133,NO
0.1766,NO
0.3895,NO
0.3315,NO
0.1766,NO
0.4224,NO
0.2201,NO
0.2452,NO
0.8445,YES
0.1766,NO
1.0,YES
0.3391,NO
0.3391,NO
0.3391,NO
0.3249,NO
0.5985,NO
0.2201,NO
0.1818,NO
0.2201,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3362,NO
0.2707,NO
0.27899999999999997,NO
0.2853,NO
1.0,YES
1.0,YES
0.2584,NO
0.2082,NO
0.2853,NO
0.2082,NO
0.1797,NO
0.1558,NO
0.1551,NO
1.0,YES
0.2735,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
0.2082,NO
0.2082,NO
0.1987,NO
0.2082,NO
0.3639,NO
0.2082,NO
0.3639,NO
0.1606,NO
0.3011,NO
0.2077,NO
0.3744,NO
0.3186,NO
0.2077,NO
0.4224,NO
0.1058,NO
0.2357,NO
1.0,YES
0.2077,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.5752,NO
0.1308,NO
0.2316,NO
0.1755,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.3731,NO
0.5062,NO
0.5217,NO
0.466,NO
1.0,YES
0.6166,YES
0.4653,NO
0.4136,NO
0.4653,NO
0.601,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
0.4197,NO
0.601,NO
0.4197,NO
0.601,NO
0.6805,NO
0.601,NO
0.6805,NO
0.1709,NO
0.0921,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.1337,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.379,NO
0.379,NO
0.379,NO
0.1146,NO
1.0,YES
0.0921,NO
1.0,YES
0.1449,NO
1.0,YES
0.3725,NO
0.457,NO
0.4726,NO
0.1856,NO
1.0,YES
0.4518,NO
1.0,YES
0.2719,NO
0.3133,NO
0.3573,NO
0.3895,NO
0.3315,NO
0.3573,NO
0.2719,NO
0.2719,NO
0.3573,NO
1.0,YES
0.3573,NO
1.0,YES
0.2451,NO
0.2368,NO
0.2451,NO
0.3249,NO
0.5985,NO
0.2719,NO
0.4137,NO
0.2719,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4137,NO
1.0,YES
0.4137,NO
0.1709,NO
0.1065,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.1337,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1674,NO
1.0,YES
0.3725,NO
0.457,NO
0.4726,NO
0.1856,NO
1.0,YES
0.4518,NO
1.0,YES
0.2332,NO
0.2332,NO
0.2724,NO
0.3219,NO
0.3318,NO
0.2963,NO
0.2177,NO
0.2332,NO
0.284,NO
0.6882,YES
0.2724,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.2332,NO
0.3253,NO
0.22399999999999998,NO
0.4328,NO
0.2266,NO
0.4328,NO
0.5181,YES
1.0,YES
0.5155,YES
1.0,YES
0.4328,NO
1.0,YES
0.4328,NO
0.1671,NO
0.3133,NO
0.3916,NO
0.4374,NO
0.3315,NO
0.4039,NO
0.3289,NO
0.0967,NO
0.4039,NO
1.0,YES
0.4039,NO
1.0,YES
0.18899999999999997,NO
0.1437,NO
0.1275,NO
0.3249,NO
0.5985,NO
0.1655,NO
0.4374,NO
0.1309,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4039,NO
1.0,YES
0.3531,NO
0.2093,NO
0.3133,NO
0.3095,NO
0.3895,NO
0.3384,NO
0.3095,NO
0.2687,NO
0.2093,NO
0.3095,NO
1.0,YES
0.3095,NO
1.0,YES
0.2866,NO
0.2866,NO
0.2866,NO
0.3249,NO
0.5985,NO
0.2011,NO
0.4413,NO
0.2034,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4413,NO
1.0,YES
0.4413,NO
0.1503,NO
0.2365,NO
0.1184,NO
0.2941,NO
0.2503,NO
0.1246,NO
0.2687,NO
0.0787,NO
0.1851,NO
1.0,YES
0.1184,NO
1.0,YES
0.2846,NO
0.2749,NO
0.2846,NO
0.2453,NO
0.4518,NO
0.0974,NO
0.1949,NO
0.1702,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
0.755,YES
1.0,YES
0.228,NO
1.0,YES
0.1943,NO
0.2216,NO
0.3044,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.3772,NO
0.134,NO
1.0,YES
0.0974,NO
1.0,YES
0.1607,NO
0.5579,NO
0.4246,NO
0.2972,NO
0.2557,NO
0.7517,YES
0.2282,NO
1.0,YES
0.2129,NO
1.0,YES
0.3725,NO
0.3721,NO
0.6965,NO
0.3342,NO
1.0,YES
0.6789,NO
1.0,YES
0.2097,NO
0.2094,NO
1.0,YES
0.6811,NO
0.3646,NO
1.0,YES
0.3772,NO
0.134,NO
0.9727,YES
0.2219,NO
1.0,YES
0.2628,NO
0.5402,NO
0.5402,NO
0.5402,NO
0.1957,NO
0.6811,NO
0.1747,NO
0.6811,NO
0.2054,NO
0.4971,NO
0.5079,NO
0.5079,NO
0.5719,NO
0.5079,NO
1.0,YES
0.6436,NO
0.7929999999999999,YES
0.1362,NO
0.2231,NO
0.5816,YES
1.0,YES
0.8408,YES
0.6724,YES
0.2374,NO
0.1312,NO
0.8593,YES
0.8445,NO
0.8593,YES
0.8445,NO
0.5221,NO
0.5221,NO
0.5221,NO
0.1146,NO
1.0,YES
0.0821,NO
1.0,YES
0.1985,NO
1.0,YES
0.8445,NO
0.8445,NO
0.6352,NO
0.8445,NO
0.982,YES
0.8445,NO
0.982,YES
0.1636,NO
0.2365,NO
0.7986,YES
0.6479,NO
0.3468,NO
1.0,YES
0.2276,NO
0.153,NO
1.0,YES
0.3707,NO
1.0,YES
0.439,NO
0.5082,NO
0.1542,NO
0.2479,NO
0.2042,NO
0.6479,NO
0.1823,NO
0.6479,NO
0.0902,NO
0.4729,NO
0.439,NO
0.439,NO
0.5562,NO
0.439,NO
0.9109,YES
0.5422,NO
0.9109,YES
0.1709,NO
0.1029,NO
0.3483,YES
0.9216,YES
0.8452,YES
0.4202,YES
0.3191,NO
0.0976,NO
0.4523,YES
0.2773,NO
0.3855,YES
0.3283,NO
0.7016,NO
0.7016,NO
0.7016,NO
0.1067,NO
0.9773,YES
0.0614,NO
1.0,YES
0.2667,NO
1.0,YES
0.3283,NO
0.3862,NO
0.4145,NO
0.3283,NO
0.6136,YES
