50Traced_NONETRACED_MAX_RAW_VSM_39_MEDIAN,Associated
0.1687,NO
0.1687,NO
0.1406,NO
0.2164,NO
0.1494,NO
0.1406,NO
0.1548,NO
0.1171,NO
0.1689,NO
1.0,YES
0.1406,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.151,NO
0.1687,NO
0.0747,NO
0.2179,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
0.4232,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1778,NO
1.0,YES
0.3164,YES
0.1778,NO
0.1056,NO
0.1778,NO
0.1474,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.1088,NO
1.0,YES
0.1659,NO
1.0,YES
0.1659,NO
0.1474,NO
0.1474,NO
0.1474,NO
0.1156,NO
0.1903,NO
0.1156,NO
0.1659,NO
0.1731,NO
0.1731,NO
0.2688,NO
0.2865,NO
0.1512,NO
0.1666,NO
0.1465,NO
0.0647,NO
0.2252,NO
1.0,YES
0.1694,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1533,NO
0.1731,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
0.5256,YES
0.2254,NO
1.0,YES
0.141,NO
0.4428,YES
0.284,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1692,NO
0.3435,YES
1.0,YES
0.1731,NO
0.1387,NO
0.1692,NO
0.1841,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.1216,NO
0.4035,YES
0.0995,NO
1.0,YES
0.1216,NO
0.1841,NO
0.1841,NO
0.1841,NO
0.1355,NO
0.2201,NO
0.1387,NO
0.1501,NO
0.1566,NO
0.1267,NO
0.3354,YES
1.0,YES
0.3659,YES
0.3354,YES
0.1366,NO
0.1088,NO
0.3354,YES
0.1531,NO
0.3354,YES
0.1443,NO
0.2165,NO
0.2003,NO
0.1934,NO
0.1267,NO
1.0,YES
0.1267,NO
0.3695,YES
0.1417,NO
1.0,YES
0.1531,NO
0.1531,NO
0.2125,NO
0.0968,NO
0.3354,YES
0.2085,NO
0.3354,YES
0.1544,NO
0.0732,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.1701,NO
0.1684,NO
0.1225,NO
0.1525,NO
1.0,YES
0.1639,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.159,NO
0.1733,NO
0.1544,NO
0.1082,NO
0.2019,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2226,NO
1.0,YES
0.1639,NO
0.1566,NO
0.1132,NO
0.2886,YES
1.0,YES
0.2735,YES
0.2886,YES
0.1366,NO
0.0846,NO
0.2886,YES
0.2598,NO
0.2886,YES
0.2564,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.3695,YES
0.142,NO
1.0,YES
0.2564,NO
0.2548,NO
0.2564,NO
0.2564,NO
0.2886,YES
0.2564,NO
0.2886,YES
0.1669,NO
0.1669,NO
0.2688,NO
0.2061,NO
0.1547,NO
0.1997,NO
0.1653,NO
0.1809,NO
0.2252,NO
1.0,YES
0.2045,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.1809,NO
0.1254,NO
0.1669,NO
0.1843,NO
0.2256,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.1331,NO
0.1439,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1436,NO
0.2188,NO
0.1339,NO
0.0967,NO
0.2198,NO
0.4856,YES
0.2344,NO
1.0,YES
0.1331,NO
0.0735,NO
0.0647,NO
0.204,NO
0.2338,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
0.4856,YES
0.2188,NO
0.4856,YES
0.1896,NO
0.1495,NO
0.1579,NO
0.2171,NO
0.2342,NO
0.2047,NO
0.2171,NO
0.1684,NO
0.1204,NO
0.2171,NO
1.0,YES
0.2171,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.159,NO
0.1733,NO
0.1579,NO
0.1207,NO
0.1912,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
1.0,YES
0.1743,NO
0.1542,NO
0.1542,NO
0.10800000000000001,NO
0.2886,NO
0.1576,NO
0.0855,NO
0.1348,NO
0.0532,NO
0.1421,NO
0.4397,YES
0.107,NO
0.3961,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1542,NO
0.2184,NO
0.1542,NO
0.1576,NO
0.1702,NO
0.2184,NO
0.3961,YES
0.4994,YES
0.3961,YES
0.4994,YES
0.1375,NO
0.4994,YES
0.099,NO
0.1494,NO
0.1628,NO
0.5095,YES
0.1431,YES
0.13699999999999998,YES
1.0,YES
0.2237,NO
0.1065,NO
0.4286,YES
0.1214,NO
1.0,YES
0.1253,NO
0.2149,NO
0.1496,NO
0.1474,NO
0.1628,NO
0.2328,YES
0.1628,NO
0.27899999999999997,YES
0.2129,NO
0.27899999999999997,YES
0.1271,NO
0.1253,NO
0.3025,NO
0.1214,NO
0.3399,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3595,YES
0.2156,NO
0.172,NO
0.4159,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.3985,YES
0.3359,NO
0.3803,YES
0.1328,NO
0.0603,NO
0.3605,YES
1.0,YES
0.3236,YES
0.3605,YES
0.1366,NO
0.1768,NO
0.3605,YES
0.2328,NO
0.3605,YES
0.2818,NO
0.2365,NO
0.2585,NO
0.2585,NO
0.1768,NO
1.0,YES
0.0864,NO
0.3695,YES
0.1768,NO
1.0,YES
0.2818,NO
0.2818,NO
0.2935,NO
0.1155,NO
0.3605,YES
0.2085,NO
0.3605,YES
0.1636,NO
0.1646,NO
1.0,YES
0.1762,NO
0.1649,NO
1.0,YES
0.1681,NO
0.153,NO
0.4738,YES
0.2147,NO
1.0,YES
0.2147,NO
0.2244,NO
0.1542,NO
0.1277,NO
0.1775,NO
0.3036,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.3036,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
1.0,YES
0.3584,NO
1.0,YES
0.0467,NO
0.0184,NO
0.1484,YES
0.2103,YES
0.1893,YES
0.1484,YES
0.0389,NO
0.0836,NO
0.1484,YES
0.1152,NO
0.1484,YES
0.1027,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0836,NO
0.1906,YES
0.0614,NO
0.1893,YES
0.1347,NO
0.2103,YES
0.1027,NO
0.0714,NO
0.1027,NO
0.1027,NO
0.1484,YES
0.1027,NO
0.1484,YES
0.4428,YES
1.0,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1659,NO
1.0,YES
1.0,YES
0.1404,NO
0.149,NO
0.1659,NO
0.067,NO
0.2374,NO
0.16,NO
0.1446,NO
1.0,YES
0.095,NO
1.0,YES
0.0922,NO
1.0,YES
0.11,NO
0.149,NO
0.149,NO
0.149,NO
0.1193,NO
0.2177,NO
0.15,NO
0.1659,NO
0.17,NO
0.0695,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.1867,NO
0.0677,NO
1.0,YES
0.1763,NO
1.0,YES
0.1763,NO
0.3042,NO
0.2778,NO
0.2778,NO
0.0973,NO
0.2624,YES
0.0908,NO
1.0,YES
0.0821,NO
1.0,YES
0.1763,NO
0.2192,NO
0.3023,NO
0.1763,NO
1.0,YES
0.2621,NO
1.0,YES
0.17,NO
0.1494,NO
0.4277,YES
0.2214,YES
0.2007,YES
0.3916,YES
0.2192,NO
0.1931,NO
1.0,YES
0.3049,NO
1.0,YES
0.2422,NO
0.2277,NO
0.2118,NO
0.1744,NO
0.1931,NO
0.1919,YES
0.1494,NO
0.3451,YES
0.1968,NO
0.3451,YES
0.3049,NO
0.3049,NO
0.3049,NO
0.2672,NO
0.3451,YES
0.3049,NO
0.3451,YES
0.17,NO
0.1099,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.1475,NO
1.0,YES
0.1022,NO
0.2149,NO
0.2118,NO
0.1085,NO
0.2034,NO
0.2879,YES
0.1975,NO
1.0,YES
0.1773,NO
1.0,YES
0.1754,NO
0.2192,NO
0.3619,NO
0.1715,NO
1.0,YES
0.3259,NO
1.0,YES
0.17,NO
0.079,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.1867,NO
0.0724,NO
1.0,YES
0.2491,NO
1.0,YES
0.0884,NO
0.2859,NO
0.2466,NO
0.2466,NO
0.1047,NO
0.2337,YES
0.1016,NO
1.0,YES
0.0639,NO
1.0,YES
0.2491,NO
0.2491,NO
0.3135,NO
0.1123,NO
1.0,YES
0.2491,NO
1.0,YES
0.1151,NO
0.0905,NO
0.2475,YES
0.3566,YES
1.0,YES
0.2475,YES
0.094,NO
0.1018,NO
0.2475,YES
0.1971,NO
0.2475,YES
0.20199999999999999,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
0.3658,YES
0.20199999999999999,NO
0.20199999999999999,NO
0.20199999999999999,NO
0.145,NO
0.2475,YES
0.145,NO
0.2475,YES
0.1566,NO
0.10300000000000001,NO
1.0,YES
1.0,YES
0.3624,YES
1.0,YES
0.1661,NO
0.0792,NO
1.0,YES
0.2045,NO
1.0,YES
0.1342,NO
0.1477,NO
0.2003,NO
0.1068,NO
0.1825,NO
0.4264,YES
0.1772,NO
1.0,YES
0.0892,NO
1.0,YES
0.2045,NO
0.2192,NO
0.2985,NO
0.1348,NO
1.0,YES
0.2298,NO
1.0,YES
0.1675,NO
0.0394,NO
0.1588,NO
0.2108,NO
0.0953,NO
0.1608,NO
0.0963,NO
0.0435,NO
0.2818,NO
0.1291,NO
0.1766,NO
0.1052,NO
1.0,YES
0.3842,YES
0.3938,YES
0.0772,NO
0.0711,NO
0.0797,NO
0.1588,NO
0.1551,NO
0.1588,NO
0.0503,NO
0.1554,NO
0.1014,NO
0.10800000000000001,NO
0.1685,NO
0.10800000000000001,NO
0.2105,NO
0.4232,YES
1.0,YES
0.2752,NO
0.1653,NO
0.1222,NO
0.1256,NO
1.0,YES
0.3164,YES
0.1256,NO
0.1519,NO
0.1256,NO
0.1784,NO
0.1661,NO
0.1504,NO
0.1562,NO
1.0,YES
0.1222,NO
1.0,YES
0.1256,NO
1.0,YES
0.1256,NO
0.1163,NO
0.0996,NO
0.1354,NO
0.0996,NO
0.1407,NO
0.0996,NO
0.1256,NO
