50Traced_NONETRACED_SUM_RAW_VSM_80_MAX,Associated
0.6208,NO
0.0733,NO
0.3691,NO
0.4996,NO
0.2895,NO
0.6374,NO
0.2792,NO
0.40399999999999997,NO
0.4277,NO
1.0996,YES
0.4009,NO
1.5055,YES
0.2427,NO
0.4199,NO
0.2223,NO
0.2887,NO
0.2401,NO
0.2946,NO
0.3691,NO
0.2179,NO
0.5296,NO
2.4368,YES
2.5202,YES
1.6362,YES
1.4496,YES
0.3094,NO
0.9203,YES
0.4523,NO
0.4984,YES
0.2444,YES
0.3382,NO
0.35600000000000004,NO
0.1148,NO
0.4117,NO
0.5279,YES
0.3988,YES
0.2197,NO
0.1335,NO
0.4847,NO
0.1213,NO
0.2794,NO
0.5508,NO
0.2442,NO
0.4637,YES
0.1928,NO
0.6704,YES
0.2337,NO
0.6557,YES
0.3982,NO
0.2276,NO
0.3211,NO
0.2266,NO
0.2194,NO
0.4289,NO
0.1584,NO
0.5199,NO
0.35,NO
0.1549,NO
0.5117,NO
0.6493,NO
0.3523,NO
0.9097,NO
0.4509,NO
0.1561,NO
0.5333,NO
1.0445,YES
0.636,NO
1.4501,YES
0.205,NO
0.3869,NO
0.2136,NO
0.4321,NO
0.5552,NO
0.3381,NO
0.6241,NO
0.2729,NO
0.988,NO
2.6353,YES
2.3291,YES
1.7469,YES
1.4024,YES
0.3926,NO
1.1288,YES
0.7388,NO
1.3708,YES
0.1814,YES
0.3356,NO
0.466,NO
0.1507,NO
0.514,NO
0.5404,YES
1.224,YES
0.2777,NO
0.2367,NO
0.212,NO
0.3124,NO
0.3412,NO
0.5332,NO
0.2626,NO
0.5078,YES
0.1106,NO
1.4021,YES
0.3515,NO
0.7782,YES
0.214,NO
0.4346,NO
0.6261,NO
0.3399,NO
0.2924,NO
0.4699,NO
0.2694,NO
0.3645,NO
0.6126,NO
0.1587,NO
0.8385,YES
3.4776,YES
1.9714,YES
1.7903,YES
0.5734,NO
0.2747,NO
1.0009,YES
0.5558,NO
0.6874,YES
0.5163,NO
0.3084,NO
0.5058,NO
0.1934,NO
0.4167,NO
1.5165,YES
0.3205,NO
3.8384,YES
0.2726,NO
3.0460000000000003,YES
0.7268,NO
0.8749,NO
0.4762,NO
0.4704,NO
1.3753,YES
0.5647,NO
0.8417,YES
0.6654,NO
0.0869,NO
0.2296,NO
0.419,NO
0.3119,NO
0.5109,NO
0.3172,NO
0.473,NO
0.4207,NO
0.8002,YES
0.285,NO
1.3497,YES
0.3823,NO
0.7344,NO
0.301,NO
0.2466,NO
0.2646,NO
0.4203,NO
0.4421,NO
0.2983,NO
0.5891,NO
1.9979,YES
1.7642,YES
1.1822,YES
0.8906,YES
0.2458,NO
0.932,YES
0.4588,NO
0.2792,NO
0.0774,NO
0.3783,YES
1.8319999999999999,YES
0.7547,YES
0.5892,YES
0.2607,NO
0.1497,NO
0.4867,YES
0.3544,NO
0.3781,YES
0.3445,NO
0.2915,NO
0.4702,NO
0.2394,NO
0.1453,NO
0.8282,YES
0.141,NO
1.4577,YES
0.1808,NO
1.8113,YES
0.4877,NO
0.5987,NO
0.3754,NO
0.4188,NO
0.5379,YES
0.2401,NO
0.3834,YES
0.6256,NO
0.1591,NO
0.4387,NO
0.7723,NO
0.2666,NO
0.4956,NO
0.1653,NO
0.4541,NO
0.3631,NO
1.2597,YES
0.4638,NO
0.9719,YES
0.2519,NO
0.3651,NO
0.2033,NO
0.2772,NO
0.3395,NO
0.4319,NO
0.4157,NO
0.2833,NO
0.9907,NO
2.5084,YES
3.1877,YES
1.6758,YES
1.4653,YES
0.4402,NO
1.4973,YES
0.5611,NO
0.4809,NO
0.1339,NO
0.6224,NO
0.5597,NO
0.2548,NO
0.7490000000000001,NO
0.1762,NO
0.2189,NO
0.4025,NO
1.0057,YES
0.7061,NO
0.9643,YES
0.2716,NO
0.3792,NO
0.1454,NO
0.217,NO
0.1766,NO
0.3366,NO
0.31,NO
0.2073,NO
0.546,NO
2.0443,YES
2.5844,YES
1.1268,YES
0.8893,YES
0.6813,NO
1.3987,YES
0.7286,NO
0.5853,NO
0.1706,NO
0.6927,NO
0.9941,NO
0.4254,NO
1.1903,NO
0.5129,NO
0.3323,NO
0.6506,NO
1.0403,YES
0.8648,NO
1.462,YES
0.4565,NO
0.7983,NO
0.38799999999999996,NO
0.4436,NO
0.6043,NO
0.4832,NO
0.9035,NO
0.336,NO
1.0565,NO
2.51,YES
2.2352,YES
1.7115,YES
1.4380000000000002,YES
0.6396,NO
1.0746,YES
0.8545,NO
0.5181,NO
0.1323,NO
0.4218,NO
0.7207,NO
0.4525,NO
0.8741,NO
0.4839,NO
0.2753,NO
0.5303,NO
0.8046,YES
0.4754,NO
1.3456,YES
0.4422,NO
0.7453,NO
0.3403,NO
0.3922,NO
0.5571,NO
0.452,NO
0.9438,NO
0.2889,NO
0.8915,NO
2.0545,YES
1.6938,YES
1.2279,YES
0.9234,YES
0.4844,NO
1.0211,YES
0.6237,NO
0.9416,NO
0.23800000000000002,NO
2.7916,YES
0.7851,YES
0.4452,YES
4.2478,YES
0.6814,NO
0.4968,NO
1.6226,YES
0.4177,NO
3.2460000000000004,YES
0.3637,NO
0.574,NO
0.7349,NO
0.2039,NO
0.5115,NO
0.6732,YES
0.6331,NO
1.1235,YES
0.635,NO
0.8337,YES
0.5588,NO
0.6396,NO
0.6847,NO
0.4243,NO
3.343,YES
0.3603,NO
3.8018,YES
0.5051,NO
0.1547,NO
0.6271,YES
0.6893,NO
0.5192,NO
2.2994,YES
0.3608,NO
0.1112,NO
0.9847,YES
0.2931,NO
1.3355,YES
0.2687,NO
0.3697,NO
0.5212,NO
0.2648,NO
0.3191,NO
0.5194,NO
0.2929,NO
0.8311,NO
0.2048,NO
0.4248,NO
0.4472,NO
0.6444,NO
0.4198,NO
0.2787,NO
1.5395,YES
0.3359,NO
1.3857,YES
0.6126,NO
0.1192,NO
0.8307,YES
1.9296,YES
0.9692,YES
1.9135,YES
0.4004,NO
0.2657,NO
0.8029999999999999,YES
0.3268,NO
1.2369,YES
0.5361,NO
0.2966,NO
0.48,NO
0.2048,NO
0.1916,NO
0.9599,YES
0.1801,NO
2.1383,YES
0.3106,NO
1.3462,YES
0.5772,NO
0.3491,NO
0.3025,NO
0.2832,NO
1.5273,YES
0.4387,NO
0.9871,YES
0.209,NO
0.1646,NO
1.2484,YES
0.3017,NO
0.1649,NO
2.0144,YES
0.1681,NO
0.153,NO
0.7664,YES
0.1732,NO
1.3245,YES
0.1456,NO
0.2967,NO
0.2493,NO
0.1792,NO
0.1775,NO
0.2125,NO
0.1654,NO
0.4597,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.193,NO
0.3901,NO
0.21600000000000003,NO
0.8635,YES
0.3584,NO
1.109,YES
0.4608,NO
0.1031,NO
0.5625,YES
3.1627,YES
1.6708,YES
1.3145,YES
0.4518,NO
0.1396,NO
0.75,YES
0.4205,NO
0.4931,YES
0.271,NO
0.2232,NO
0.3073,NO
0.1785,NO
0.2526,NO
1.0270000000000001,YES
0.15,NO
2.6963,YES
0.2489,NO
1.9554,YES
0.494,NO
0.7059,NO
0.2194,NO
0.3395,NO
1.1968,YES
0.3814,NO
0.4606,YES
1.5195,YES
0.1364,YES
0.3634,NO
0.4584,NO
0.1459,NO
0.7096,NO
0.4959,YES
1.3883,YES
0.3946,NO
0.2618,NO
0.5402,NO
0.3598,NO
0.4559,NO
0.8063,NO
0.3179,NO
0.4093,YES
0.2619,NO
0.9725,YES
0.3375,NO
1.3272,YES
0.5426,NO
0.3763,NO
0.5325,NO
0.3605,NO
0.3291,NO
0.5446,NO
0.2063,NO
0.5931,NO
0.8655,NO
0.15,NO
2.4607,YES
1.5118,YES
0.6805,YES
4.7835,YES
0.6516,NO
0.1438,NO
1.8711,YES
0.5437,NO
3.6318,YES
0.6416,NO
0.7323,NO
0.7728,NO
0.3957,NO
0.3001,NO
0.9421,YES
0.2996,NO
1.6648,YES
0.3481,NO
1.0109,YES
0.9767,NO
0.862,NO
0.7269,NO
0.5127,NO
4.124,YES
0.6379,NO
4.0799,YES
0.732,NO
0.2408,NO
2.4762,YES
0.9246,YES
0.418,YES
2.9458,YES
0.4846,NO
0.3673,NO
1.3269,YES
0.5158,NO
2.3703,YES
0.6291,NO
0.6524,NO
0.7382,NO
0.4185,NO
0.4183,NO
0.6017,YES
0.44799999999999995,NO
1.2206,YES
0.5516,NO
0.9357,YES
0.8721,NO
0.9172,NO
0.6343,NO
0.5545,NO
2.4197,YES
0.4136,NO
2.4205,YES
0.9805,NO
0.2438,NO
2.8788,YES
0.7763,YES
0.3544,YES
4.9969,YES
0.5063,NO
0.4316,NO
1.9772,YES
0.4479,NO
4.5303,YES
0.6705,NO
0.4213,NO
0.5847,NO
0.2194,NO
0.3441,NO
0.7068,YES
0.4356,NO
0.9684,YES
0.5064,NO
0.6899,YES
0.9178,NO
0.8233,NO
0.5863,NO
0.3353,NO
3.5057,YES
0.6733,NO
4.0811,YES
0.8734,NO
0.172,NO
2.4915,YES
1.7721,YES
0.8489,YES
5.5684,YES
0.6951,NO
0.2998,NO
2.0127,YES
0.5368,NO
3.5902,YES
0.3633,NO
0.5935,NO
0.5919,NO
0.1871,NO
0.3495,NO
1.0468,YES
0.2377,NO
2.1971,YES
0.2839,NO
1.042,YES
0.6869,NO
0.5784,NO
0.5967,NO
0.4171,NO
4.0765,YES
0.6548,NO
3.988,YES
0.6422,NO
0.1178,NO
0.6702,YES
3.3114,YES
1.7173,YES
1.3787,YES
0.3711,NO
0.2884,NO
0.8669,YES
0.4763,NO
0.5536,YES
0.3241,NO
0.4653,NO
0.5281,NO
0.331,NO
0.1917,NO
1.1603,YES
0.2225,NO
2.9322,YES
0.2305,NO
2.1924,YES
0.561,NO
0.8764,NO
0.1942,NO
0.3071,NO
1.2434,YES
0.5679,NO
0.4831,YES
0.4619,NO
0.1057,NO
0.7902,YES
2.0976,YES
1.063,YES
1.8318,YES
0.3715,NO
0.1848,NO
0.7658,YES
0.4581,NO
0.6247,YES
0.43700000000000006,NO
0.37799999999999995,NO
0.3722,NO
0.1691,NO
0.1847,NO
0.9917,YES
0.1772,NO
2.4103,YES
0.1602,NO
1.5557,YES
0.6994,NO
0.5996,NO
0.3742,NO
0.3288,NO
1.4240000000000002,YES
0.6155,NO
0.7989,YES
0.3546,NO
0.0573,NO
0.2948,NO
0.5109,NO
0.1357,NO
0.5462,NO
0.1595,NO
0.1755,NO
0.4438,NO
0.1291,NO
0.2162,NO
0.1419,NO
1.2021,YES
1.4355,YES
1.1379,YES
0.0806,NO
0.0866,NO
0.1622,NO
0.4048,NO
