50Traced_NONETRACED_SUM_MULTI_LSA_68_MAX,Associated
0.9177,NO
0.3297,NO
0.7341,NO
0.9319,NO
0.6593,NO
0.5695,NO
0.44,NO
0.1937,NO
0.4068,NO
1.7285,YES
0.3318,NO
1.5659999999999998,YES
0.4111,NO
0.7561,NO
0.2223,NO
0.5985,NO
0.6632,NO
0.607,NO
0.8847,NO
0.2472,NO
0.9626,NO
1.9214,YES
1.9269,YES
1.9165,YES
1.6033,YES
1.0489,NO
1.3775,YES
0.5638,NO
3.0901,YES
1.8785,YES
1.3216,NO
0.993,NO
0.7966,NO
1.2373,NO
2.8367,YES
1.8075,YES
0.8085,NO
0.5352,NO
0.8506,NO
0.3478,NO
0.7174,NO
0.5035,NO
0.4345,NO
2.8288,YES
0.7528,NO
2.595,YES
0.6949,NO
2.5143,YES
0.6743,NO
0.4318,NO
0.5546,NO
0.7043,NO
0.4811,NO
1.1356,NO
0.873,NO
0.7525,NO
1.2893,NO
0.397,NO
2.0067,NO
2.1085,NO
1.3413,NO
1.6976,NO
0.6886,NO
0.2615,NO
1.6583,NO
2.9342,YES
1.1984,NO
2.4037,YES
1.0967,NO
1.7932,NO
0.3609,NO
0.9359999999999999,NO
1.3619,NO
0.7731,NO
1.4943,NO
0.4942,NO
1.5599,NO
3.5359,YES
3.2965,YES
3.0718,YES
2.4609,YES
2.3693,NO
3.5492,YES
1.1725,NO
2.6977,YES
2.1059,YES
1.4518,NO
0.6725,NO
0.6435,NO
0.9897,NO
2.3239,YES
1.1554,YES
0.9919,NO
0.6558,NO
0.8876,NO
0.6319,NO
1.0572,NO
0.7678,NO
0.6775,NO
2.5102,YES
0.5760000000000001,NO
2.3751,YES
0.4321,NO
2.1036,YES
0.682,NO
0.5124,NO
0.6596,NO
0.7522,NO
0.715,NO
1.12,NO
0.8329,NO
0.7,NO
1.9307,NO
0.7762,NO
1.945,YES
2.9888,YES
3.4534,YES
2.97,YES
1.2884,NO
0.5156,NO
2.0913,YES
1.0573,NO
1.4522,YES
0.6883,NO
1.3828,NO
1.1424,NO
0.733,NO
1.1206,NO
3.1383,YES
1.1095,NO
3.8431,YES
0.8752,NO
3.0706,YES
1.0157,NO
1.8444,NO
1.6842,NO
1.0526,NO
2.6808,YES
1.7692,NO
1.5782,YES
1.0773,NO
0.0732,NO
1.2969,NO
1.7518,NO
0.5694,NO
1.1624,NO
0.3258,NO
0.2361,NO
0.9304,NO
2.9759,YES
0.7211,NO
2.4701,YES
0.753,NO
1.8525,NO
0.3055,NO
0.4645,NO
0.6546,NO
0.4332,NO
1.0933,NO
0.2898,NO
1.1935,NO
3.7897,YES
3.2231,YES
3.1353,YES
2.336,YES
1.7826,NO
3.2266,YES
0.7655,NO
1.3818,NO
0.2748,NO
1.7043,YES
3.6274,YES
3.8426,YES
2.415,YES
1.0305,NO
0.2813,NO
2.1502,YES
1.5330000000000001,NO
1.2265,YES
1.0691,NO
1.0383,NO
1.0737,NO
0.3417,NO
0.6714,NO
3.5081,YES
0.7862,NO
4.5375,YES
0.376,NO
3.6209,YES
1.6025,NO
2.3651,NO
2.2941,NO
1.2455,NO
2.5713,YES
2.4498,NO
1.1822,YES
1.8352,NO
0.6889,NO
1.9057,NO
1.3468,NO
0.3913,NO
1.6188,NO
1.405,NO
0.7136,NO
1.55,NO
2.8083,YES
1.0669,NO
2.405,YES
1.1601,NO
1.569,NO
0.324,NO
1.4571,NO
0.5264,NO
1.3049,NO
0.7242,NO
1.1181,NO
1.3226,NO
3.0509,YES
2.8527,YES
2.4035,YES
1.9288,YES
1.9341,NO
2.4948,YES
1.2094,NO
1.2929,NO
0.1701,NO
1.9464,NO
1.7926,NO
1.0374,NO
1.8733,NO
0.5705,NO
0.4717,NO
1.9334,NO
2.8639,YES
1.2539,NO
2.3801,YES
0.8687,NO
1.666,NO
0.1879,NO
0.8756,NO
0.998,NO
0.6459999999999999,NO
1.4227,NO
0.2592,NO
1.5118,NO
3.7304,YES
3.5081,YES
3.5163,YES
2.8337,YES
2.5189,NO
3.4002,YES
1.5655,NO
1.3519999999999999,NO
0.3823,NO
1.7208,NO
1.3521,NO
0.4898,NO
1.6936,NO
0.7369,NO
0.2767,NO
1.2343,NO
2.6446,YES
0.9798,NO
2.0872,YES
0.9963,NO
1.4658,NO
0.4064,NO
0.8372,NO
0.6925,NO
0.6425,NO
0.9997,NO
0.475,NO
1.1033,NO
3.1557,YES
3.0158,YES
2.6144,YES
2.1281,YES
