50Traced_NONETRACED_SUM_SINGLE_VSM_88_MEDIAN,Associated
0.2848,NO
0.4783,NO
0.3033,NO
0.7498,NO
0.5627,NO
0.9042,NO
0.6454,NO
0.309,NO
0.5437,NO
2.9247,YES
0.5735,NO
2.295,YES
0.2427,NO
0.4908,NO
0.2468,NO
0.5551,NO
0.902,NO
0.1229,NO
0.5676,NO
0.6055,NO
1.0752,NO
2.6495,YES
2.7089,YES
2.5121,YES
2.6860000000000004,YES
0.4735,NO
2.8605,YES
0.5944,NO
2.1867,YES
1.1873,YES
0.8368,NO
0.6993,NO
0.7586,NO
0.8246,NO
2.5364,YES
2.0499,YES
0.7229,NO
0.3171,NO
0.7752,NO
0.3836,NO
0.3303,NO
0.3361,NO
0.2752,NO
3.0372,YES
0.7595,NO
2.226,YES
0.8005,NO
3.2868,YES
0.8777,NO
0.4256,NO
0.4963,NO
0.1824,NO
0.3549,NO
0.862,NO
0.5032,NO
0.7781,NO
0.2194,NO
0.565,NO
0.62,NO
0.8685,NO
0.5282,NO
1.3507,NO
0.7931,NO
0.3,NO
0.8411,NO
3.0687,YES
0.6903,NO
2.623,YES
0.5993,NO
0.9179999999999999,NO
0.5446,NO
0.5044,NO
0.9059,NO
0.1268,NO
0.5935,NO
0.7597,NO
0.9668,NO
2.8375,YES
3.0285,YES
2.7854,YES
3.0375,YES
0.8505,NO
3.174,YES
0.9516,NO
1.7851,YES
1.4311,YES
1.3803,NO
1.2088,NO
0.9449,NO
2.0558,NO
2.688,YES
1.7556,YES
1.7342,NO
0.3008,NO
1.5688,NO
0.7282,NO
1.355,NO
1.2845,NO
1.3427,NO
2.7134,YES
1.2004,NO
1.8591,YES
1.2275,NO
3.3644,YES
0.889,NO
0.5929,NO
0.9132,NO
0.6173,NO
0.7103,NO
1.6803,NO
0.6959,NO
2.2317,NO
0.4512,NO
0.4039,NO
2.3867,YES
4.0851,YES
3.9841,YES
2.4349,YES
0.6736,NO
0.3195,NO
2.2792,YES
0.2276,NO
1.9076,YES
0.4225,NO
1.0606,NO
0.8907,NO
1.25,NO
0.5252,NO
4.9093,YES
0.3452,NO
4.043,YES
1.3601,NO
3.9214,YES
0.5825,NO
0.7088,NO
0.2403,NO
0.5634,NO
1.9869999999999999,YES
0.8396,NO
2.2995,YES
0.6025,NO
0.4576,NO
0.3803,NO
0.2701,NO
0.2927,NO
1.5473,NO
1.3774,NO
0.7877,NO
0.7091,NO
3.0102,YES
0.7468,NO
2.9263,YES
0.4266,NO
0.6051,NO
0.2279,NO
0.8417,NO
0.5256,NO
0.49,NO
0.6387,NO
1.0525,NO
0.6043,NO
2.8234,YES
3.2649,YES
3.0297,YES
3.2409,YES
1.0597,NO
3.6294,YES
1.1184,NO
0.3628,NO
0.6122,NO
1.5614,YES
3.9825,YES
3.9752,YES
1.4148,YES
0.8147,NO
0.2882,NO
1.4297,YES
0.8298,NO
0.9651,YES
0.7627,NO
0.4572,NO
0.4994,NO
0.7597,NO
0.5855,NO
4.86,YES
0.3018,NO
3.9497,YES
1.0701,NO
3.7705,YES
1.175,NO
1.3894,NO
0.9708,NO
0.7345,NO
1.0958,YES
1.4609,NO
1.6118,YES
0.5428,NO
0.3408,NO
0.4279,NO
0.4558,NO
0.3031,NO
1.5624,NO
1.1303,NO
0.6818,NO
0.9275,NO
2.0964,YES
0.5302,NO
2.4725,YES
1.3022,NO
1.3724,NO
1.0668,NO
0.6039,NO
0.5158,NO
0.4811,NO
0.802,NO
1.266,NO
0.4341,NO
1.858,YES
2.2649,YES
2.0724,YES
2.6227,YES
0.9874,NO
2.6581,YES
1.256,NO
0.3093,NO
0.5581,NO
0.8938,NO
0.6739,NO
0.5538,NO
2.1778,NO
1.1672,NO
0.4797,NO
1.4051,NO
2.6361,YES
1.5034,NO
2.5582,YES
0.6524,NO
0.6123,NO
0.4067,NO
0.5403,NO
0.7733,NO
0.1655,NO
1.1066,NO
0.6398,NO
0.9569,NO
2.7304,YES
3.1115,YES
2.8961,YES
3.0925,YES
1.5804,NO
3.4664,YES
1.6362,NO
0.3297,NO
0.7424,NO
0.3836,NO
0.9482,NO
0.7022,NO
1.3436,NO
1.0961,NO
0.4629,NO
0.8259,NO
3.1489999999999996,YES
0.775,NO
2.7568,YES
0.5918,NO
0.9428,NO
