50Traced_NONETRACED_SUM_MULTI_VSM_89_MAX,Associated
0.9833,NO
0.4147,NO
1.28,NO
0.7937,NO
0.915,NO
0.7591,NO
1.2726,NO
0.4639,NO
0.8864,NO
2.61,YES
0.9797,NO
1.8819,YES
0.6997,NO
0.4738,NO
0.6834,NO
0.7635,NO
1.386,NO
0.7376,NO
0.9107,NO
0.7433,NO
0.3514,NO
2.1313,YES
2.3929,YES
2.2837,YES
2.6435,YES
1.1029,NO
2.7303,YES
0.5901,NO
1.308,YES
0.4683,YES
1.337,NO
0.7112,NO
0.8558,NO
1.2938,NO
1.5490000000000002,YES
0.6601,YES
1.2851,NO
0.8742,NO
0.9669,NO
0.7463,NO
0.7806,NO
1.0799,NO
0.8354,NO
1.2439,YES
1.0832,NO
1.4878,YES
1.1326,NO
1.4724,YES
0.7469,NO
0.8571,NO
1.0663,NO
0.9659,NO
0.6453,NO
1.1179999999999999,NO
1.2105,NO
0.8684,NO
0.7845,NO
0.5067,NO
1.1666,NO
1.0412,NO
0.8915,NO
0.5921,NO
1.2105,NO
0.2632,NO
0.6368,NO
3.3071,YES
0.8296,NO
2.3335,YES
0.809,NO
0.6697,NO
0.5131,NO
0.5551,NO
1.4716,NO
0.8108,NO
0.9708,NO
0.4724,NO
0.3056,NO
2.8044,YES
3.1436,YES
2.8838,YES
3.2588,YES
1.2368,NO
3.1902,YES
0.49,NO
1.8602,YES
0.5686,YES
1.5716,NO
0.7024,NO
0.8594,NO
1.2547,NO
2.4652,YES
1.3771,YES
1.1631,NO
0.9313,NO
1.0589,NO
0.7304,NO
0.2289,NO
0.5276,NO
0.2828,NO
2.1172,YES
1.1278,NO
2.2640000000000002,YES
1.1722,NO
2.3214,YES
0.6326,NO
0.7404,NO
1.1411,NO
0.7783,NO
0.7904,NO
1.1291,NO
1.0153,NO
0.6679,NO
1.3701,NO
0.3308,NO
1.8626,YES
3.5946,YES
3.9517,YES
1.7813,YES
1.7992,NO
0.5375,NO
2.3409,YES
1.4818,NO
2.013,YES
1.2318,NO
0.8240000000000001,NO
1.1709,NO
0.8632,NO
1.0284,NO
4.2968,YES
1.0816,NO
4.7587,YES
1.0183,NO
3.2822,YES
1.7119,NO
1.5769,NO
1.7151,NO
1.114,NO
1.2901,YES
2.0597,NO
1.2094,YES
1.1753,NO
0.5293,NO
