50Traced_NONETRACED_SUM_MULTI_VSM_35_MAX,Associated
0.9922,NO
0.2518,NO
0.519,NO
1.7756,NO
0.7811,NO
0.7355,NO
1.1619,NO
0.736,NO
0.4582,NO
3.6222,YES
0.3224,NO
1.449,YES
0.6496,NO
1.0899,NO
0.4424,NO
0.3545,NO
1.0164,NO
0.8953,NO
0.677,NO
0.7996,NO
1.3702,NO
3.573,YES
3.8209,YES
3.4183,YES
3.8929,YES
0.7659,NO
3.2463,YES
0.2139,NO
1.8832,YES
1.0403,YES
0.8511,NO
0.792,NO
0.4356,NO
1.2416,NO
1.9734,YES
1.5630000000000002,YES
1.4805,NO
0.7817,NO
1.0729,NO
0.3891,NO
1.0472,NO
1.1085,NO
0.4816,NO
1.5537,YES
0.4366,NO
1.0108,YES
0.35100000000000003,NO
1.8179,YES
0.6431,NO
0.7519,NO
0.7644,NO
0.6896,NO
0.755,NO
0.9366,NO
0.7546,NO
0.9817,NO
1.1825,NO
0.5982,NO
1.1899,NO
2.4195,NO
1.3959,NO
1.8773,NO
1.5671,NO
0.7192,NO
1.7429,NO
4.0684,YES
1.4989,NO
1.725,YES
0.858,NO
1.2688,NO
0.4668,NO
0.5896,NO
1.528,NO
0.8614,NO
1.3853,NO
0.9542,NO
1.7794,NO
3.9855,YES
4.1904,YES
3.975,YES
4.2351,YES
1.8691,NO
3.8458,YES
1.368,NO
2.8405,YES
1.0782,YES
0.9401,NO
0.7254,NO
0.3825,NO
1.288,NO
2.6591,YES
2.3311,YES
1.5015,NO
0.6801,NO
0.9696,NO
0.3058,NO
1.2747,NO
1.2984,NO
0.5995,NO
2.2521,YES
0.4275,NO
1.6297,YES
0.374,NO
2.472,YES
0.7204,NO
0.5765,NO
0.8566,NO
0.5758,NO
0.7197,NO
1.114,NO
0.6717,NO
0.9646,NO
1.3369,NO
0.3595,NO
1.7592,YES
4.5183,YES
3.6347,YES
2.1603,YES
1.7732,NO
0.3472,NO
3.1382,YES
1.0654,NO
2.4655,YES
0.7017,NO
1.0581,NO
0.3945,NO
0.3202,NO
0.6241,NO
3.391,YES
0.6212,NO
3.6302,YES
0.6482,NO
3.6674,YES
1.3048,NO
1.7362,NO
1.4409999999999998,NO
0.8903,NO
2.3127,YES
1.2603,NO
2.1173,YES
1.2076,NO
0.5649,NO
1.2708,NO
2.1951,NO
0.8914,NO
1.5445,NO
1.5897,NO
0.8036,NO
1.4478,NO
3.5304,YES
1.2939,NO
1.6002,YES
0.9755,NO
1.0455,NO
0.4844,NO
0.5292,NO
1.1348,NO
0.8707,NO
0.9124,NO
0.9467,NO
1.6727,NO
3.6208,YES
3.6801,YES
3.2289,YES
3.865,YES
1.5241,NO
3.7467,YES
0.8715,NO
1.4214,NO
0.2722,NO
1.4245,YES
3.5804,YES
2.866,YES
1.286,YES
1.7049,NO
0.5991,NO
2.3157,YES
0.4888,NO
1.6201,YES
0.3178,NO
1.0974,NO
0.6288,NO
0.3526,NO
0.6581,NO
2.7946,YES
0.7855,NO
2.6927,YES
0.6920000000000001,NO
3.1689999999999996,YES
0.878,NO
1.3665,NO
1.1303,NO
0.6005,NO
1.6655,YES
0.6789,NO
1.5194,YES
1.024,NO
0.3053,NO
1.3832,NO
2.1739,NO
0.8532,NO
1.797,NO
1.3178,NO
0.6805,NO
1.5284,NO
3.6603,YES
1.4692,NO
1.5786,YES
0.9489,NO
1.166,NO
0.5337,NO
0.11599999999999999,NO
0.9164,NO
0.8011,NO
1.0599,NO
0.8394,NO
1.4782,NO
3.8098,YES
3.8211,YES
3.5307,YES
4.0957,YES
1.8315,NO
3.5379,YES
0.8223,NO
0.693,NO
0.4728,NO
1.1809,NO
1.8005,NO
0.5773,NO
1.9403,NO
1.294,NO
0.6217,NO
