50Traced_NONETRACED_SUM_MULTI_LSA_81_MEDIAN,Associated
0.8141,NO
0.2503,NO
1.1193,NO
0.9506,NO
0.8894,NO
1.0782,NO
0.8097,NO
0.7087,NO
1.2609,NO
2.1653,YES
1.0548,NO
1.8881,YES
0.6947,NO
1.1777,NO
0.4498,NO
0.4604,NO
0.9288,NO
1.0588,NO
0.8808,NO
0.511,NO
1.129,NO
1.9722,YES
2.1566,YES
2.2783,YES
1.1596,YES
0.9286,NO
1.9943,YES
0.9397,NO
1.0709,YES
0.8232,YES
0.9199,NO
0.7395,NO
0.8271,NO
0.7125,NO
1.2616,YES
1.2744,YES
0.7014,NO
0.2985,NO
0.4608,NO
0.4967,NO
0.9994,NO
1.1516,NO
0.6349,NO
0.9867,YES
0.9989,NO
1.3434,YES
0.9112,NO
0.9185,YES
0.7307,NO
0.2411,NO
0.6912,NO
0.6036,NO
0.244,NO
0.8456,NO
0.3661,NO
0.8585,NO
0.8516,NO
0.4533,NO
0.9065,NO
0.6504,NO
1.011,NO
1.7223,NO
1.4037,NO
0.7601,NO
1.1067,NO
3.3059,YES
1.4861,NO
3.4398,YES
0.4914,NO
1.5252,NO
0.361,NO
0.8333,NO
0.9941,NO
1.2033,NO
1.0604,NO
0.5563,NO
1.0395,NO
3.3105,YES
3.565,YES
3.7189,YES
2.2011,YES
1.5704,NO
3.248,YES
1.3256,NO
2.3274,YES
0.7276,YES
1.1312,NO
0.5847,NO
0.3928,NO
0.7709999999999999,NO
2.7207,YES
2.2882,YES
0.6273,NO
0.5996,NO
0.4889,NO
1.075,NO
0.8846,NO
1.3458,NO
0.5531,NO
1.1967,YES
0.5074,NO
2.5175,YES
0.3695,NO
1.9007,YES
0.6353,NO
0.7378,NO
1.0821,NO
0.8326,NO
0.7071,NO
0.7613,NO
0.6675,NO
1.0216,NO
1.4148,NO
0.6201,NO
2.0487,YES
4.0533,YES
4.1638,YES
2.0747,YES
0.9376,NO
0.8904,NO
2.5399,YES
1.0072,NO
1.6499,YES
0.647,NO
0.9561,NO
1.6691,NO
0.7034,NO
0.8134,NO
3.9836,YES
0.9952,NO
3.908,YES
0.7801,NO
3.6501,YES
0.3882,NO
1.3314,NO
1.8404,NO
0.5937,NO
2.1276,YES
1.7231,NO
1.5574,YES
1.2887,NO
0.4634,NO
1.6911,NO
0.7511,NO
0.9772,NO
2.0777,NO
1.7151,NO
1.1209,NO
1.7166,NO
3.2984,YES
1.7551,NO
3.5154,YES
0.8931,NO
2.1042,NO
0.6229,NO
0.8529,NO
1.2316,NO
1.6536,NO
1.1909,NO
0.9451,NO
0.9403,NO
3.2258,YES
3.6227,YES
3.7079,YES
2.3611,YES
2.0843,NO
3.153,YES
1.6216,NO
0.7065,NO
0.3955,NO
1.7735,YES
3.3213,YES
3.7623,YES
1.4081,YES
0.8014,NO
0.649,NO
1.6066,YES
1.1595,NO
0.9892,YES
0.7265,NO
0.847,NO
1.6136,NO
0.6931,NO
0.5375,NO
4.0286,YES
0.7483,NO
3.4067,YES
0.804,NO
2.9698,YES
0.5495,NO
1.764,NO
0.9719,NO
0.39799999999999996,NO
1.7167,YES
1.0815,NO
1.1994,YES
1.1139,NO
0.5203,NO
0.9839,NO
0.7062,NO
0.8687,NO
1.7666,NO
1.3079,NO
0.6798,NO
1.1179,NO
1.8541,YES
1.3103,NO
2.5742,YES
0.7689,NO
1.8318,NO
0.7047,NO
0.6723,NO
1.0013,NO
0.9698,NO
1.0303,NO
0.5761,NO
0.9125,NO
1.9212,YES
2.1568,YES
2.5593,YES
1.7521,YES
1.2778,NO
2.1825,YES
1.4561,NO
0.8165,NO
0.1644,NO
0.9612,NO
0.8005,NO
1.1494,NO
1.6933,NO
1.0922,NO
0.4451,NO
1.2134,NO
3.2310000000000003,YES
1.3593,NO
3.4133,YES
0.5855,NO
1.6199,NO
0.4051,NO
0.6278,NO
0.9189,NO
0.8585,NO
1.2146,NO
0.3694,NO
1.0808,NO
3.1469,YES
3.3119,YES
3.7514,YES
2.1666,YES
1.49,NO
3.4315,YES
1.4142,NO
0.8085,NO
0.4523,NO
1.8925,NO
0.8259,NO
1.1572,NO
2.673,NO
1.0614,NO
0.5367,NO
2.2676,NO
2.9148,YES
2.1016,NO
3.3693,YES
0.7725,NO
1.8146,NO
0.4438,NO
0.6804,NO
1.3965,NO
0.9633,NO
1.4544,NO
0.5103,NO
1.1221,NO
2.9836,YES
3.1227,YES
3.4991,YES
2.2338,YES
2.4905,NO
2.8809,YES
1.8308,NO
1.0727,NO
0.2493,NO
1.4757,NO
0.799,NO
1.0149,NO
1.7944,NO
1.2702,NO
0.6518,NO
1.2822,NO
2.9991,YES
1.4625,NO
3.4758,YES
1.0258,NO
2.1852,NO
0.8359,NO
0.5415,NO
1.1428,NO
1.1189,NO
1.1731,NO
0.5843,NO
0.8481,NO
3.0296,YES
3.2798,YES
3.4068,YES
2.1943,YES
1.6728,NO
2.8232,YES
1.4149,NO
1.6111,NO
0.3723,NO
4.6531,YES
1.7005,YES
1.9052,YES
4.7822,YES
1.3267,NO
0.7446,NO
4.868,YES
1.0921,NO
3.4976,YES
1.5525,NO
2.0078,NO
2.6892,NO
1.0676,NO
0.6476,NO
2.0539,YES
1.1398,NO
2.7566,YES
0.9874,NO
1.32,YES
1.0185,NO
1.4494,NO
2.5024,NO
1.2445,NO
4.4175,YES
1.4065,NO
3.4993,YES
1.15,NO
0.4842,NO
3.3065,YES
1.4217,NO
1.486,NO
3.8333,YES
0.6064,NO
0.4682,NO
3.8562,YES
0.8467,NO
2.9883,YES
0.8687,NO
1.9879,NO
2.2602,NO
1.2708,NO
0.3519,NO
1.895,NO
0.5906,NO
1.8854,NO
0.5961,NO
1.5163,NO
0.4046,NO
0.945,NO
1.9332,NO
0.4334,NO
2.9022,YES
1.3738,NO
3.1862,YES
1.2591,NO
0.6595,NO
3.1885,YES
3.2973,YES
3.2669,YES
3.0802,YES
1.0142,NO
0.7568,NO
3.6488,YES
1.1269,NO
2.3066,YES
0.6452,NO
1.4994,NO
2.2568,NO
1.0528,NO
0.5793,NO
3.5275,YES
1.1369,NO
3.1153,YES
0.9207,NO
3.2792,YES
0.5325,NO
1.5411,NO
1.6134,NO
0.6567,NO
2.9285,YES
1.459,NO
2.2979,YES
1.1376,NO
0.2611,NO
2.5298,YES
0.3025,NO
0.4162,NO
3.4304,YES
0.8901,NO
0.1872,NO
3.0217,YES
0.8573,NO
2.8042,YES
1.1581,NO
1.5728,NO
1.5291,NO
0.8872,NO
0.1775,NO
0.5932,NO
0.4345,NO
0.715,NO
0.3596,NO
0.6186,NO
0.8263,NO
1.0182,NO
1.8726,NO
1.0626,NO
2.8964,YES
1.206,NO
2.5791,YES
0.9078,NO
0.2563,NO
0.7617,YES
2.5483,YES
2.4873,YES
0.7168,YES
0.3592,NO
0.2201,NO
1.3856,YES
0.4112,NO
0.6717,YES
0.265,NO
0.7572,NO
0.8014,NO
0.5973,NO
0.2294,NO
2.5437,YES
0.2597,NO
2.2113,YES
0.2762,NO
2.7294,YES
0.1457,NO
0.6277,NO
1.0424,NO
0.2183,NO
0.9778,YES
1.0546,NO
0.8147,YES
2.3423,YES
1.2284,YES
1.2429,NO
0.9152,NO
0.6657,NO
0.7584,NO
2.8762,YES
2.8348,YES
0.6108,NO
0.3123,NO
0.4205,NO
0.6285,NO
0.7415,NO
1.3066,NO
0.3931,NO
1.7738,YES
0.4911,NO
3.0629,YES
0.6477,NO
2.1085,YES
0.6603,NO
0.4371,NO
0.7845,NO
0.5109,NO
0.4565,NO
0.7968,NO
0.2616,NO
0.7482,NO
1.1901,NO
0.3403,NO
4.7984,YES
1.3463,YES
1.7585,YES
5.655,YES
0.9204,NO
0.3667,NO
5.607,YES
1.0173,NO
4.2305,YES
1.2272,NO
1.7755,NO
2.2038,NO
0.7461,NO
0.3235,NO
2.0918,YES
0.6033,NO
2.4169,YES
0.7996,NO
1.2881,YES
0.6663,NO
1.1974,NO
2.2033,NO
1.1832,NO
4.9826,YES
1.4527,NO
3.9858,YES
1.4684,NO
0.7269,NO
5.372000000000001,YES
2.1404,YES
2.4334,YES
5.9298,YES
1.3905,NO
0.8269,NO
5.9016,YES
1.5625,NO
4.1102,YES
1.7695,NO
2.2325,NO
2.9524,NO
1.0381,NO
1.0171,NO
2.2246,YES
1.3729,NO
3.1638,YES
0.8652,NO
2.1218,YES
1.3419999999999999,NO
1.7287,NO
3.0378,NO
1.4393,NO
4.9689,YES
2.1127,NO
4.2488,YES
1.2745,NO
0.3963,NO
4.6649,YES
1.791,YES
2.1489,YES
5.4014,YES
0.8519,NO
0.423,NO
5.6127,YES
1.0075,NO
3.9125,YES
1.3486,NO
1.6804,NO
2.3912,NO
0.7449,NO
0.4505,NO
2.1396,YES
0.6951,NO
2.75,YES
0.867,NO
1.7146,YES
0.6497,NO
1.1907,NO
2.4235,NO
1.1845,NO
4.8413,YES
1.7246,NO
3.8247,YES
0.9878,NO
0.3335,NO
5.1629,YES
1.4422,YES
1.8246,YES
5.8561,YES
0.6929,NO
0.3457,NO
6.1355,YES
1.0864,NO
4.3714,YES
0.8682,NO
1.9780000000000002,NO
2.201,NO
0.7729,NO
0.4018,NO
2.1988,YES
0.6059,NO
2.5984,YES
0.7741,NO
1.5475,YES
0.5884,NO
1.1327,NO
2.2098,NO
0.7781,NO
5.0724,YES
1.5359,NO
4.3923,YES
0.9937,NO
0.5023,NO
1.9702,YES
3.448,YES
3.7661,YES
1.6475,YES
0.7895,NO
0.6358,NO
2.0156,YES
1.4983,NO
1.3443,YES
1.2545,NO
1.4142,NO
1.9191,NO
0.9998,NO
0.5943,NO
4.0553,YES
0.9071,NO
3.6857,YES
0.679,NO
3.4437,YES
1.0584,NO
2.0747,NO
1.7742,NO
0.7626,NO
1.8741,YES
1.5057,NO
1.6101,YES
1.3216,NO
0.2978,NO
1.8956,YES
3.2863,YES
3.5709,YES
2.2968,YES
0.8581,NO
0.4486,NO
2.5029,YES
0.8801,NO
1.9469,YES
0.8264,NO
0.9286,NO
1.3351,NO
0.6231,NO
0.3472,NO
3.4611,YES
0.5032,NO
3.3073,YES
0.6462,NO
3.1203,YES
0.5066,NO
1.297,NO
1.669,NO
0.769,NO
2.575,YES
1.4575,NO
1.7306,YES
0.7909999999999999,NO
0.3248,NO
1.0,NO
0.7388,NO
0.7052,NO
0.6348,NO
0.6789,NO
0.2896,NO
0.4097,NO
0.5056,NO
0.3458,NO
0.8702,NO
1.4784,YES
1.879,YES
1.3725,YES
0.2941,NO
0.7791,NO
0.4043,NO
0.6494,NO
0.2893,NO
0.4469,NO
0.46299999999999997,NO
0.8648,NO
0.8111,NO
0.2991,NO
0.3491,NO
0.4462,NO
0.8347,NO
1.6022,YES
0.8057,YES
1.0289,NO
0.7137,NO
0.6031,NO
0.763,NO
1.9664,YES
1.9166,YES
0.7489,NO
0.2775,NO
0.5245,NO
0.3847,NO
0.8109999999999999,NO
0.8998,NO
0.4145,NO
1.1609,YES
0.6914,NO
2.0546,YES
0.6172,NO
1.2746,YES
0.8015,NO
0.3455,NO
0.594,NO
0.5934,NO
0.2858,NO
0.9309,NO
0.4302,NO
0.8703,NO
0.775,NO
0.3041,NO
2.1557,YES
3.9865,YES
4.3942,YES
1.8773,YES
0.4438,NO
0.3238,NO
2.2999,YES
1.1276,NO
1.3665,YES
0.6395,NO
1.1838,NO
1.6276,NO
0.7591,NO
0.4127,NO
4.3659,YES
0.4598,NO
4.0505,YES
0.5059,NO
3.6984,YES
0.4445,NO
1.511,NO
1.2001,NO
0.4803,NO
2.0362,YES
1.3003,NO
1.5630000000000002,YES
2.0968,YES
0.5264,YES
1.7069,NO
1.1191,NO
0.8708,NO
1.1897,NO
2.0887,YES
1.9282,YES
1.4329,NO
0.4404,NO
0.9043,NO
0.5539999999999999,NO
0.7537,NO
1.1672,NO
0.3567,NO
0.975,YES
0.8879,NO
2.1268,YES
0.95,NO
1.7827,YES
0.8575,NO
0.3631,NO
0.7728,NO
0.82,NO
0.3704,NO
1.2719,NO
0.5632,NO
1.0813,NO
0.5615,NO
0.3402,NO
0.6195,NO
0.7231,NO
0.6888,NO
0.7713,NO
0.8423,NO
0.6378,NO
0.6342,NO
2.1645,YES
0.5925,NO
2.3592,YES
0.3141,NO
1.04,NO
0.2934,NO
0.7156,NO
0.9896,NO
0.8791,NO
0.7151,NO
0.4077,NO
0.9264,NO
2.4259,YES
2.2028,YES
2.1965,YES
1.1936,YES
0.8706,NO
