50Traced_NONETRACED_MAX_SINGLE_VSM_52_MEDIAN,Associated
0.2076,NO
0.1429,NO
0.6593,NO
0.3384,NO
0.3369,NO
0.6773,NO
0.2201,NO
0.2025,NO
0.2216,NO
1.0,YES
0.1766,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.2201,NO
0.5133,NO
0.2201,NO
0.0991,NO
0.2201,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1766,NO
1.0,YES
0.2054,NO
1.0,YES
1.0,YES
0.4007,NO
0.1872,NO
0.1872,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.2314,NO
0.4007,NO
0.3066,NO
0.3658,NO
0.397,NO
0.397,NO
1.0,YES
0.1915,NO
1.0,YES
0.1409,NO
1.0,YES
0.1872,NO
0.3066,NO
0.1826,NO
0.2314,NO
0.3066,NO
0.4007,NO
0.2314,NO
0.4007,NO
0.21600000000000003,NO
0.3011,NO
0.6593,NO
0.3744,NO
0.3369,NO
0.6773,NO
0.2252,NO
0.0804,NO
0.2187,NO
1.0,YES
0.3451,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.5752,NO
0.2774,NO
0.1947,NO
0.21600000000000003,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2077,NO
1.0,YES
0.2473,NO
1.0,YES
1.0,YES
0.5415,NO
0.3514,NO
0.3514,NO
0.5415,NO
1.0,YES
1.0,YES
0.5415,NO
0.4197,NO
0.5415,NO
0.4197,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.3514,NO
1.0,YES
0.2646,NO
1.0,YES
0.3514,NO
0.4197,NO
0.4069,NO
0.4197,NO
0.4069,NO
0.5415,NO
0.4197,NO
0.5415,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.3493,NO
0.379,NO
0.379,NO
0.0927,NO
1.0,YES
0.0896,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.3338,NO
0.2743,NO
0.3307,NO
0.7068,YES
0.4619,NO
0.5859,YES
0.1996,NO
0.2131,NO
0.6593,NO
0.3266,NO
0.3369,NO
0.6773,NO
0.1996,NO
0.1225,NO
0.3573,NO
1.0,YES
0.3573,NO
1.0,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.1996,NO
0.5133,NO
0.1963,NO
0.2299,NO
0.2019,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.3573,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.3338,NO
0.2743,NO
0.3307,NO
0.7068,YES
0.4619,NO
0.5859,YES
0.1415,NO
0.1856,NO
0.6593,NO
0.3384,NO
0.2874,NO
0.6773,NO
0.1653,NO
0.1536,NO
0.4239,NO
1.0,YES
0.4239,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.1438,NO
0.5133,NO
0.0636,NO
0.1113,NO
0.2256,NO
0.3295,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.4239,NO
0.1671,NO
0.3133,NO
0.6593,NO
0.3895,NO
0.3369,NO
0.6773,NO
0.2344,NO
0.0967,NO
0.3916,NO
1.0,YES
0.4039,NO
1.0,YES
0.2134,NO
0.1756,NO
0.1275,NO
0.204,NO
0.5985,NO
0.2886,NO
0.31,NO
0.1709,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4039,NO
1.0,YES
0.4039,NO
0.2093,NO
0.2093,NO
0.4413,NO
0.3384,NO
0.4413,NO
0.4413,NO
0.2093,NO
0.2093,NO
0.3095,NO
1.0,YES
0.3095,NO
1.0,YES
0.2729,NO
0.2866,NO
0.2866,NO
0.1438,NO
0.3889,NO
0.2011,NO
0.4413,NO
0.2201,NO
0.4413,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.3119,NO
0.6498,YES
0.3095,NO
0.1503,NO
0.2365,NO
0.6593,NO
0.3384,NO
0.3369,NO
0.6773,NO
0.1769,NO
0.0806,NO
0.1704,NO
1.0,YES
0.2711,NO
1.0,YES
0.2846,NO
0.2846,NO
0.2839,NO
0.1438,NO
0.5133,NO
0.2179,NO
0.31,NO
0.1702,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2191,NO
1.0,YES
0.2054,NO
0.1422,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.134,NO
1.0,YES
0.7244,NO
1.0,YES
0.7244,NO
0.5121,NO
0.2988,NO
0.298,NO
0.1393,NO
0.7517,YES
0.2282,NO
1.0,YES
0.506,NO
1.0,YES
0.7244,NO
0.4261,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.2216,NO
0.256,NO
1.0,YES
0.2937,NO
0.3948,NO
1.0,YES
0.1842,NO
0.134,NO
1.0,YES
0.2219,NO
1.0,YES
0.1528,NO
0.4978,NO
0.5402,NO
0.5402,NO
0.171,NO
0.5293,NO
0.1747,NO
0.498,NO
0.3122,NO
0.3948,NO
0.2695,NO
0.2628,NO
0.4753,NO
0.3693,NO
1.0,YES
0.6436,NO
1.0,YES
0.17600000000000002,NO
0.2444,NO
0.982,YES
1.0,YES
1.0,YES
0.982,YES
0.2941,NO
0.1312,NO
0.7944,YES
0.5997,NO
0.8193,YES
0.6271,NO
0.4811,NO
0.5221,NO
0.5221,NO
0.09300000000000001,NO
0.8645,YES
0.205,NO
1.0,YES
0.4898,NO
1.0,YES
0.6271,NO
0.7101,NO
0.6455,NO
0.6271,NO
0.7944,YES
0.7101,NO
0.8593,YES
0.1636,NO
0.3162,NO
1.0,YES
0.6479,NO
0.6479,NO
1.0,YES
0.2276,NO
0.153,NO
0.8576,YES
0.6038,NO
1.0,YES
0.6038,NO
0.5579,NO
0.1542,NO
0.2479,NO
0.1775,NO
0.4877,NO
0.1654,NO
0.6479,NO
0.1046,NO
0.6479,NO
0.6038,NO
0.3551,NO
0.6038,NO
0.3314,NO
1.0,YES
0.6038,NO
1.0,YES
0.2203,NO
0.2956,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.2091,NO
0.5022,YES
0.2895,NO
0.6283,YES
0.4207,NO
0.7871,NO
0.7871,NO
0.7852,NO
0.221,NO
1.0,YES
0.221,NO
1.0,YES
0.4988,NO
1.0,YES
0.4207,NO
0.3338,NO
0.2985,NO
0.4207,NO
0.7068,YES
0.4619,NO
0.5859,YES
1.0,YES
1.0,YES
0.4952,NO
0.3683,NO
0.4952,NO
0.4952,NO
1.0,YES
1.0,YES
0.3988,NO
0.3547,NO
0.3988,NO
0.3547,NO
0.6218,NO
0.6218,NO
0.6202,NO
1.0,YES
0.3722,NO
1.0,YES
0.4952,NO
1.0,YES
0.4952,NO
0.3547,NO
0.3269,NO
0.3547,NO
0.3269,NO
0.3988,NO
0.3547,NO
0.3988,NO
0.2003,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.134,NO
1.0,YES
0.4834,NO
1.0,YES
0.4834,NO
0.5579,NO
0.5147,NO
0.5147,NO
0.1297,NO
0.7517,YES
0.2282,NO
1.0,YES
0.4988,NO
1.0,YES
0.4834,NO
0.2843,NO
0.5872,NO
0.3693,NO
1.0,YES
0.6436,NO
1.0,YES
0.2339,NO
0.2339,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.2339,NO
1.0,YES
0.3313,NO
1.0,YES
0.4814,NO
0.5579,NO
0.3659,NO
0.3659,NO
0.1393,NO
0.7517,YES
0.2247,NO
1.0,YES
0.506,NO
1.0,YES
0.4814,NO
0.3417,NO
0.48100000000000004,NO
0.4814,NO
1.0,YES
0.5692,NO
1.0,YES
0.1422,NO
0.2768,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.1622,NO
1.0,YES
0.679,NO
1.0,YES
0.679,NO
0.5579,NO
0.1778,NO
0.217,NO
0.2034,NO
0.7517,YES
0.2282,NO
1.0,YES
0.506,NO
1.0,YES
0.679,NO
0.3994,NO
0.679,NO
0.3727,NO
1.0,YES
0.679,NO
1.0,YES
0.1943,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.1337,NO
1.0,YES
0.2044,NO
1.0,YES
0.1607,NO
0.5374,NO
0.3389,NO
0.33799999999999997,NO
0.1047,NO
0.7517,YES
0.2282,NO
1.0,YES
0.4988,NO
1.0,YES
0.2022,NO
0.2165,NO
0.5872,NO
0.3307,NO
1.0,YES
0.5796,NO
1.0,YES
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.3272,NO
0.6283,YES
0.4755,NO
0.2488,NO
0.2731,NO
0.2833,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.4988,NO
1.0,YES
0.4755,NO
0.3338,NO
0.2743,NO
0.4755,NO
0.7068,YES
0.4619,NO
0.5859,YES
0.1352,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.4027,NO
0.6283,YES
0.4027,NO
0.2807,NO
0.1873,NO
0.2833,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.4988,NO
1.0,YES
0.4027,NO
0.4584,NO
0.4167,NO
0.3307,NO
0.7068,YES
0.4619,NO
0.5865,YES
0.2769,NO
0.4212,NO
0.3914,NO
0.3776,NO
0.3776,NO
0.4172,NO
0.3632,NO
0.2324,NO
0.6446,NO
0.2128,NO
0.3941,NO
0.3073,NO
1.0,YES
1.0,YES
1.0,YES
0.2526,NO
0.4823,NO
0.2526,NO
0.3169,NO
0.3802,NO
0.3776,NO
