50Traced_NONETRACED_MAX_RAW_LSA_8_MEDIAN,Associated
0.1495,NO
0.0652,NO
0.1423,NO
0.2653,NO
0.1663,NO
0.1423,NO
0.1579,NO
0.0679,NO
0.1689,NO
1.0,YES
0.102,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1733,NO
0.1109,NO
0.1259,NO
0.2179,NO
0.1453,NO
1.0,YES
1.0,YES
1.0,YES
0.245,YES
0.1573,NO
0.187,YES
0.1423,NO
0.4232,YES
1.0,YES
0.3362,NO
0.1659,NO
0.1659,NO
0.1778,NO
1.0,YES
0.3164,YES
0.1778,NO
0.1474,NO
0.1778,NO
0.1474,NO
0.1797,NO
0.1526,NO
0.1766,NO
1.0,YES
0.1659,NO
0.4181,YES
0.1088,NO
1.0,YES
0.1344,NO
0.1474,NO
0.1231,NO
0.1474,NO
0.0802,NO
0.1903,NO
0.1231,NO
0.1659,NO
0.1495,NO
0.1534,NO
0.1694,NO
0.2865,NO
0.2143,NO
0.1666,NO
0.1579,NO
0.0509,NO
0.2187,NO
1.0,YES
0.1694,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2143,NO
0.1268,NO
0.2143,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
0.245,YES
0.1694,NO
0.5081,YES
0.1694,NO
0.1303,YES
1.0,YES
0.3356,NO
0.204,NO
0.204,NO
0.204,NO
1.0,YES
0.1243,YES
0.1731,NO
0.0952,NO
0.1525,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.204,NO
0.1414,YES
0.1216,NO
1.0,YES
0.1216,NO
0.1387,NO
0.1387,NO
0.1387,NO
0.1053,NO
0.2201,NO
0.1387,NO
0.204,NO
0.0724,NO
0.1088,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.0371,NO
0.2465,YES
0.1475,NO
0.2134,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0818,NO
1.0,YES
0.0556,NO
0.4156,YES
0.1417,NO
0.4216,YES
0.1629,NO
0.1155,NO
0.1439,NO
0.1116,NO
0.2732,YES
0.1155,NO
1.0,YES
0.1544,NO
0.1926,NO
0.2524,NO
0.2653,NO
0.2524,NO
0.2524,NO
0.1926,NO
0.1225,NO
0.1458,NO
0.485,YES
0.1577,NO
0.485,YES
0.1987,NO
0.1756,NO
0.1689,NO
0.1926,NO
0.2524,NO
0.1544,NO
0.2067,NO
0.2019,NO
0.2067,NO
1.0,YES
1.0,YES
0.485,YES
0.2894,YES
0.2226,NO
1.0,YES
0.2524,NO
0.0985,NO
0.1132,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.0604,NO
0.2465,YES
0.2598,NO
0.2134,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2548,NO
0.2564,NO
0.2228,NO
0.1116,NO
0.2732,YES
0.2564,NO
1.0,YES
0.1415,NO
0.1755,NO
0.2395,NO
0.2395,NO
0.2395,NO
0.2963,NO
0.1987,NO
0.1536,NO
0.2252,NO
0.4061,YES
0.2045,NO
0.4061,YES
0.2519,NO
0.2036,NO
0.2418,NO
0.1755,NO
0.2395,NO
0.1544,NO
0.1506,NO
0.2256,NO
0.1506,NO
1.0,YES
1.0,YES
1.0,YES
0.3108,YES
0.2405,NO
1.0,YES
0.2395,NO
0.1495,NO
0.1339,NO
0.22399999999999998,NO
0.2653,NO
0.1879,NO
0.2963,NO
0.1987,NO
0.0967,NO
0.2252,NO
0.4371,YES
0.2344,NO
0.2751,YES
0.1331,NO
0.1834,NO
0.0647,NO
0.204,NO
0.2338,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
0.1783,YES
0.2254,NO
1.0,YES
0.2213,NO
0.1495,NO
0.1796,NO
0.1953,NO
0.2653,NO
0.2047,NO
0.2963,NO
0.1987,NO
0.1204,NO
0.2252,NO
1.0,YES
0.1828,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1479,NO
0.20600000000000002,NO
0.1544,NO
0.1207,NO
0.1912,NO
0.1608,NO
1.0,YES
1.0,YES
1.0,YES
0.2675,YES
0.2254,NO
1.0,YES
0.166,NO
0.1495,NO
0.1348,NO
0.2085,NO
0.2886,NO
0.2085,NO
0.2085,NO
0.1579,NO
0.0532,NO
0.1421,NO
1.0,YES
0.1012,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1348,NO
0.2085,NO
0.1544,NO
0.1059,NO
0.1702,NO
0.1576,NO
1.0,YES
1.0,YES
1.0,YES
0.245,YES
0.1375,NO
1.0,YES
0.2085,NO
0.1395,NO
0.153,NO
1.0,YES
0.27899999999999997,YES
0.27899999999999997,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.1253,NO
1.0,YES
0.1253,NO
0.2149,NO
0.1496,NO
0.2203,NO
0.1494,NO
0.27899999999999997,YES
0.0908,NO
0.2369,YES
0.2129,NO
0.2328,YES
0.1271,NO
0.1285,NO
0.3025,NO
0.12,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
0.47700000000000004,YES
0.2276,NO
0.2276,NO
0.4159,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.191,NO
0.47700000000000004,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.2742,NO
0.2742,NO
0.3767,NO
0.1917,NO
0.47700000000000004,YES
0.3359,NO
0.47700000000000004,YES
0.0976,NO
0.1768,NO
0.3605,YES
1.0,YES
1.0,YES
0.3605,YES
0.1533,NO
0.0603,NO
0.3189,YES
0.2818,NO
0.3189,YES
0.2818,NO
0.2365,NO
0.2061,NO
0.2585,NO
0.1533,NO
1.0,YES
0.0713,NO
0.3695,YES
0.1768,NO
1.0,YES
0.3374,NO
0.3374,NO
0.3374,NO
0.1155,NO
0.3189,YES
0.3374,NO
0.3605,YES
0.1636,NO
0.1646,NO
1.0,YES
0.24600000000000002,NO
0.24600000000000002,NO
0.4197,YES
0.1681,NO
0.153,NO
0.4738,YES
0.159,NO
1.0,YES
0.1456,NO
0.2516,NO
0.1542,NO
0.171,NO
0.1775,NO
0.3036,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.3036,NO
0.2218,NO
0.2147,NO
0.3901,NO
0.21600000000000003,NO
1.0,YES
0.3584,NO
1.0,YES
0.0467,NO
0.0855,NO
0.1484,YES
1.0,YES
1.0,YES
0.1484,YES
0.1306,NO
0.0285,NO
0.1204,YES
0.183,NO
0.0976,YES
0.0994,NO
0.171,NO
0.2003,NO
0.1785,NO
0.0855,NO
1.0,YES
0.0614,NO
1.0,YES
0.1347,NO
1.0,YES
0.1516,NO
0.2519,NO
0.1488,NO
0.0546,NO
0.1379,YES
0.1242,NO
0.1484,YES
0.4428,YES
1.0,YES
0.3634,NO
0.1955,NO
0.1955,NO
0.1955,NO
1.0,YES
0.3693,YES
0.14800000000000002,NO
0.1665,NO
0.1659,NO
0.1665,NO
0.2131,NO
0.16,NO
0.1446,NO
1.0,YES
0.1955,NO
0.4181,YES
0.0576,NO
1.0,YES
0.0742,NO
0.1665,NO
0.1218,NO
0.1665,NO
0.1193,NO
0.2177,NO
0.15,NO
0.1955,NO
0.1523,NO
0.0802,NO
1.0,YES
0.301,YES
0.301,YES
1.0,YES
0.1867,NO
0.0711,NO
1.0,YES
0.106,NO
1.0,YES
0.0928,NO
0.3042,NO
0.2118,NO
0.2024,NO
0.0973,NO
0.301,YES
0.0908,NO
0.3002,YES
