50Traced_NONETRACED_SUM_MULTI_LSA_46_SUM,Associated
0.061898739573415955,NO
0.035155528398675626,NO
0.10580762508348371,NO
0.2594460943827888,NO
0.14587981185966206,NO
0.1614113367342589,NO
0.07288306594858823,NO
0.035240788370539844,NO
0.13820641439188328,NO
0.32236795361857534,YES
0.08780356102482487,NO
0.24522188907677656,YES
0.09583220837537126,NO
0.17229619314225628,NO
0.01588677475736433,NO
0.10047887684197063,NO
0.1395705739417106,NO
0.07470194534835803,NO
0.14204311312577267,NO
0.05938357040342177,NO
0.2047518224318986,NO
0.31523453597260315,YES
0.2787716880053429,YES
0.2624444033933469,YES
0.3375300186150939,YES
0.1496028306310659,NO
0.34814488511218794,YES
0.12183649979395506,NO
0.3214016739374476,YES
0.3582055617921647,YES
0.19541585551276766,NO
0.06184189959217314,NO
0.03843803731544768,NO
0.21251047987154165,NO
0.21982862745655296,YES
0.22821252468986683,YES
0.18110639023489125,NO
0.05737996106461286,NO
0.1613829167436375,NO
0.053116962471402386,NO
0.12398220908587099,NO
0.1789606809429753,NO
0.042061586119676586,NO
0.30514543930200505,YES
0.036548107939124386,NO
0.3177212851519759,YES
0.053529052335412726,NO
0.31954016455174566,YES
0.05563213164139657,NO
0.0899208503261194,NO
0.11323945263098062,NO
0.10737072456766089,NO
0.039333267020021885,NO
0.18265527972375767,NO
0.13930058403080728,NO
0.13148508660992142,NO
0.07481562531084365,NO
0.05749364102709847,NO
0.17005101388316543,NO
0.21823710798175439,NO
0.08955139044804114,NO
0.2848819859889446,NO
0.07215835618774247,NO
0.043056285791425696,NO
0.1721114632032171,NO
0.4825856507467352,YES
0.15839881772839015,NO
0.37697696559760135,YES
0.12142440992994472,NO
0.20688332172850385,NO
0.014892075085615221,NO
0.13994003381978884,NO
0.11076691344691855,NO
0.1101700936438691,NO
0.10674548477399001,NO
0.07205888622056755,NO
0.18997342730876898,NO
0.4904437781535532,YES
0.4656899663223111,YES
0.41436346326005713,YES
0.4681340855157518,YES
0.18158953007545509,NO
0.49210634760490524,YES
0.14569508192062297,NO
0.21104685035453938,YES
0.24083100052576983,YES
0.1470592414704503,NO
0.1266252682136615,NO
0.10856436417375984,NO
0.14670399158768277,NO
0.1766586617026416,YES
0.15282849956659517,YES
0.15727622809884473,NO
0.07939124380088955,NO
0.10084833672004889,NO
0.05242067270117801,NO
0.17579185198868882,NO
0.22186065678598327,NO
0.08558680175635544,NO
0.2351754223921106,YES
0.11332471260284482,NO
0.21123158029357852,YES
0.04189106617594817,NO
0.21795290807554035,YES
0.07876600400721867,NO
0.08044278345388148,NO
0.0947380387364472,NO
0.12122546999559491,NO
0.011851136089125091,NO
0.11073849345629716,NO
0.10489818538359882,NO
0.11886661077401844,NO
0.13668594489363817,NO
0.03536867832833615,NO
0.2532647464226337,YES
0.5692239921560825,YES
0.5746380003694599,YES
0.3623122504369573,YES
0.1332755460190698,NO
0.038409617324826284,NO
0.2833188865047675,YES
0.12973725718670512,NO
0.2641353928353204,YES
0.10344876586190727,NO
0.12605686840123342,NO
0.24307617978486068,NO
0.0697284469896125,NO
0.07227203615022806,NO
0.5869580663038381,YES
0.10380401574467482,NO
0.4786352720503602,YES
0.13100194676935756,NO
0.5839455472979694,YES
0.08828670086538873,NO
0.10275247609168289,NO
0.17232461313287764,NO
0.09326019922413425,NO
0.3596123513279241,YES
0.12771943785258552,NO
0.35686982223295866,YES
0.1395563639463999,NO
0.091654469754025,NO
0.3081011183266309,NO
0.3692751481392011,NO
0.22359427621388886,NO
0.4236852201838774,NO
0.14276782288661846,NO
0.07447458542338681,NO
0.24952751765591918,NO
0.5380330524490927,YES
0.23177923351285293,NO
0.4342574566950393,YES
0.16017506714222787,NO
0.29256959345203415,NO
0.052633822630838524,NO
0.143123072769386,NO
0.2661816321600614,NO
0.13407130575646908,NO
0.2250721157262018,NO
0.15207536981512795,NO
0.2693930911002799,NO
0.5383598823412389,YES
0.5050374433376437,YES
0.44855271197760505,YES
