50Traced_NONETRACED_SUM_MULTI_VSM_52_MEDIAN,Associated
0.9457,NO
0.162,NO
1.0187,NO
1.0987,NO
0.9431,NO
1.5394,NO
0.9156,NO
0.4898,NO
1.5084,NO
2.0136,YES
1.3003,NO
1.8238,YES
0.9352,NO
1.4255,NO
0.3406,NO
0.3682,NO
1.2436,NO
0.7269,NO
0.4186,NO
0.3677,NO
0.9690000000000001,NO
2.0391,YES
2.6016,YES
2.5294,YES
1.5654,YES
1.2996,NO
1.3366,YES
1.24,NO
3.2274,YES
1.1735,YES
1.3263,NO
0.8891,NO
0.7098,NO
1.4446,NO
3.1694,YES
2.4824,YES
1.073,NO
0.5802,NO
0.8403,NO
0.24100000000000002,NO
0.6765,NO
0.9964,NO
0.5176,NO
1.4227,YES
0.6939,NO
2.9945,YES
0.6658,NO
2.1748,YES
0.8382,NO
0.5669,NO
0.7712,NO
0.36200000000000004,NO
0.3734,NO
0.8314,NO
0.6588,NO
1.0991,NO
0.8271,NO
0.1856,NO
1.1963,NO
1.581,NO
1.62,NO
1.3444,NO
0.764,NO
0.3687,NO
1.1924,NO
2.9675,YES
1.3547,NO
2.8672,YES
1.1124,NO
1.2361,NO
0.23,NO
0.3142,NO
1.7512,NO
0.6209,NO
0.9420000000000001,NO
0.2783,NO
1.6852,NO
2.7349,YES
3.3212,YES
3.4263,YES
2.3423,YES
1.4681,NO
1.8365,YES
1.2563,NO
3.6536,YES
1.2802,YES
1.9674,NO
1.6826,NO
1.3239,NO
2.0107,NO
3.5966,YES
2.6064,YES
1.7241,NO
0.9554,NO
1.3319999999999999,NO
0.7186,NO
1.2188,NO
1.8219999999999998,NO
0.9508,NO
1.6526,YES
1.4282,NO
3.0887,YES
1.1213,NO
2.1754,YES
1.2801,NO
0.9012,NO
1.4614,NO
1.2537,NO
0.7742,NO
1.4015,NO
0.9493,NO
1.8906,NO
1.2914,NO
0.6205,NO
1.7442,YES
4.3311,YES
3.9645,YES
1.7381,YES
1.4154,NO
0.6283,NO
2.3182,YES
1.2781,NO
2.0616,YES
0.909,NO
0.7564,NO
1.7387,NO
0.7676,NO
0.7919,NO
3.4738,YES
0.9227,NO
2.8089,YES
0.3711,NO
3.5315,YES
0.9933,NO
1.4480000000000002,NO
2.1086,NO
0.7959,NO
1.7135,YES
0.9923,NO
2.2131,YES
1.6161,NO
0.4987,NO
1.6275,NO
1.5676,NO
1.5934,NO
1.7765,NO
1.2021,NO
0.8208,NO
1.6807,NO
2.897,YES
1.9518,NO
3.0043,YES
1.0813,NO
1.4153,NO
0.5701,NO
0.7115,NO
1.8268,NO
1.0436,NO
0.9490000000000001,NO
0.5562,NO
1.5133,NO
3.1654,YES
3.7872,YES
3.5878,YES
2.6736,YES
2.2702,NO
2.0340000000000003,YES
2.1786,NO
1.1505,NO
0.5818,NO
1.1934,YES
4.3999,YES
4.2752,YES
1.4205,YES
1.095,NO
0.6041,NO
2.0603,YES
2.2517,NO
1.8754,YES
1.6729,NO
1.0896,NO
2.1429,NO
0.9544,NO
0.6337,NO
3.3278,YES
0.9227,NO
3.0077,YES
0.3631,NO
4.0451,YES
1.6799,NO
2.324,NO
2.6919,NO
1.3998,NO
1.526,YES
1.4982,NO
1.8641,YES
1.1993,NO
0.4637,NO
1.8231,NO
1.7189,NO
1.4868,NO
2.0057,NO
1.0719,NO
0.6215,NO
2.0492,NO
2.1963,YES
2.0093,NO
2.1304,YES
0.9019,NO
1.2429,NO
0.2033,NO
0.5798,NO
1.7930000000000001,NO
0.8241,NO
0.7558,NO
0.3092,NO
1.4622,NO
2.4252,YES
2.9387,YES
3.051,YES
1.7907,YES
2.123,NO
1.5081,YES
1.861,NO
1.0974,NO
0.3216,NO
1.4161,NO
1.7769,NO
1.6381,NO
1.1343,NO
0.8065,NO
0.3641,NO
0.9982,NO
2.8039,YES
1.4411,NO
2.9693,YES
1.1035,NO
1.1244,NO
0.2201,NO
0.4465,NO
1.5882,NO
0.7062,NO
1.0457,NO
0.3496,NO
1.6927,NO
2.8409,YES
3.3557,YES
3.7358,YES
2.2112,YES
1.5986,NO
1.9246,YES
