50Traced_NONETRACED_SUM_SINGLE_VSM_2_MEDIAN,Associated
0.4537,NO
0.3927,NO
0.4379,NO
0.7177,NO
0.503,NO
0.7227,NO
0.6606,NO
0.3827,NO
0.6394,NO
1.5630000000000002,YES
0.4745,NO
1.73,YES
0.5037,NO
0.529,NO
0.4842,NO
0.3918,NO
0.9061,NO
0.4196,NO
0.4423,NO
0.3741,NO
0.4528,NO
1.4462,YES
1.9419,YES
1.9845,YES
1.7202,YES
0.6075,NO
1.8158,YES
0.3704,NO
2.5494,YES
1.5464,YES
0.95,NO
0.8169,NO
0.8320000000000001,NO
0.8405,NO
1.5191,YES
2.5141,YES
0.7659999999999999,NO
0.2426,NO
1.0431,NO
0.2927,NO
0.5181,NO
0.6703,NO
0.5670000000000001,NO
1.6896,YES
0.9569,NO
2.45,YES
0.7097,NO
2.7922,YES
0.7359,NO
0.3718,NO
0.7117,NO
0.565,NO
0.4192,NO
1.0054,NO
0.507,NO
0.473,NO
0.3842,NO
0.2055,NO
1.2626,NO
1.2677,NO
0.9294,NO
1.7505,NO
0.8385,NO
0.1614,NO
0.9924,NO
3.1115,YES
1.2406,NO
3.1255,YES
0.2508,NO
0.231,NO
0.2136,NO
0.4052,NO
1.6479,NO
0.429,NO
0.5603,NO
0.2985,NO
0.3672,NO
3.0419,YES
3.4781,YES
3.7026,YES
2.8552,YES
1.4355,NO
3.1785,YES
0.8611,NO
3.0425,YES
2.2435,YES
1.8230000000000002,NO
1.4156,NO
1.2037,NO
2.157,NO
1.885,YES
2.8797,YES
1.7763,NO
1.062,NO
2.2183,NO
1.3206,NO
0.8937,NO
1.0962,NO
1.2797,NO
2.3077,YES
1.4624,NO
2.7452,YES
1.273,NO
3.0347,YES
1.0752,NO
0.8931,NO
1.9634,NO
1.7343,NO
1.3669,NO
2.4382,NO
1.5305,NO
1.5707,NO
0.5575,NO
0.3581,NO
1.7967,YES
4.0403,YES
4.2322,YES
2.5784,YES
0.8472,NO
0.3936,NO
2.4937,YES
0.5527,NO
2.5304,YES
0.818,NO
0.5872,NO
0.9488,NO
0.4244,NO
0.4825,NO
4.9256,YES
0.42700000000000005,NO
4.4515,YES
0.7884,NO
3.8653,YES
0.7813,NO
1.2078,NO
1.2458,NO
0.7656,NO
2.7489999999999997,YES
1.3407,NO
2.0496,YES
0.8371,NO
0.389,NO
1.6919,NO
1.7994,NO
1.5390000000000001,NO
2.3774,NO
1.3221,NO
0.605,NO
1.6119,NO
3.3768,YES
1.9972,NO
3.3779,YES
0.4304,NO
0.4673,NO
0.2376,NO
0.5313,NO
2.5036,NO
0.7226,NO
1.5535,NO
0.9098,NO
1.0637,NO
3.3789999999999996,YES
3.595,YES
4.1613,YES
3.0938,YES
2.1790000000000003,NO
3.4926,YES
0.9875,NO
0.4258,NO
0.3128,NO
0.902,YES
3.6638,YES
3.641,YES
1.5857,YES
0.8753,NO
0.3476,NO
1.45,YES
1.2355,NO
1.2282,YES
