50Traced_NONETRACED_MEDIAN_SINGLE_LSA_16_SUM,Associated
0.11295739791408875,NO
0.09793176595368569,NO
0.18490365918331272,NO
0.3652112427081492,NO
0.10129043662718756,NO
0.1428318896941842,NO
0.08679512108891639,NO
0.10270461375287256,NO
0.2812444758706028,NO
0.41912674562488955,YES
0.09156796888810324,NO
0.580166165812268,YES
0.4117023157150433,NO
0.377054976135761,NO
0.375640799010076,NO
0.18455011490189147,NO
0.1074774615520594,NO
0.1787166342584409,NO
0.11472511932119499,NO
0.36786282481880855,NO
0.18543397560544458,NO
0.12038182782393493,YES
0.12480113134170055,YES
0.2775322609156797,YES
0.40692946791585644,YES
0.2607389075481704,NO
0.10924518295916562,YES
0.19568675976666078,NO
0.1721760650521478,YES
0.41470744210712396,YES
0.5769842672794767,NO
0.2617995403924342,NO
0.19886865829945202,NO
0.17924695068057275,NO
0.7610040657592364,YES
0.15184726887042602,YES
0.22379353013965,NO
0.16934771080077782,NO
0.15608980024748104,NO
0.17076188792646282,NO
0.30175004419303514,NO
0.2524306169347711,NO
0.25684992045253663,NO
0.47958281774792294,YES
0.13858935831712924,NO
0.1817217606505215,YES
0.04295563019268163,NO
0.5835248364857698,YES
0.055506452183135935,NO
0.20240410111366453,NO
0.1186141064168287,NO
0.21389429025985507,NO
0.1244475870602793,NO
0.3190737139826763,NO
0.18048435566554713,NO
0.16086264804666786,NO
0.13929644687997172,NO
0.25384479406045607,NO
0.2179600494961994,NO
0.4891285133462966,NO
0.24995580696482236,NO
0.2771787166342584,NO
0.2476577691355842,NO
0.07265334983206646,NO
0.36927700194449353,NO
0.791232101820753,YES
0.26674916033233165,NO
0.33887219374226624,YES
0.345059218667138,NO
0.36591833127099166,NO
0.36026162276825174,NO
0.32190206823404627,NO
0.2536680219197454,NO
0.2068234046314301,NO
0.32685168817394383,NO
0.29291143715750395,NO
0.37192858405515294,NO
0.7730245713275588,YES
0.7343114725119322,YES
0.6284249602262684,YES
0.29573979140887396,YES
0.27594131164928404,NO
0.3240233339225738,YES
0.20381827823934948,NO
0.21301042955630195,YES
0.3033409934594308,YES
0.575923634435213,NO
0.2764716280714159,NO
0.24907194626126924,NO
0.2374049849743681,NO
0.5898886335513523,YES
0.2024041011136645,YES
0.288668905780449,NO
0.15096340816687293,NO
0.22379353013965,NO
0.13947321902068235,NO
0.38730776029697717,NO
0.3517765600141418,NO
0.34947852218490366,NO
0.3226091567968888,YES
0.14654410464910733,NO
0.12780625773378118,YES
0.03765246597136292,NO
0.5273112957397914,YES
0.05444581933887219,NO
0.20381827823934948,NO
0.14353897825702672,NO
0.1912674562488952,NO
0.16881739437864596,NO
0.3717518119144423,NO
0.2214954923104119,NO
0.21742973307406754,NO
0.11065936008485065,NO
0.02580873254375111,NO
0.23086441576807495,YES
0.574509457309528,YES
0.5384479406045608,YES
0.2354604914265512,YES
0.1286901184373343,NO
0.005656708502739971,NO
0.3544281421248011,YES
0.22927346650167937,NO
0.21689941665193568,YES
0.2377585292557893,NO
0.3653880148488598,NO
0.3245536503447057,NO
0.3245536503447057,NO
0.08378999469683578,NO
0.39243415237758533,YES
0.08096164044546579,NO
0.6420364150609864,YES
0.23316245359731305,NO
0.43344528902245005,YES
0.07495138766130459,NO
0.1023510694714513,NO
0.23705144069294684,NO
0.07000176772140711,NO
0.28584055152907906,YES
0.1530846738554004,NO
0.2200813151847269,YES
0.2556125154675623,NO
0.11207353721053563,NO
0.3318013081138413,NO
0.43910199752519,NO
0.3321548523952625,NO
0.2833657415591303,NO
0.28036061516704963,NO
0.19922220258087328,NO
0.24041011136644871,NO
0.6947145129927523,YES
0.26144599611101293,NO
0.496022626834011,YES
0.3339225738023687,NO
0.2930882092982146,NO
0.2812444758706028,NO
0.07813328619409582,NO
0.24235460491426555,NO
0.07937069117907018,NO
0.17394378645925404,NO
0.3395792823051087,NO
