50Traced_NONETRACED_MAX_MULTI_LSA_26_MEDIAN,Associated
0.32,NO
0.1493,NO
0.2809,NO
0.5644,NO
0.31,NO
0.2707,NO
0.3056,NO
0.2574,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.2918,NO
0.3673,NO
0.3555,NO
0.3282,NO
0.4327,NO
0.318,NO
0.2804,NO
0.2179,NO
0.2804,NO
0.83,YES
1.0,YES
0.7587,YES
0.5193,YES
0.314,NO
1.0,YES
0.2458,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.1563,NO
0.3034,NO
0.7571,YES
1.0,YES
0.1873,NO
0.1692,NO
0.3034,NO
0.1939,NO
0.2318,NO
0.301,NO
0.301,NO
1.0,YES
0.2796,NO
1.0,YES
0.1687,NO
0.504,YES
0.1607,NO
0.1939,NO
0.2289,NO
0.1597,NO
0.1939,NO
0.3034,NO
0.1789,NO
0.2796,NO
0.32,NO
0.1534,NO
0.3753,NO
0.5644,NO
0.31,NO
0.3753,NO
0.3056,NO
0.0642,NO
0.3138,NO
1.0,YES
0.3753,NO
1.0,YES
0.205,NO
0.35200000000000004,NO
0.2445,NO
0.3282,NO
0.4327,NO
0.318,NO
0.2265,NO
0.1755,NO
0.2202,NO
0.83,YES
1.0,YES
0.7587,YES
0.5412,YES
0.314,NO
1.0,YES
0.3753,NO
1.0,YES
0.5161,YES
0.3356,NO
0.2304,NO
0.1909,NO
0.2862,NO
0.3908,YES
1.0,YES
0.2479,NO
0.2069,NO
0.2862,NO
0.2187,NO
0.3157,NO
0.3667,NO
0.3845,NO
1.0,YES
0.2278,NO
1.0,YES
0.1909,NO
0.5838,YES
0.1466,NO
0.1815,NO
0.2187,NO
0.1414,NO
0.1053,NO
0.2862,NO
0.2187,NO
0.2479,NO
0.27,NO
0.2011,NO
0.6191,YES
1.0,YES
0.7797,YES
0.6191,YES
0.2784,NO
0.2493,NO
0.4664,YES
0.2081,NO
0.6191,YES
0.254,NO
0.2986,NO
0.3877,NO
0.3877,NO
0.2493,NO
1.0,YES
0.2254,NO
1.0,YES
0.1882,NO
0.6802,YES
0.254,NO
0.4169,NO
0.2382,NO
0.254,NO
0.3603,YES
0.19699999999999998,NO
0.6191,YES
0.3331,NO
0.272,NO
0.4528,NO
0.5352,NO
0.2939,NO
0.4528,NO
0.2831,NO
0.3331,NO
0.2962,NO
1.0,YES
0.4528,NO
0.9481,YES
0.1987,NO
0.3673,NO
0.1689,NO
0.3331,NO
0.4528,NO
0.3011,NO
0.2733,NO
0.2019,NO
0.2418,NO
0.7869,YES
1.0,YES
0.6131,YES
0.6231,YES
0.2635,NO
1.0,YES
0.4528,NO
0.3011,NO
0.1676,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1676,NO
0.5227,YES
0.4608,NO
1.0,YES
0.2419,NO
0.2568,NO
0.3335,NO
0.3335,NO
0.1729,NO
1.0,YES
0.1676,NO
1.0,YES
0.304,NO
1.0,YES
0.3157,NO
0.5347,NO
0.3496,NO
0.2183,NO
0.5820000000000001,YES
0.4066,NO
1.0,YES
0.32,NO
0.1493,NO
0.42700000000000005,NO
0.4329,NO
0.3069,NO
0.6333,NO
0.3056,NO
0.2988,NO
0.4753,NO
1.0,YES
0.42700000000000005,NO
1.0,YES
0.3323,NO
0.4316,NO
0.4316,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3844,NO
0.2256,NO
0.1985,NO
1.0,YES
1.0,YES
0.8236,YES
1.0,YES
0.4218,NO
0.7756,YES
0.42700000000000005,NO
0.32,NO
0.1871,NO
0.3271,NO
0.5644,NO
0.31,NO
0.4569,NO
0.3056,NO
0.1871,NO
0.3429,NO
1.0,YES
0.3271,NO
1.0,YES
0.1746,NO
0.3673,NO
0.1069,NO
0.3282,NO
0.4327,NO
0.318,NO
0.4156,NO
0.1656,NO
0.2819,NO
0.83,YES
1.0,YES
0.7587,YES
0.7214,YES
0.3271,NO
1.0,YES
0.3271,NO
0.32,NO
0.2435,NO
0.3821,NO
0.5077,NO
0.3827,NO
0.3821,NO
0.3056,NO
0.2435,NO
0.3138,NO
1.0,YES
0.3821,NO
0.8995,YES
0.2912,NO
0.3673,NO
0.3649,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3827,NO
0.1912,NO
0.2418,NO
0.7466,YES
1.0,YES
0.7587,YES
0.5952,YES
0.3821,NO
1.0,YES
0.2964,NO
0.32,NO
0.1493,NO
0.2809,NO
0.5348,NO
0.3847,NO
0.6333,NO
0.3056,NO
0.2173,NO
0.4753,NO
