50Traced_NONETRACED_SUM_SINGLE_LSA_5_SUM,Associated
0.10931526664600213,NO
0.0845178526620319,NO
0.05904146186659582,NO
0.2151175663109418,NO
0.12723435032251398,NO
0.15736025623994448,NO
0.11031897149773426,NO
0.10817871850507016,NO
0.1875156828883083,NO
0.4909002346898109,YES
0.20691080311148502,NO
0.6362455534399031,YES
0.12717530886064737,NO
0.13951497439076588,NO
0.1346588141522384,NO
0.14385452183796069,NO
0.25603329938449276,NO
0.04835495726874197,NO
0.12975837281731095,NO
0.15054096739435266,NO
0.11520465246719508,NO
0.6020310262882107,YES
0.5420596613972162,YES
0.5197862699080429,YES
0.5545026494856012,YES
0.08904928486029315,NO
0.32334056591241195,YES
0.10042952663507948,NO
0.24266040827170876,YES
0.2675463844484789,YES
0.2620850492258188,NO
0.10965475505173505,NO
0.08369127219589959,NO
0.19539771804749884,NO
0.32754727007040685,YES
0.362735981342898,YES
0.17719818742712068,NO
0.08794225745029446,NO
0.16481424080060222,NO
0.12856278321451237,NO
0.05462811259206777,NO
0.05577942109846639,NO
0.07076119204711509,NO
0.28075691154112975,YES
0.14224564200209597,NO
0.2512804617042318,YES
0.11042229405600082,NO
0.3835038155544731,YES
0.0712187633765812,NO
0.14404640658902715,NO
0.11827480848425806,NO
0.11468803967586236,NO
0.12150732852145418,NO
0.1625854256151382,NO
0.08932973180415946,NO
0.14391356329982727,NO
0.07874654976457215,NO
0.04140282513395032,NO
0.11182452877533247,NO
0.2822624688187279,NO
0.2347783731125182,NO
0.26009239988782124,NO
0.07687198335030776,NO
0.041299502575683766,NO
0.27539889887673613,NO
0.5136164371429836,YES
0.29774609219324266,NO
0.5830344359326336,YES
0.08766181050642813,NO
0.0915437866241568,NO
0.07870226866817223,NO
0.08856219279989372,NO
0.33435179855053204,NO
0.013830462442250068,NO
0.24325082289037475,NO
0.09749221390721632,NO
0.21485187973254213,NO
0.6597883363592082,YES
0.5785915659271723,YES
0.603034731139943,YES
0.5347975615876248,YES
0.16417954508553628,NO
0.3341894345303989,YES
0.18038642636791685,NO
0.2826609986863275,YES
0.3197685574694829,YES
0.35597573395917276,NO
0.26764970700674545,NO
0.18556731464671064,NO
0.3312668821680025,NO
0.38943748247206594,YES
0.4126998184475047,YES
