50Traced_NONETRACED_MAX_MULTI_LSA_9_MAX,Associated
0.2852,NO
0.1164,NO
0.2323,NO
0.5644,NO
0.3069,NO
0.2323,NO
0.3258,NO
0.2852,NO
0.2323,NO
1.0,YES
0.1304,NO
0.7677,YES
0.2918,NO
0.35200000000000004,NO
0.2223,NO
0.3282,NO
0.2383,NO
0.2574,NO
0.3529,NO
0.2852,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.2323,NO
1.0,YES
0.2821,YES
0.3362,NO
0.2796,NO
0.1652,NO
0.3034,NO
1.0,YES
1.0,YES
0.3034,NO
0.2425,NO
0.3034,NO
0.2425,NO
0.2584,NO
0.2333,NO
0.1953,NO
0.5717,YES
0.2278,NO
1.0,YES
0.2796,NO
1.0,YES
0.2796,NO
0.2425,NO
0.2456,NO
0.2425,NO
0.1789,NO
0.3034,NO
0.1789,NO
0.2796,NO
0.3496,NO
0.1534,NO
0.5722,NO
0.5644,NO
0.3765,NO
0.6333,NO
0.3258,NO
0.1187,NO
0.2866,NO
1.0,YES
0.2487,NO
0.7613,YES
0.2728,NO
0.3824,NO
0.2136,NO
0.3282,NO
0.3984,NO
0.1542,NO
0.3844,NO
0.1755,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
1.0,YES
0.408,YES
0.3559,NO
0.3559,NO
0.2013,NO
0.3559,NO
1.0,YES
1.0,YES
0.3559,NO
0.1003,NO
0.2528,NO
0.1189,NO
0.3667,NO
0.278,NO
0.2281,NO
0.8269,YES
0.1922,NO
1.0,YES
0.3559,NO
1.0,YES
0.3559,NO
0.1769,NO
0.1644,NO
0.1728,NO
0.1107,NO
0.228,NO
0.1351,NO
0.3559,NO
0.3011,NO
0.08199999999999999,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2651,NO
0.2011,NO
1.0,YES
0.3816,NO
0.4491,YES
0.2147,NO
0.3877,NO
0.3569,NO
0.2412,NO
0.1729,NO
0.594,YES
0.0618,NO
1.0,YES
0.2011,NO
1.0,YES
0.3118,NO
0.5347,NO
0.4856,NO
0.1787,NO
0.5820000000000001,YES
0.2059,NO
1.0,YES
0.3496,NO
0.111,NO
0.5722,NO
0.5644,NO
0.3613,NO
0.6333,NO
0.3258,NO
0.272,NO
0.4528,NO
1.0,YES
0.4052,NO
1.0,YES
0.3166,NO
0.3824,NO
0.19699999999999998,NO
0.2249,NO
0.3984,NO
0.1542,NO
0.4528,NO
0.272,NO
0.4528,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.4528,NO
0.2522,NO
0.0804,NO
0.5253,YES
1.0,YES
1.0,YES
0.5253,YES
0.3189,NO
0.1676,NO
0.5253,YES
0.3816,NO
0.2359,YES
0.1459,NO
0.3335,NO
0.42,NO
0.2375,NO
0.1729,NO
0.594,YES
0.141,NO
1.0,YES
0.1676,NO
0.6089,YES
0.3118,NO
0.5347,NO
0.2551,NO
0.1032,NO
0.3891,YES
0.254,NO
0.5253,YES
0.3096,NO
0.0745,NO
0.2748,NO
0.5644,NO
0.3069,NO
0.3013,NO
0.3258,NO
0.3096,NO
0.3327,NO
1.0,YES
0.2748,NO
1.0,YES
0.3298,NO
0.3673,NO
0.2493,NO
0.3282,NO
0.3104,NO
0.2988,NO
0.3529,NO
0.2988,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.3327,NO
0.2947,NO
0.1339,NO
0.4128,NO
0.5644,NO
0.4156,NO
0.4569,NO
0.3258,NO
0.1016,NO
0.3905,NO
1.0,YES
0.2586,NO
1.0,YES
0.1725,NO
0.3673,NO
0.0674,NO
0.3019,NO
0.3104,NO
0.1655,NO
0.3308,NO
0.1309,NO
0.3237,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3905,NO
1.0,YES
0.3855,NO
0.307,NO
0.0994,NO
0.4809,NO
0.5077,NO
0.3827,NO
0.4809,NO
0.307,NO
0.307,NO
0.4809,NO
1.0,YES
0.21600000000000003,NO
1.0,YES
0.2252,NO
0.3673,NO
0.2007,NO
0.2091,NO
0.3104,NO
0.2676,NO
0.4809,NO
0.2636,NO
0.4809,NO
1.0,YES
0.8995,YES
1.0,YES
0.8995,YES
0.2832,NO
0.8995,YES
0.4809,NO
0.3496,NO
0.0731,NO
0.5722,NO
0.5644,NO
0.2813,NO
0.6333,NO
0.3258,NO
0.1473,NO
0.3649,NO
1.0,YES
0.2031,NO
1.0,YES
0.3221,NO
0.3824,NO
0.2045,NO
0.2431,NO
0.3984,NO
0.2173,NO
0.3844,NO
0.2173,NO
0.3649,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3649,NO
0.3133,NO
0.1531,NO
1.0,YES
0.5061,YES
0.4136,YES
1.0,YES
0.3898,NO
0.2538,NO
1.0,YES
0.1983,NO
1.0,YES
0.1983,NO
0.534,NO
0.4456,NO
0.2417,NO
0.1911,NO
0.4013,YES
0.2734,NO
0.5061,YES
0.2734,NO
0.5061,YES
0.1983,NO
0.2702,NO
0.5289,NO
0.24,NO
1.0,YES
0.5562,NO
1.0,YES
0.2333,NO
0.1547,NO
0.7318,YES
0.6395,NO
0.6395,NO
0.7629,YES
0.3518,NO
0.12,NO
0.9027,YES
0.191,NO
0.6449,YES
0.1528,NO
0.5231,NO
0.4022,NO
0.3254,NO
0.171,NO
0.3623,NO
0.1398,NO
0.509,NO
0.1451,NO
0.3894,NO
0.1991,NO
0.2287,NO
0.4676,NO
0.2166,NO
0.7090000000000001,YES
0.5021,NO
0.9027,YES
0.3014,NO
0.0867,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3014,NO
0.3014,NO
1.0,YES
0.5755,NO
0.586,YES
0.2145,NO
0.3536,NO
0.3376,NO
0.2673,NO
0.1567,NO
0.594,YES
0.2627,NO
1.0,YES
0.2544,NO
1.0,YES
0.6083,NO
0.6231,NO
0.6083,NO
0.6083,NO
0.583,YES
0.6083,NO
1.0,YES
0.2442,NO
0.1646,NO
0.7795,YES
0.5554,NO
0.5554,NO
0.7795,YES
0.2676,NO
0.153,NO
0.8554,YES
0.159,NO
0.5737,YES
0.1456,NO
0.4162,NO
0.3005,NO
0.1684,NO
0.1775,NO
0.2747,NO
0.1654,NO
0.4421,NO
0.0902,NO
0.44,NO
0.2218,NO
0.2106,NO
0.4524,NO
0.21600000000000003,NO
0.5103,YES
0.3979,NO
0.8554,YES
0.3011,NO
0.0804,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2651,NO
0.1327,NO
1.0,YES
0.3816,NO
0.4491,YES
0.1827,NO
0.2728,NO
0.3569,NO
0.1863,NO
0.1729,NO
0.594,YES
0.1186,NO
1.0,YES
0.1347,NO
1.0,YES
0.3118,NO
0.5347,NO
0.4856,NO
0.0949,NO
0.5820000000000001,YES
0.0936,NO
1.0,YES
1.0,YES
0.408,YES
0.3634,NO
0.1548,NO
0.1494,NO
0.2796,NO
1.0,YES
1.0,YES
0.2796,NO
0.2151,NO
0.275,NO
0.1189,NO
0.2131,NO
0.16,NO
0.1446,NO
0.8269,YES
0.1922,NO
1.0,YES
0.1494,NO
1.0,YES
0.1607,NO
0.2273,NO
0.2273,NO
0.2273,NO
0.2273,NO
0.275,NO
0.2273,NO
0.2219,NO
0.3133,NO
0.1504,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.4024,NO
0.1327,NO
1.0,YES
0.3004,NO
0.825,YES
0.1332,NO
0.534,NO
0.3856,NO
0.3133,NO
0.1567,NO
0.4942,YES
0.1164,NO
1.0,YES
0.0951,NO
1.0,YES
0.3004,NO
0.462,NO
0.5289,NO
0.3004,NO
1.0,YES
0.578,NO
1.0,YES
0.3133,NO
0.1531,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.3898,NO
0.1329,NO
1.0,YES
0.4565,NO
0.6429,YES
0.1702,NO
0.534,NO
0.4456,NO
0.21600000000000003,NO
0.184,NO
0.4942,YES
0.1371,NO
1.0,YES
0.1968,NO
1.0,YES
0.4825,NO
0.4825,NO
0.518,NO
0.4825,NO
0.6869,YES
0.5562,NO
1.0,YES
0.3133,NO
0.1504,NO
1.0,YES
0.4498,YES
0.2514,YES
1.0,YES
0.4024,NO
0.1622,NO
1.0,YES
0.4318,NO
1.0,YES
0.1559,NO
0.534,NO
0.3856,NO
0.21600000000000003,NO
0.2034,NO
0.3273,YES
0.1975,NO
0.5522,YES
0.1773,NO
0.4498,YES
0.4318,NO
0.5289,NO
0.5289,NO
0.4318,NO
1.0,YES
0.578,NO
1.0,YES
0.3133,NO
0.1504,NO
1.0,YES
0.5636,YES
0.315,YES
1.0,YES
0.4024,NO
0.1094,NO
1.0,YES
0.2806,NO
0.85,YES
0.1341,NO
0.534,NO
0.3856,NO
0.2165,NO
0.1347,NO
0.3442,YES
0.1199,NO
0.5636,YES
0.0971,NO
0.5636,YES
0.2806,NO
0.3015,NO
0.5289,NO
0.2806,NO
1.0,YES
0.578,NO
1.0,YES
0.1995,NO
0.0905,NO
0.44299999999999995,YES
1.0,YES
1.0,YES
0.44299999999999995,YES
0.1995,NO
0.1995,NO
0.4664,YES
0.2249,NO
0.19899999999999998,YES
0.1418,NO
0.293,NO
0.3569,NO
0.2523,NO
0.1729,NO
0.4947,YES
0.1881,NO
0.7959999999999999,YES
0.1995,NO
0.6089,YES
0.2377,NO
0.3023,NO
0.2377,NO
0.2377,NO
0.3891,YES
0.2377,NO
0.44299999999999995,YES
0.3011,NO
0.10300000000000001,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3189,NO
0.1414,NO
1.0,YES
0.3816,NO
0.4491,YES
0.1342,NO
0.2305,NO
0.42,NO
0.146,NO
0.1825,NO
0.594,YES
0.1772,NO
1.0,YES
0.0892,NO
1.0,YES
0.3118,NO
0.5347,NO
0.4856,NO
0.1348,NO
0.5820000000000001,YES
0.2768,NO
1.0,YES
0.267,NO
0.19,NO
0.3578,NO
0.2858,NO
0.1859,NO
0.2784,NO
0.4356,NO
0.1963,NO
0.4623,NO
0.2736,NO
0.3096,NO
0.133,NO
1.0,YES
0.758,YES
0.622,YES
0.1126,NO
0.1208,NO
0.1943,NO
0.1859,NO
0.1943,NO
0.1464,NO
0.1707,NO
0.3778,NO
0.1636,NO
0.2158,NO
0.2164,NO
0.1836,NO
0.4702,NO
1.0,YES
0.289,YES
0.2893,NO
0.1921,NO
0.1921,NO
0.1889,NO
1.0,YES
1.0,YES
0.1893,NO
0.2608,NO
0.16699999999999998,NO
0.2608,NO
0.2437,NO
0.1921,NO
0.1608,NO
0.5669,YES
0.2278,NO
1.0,YES
0.1921,NO
1.0,YES
0.1513,NO
0.2608,NO
0.2456,NO
0.2608,NO
0.1468,NO
0.2673,NO
0.1468,NO
0.1469,NO
0.1934,NO
0.0804,NO
0.6207,YES
1.0,YES
1.0,YES
0.6207,YES
0.2294,NO
0.1035,NO
0.6207,YES
0.2926,NO
0.2787,YES
0.1102,NO
0.3934,NO
0.3569,NO
0.2447,NO
0.1729,NO
0.5396,YES
0.1526,NO
1.0,YES
0.1526,NO
0.7878,YES
0.2391,NO
0.41,NO
0.3014,NO
0.1166,NO
0.3891,YES
0.21,NO
0.6207,YES
0.7969,YES
0.1148,YES
0.3473,NO
0.1555,NO
0.151,NO
0.295,NO
0.7969,YES
0.7773,YES
0.295,NO
0.1256,NO
0.295,NO
0.1058,NO
0.2514,NO
0.2269,NO
0.19,NO
0.2327,YES
0.177,NO
0.7969,YES
0.151,NO
0.7969,YES
0.0791,NO
0.1014,NO
0.2011,NO
0.1656,NO
0.0845,NO
0.295,NO
0.1559,NO
0.1465,NO
0.2947,NO
0.0675,NO
0.2269,NO
0.4329,NO
0.3069,NO
0.2269,NO
0.3056,NO
0.1104,NO
0.2269,NO
1.0,YES
0.1923,NO
1.0,YES
0.3551,NO
0.3673,NO
0.2504,NO
0.3282,NO
0.3104,NO
0.1658,NO
0.3529,NO
0.2072,NO
0.2269,NO
1.0,YES
0.9096,YES
1.0,YES
1.0,YES
0.1875,NO
0.5682,YES
0.2269,NO
1.0,YES
0.1165,YES
0.2893,NO
0.1584,NO
0.1756,NO
0.1889,NO
1.0,YES
1.0,YES
0.1803,NO
0.1616,NO
0.1803,NO
0.1216,NO
0.1922,NO
0.1735,NO
0.1463,NO
0.2833,YES
0.2278,NO
1.0,YES
0.1102,NO
1.0,YES
0.092,NO
0.0838,NO
0.2456,NO
0.1274,NO
0.1087,NO
0.2673,NO
0.0892,NO
0.1469,NO
0.3496,NO
0.0731,NO
0.5722,NO
0.5644,NO
0.2813,NO
0.6333,NO
0.3258,NO
0.2906,NO
0.2888,NO
0.9462,YES
0.26,NO
0.6992,YES
0.3705,NO
0.3824,NO
0.2305,NO
0.1596,NO
0.3984,NO
0.2533,NO
0.3844,NO
0.2286,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
