50Traced_NONETRACED_RFSMOTE_SINGLE_LSA_87_SUM,Associated
0.04583931133428981,NO
0.03974175035868005,NO
0.07503586800573889,NO
0.14820659971305597,NO
0.041104734576757535,NO
0.05796269727403157,NO
0.03522238163558107,NO
0.041678622668579635,NO
0.11413199426111909,NO
0.17008608321377333,YES
0.03715925394548064,NO
0.9527977044476328,YES
0.16707317073170733,NO
0.153012912482066,NO
0.15243902439024393,NO
0.07489239598278336,NO
0.04361549497847919,NO
0.07252510760401722,NO
0.04655667144906743,NO
0.14928263988522242,NO
0.07525107604017217,NO
0.7662123385939742,YES
0.050645624103299855,YES
0.11262553802008608,YES
0.8824964131994261,YES
0.1058106169296987,NO
0.04433285509325681,YES
0.07941176470588235,NO
0.06987087517934003,YES
0.8856527977044476,YES
0.23414634146341465,NO
0.10624103299856529,NO
0.07532281205164992,NO
0.0727403156384505,NO
0.9934720229555236,YES
0.06162123385939741,YES
0.09081779053084649,NO
0.06872309899569584,NO
0.06334289813486371,NO
0.06886657101865137,NO
0.12187948350071735,NO
0.10243902439024391,NO
0.10423242467718795,NO
0.9119799139167861,YES
0.047919655667144914,NO
0.07374461979913917,YES
0.017431850789096127,NO
0.23680057388809184,YES
0.022525107604017217,NO
0.07991391678622668,NO
0.0481348637015782,NO
0.0815638450502152,NO
0.05050215208034434,NO
0.12948350071736012,NO
0.07324246771879483,NO
0.06527977044476327,NO
0.05652797704447633,NO
0.10301291248206601,NO
0.08845050215208035,NO
0.198493543758967,NO
0.10143472022955524,NO
0.11248206599713056,NO
0.09806312769010042,NO
0.029483500717360115,NO
0.1498565279770445,NO
0.321090387374462,YES
0.10796269727403157,NO
0.13751793400286946,YES
0.14002869440459112,NO
0.148493543758967,NO
0.14619799139167866,NO
0.13063127690100432,NO
0.10294117647058823,NO
0.08393113342898134,NO
0.13263988522238165,NO
0.11886657101865135,NO
0.15093256814921094,NO
0.31327116212338596,YES
0.2979913916786227,YES
0.25502152080344337,YES
0.12001434720229555,YES
0.11197991391678623,NO
0.8485652797704448,YES
0.08271162123385939,NO
0.08644189383070301,YES
0.8404591104734577,YES
0.2337159253945481,NO
0.1121951219512195,NO
0.10107604017216643,NO
0.09634146341463415,NO
0.9567431850789098,YES
0.0821377331420373,YES
0.11714490674318509,NO
0.06126255380200861,NO
0.09081779053084649,NO
0.056599713055954085,NO
0.1571736011477762,NO
0.1427546628407461,NO
0.14182209469153517,NO
0.8482783357245337,YES
0.05946915351506457,NO
0.05186513629842182,YES
0.015279770444763273,NO
