50Traced_NONETRACED_MAX_SINGLE_LSA_21_MEDIAN,Associated
0.0939,NO
0.2626,NO
0.1144,NO
0.3384,NO
0.1965,NO
0.1766,NO
0.2626,NO
0.1058,NO
0.2186,NO
0.6882,YES
0.1766,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3691,NO
0.2626,NO
0.2942,NO
0.1109,NO
0.1316,NO
0.2508,NO
0.1755,NO
0.5181,YES
0.5954,YES
1.0,YES
1.0,YES
0.1766,NO
1.0,YES
0.1766,NO
0.9432,YES
1.0,YES
0.3639,NO
0.2707,NO
0.27899999999999997,NO
0.4007,NO
1.0,YES
0.9202,YES
0.4007,NO
0.2314,NO
0.4007,NO
0.1058,NO
0.4183,NO
0.40399999999999997,NO
0.4173,NO
1.0,YES
0.2735,NO
1.0,YES
0.3639,NO
1.0,YES
0.2664,NO
0.1355,NO
0.1361,NO
0.2314,NO
0.2314,NO
0.4007,NO
0.2314,NO
0.4007,NO
0.0886,NO
0.3133,NO
0.3063,NO
0.3076,NO
0.3369,NO
0.2097,NO
0.2344,NO
0.0804,NO
0.3063,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.5985,NO
0.2886,NO
0.3076,NO
0.1843,NO
0.2202,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.2322,NO
1.0,YES
0.2077,NO
1.0,YES
1.0,YES
0.6805,NO
0.5062,NO
0.5217,NO
0.466,NO
1.0,YES
1.0,YES
0.6805,NO
0.1182,NO
0.6805,NO
0.0887,NO
0.647,NO
0.7021,NO
0.7021,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
1.0,YES
0.3377,NO
0.2535,NO
0.1923,NO
0.3583,NO
0.225,NO
0.48100000000000004,NO
0.3143,NO
0.4653,NO
0.1568,NO
0.1304,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.153,NO
1.0,YES
0.1733,NO
1.0,YES
0.22399999999999998,NO
0.2165,NO
0.3152,NO
0.2833,NO
0.0927,NO
1.0,YES
0.1663,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.3307,NO
0.7068,YES
0.4619,NO
0.5859,YES
0.1544,NO
0.2131,NO
0.2137,NO
0.3266,NO
0.3369,NO
0.3573,NO
0.1684,NO
0.1225,NO
0.444,NO
1.0,YES
0.7077,NO
0.9651,YES
0.2451,NO
0.2525,NO
0.2525,NO
0.1388,NO
0.5133,NO
0.1963,NO
0.3054,NO
0.2421,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.3939,NO
0.1425,NO
0.2183,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2196,NO
0.1337,NO
1.0,YES
0.5884,NO
1.0,YES
0.6968,NO
0.2252,NO
0.2693,NO
0.2833,NO
0.1453,NO
1.0,YES
0.2011,NO
1.0,YES
0.4988,NO
1.0,YES
0.5683,NO
0.6968,NO
0.6334,NO
0.3377,NO
0.7068,YES
0.6968,NO
0.5859,YES
0.2332,NO
0.2332,NO
0.2477,NO
0.3384,NO
0.3369,NO
0.2442,NO
0.1856,NO
0.2332,NO
0.3139,NO
1.0,YES
0.366,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.2332,NO
0.4176,NO
0.2332,NO
0.1974,NO
0.2508,NO
0.1755,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.366,NO
1.0,YES
0.366,NO
0.0949,NO
0.3133,NO
0.4095,NO
0.4374,NO
0.4374,NO
0.4095,NO
0.2344,NO
0.0967,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.1626,NO
0.1756,NO
0.1133,NO
0.204,NO
0.5985,NO
0.2886,NO
0.4374,NO
0.1709,NO
0.4374,NO
0.8156,YES
1.0,YES
1.0,YES
1.0,YES
0.3916,NO
1.0,YES
0.4095,NO
0.2093,NO
0.3133,NO
0.4413,NO
0.3283,NO
0.3384,NO
0.3095,NO
0.2344,NO
0.2093,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2729,NO
0.2866,NO
0.2866,NO
0.2093,NO
0.5985,NO
0.2886,NO
0.4413,NO
0.2253,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3119,NO
1.0,YES
0.3939,NO
0.0806,NO
0.3133,NO
0.1901,NO
0.2886,NO
0.3369,NO
0.1184,NO
0.2344,NO
0.0806,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2846,NO
0.2749,NO
0.2839,NO
0.1812,NO
0.5985,NO
0.2886,NO
0.1949,NO
0.1867,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
0.2216,NO
0.2607,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.4103,NO
0.2018,NO
1.0,YES
0.0974,NO
1.0,YES
0.1361,NO
0.4322,NO
0.441,NO
0.441,NO
0.0927,NO
0.7517,YES
0.2282,NO
1.0,YES
0.506,NO
0.4963,YES
0.3725,NO
0.1907,NO
0.5265,NO
0.3552,NO
1.0,YES
0.4945,NO
1.0,YES
0.2216,NO
0.3233,NO
0.7653,YES
0.2937,NO
0.3027,NO
1.0,YES
0.4103,NO
0.1279,NO
1.0,YES
0.2219,NO
1.0,YES
0.2628,NO
0.4978,NO
0.5402,NO
0.5402,NO
0.171,NO
0.5293,NO
0.1747,NO
0.537,NO
0.3122,NO
0.2637,NO
0.2308,NO
0.2628,NO
0.3767,NO
0.24,NO
1.0,YES
0.3359,NO
1.0,YES
0.14,NO
0.2716,NO
0.982,YES
1.0,YES
1.0,YES
0.8399,YES
0.257,NO
0.1312,NO
0.982,YES
0.8778,NO
0.982,YES
0.6271,NO
0.3486,NO
0.3152,NO
0.2833,NO
0.091,NO
1.0,YES
0.1052,NO
1.0,YES
0.4898,NO
1.0,YES
0.8445,NO
0.8445,NO
0.8778,NO
0.8778,NO
0.8399,YES
0.8778,NO
0.8399,YES
0.1636,NO
0.2523,NO
1.0,YES
0.6479,NO
0.6479,NO
1.0,YES
0.2703,NO
0.153,NO
0.8237,YES
0.3707,NO
1.0,YES
0.439,NO
0.3239,NO
0.2863,NO
0.2258,NO
0.1775,NO
0.6479,NO
0.1823,NO
0.6479,NO
0.3011,NO
0.6479,NO
0.3581,NO
0.439,NO
0.3991,NO
0.3236,NO
0.9109,YES
0.5796,NO
1.0,YES
0.2091,NO
0.2091,NO
1.0,YES
0.9216,YES
0.877,YES
0.6847,YES
0.3191,NO
0.2091,NO
1.0,YES
0.2895,NO
1.0,YES
0.4207,NO
0.7871,NO
0.7602,NO
0.7852,NO
0.2091,NO
0.9773,YES
0.2091,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.3862,NO
0.5265,NO
0.4207,NO
0.7068,YES
0.4619,NO
0.5859,YES
1.0,YES
1.0,YES
0.3634,NO
0.2183,NO
0.2094,NO
0.3187,NO
0.345,YES
1.0,YES
0.3813,NO
0.3269,NO
0.3187,NO
0.4076,NO
0.5451,NO
0.5915,NO
0.5915,NO
1.0,YES
0.2853,NO
1.0,YES
0.2094,NO
1.0,YES
0.2369,NO
0.3269,NO
0.3269,NO
0.4076,NO
0.4076,NO
0.3187,NO
0.4076,NO
0.3187,NO
0.2216,NO
0.3002,NO
1.0,YES
0.7438,YES
