50Traced_NONETRACED_SUM_SINGLE_LSA_46_MEDIAN,Associated
0.1808,NO
0.1157,NO
1.2934,NO
0.8521,NO
0.9175,NO
1.4340000000000002,NO
0.3525,NO
0.3978,NO
1.2994,NO
2.9181,YES
0.5227,NO
3.2191,YES
0.7211,NO
0.6571,NO
0.4583,NO
0.3941,NO
1.4175,NO
0.3627,NO
0.5884,NO
0.5634,NO
1.6406,NO
2.9457,YES
2.9882,YES
2.6929,YES
3.1953,YES
0.8074,NO
2.3056,YES
0.6937,NO
0.9123,YES
1.0324,YES
1.244,NO
0.2662,NO
0.2979,NO
1.0829,NO
1.2884,YES
0.8066,YES
1.0955,NO
0.1056,NO
1.0658,NO
0.1113,NO
0.64,NO
0.6736,NO
0.6974,NO
1.8726,YES
0.6517,NO
1.8106,YES
0.3798,NO
2.0638,YES
0.4214,NO
0.2613,NO
0.1739,NO
0.3075,NO
0.2859,NO
1.1444,NO
0.4198,NO
1.1895,NO
0.2829,NO
0.1534,NO
1.6795,NO
1.0918,NO
1.2037,NO
1.8192,NO
0.5516,NO
0.4821,NO
1.5775,NO
3.449,YES
0.9506,NO
3.3606,YES
0.4281,NO
0.5341,NO
0.34299999999999997,NO
0.5095,NO
1.8889,NO
0.4502,NO
1.0452,NO
0.6142,NO
1.7595,NO
3.4796,YES
3.5979,YES
3.3436,YES
3.2512,YES
1.2134,NO
2.904,YES
1.2266,NO
1.3312,YES
1.1847,YES
2.306,NO
0.9154,NO
0.7149,NO
2.2243,NO
1.526,YES
1.2883,YES
1.7918,NO
0.6389,NO
1.8230000000000002,NO
0.7203,NO
0.4808,NO
0.2888,NO
0.5388,NO
2.2438,YES
1.0477,NO
2.2409,YES
0.7189,NO
2.4137,YES
1.0629,NO
0.6753,NO
0.7505,NO
1.0383,NO
0.9263,NO
1.9821,NO
1.1651,NO
1.9994,NO
0.5743,NO
0.18600000000000003,NO
1.3109,YES
3.7113,YES
4.0025,YES
1.4113,YES
0.5236,NO
0.3407,NO
1.7033,YES
0.5519,NO
1.7735,YES
0.6608,NO
0.8998,NO
1.1834,NO
1.0275,NO
0.5348,NO
4.0602,YES
0.4855,NO
3.835,YES
0.7291,NO
3.1515,YES
0.8022,NO
0.6349,NO
0.8085,NO
0.2745,NO
1.6307,YES
0.9083,NO
1.4082,YES
0.6474,NO
0.3232,NO
1.6936,NO
1.1206,NO
1.4093,NO
1.6362,NO
0.9655,NO
0.6941,NO
1.7467,NO
3.3221,YES
1.2142,NO
3.3665,YES
0.6442,NO
0.9009,NO
0.654,NO
1.0107,NO
2.0637,NO
0.9076,NO
1.2382,NO
1.1898,NO
1.7384,NO
3.4088,YES
3.4414,YES
3.1761,YES
3.2163,YES
1.4066,NO
2.6087,YES
1.4781,NO
0.4191,NO
0.1624,NO
1.6775,YES
3.9139999999999997,YES
4.4038,YES
1.6619,YES
0.6296,NO
0.3522,NO
1.8554,YES
2.2242,NO
1.757,YES
2.2230000000000003,NO
0.2707,NO
0.7756,NO
0.4109,NO
0.6145,NO
4.7475,YES
0.4382,NO
4.0682,YES
0.8428,NO
3.7029,YES
2.4811,NO
2.4687,NO
2.4579,NO
1.8631,NO
1.6968,YES
1.8869999999999998,NO
1.4617,YES
0.522,NO
0.2644,NO
1.5235,NO
0.3504,NO
0.7277,NO
1.4678,NO
1.0206,NO
0.6223,NO
1.6151,NO
3.1756,YES
1.0495,NO
3.2142,YES
1.3141,NO
1.3501,NO
1.1519,NO
0.9259,NO
1.5330000000000001,NO
0.8891,NO
0.5403,NO
1.0982,NO
1.3599,NO
3.1789,YES
3.2439999999999998,YES
2.7618,YES
3.2395,YES
1.3497,NO
2.6823,YES
1.6686,NO
0.3071,NO
0.152,NO
1.3111,NO
0.7226,NO
1.0979,NO
2.0733,NO
0.5933,NO
0.4798,NO
1.4002,NO
2.931,YES
1.151,NO
2.8411,YES
0.2936,NO
0.4014,NO
0.35,NO
0.5764,NO
1.7373,NO
0.565,NO
0.8583,NO
0.428,NO
1.7345,NO
2.9262,YES
3.0564,YES
2.7960000000000003,YES
2.7592,YES
1.4046,NO
2.7392,YES
1.48,NO
0.3298,NO
0.0853,NO
0.9253,NO
0.2342,NO
0.5251,NO
0.8948,NO
0.5616,NO
0.5537,NO
0.7040000000000001,NO
3.0629,YES
0.239,NO
3.0363,YES
0.3322,NO
0.4125,NO
0.2207,NO
0.6368,NO
1.1002,NO
0.5877,NO
0.3101,NO
0.6479,NO
1.1045,NO
3.0593,YES
3.1577,YES
2.6943,YES
3.0428,YES
0.4798,NO
2.4167,YES
0.6761,NO
0.3403,NO
0.0714,NO
0.6789,NO
0.33,NO
0.6405,NO
0.6863,NO
0.5512,NO
0.5156,NO
0.524,NO
2.7999,YES
0.1054,NO
2.7523,YES
0.2118,NO
0.4176,NO
0.2156,NO
0.6547,NO
1.2307,NO
0.6078,NO
0.4172,NO
0.5931,NO
1.1377,NO
2.8521,YES
2.9013,YES
2.4421,YES
2.675,YES
0.387,NO
2.2375,YES
0.5239,NO
0.813,NO
0.4882,NO
5.7789,YES
2.0272,YES
1.9673,YES
6.4131,YES
0.7876,NO
0.6514,NO
5.7476,YES
0.9603,NO
6.1435,YES
1.0332,NO
1.0746,NO
1.0201,NO
1.4626,NO
0.6931,NO
2.755,YES
0.473,NO
2.5164,YES
1.5045,NO
2.3994,YES
1.4264,NO
1.2034,NO
2.5636,NO
1.6548,NO
6.1197,YES
2.7394,NO
5.843,YES
0.5093,NO
0.1547,NO
2.3949,YES
0.6697,NO
0.43200000000000005,NO
2.9867,YES
0.3144,NO
0.212,NO
3.1273,YES
0.2021,NO
3.036,YES
0.2305,NO
0.7809,NO
0.9946,NO
1.1123,NO
0.3565,NO
0.9624,NO
0.1398,NO
0.8514,NO
0.7736,NO
0.9578,NO
0.1991,NO
0.4217,NO
1.2914,NO
0.2832,NO
2.8203,YES
0.52,NO
2.9446,YES
0.9088,NO
0.4247,NO
4.1861,YES
3.8682,YES
4.493,YES
4.7268,YES
1.0981,NO
0.4421,NO
4.5725,YES
0.8855,NO
5.3915,YES
1.1131,NO
1.2146,NO
1.6798,NO
1.4912,NO
0.8453,NO
4.915,YES
0.5095,NO
4.5736,YES
1.3156,NO
3.6249,YES
1.1933,NO
1.2179,NO
1.6991,NO
1.3840000000000001,NO
4.8538,YES
2.0317,NO
5.1676,YES
0.1941,NO
0.4749,NO
3.285,YES
1.1032,NO
1.3596,NO
3.2956,YES
0.5145,NO
0.1903,NO
3.1102,YES
0.7592,NO
3.4705,YES
0.8334,NO
1.0882,NO
0.6385,NO
1.0371,NO
0.2016,NO
1.8144,NO
0.2227,NO
1.8244,NO
0.467,NO
1.1636,NO
1.0649,NO
0.8321,NO
1.5237,NO
1.5492,NO
3.1159,YES
1.8549,NO
3.3692,YES
0.4065,NO
0.4126,NO
1.5838,YES
4.0305,YES
4.5206,YES
1.5656,YES
0.5488,NO
0.1932,NO
2.148,YES
0.3244,NO
2.1291,YES
0.4245,NO
0.9266,NO
1.2433,NO
1.1738,NO
0.5755,NO
4.4872,YES
0.4716,NO
4.4115,YES
1.1188,NO
3.5557,YES
0.7664,NO
0.3957,NO
1.0315,NO
0.0398,NO
1.9069999999999998,YES
0.5763,NO
1.2819,YES
2.4130000000000003,YES
1.2271,YES
2.1069999999999998,NO
0.7773,NO
0.8629,NO
2.0016,NO
1.8413,YES
2.1379,YES
2.4976,NO
0.6542,NO
2.049,NO
0.7591,NO
1.3901,NO
1.4823,NO
1.7539,NO
3.1485,YES
1.2819,NO
3.1376,YES
0.8732,NO
3.4914,YES
0.7974,NO
0.8709,NO
0.6158,NO
1.0076,NO
0.7082,NO
2.119,NO
0.797,NO
2.0285,NO
0.7615,NO
0.3844,NO
4.4978,YES
1.2072,YES
1.4427,YES
5.4228,YES
0.8686,NO
0.3267,NO
5.5419,YES
0.5936,NO
5.8218,YES
0.7122,NO
1.5531,NO
1.7469,NO
2.1725,NO
0.5657,NO
2.4684,YES
0.3685,NO
2.0322,YES
1.0473,NO
1.633,YES
0.8581,NO
0.7953,NO
2.0663,NO
1.1896,NO
5.4996,YES
1.7144,NO
5.6876,YES
0.7553,NO
0.3436,NO
4.8385,YES
2.0737,YES
2.0679,YES
5.3344,YES
0.9019,NO
0.5642,NO
5.2025,YES
2.3997,NO
5.1301,YES
2.3733,NO
1.1439,NO
1.2564,NO
1.454,NO
0.5751,NO
2.9005,YES
0.3877,NO
2.4282,YES
1.2632,NO
2.4166,YES
2.6014,NO
2.5776,NO
3.5383,NO
2.5849,NO
5.1013,YES
2.9744,NO
5.015,YES
0.8192,NO
0.4914,NO
5.4701,YES
1.7342,YES
1.9768,YES
6.3144,YES
1.004,NO
0.6245,NO
5.4929,YES
0.7283,NO
6.3553,YES
0.8966,NO
0.6952,NO
0.7655,NO
1.2053,NO
0.9395,NO
3.0239,YES
0.6998,NO
2.6031,YES
1.4864,NO
2.3863,YES
1.2874,NO
1.0624,NO
2.3876,NO
1.5596,NO
6.3823,YES
2.4806,NO
6.2015,YES
0.6292,NO
0.4337,NO
5.2885,YES
1.767,YES
1.8597,YES
6.2581,YES
0.6475,NO
0.4205,NO
5.6306,YES
0.9316,NO
6.1761,YES
0.9578,NO
0.7773,NO
0.8566,NO
1.2394,NO
0.5494,NO
2.9683,YES
0.3496,NO
2.5412,YES
1.0434,NO
2.0137,YES
1.3164,NO
1.2901,NO
2.6023,NO
1.6723,NO
5.9316,YES
2.3983,NO
5.9474,YES
0.6448,NO
0.2143,NO
1.5453,YES
4.1194,YES
4.7078,YES
1.73,YES
0.602,NO
0.26899999999999996,NO
2.3632,YES
0.7559999999999999,NO
2.4357,YES
1.0052,NO
1.1259,NO
1.6052,NO
1.3782,NO
0.47600000000000003,NO
4.5881,YES
0.3457,NO
4.4693,YES
0.9324,NO
3.6412,YES
1.0436,NO
0.757,NO
1.1423,NO
0.5186,NO
2.1109999999999998,YES
0.7711,NO
1.7771,YES
0.4683,NO
0.1794,NO
1.4857,YES
3.8103,YES
4.2286,YES
1.8382,YES
0.5049,NO
0.2966,NO
1.9346,YES
0.7425,NO
2.1354,YES
0.8921,NO
0.2437,NO
0.5152,NO
0.5058,NO
0.5481,NO
4.2573,YES
0.4415,NO
4.0722,YES
0.6759,NO
3.6095,YES
1.1446,NO
0.8382,NO
1.4494,NO
0.4584,NO
2.0216,YES
0.878,NO
1.5373,YES
0.7709999999999999,NO
0.1737,NO
1.5742,NO
0.8105,NO
0.9448,NO
1.755,NO
0.5891,NO
0.3731,NO
2.8842,NO
0.6012,NO
2.2483,NO
0.8222,NO
2.2533,YES
2.3563,YES
2.5119,YES
0.4629,NO
1.4477,NO
0.4593,NO
1.0557,NO
0.8384,NO
0.9413,NO
0.5653,NO
0.4782,NO
0.9326,NO
0.7931,NO
1.9958,NO
0.5607,NO
2.2858,NO
1.5474,YES
1.0467,YES
0.8041,NO
0.354,NO
0.3836,NO
0.41200000000000003,NO
1.4708,YES
1.4028,YES
0.8317,NO
0.3113,NO
0.5379,NO
0.4183,NO
0.7385,NO
0.7476,NO
0.8287,NO
2.459,YES
0.537,NO
2.4364,YES
0.4183,NO
2.6265,YES
0.3357,NO
0.5278,NO
0.3256,NO
0.4616,NO
0.3067,NO
0.5923,NO
0.19,NO
0.5114,NO
0.4783,NO
0.3361,NO
2.2567,YES
4.1714,YES
4.4965,YES
2.053,YES
0.6089,NO
0.2654,NO
2.1557,YES
0.3963,NO
2.5765,YES
0.528,NO
0.3413,NO
0.6583,NO
0.4962,NO
0.5817,NO
4.4876,YES
0.3741,NO
4.4555,YES
0.9274,NO
3.4409,YES
0.7798,NO
0.6365,NO
1.0469,NO
0.3803,NO
2.2591,YES
0.9766,NO
1.9949,YES
2.145,YES
1.1540000000000001,YES
1.3656,NO
0.4887,NO
0.5757,NO
0.852,NO
1.4982,YES
2.0743,YES
1.0844,NO
0.4675,NO
0.8434,NO
0.6623,NO
0.5677,NO
0.5412,NO
0.7296,NO
3.0456,YES
0.6951,NO
3.0244,YES
0.6107,NO
3.384,YES
0.5361,NO
0.6789,NO
0.4683,NO
0.7666,NO
0.7269,NO
0.8503,NO
0.3475,NO
0.7114,NO
0.4704,NO
0.0659,NO
0.8897,NO
0.8012,NO
1.3093,NO
0.7396,NO
0.6148,NO
0.5789,NO
0.9971,NO
2.7076,YES
0.4835,NO
2.7531,YES
0.7311,NO
1.0963,NO
0.8172,NO
0.7314,NO
1.9846,NO
0.6613,NO
1.0037,NO
1.0001,NO
1.5812,NO
2.7985,YES
2.7959,YES
2.3393,YES
2.6358,YES
0.807,NO
2.0723,YES
0.7651,NO
2.0059,YES
0.4201,YES
0.4577,NO
0.3796,NO
0.5085,NO
0.2311,NO
0.8255,YES
1.9479,YES
0.3651,NO
0.2827,NO
0.2172,NO
0.4352,NO
0.36200000000000004,NO
0.4732,NO
0.5502,NO
2.355,YES
0.6032,NO
2.3387,YES
0.3961,NO
2.4667,YES
0.4144,NO
0.2616,NO
0.3454,NO
0.2593,NO
0.3955,NO
0.1913,NO
0.1067,NO
0.2652,NO
0.8418,NO
0.0613,NO
0.698,NO
0.2148,NO
0.4022,NO
0.6477,NO
0.2718,NO
0.8528,NO
0.8159,NO
1.4072,YES
0.5016,NO
1.6772,YES
0.6454,NO
0.7342,NO
0.6223,NO
0.7657,NO
0.4581,NO
0.7612,NO
0.2427,NO
1.1840000000000002,NO
0.5933,NO
1.2417,YES
1.3730000000000002,YES
1.2168,YES
1.6453,YES
0.4982,NO
0.8454,YES
0.4748,NO
