50Traced_NONETRACED_SUM_MULTI_VSM_26_MEDIAN,Associated
0.8617,NO
0.7409,NO
1.2995,NO
1.5114,NO
0.8733,NO
1.3771,NO
1.4121,NO
0.7768,NO
1.1883,NO
2.1094,YES
0.9628,NO
1.2329,YES
0.7623,NO
1.2154,NO
0.3899,NO
0.8462,NO
1.0893,NO
1.0727,NO
1.0001,NO
0.9037,NO
1.1231,NO
1.6019,YES
2.4958,YES
2.7185,YES
1.3674,YES
1.0525,NO
1.7912,YES
0.797,NO
1.6825,YES
2.0365,YES
1.0818,NO
0.4264,NO
0.3501,NO
0.685,NO
2.5553,YES
1.9493,YES
0.7393,NO
0.4786,NO
0.6739,NO
0.3331,NO
0.1797,NO
0.9126,NO
0.1623,NO
2.141,YES
0.2686,NO
2.2146,YES
0.4229,NO
1.9709,YES
0.5136,NO
0.622,NO
0.4915,NO
0.5501,NO
0.4058,NO
0.5435,NO
0.5891,NO
0.4053,NO
0.6729999999999999,NO
0.5542,NO
1.1527,NO
2.6163,NO
1.7618,NO
1.3914,NO
1.3925,NO
0.5143,NO
1.0709,NO
3.2468,YES
0.8701,NO
2.0619,YES
0.9412,NO
1.3561,NO
0.6099,NO
0.5252,NO
1.6064,NO
0.747,NO
1.4814,NO
0.5876,NO
1.8418,NO
2.6014,YES
3.4935,YES
3.7676,YES
2.0756,YES
1.0513,NO
1.989,YES
0.6094,NO
1.7112,YES
1.3519999999999999,YES
1.139,NO
0.4406,NO
0.5378,NO
0.7909999999999999,NO
2.5046,YES
1.9693,YES
0.6036,NO
0.6679999999999999,NO
0.6804,NO
0.3495,NO
0.6026,NO
1.2643,NO
0.3187,NO
1.6006,YES
0.3541,NO
2.252,YES
0.4038,NO
2.3598,YES
0.6042,NO
0.5414,NO
0.5561,NO
0.5974,NO
0.5083,NO
0.3826,NO
0.5017,NO
0.5355,NO
1.0021,NO
0.0991,NO
2.23,YES
3.8015,YES
3.1674,YES
1.9569999999999999,YES
0.4626,NO
0.2237,NO
1.4606,YES
1.0689,NO
1.0299,YES
0.1747,NO
0.4212,NO
1.2934,NO
0.3937,NO
0.4118,NO
4.0079,YES
0.4578,NO
2.8821,YES
0.5198,NO
3.5813,YES
0.8309,NO
1.3113,NO
0.7778,NO
0.4407,NO
1.1908,YES
0.4423,NO
1.0283,YES
1.2944,NO
0.5869,NO
1.9127,NO
2.8552,NO
1.7196,NO
1.5429,NO
1.6052,NO
0.7655,NO
1.4971,NO
3.2498,YES
1.186,NO
1.9915,YES
0.4259,NO
1.2469,NO
0.201,NO
0.7553,NO
2.0364,NO
0.9967,NO
1.8059,NO
0.9029,NO
1.9169,NO
2.6453,YES
3.6138,YES
3.9142,YES
2.0944,YES
1.4413,NO
2.0855,YES
0.8997,NO
1.2471,NO
0.3459,NO
2.0774,YES
3.6004,YES
2.9691,YES
1.7933,YES
0.8963,NO
0.425,NO
1.4046,YES
1.9673,NO
0.8851,YES
0.9973,NO
0.5889,NO
1.0856,NO
0.4603,NO
0.5082,NO
3.4665,YES
0.5621,NO
2.4656,YES
0.5932,NO
3.057,YES
1.3737,NO
2.4612,NO
1.781,NO
1.1503,NO
1.7071,YES
0.7689,NO
0.8603,YES
0.5766,NO
0.5868,NO
1.3948,NO
1.8912,NO
1.0116,NO
1.3944,NO
1.3445,NO
0.4923,NO
1.2829,NO
2.741,YES
1.0209,NO
1.6233,YES
0.8138,NO
1.4523,NO
0.6426,NO
0.6295,NO
1.197,NO
0.6722,NO
1.1382,NO
0.6137,NO
1.0609,NO
2.0681,YES
2.7060000000000004,YES
3.2362,YES
1.5937,YES
1.0675,NO
1.6686,YES
0.6045,NO
0.8354,NO
0.4121,NO
1.9559,NO
1.9888,NO
1.2011,NO
1.7879,NO
1.0981,NO
0.3219,NO
1.8822,NO
2.4235,YES
1.2538,NO
1.6228,YES
0.5931,NO
0.7689,NO
0.2348,NO
0.3781,NO
1.3753,NO
0.33399999999999996,NO
1.3847,NO
0.3988,NO
1.2646,NO
2.1418,YES
3.0002,YES
3.1619,YES
1.8064,YES
1.9598,NO
2.0692,YES
1.1484,NO
1.4867,NO
0.8845,NO
2.468,NO
3.0172,NO
1.8158,NO
2.0639,NO
2.1194,NO
0.9701,NO
2.0653,NO
3.4338,YES
1.6292,NO
2.1896,YES
1.069,NO
1.5826,NO
0.6638,NO
0.9207,NO
2.0709,NO
1.2372,NO
1.8359,NO
1.1339,NO
1.9103,NO
2.7028,YES
3.7746,YES
4.127,YES
2.2644,YES
2.1252,NO
2.1392,YES
1.4374,NO
0.7754,NO
0.7617,NO
1.0326,NO
2.1974,NO
1.4926,NO
1.0739,NO
1.3734,NO
0.5927,NO
0.9198,NO
3.0968,YES
0.7197,NO
2.074,YES
0.4197,NO
0.8316,NO
0.2196,NO
0.6978,NO
1.4665,NO
0.7802,NO
1.272,NO
0.562,NO
1.4576,NO
2.6166,YES
3.5403,YES
4.0277,YES
2.1369,YES
0.8941,NO
2.0253,YES
0.5826,NO
1.6945,NO
0.9798,NO
5.0993,YES
2.099,YES
1.2082,YES
4.1629,YES
1.8926,NO
0.6971,NO
4.8621,YES
1.08,NO
3.8687,YES
0.6226,NO
1.7408,NO
2.0276,NO
0.9324,NO
