50Traced_NONETRACED_MAX_MULTI_LSA_89_MAX,Associated
0.2574,NO
0.2852,NO
0.2323,NO
0.2164,NO
0.1389,NO
0.2524,NO
0.2852,NO
0.2574,NO
0.2323,NO
1.0,YES
0.2323,NO
0.5949,YES
0.3555,NO
0.3673,NO
0.3555,NO
0.2574,NO
0.3104,NO
0.2852,NO
0.2383,NO
0.2852,NO
0.2418,NO
1.0,YES
0.6533,YES
0.3698,YES
0.5193,YES
0.1782,NO
1.0,YES
0.1782,NO
1.0,YES
1.0,YES
0.3362,NO
0.2304,NO
0.1149,NO
0.2004,NO
1.0,YES
1.0,YES
0.2287,NO
0.2425,NO
0.1364,NO
0.1443,NO
0.3148,NO
0.3148,NO
0.3148,NO
1.0,YES
0.2044,NO
1.0,YES
0.1542,NO
1.0,YES
0.1652,NO
0.2425,NO
0.2289,NO
0.1522,NO
0.126,NO
0.228,NO
0.2425,NO
0.2287,NO
0.1892,NO
0.1534,NO
0.3097,NO
0.4329,NO
0.2613,NO
0.3427,NO
0.1465,NO
0.1133,NO
0.2594,NO
1.0,YES
0.2887,NO
0.5949,YES
0.2728,NO
0.3673,NO
0.2728,NO
0.1944,NO
0.4327,NO
0.1542,NO
0.271,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5412,YES
0.2866,NO
1.0,YES
0.2866,NO
0.9589,YES
1.0,YES
0.3559,NO
0.228,NO
0.1989,NO
0.3559,NO
1.0,YES
1.0,YES
0.3559,NO
0.1616,NO
0.3559,NO
0.0887,NO
0.3667,NO
0.3667,NO
0.3667,NO
0.4268,YES
0.2278,NO
1.0,YES
0.2148,NO
0.568,YES
0.1617,NO
0.1251,NO
0.1644,NO
0.1297,NO
0.1087,NO
0.2862,NO
0.1778,NO
0.2862,NO
0.2556,NO
0.2011,NO
1.0,YES
1.0,YES
0.6477,YES
1.0,YES
0.344,NO
0.2493,NO
1.0,YES
0.1787,NO
1.0,YES
0.1702,NO
0.2165,NO
0.3325,NO
0.1934,NO
0.2493,NO
1.0,YES
0.2254,NO
1.0,YES
0.304,NO
0.7878,YES
0.3369,NO
0.462,NO
0.2382,NO
0.2229,NO
0.5820000000000001,YES
0.2838,NO
0.4367,YES
0.3496,NO
0.272,NO
0.5722,NO
0.4329,NO
0.2507,NO
0.6333,NO
0.272,NO
0.1225,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3673,NO
0.3104,NO
0.2249,NO
0.4327,NO
0.272,NO
0.3132,NO
0.272,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4052,NO
1.0,YES
0.4052,NO
0.3229,NO
0.1168,NO
0.5253,YES
1.0,YES
0.6940000000000001,YES
0.5253,YES
0.3189,NO
0.1168,NO
0.5253,YES
0.4608,NO
0.5253,YES
0.2419,NO
0.2531,NO
0.42,NO
0.2375,NO
0.1493,NO
1.0,YES
0.141,NO
1.0,YES
0.1597,NO
1.0,YES
0.4608,NO
0.5347,NO
0.4608,NO
0.2183,NO
0.3057,YES
0.4066,NO
0.2335,YES
0.3496,NO
0.3096,NO
0.5722,NO
0.4329,NO
0.2386,NO
0.6333,NO
0.3096,NO
0.3096,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.4018,NO
0.4018,NO
0.4018,NO
0.2988,NO
0.4327,NO
0.3096,NO
0.2577,NO
0.2816,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4218,NO
0.7756,YES
0.4218,NO
0.3496,NO
0.1871,NO
0.5722,NO
0.4329,NO
0.1621,NO
0.6333,NO
0.1871,NO
0.1133,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.2522,NO
0.3673,NO
0.1069,NO
0.204,NO
0.4327,NO
0.1871,NO
0.31,NO
0.1871,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3855,NO
1.0,YES
0.3905,NO
0.3496,NO
0.307,NO
0.5722,NO
0.4329,NO
0.2688,NO
0.6333,NO
0.307,NO
0.307,NO
0.4809,NO
1.0,YES
0.4964,NO
1.0,YES
0.3649,NO
0.3649,NO
0.3649,NO
0.1601,NO
0.4327,NO
0.307,NO
0.2902,NO
0.1912,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2799,NO
0.8232,YES
0.3251,NO
0.3496,NO
0.1712,NO
0.5722,NO
0.3822,NO
0.1532,NO
0.6333,NO
0.1712,NO
0.1712,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.2522,NO
0.3673,NO
0.2045,NO
0.1944,NO
0.3984,NO
0.1712,NO
0.263,NO
0.1702,NO
0.3242,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1616,NO
1.0,YES
0.3251,NO
0.2849,NO
0.2538,NO
1.0,YES
0.4136,YES
0.4136,YES
1.0,YES
0.3069,NO
0.2538,NO
1.0,YES
0.2509,NO
1.0,YES
0.5358,NO
0.4524,NO
0.474,NO
0.3885,NO
0.2039,NO
0.4049,YES
0.2538,NO
0.4136,YES
0.308,NO
0.3351,YES
0.2703,NO
0.5358,NO
0.5358,NO
0.5358,NO
1.0,YES
0.4155,NO
1.0,YES
0.3527,NO
0.1547,NO
1.0,YES
0.6395,NO
0.6395,NO
1.0,YES
0.3898,NO
0.1329,NO
0.9051,YES
0.2942,NO
1.0,YES
0.4965,NO
0.5231,NO
0.5231,NO
0.5231,NO
0.1965,NO
0.4013,NO
0.1902,NO
0.6395,NO
0.1807,NO
0.3894,NO
0.2942,NO
0.4965,NO
0.518,NO
0.4965,NO
1.0,YES
0.3851,NO
1.0,YES
0.289,NO
0.3014,NO
0.6693,YES
1.0,YES
1.0,YES
0.6693,YES
0.3014,NO
0.3014,NO
0.6693,YES
0.6083,NO
0.6693,YES
0.6231,NO
0.4308,NO
0.4308,NO
0.4308,NO
0.1729,NO
1.0,YES
0.3014,NO
1.0,YES
0.2035,NO
0.7878,YES
0.5048,NO
0.6231,NO
0.6231,NO
0.6231,NO
0.5764,YES
0.4832,NO
0.3886,YES
0.2442,NO
0.1646,NO
0.8554,YES
0.5554,NO
0.5554,NO
0.6681,YES
0.2676,NO
0.153,NO
0.8554,YES
0.3773,NO
0.8554,YES
0.1456,NO
0.3625,NO
0.2977,NO
0.1277,NO
0.1775,NO
0.2747,NO
0.1654,NO
0.5554,NO
0.1572,NO
0.3382,NO
0.3773,NO
0.3432,NO
0.3901,NO
0.21600000000000003,NO
0.8554,YES
0.3979,NO
0.7795,YES
0.3229,NO
0.0347,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1327,NO
1.0,YES
0.1538,NO
1.0,YES
0.1729,NO
0.3002,NO
0.42,NO
0.3002,NO
0.1729,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
0.7878,YES
0.3369,NO
0.462,NO
0.1567,NO
0.2229,NO
0.5820000000000001,YES
0.4382,NO
0.4367,YES
0.9589,YES
1.0,YES
0.3634,NO
0.2171,NO
0.1894,NO
0.3389,NO
1.0,YES
1.0,YES
0.3389,NO
0.2273,NO
0.3389,NO
0.2457,NO
0.4228,NO
0.4228,NO
0.4228,NO
0.6145,YES
0.2278,NO
1.0,YES
0.2045,NO
0.568,YES
0.1539,NO
0.1887,NO
0.2457,NO
0.2457,NO
0.2457,NO
0.2673,NO
0.1906,NO
0.2796,NO
0.3133,NO
0.1204,NO
1.0,YES
0.3525,YES
0.3075,YES
0.8452,YES
0.3433,NO
0.1123,NO
1.0,YES
0.3004,NO
0.8987,YES
0.4779,NO
0.3808,NO
0.391,NO
0.2024,NO
0.2771,NO
0.3442,YES
0.2682,NO
0.5522,YES
0.1673,NO
0.3012,YES
0.3004,NO
0.4779,NO
0.6069,NO
0.4779,NO
0.8987,YES
0.5104,NO
1.0,YES
0.3527,NO
0.3341,NO
1.0,YES
0.6407,YES
0.5589,YES
1.0,YES
0.3898,NO
0.3341,NO
1.0,YES
0.4324,NO
1.0,YES
0.5579999999999999,NO
0.4413,NO
0.4456,NO
0.3247,NO
0.2465,NO
0.4942,YES
0.3341,NO
0.6036,YES
0.308,NO
0.4542,YES
0.4324,NO
0.5579999999999999,NO
0.5579999999999999,NO
0.5579999999999999,NO
1.0,YES
0.4327,NO
1.0,YES
0.3133,NO
0.1845,NO
1.0,YES
0.6407,YES
0.5589,YES
1.0,YES
0.344,NO
0.1845,NO
1.0,YES
0.4318,NO
1.0,YES
0.5289,NO
0.2758,NO
0.3727,NO
0.2127,NO
0.2771,NO
0.4942,YES
0.2682,NO
0.6036,YES
0.308,NO
0.4542,YES
0.4318,NO
0.5289,NO
0.6069,NO
0.5289,NO
1.0,YES
0.5104,NO
1.0,YES
0.3133,NO
0.1241,NO
1.0,YES
0.6407,YES
0.5589,YES
1.0,YES
0.344,NO
0.1327,NO
1.0,YES
0.2089,NO
1.0,YES
0.4462,NO
0.4412,NO
0.4412,NO
0.4412,NO
0.2771,NO
0.4942,YES
0.2682,NO
0.6036,YES
0.308,NO
0.4542,YES
0.3369,NO
0.462,NO
0.6069,NO
0.4462,NO
1.0,YES
0.5104,NO
1.0,YES
0.3229,NO
0.1995,NO
1.0,YES
1.0,YES
0.5827,YES
1.0,YES
0.344,NO
0.1327,NO
1.0,YES
0.415,NO
1.0,YES
0.2093,NO
0.3575,NO
0.42,NO
0.3575,NO
0.1698,NO
1.0,YES
0.1995,NO
1.0,YES
0.304,NO
0.7878,YES
0.415,NO
0.462,NO
0.415,NO
0.2229,NO
0.5820000000000001,YES
0.3519,NO
0.4367,YES
0.2522,NO
0.1089,NO
0.6109,YES
1.0,YES
0.8013,YES
0.6109,YES
0.2651,NO
0.0935,NO
0.6109,YES
0.3984,NO
0.6109,YES
0.2022,NO
0.1911,NO
0.28600000000000003,NO
0.1612,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1857,NO
1.0,YES
0.3984,NO
0.5347,NO
0.3984,NO
0.1587,NO
0.433,YES
0.3512,NO
0.433,YES
0.08900000000000001,NO
0.1869,NO
0.2784,NO
0.3716,NO
0.2015,NO
0.3322,NO
0.3816,NO
0.0435,NO
0.6011,NO
0.2363,NO
0.2784,NO
0.1406,NO
1.0,YES
1.0,YES
1.0,YES
0.1545,NO
0.2904,NO
0.1869,NO
0.2437,NO
0.2264,NO
0.2904,NO
0.2363,NO
0.2708,NO
0.2286,NO
0.1547,NO
0.2417,NO
0.2363,NO
0.4784,NO
0.9589,YES
1.0,YES
0.2752,NO
0.1921,NO
0.1473,NO
0.2004,NO
1.0,YES
1.0,YES
0.1558,NO
0.2608,NO
0.1084,NO
0.1784,NO
0.2592,NO
0.3144,NO
0.2592,NO
0.8269,YES
0.2278,NO
1.0,YES
0.1921,NO
1.0,YES
0.1607,NO
