50Traced_NONETRACED_SUM_MULTI_VSM_76_MAX,Associated
0.6564,NO
0.654,NO
0.6083,NO
1.0845,NO
0.4695,NO
1.59,NO
0.9193,NO
0.55,NO
1.0086,NO
3.1236,YES
1.113,NO
1.5951,YES
0.6718,NO
1.9722,NO
0.7194,NO
0.1488,NO
0.9271,NO
0.7045,NO
0.9107,NO
0.5857,NO
1.499,NO
2.7563,YES
3.0269999999999997,YES
2.2238,YES
2.487,YES
1.0261,NO
1.5762,YES
0.6878,NO
1.5816,YES
0.7253,YES
0.8896,NO
1.124,NO
0.6679,NO
0.9022,NO
1.2231,YES
0.5491,YES
1.0693,NO
0.728,NO
1.0723,NO
0.5543,NO
0.7879999999999999,NO
0.8545,NO
0.3534,NO
0.8274,YES
0.9329999999999999,NO
0.8812,YES
0.8125,NO
0.9445,YES
0.9762,NO
0.6506,NO
0.7007,NO
0.8975,NO
0.5012,NO
0.8417,NO
0.6389,NO
0.8714,NO
0.6401,NO
0.3649,NO
1.1759,NO
2.1590000000000003,NO
1.1887,NO
1.8417,NO
0.8682,NO
0.397,NO
1.8475,NO
3.6342,YES
2.0198,NO
2.4258,YES
0.6496,NO
1.8741,NO
0.4195,NO
0.1919,NO
1.505,NO
0.486,NO
1.8277,NO
0.3804,NO
2.4698,NO
3.2022,YES
3.8103,YES
3.2119999999999997,YES
2.8798,YES
1.7555,NO
2.4176,YES
1.0773,NO
2.5259,YES
1.3574,YES
1.1529,NO
1.1553,NO
0.7337,NO
1.6554,NO
1.33,YES
1.5492,YES
1.0767,NO
0.3975,NO
1.2537,NO
0.3477,NO
0.8989,NO
0.4687,NO
0.2075,NO
1.0605,YES
1.1772,NO
2.1808,YES
0.8627,NO
2.0509,YES
1.0996,NO
0.18899999999999997,NO
0.3446,NO
0.5461,NO
0.3202,NO
1.4063,NO
0.54,NO
1.2362,NO
0.7739,NO
0.1211,NO
1.6131,YES
2.8973,YES
3.0843,YES
1.9417,YES
0.8039,NO
0.313,NO
1.4103,YES
0.8578,NO
1.8055,YES
0.4827,NO
0.8671,NO
0.565,NO
0.392,NO
0.3249,NO
3.1007,YES
0.53,NO
3.1272,YES
0.4742,NO
3.1679,YES
0.6099,NO
0.7582,NO
1.3658,NO
0.7939,NO
1.7865,YES
1.0957,NO
1.2872,YES
0.7436,NO
0.3129,NO
0.9452,NO
1.7477,NO
0.6449,NO
1.4851,NO
0.6854,NO
0.5687,NO
1.5933,NO
3.1722,YES
1.7071,NO
2.3324,YES
0.4463,NO
1.4277,NO
0.2261,NO
0.1483,NO
1.2341,NO
0.6644,NO
1.3518,NO
0.5014,NO
2.1152,NO
2.7558,YES
3.4514,YES
2.7605,YES
2.6736,YES
1.6373,NO
2.0401,YES
0.8864,NO
0.9540000000000001,NO
0.4454,NO
1.0527,YES
3.15,YES
2.7881,YES
1.7331,YES
1.1175,NO
0.4963,NO
1.1798,YES
2.144,NO
1.479,YES
1.0641,NO
1.1421,NO
1.1128,NO
0.5827,NO
0.4098,NO
2.9207,YES
0.7629,NO
3.3152,YES
0.7604,NO
3.4056,YES
1.6034,NO
1.9243,NO
1.6315,NO
1.5879,NO
1.4684,YES
1.3567,NO
0.6605,YES
0.8473,NO
0.6878,NO
0.9648,NO
1.6113,NO
0.7417,NO
1.9092,NO
1.0208,NO
0.5743,NO
1.713,NO
3.6433,YES
1.73,NO
2.4591,YES
0.6609999999999999,NO
2.1933,NO
0.4369,NO
0.2345,NO
1.0502,NO
0.8381,NO
1.3984,NO
0.6754,NO
2.0341,NO
3.1319,YES
3.7472,YES
2.6759,YES
2.7968,YES
1.8828,NO
2.3893,YES
0.9448,NO
1.0559,NO
0.588,NO
1.2896,NO
1.4006,NO
0.7233,NO
1.9681,NO
1.1069,NO
0.4867,NO
1.7535,NO
3.4124,YES
1.9799,NO
2.5243,YES
0.3747,NO
2.0139,NO
0.2086,NO
0.3421,NO
1.1489,NO
0.7452,NO
1.3011,NO
0.6126,NO
1.9631,NO
3.1475,YES
3.9615,YES
3.2255,YES
2.8459,YES
1.9318,NO
2.5778,YES
1.319,NO
1.1556,NO
0.8866,NO
1.6471,NO
1.6815,NO
0.5293,NO
2.2799,NO
1.1168,NO
0.674,NO
2.2293,NO
3.4972,YES
2.2655,NO
2.1464,YES
1.1274,NO
2.4272,NO
0.7866,NO
0.4154,NO
1.256,NO
0.7417,NO
1.1601,NO
0.8178,NO
2.1393,NO
2.951,YES
3.4534,YES
2.9389,YES
2.6910000000000003,YES
1.9376,NO
2.187,YES
1.5735,NO
0.6977,NO
0.3625,NO
0.4782,NO
1.4078,NO
0.6861,NO
1.2305,NO
0.9419,NO
0.4092,NO
0.7665,NO
2.762,YES
0.9242,NO
1.6388,YES
0.2478,NO
1.2685,NO
0.2045,NO
0.2748,NO
0.8497,NO
0.6156,NO
1.2023,NO
0.5139,NO
1.5487,NO
2.4553,YES
2.7549,YES
1.9826,YES
2.1855,YES
1.0295,NO
1.5564,YES
0.6076,NO
1.9479,NO
0.7842,NO
4.7928,YES
2.593,YES
2.2395,YES
5.3106,YES
1.4774,NO
0.598,NO
4.8512,YES
1.3862,NO
5.0680000000000005,YES
0.987,NO
1.7412,NO
2.5389,NO
1.0201,NO
0.7885,NO
2.6425,YES
0.9261,NO
3.0188,YES
1.3035,NO
2.6862,YES
0.7483,NO
1.1749,NO
2.6928,NO
1.2715,NO
5.0982,YES
1.8805,NO
4.6369,YES
0.3106,NO
0.1846,NO
1.2353,YES
0.4755,NO
0.37200000000000005,NO
1.4818,YES
0.3413,NO
0.1382,NO
1.5031,YES
0.3857,NO
1.3090000000000002,YES
0.2816,NO
0.4565,NO
0.7777,NO
0.2648,NO
0.3605,NO
0.21899999999999997,NO
0.2505,NO
0.3673,NO
0.1451,NO
0.5842,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
1.6449,YES
0.8733,NO
1.6553,YES
1.3244,NO
0.557,NO
2.249,YES
3.5825,YES
3.3501,YES
2.844,YES
1.3048,NO
0.4275,NO
2.4877,YES
2.2541,NO
2.8732,YES
1.6154,NO
1.9194,NO
2.2901,NO
1.1119,NO
0.5575,NO
3.6261,YES
0.569,NO
3.6697,YES
0.6915,NO
4.1973,YES
1.734,NO
2.2276,NO
2.355,NO
1.4275,NO
2.6235,YES
2.3426,NO
1.641,YES
0.7874,NO
0.3548,NO
3.5844,YES
1.2636,NO
1.0335,NO
3.1547,YES
0.5081,NO
0.2262,NO
3.2156,YES
0.5776,NO
3.4475,YES
0.4842,NO
1.0113,NO
1.1522,NO
0.2948,NO
0.2354,NO
1.0674,NO
0.2394,NO
1.4936,NO
0.4098,NO
0.9066,NO
0.3999,NO
0.3609,NO
1.4854,NO
0.4039,NO
2.9506,YES
1.2798,NO
3.3304,YES
0.483,NO
0.2376,NO
1.3657,YES
2.4695,YES
2.4203,YES
1.5721,YES
0.6622,NO
0.2744,NO
1.3173,YES
0.5687,NO
1.5581,YES
0.3531,NO
0.8422,NO
0.3213,NO
0.2766,NO
0.3702,NO
2.7664,YES
0.4012,NO
2.2757,YES
0.5946,NO
2.847,YES
0.1585,NO
0.6944,NO
1.0525,NO
0.5504,NO
1.5312,YES
0.6486,NO
0.7552,YES
1.7868,YES
0.9103,YES
0.4829,NO
0.4261,NO
0.1459,NO
1.0638,NO
0.8078,YES
1.0389,YES
0.589,NO
0.7659999999999999,NO
0.7594,NO
0.682,NO
0.735,NO
0.968,NO
0.5361,NO
0.5716,YES
0.608,NO
1.4365,YES
0.4887,NO
1.3472,YES
0.5579999999999999,NO
0.6567,NO
1.04,NO
0.7908,NO
0.7624,NO
0.8067,NO
0.6318,NO
0.6057,NO
1.2698,NO
0.5669,NO
5.3242,YES
2.3968,YES
1.9629,YES
5.3766,YES
1.1584,NO
0.3989,NO
5.287999999999999,YES
1.2048,NO
5.2423,YES
0.9201,NO
1.4402,NO
1.9038,NO
0.4634,NO
0.5551,NO
2.0415,YES
0.5847,NO
2.5627,YES
0.9641,NO
2.1181,YES
0.5121,NO
0.7329,NO
2.3093,NO
0.9754,NO
5.3145,YES
2.1144,NO
5.1871,YES
1.9502,NO
0.8731,NO
4.8988,YES
2.1679,YES
1.6937,YES
5.0925,YES
1.1694,NO
0.8648,NO
4.6066,YES
1.1332,NO
5.0722,YES
0.9224,NO
1.5584,NO
2.056,NO
0.6295,NO
0.7325,NO
2.045,YES
0.9640000000000001,NO
2.0824,YES
1.2528,NO
2.2088,YES
0.7455,NO
0.9051,NO
2.6673,NO
0.7291,NO
4.706,YES
1.9961,NO
4.7913,YES
1.2712,NO
0.4131,NO
4.5265,YES
1.8429,YES
1.3622,YES
4.5143,YES
0.972,NO
0.4367,NO
4.4371,YES
1.045,NO
4.5404,YES
0.8242,NO
1.2851,NO
1.5778,NO
0.4086,NO
0.4787,NO
1.7388,YES
0.5885,NO
2.1935,YES
0.9011,NO
1.6142,YES
0.4894,NO
0.6855,NO
2.0241,NO
0.8936,NO
4.4714,YES
1.4814,NO
4.1639,YES
1.6181,NO
0.507,NO
5.581,YES
2.533,YES
2.1685,YES
5.6171,YES
1.2251,NO
0.3669,NO
5.7426,YES
1.4528,NO
5.8216,YES
1.4131,NO
1.5458,NO
2.4998,NO
0.6152,NO
0.5484,NO
2.3335,YES
0.5757,NO
2.8983,YES
0.8867,NO
2.4763,YES
0.8921,NO
1.3937,NO
3.2384,NO
1.1356,NO
5.7171,YES
2.645,NO
5.311,YES
0.5922,NO
0.1923,NO
1.4307,YES
3.4314,YES
3.3303,YES
2.1176,YES
1.1344,NO
0.3887,NO
1.7451,YES
1.6539,NO
1.8114,YES
0.8214,NO
1.2933,NO
0.9777,NO
0.6572,NO
0.3459,NO
3.5669999999999997,YES
0.6146,NO
3.2629,YES
0.6256,NO
3.7726,YES
1.0447,NO
1.392,NO
1.5419999999999998,NO
1.1812,NO
1.9396,YES
1.3299,NO
0.8195,YES
0.6898,NO
0.158,NO
1.85,YES
3.2299,YES
3.6619,YES
2.1351,YES
0.5183,NO
0.2771,NO
1.314,YES
0.6937,NO
2.2349,YES
0.3773,NO
1.3544,NO
0.7683,NO
0.5468,NO
0.4103,NO
3.6286,YES
0.4274,NO
3.7735,YES
0.3432,NO
3.9673,YES
0.308,NO
0.9124,NO
1.329,NO
0.6006,NO
1.8972,YES
1.1147,NO
1.1748,YES
1.3042,NO
0.6606,NO
0.9649,NO
0.9016,NO
0.4375,NO
1.3991,NO
0.8108,NO
0.5425,NO
1.2692,NO
0.8358,NO
1.187,NO
0.3642,NO
1.9094,YES
2.3981,YES
1.6594,YES
0.4599,NO
1.1791,NO
0.7106,NO
0.6625,NO
0.7956,NO
1.0195,NO
0.4919,NO
0.7852,NO
0.6694,NO
0.5074,NO
0.857,NO
0.5631,NO
0.5775,NO
2.0696,YES
1.3919,YES
0.5772,NO
0.6198,NO
0.3,NO
0.9884,NO
1.3346,YES
1.0327,YES
0.669,NO
0.7429,NO
0.7829,NO
0.5532,NO
0.5069,NO
0.67,NO
0.1684,NO
0.9992,YES
0.5838,NO
1.5533,YES
0.4348,NO
1.6104,YES
0.7182,NO
0.6858,NO
0.8329,NO
0.7518,NO
0.6521,NO
0.8093,NO
0.5646,NO
0.8982,NO
0.7679,NO
0.3622,NO
2.0924,YES
3.7248,YES
3.8789,YES
2.83,YES
0.7751,NO
0.4626,NO
1.7458,YES
1.0835,NO
2.5657,YES
0.4953,NO
1.615,NO
0.9503,NO
0.8095,NO
0.3752,NO
4.0706,YES
0.5777,NO
4.1667,YES
0.8092,NO
4.2954,YES
0.4809,NO
1.1256,NO
1.466,NO
0.7913,NO
2.395,YES
1.087,NO
1.2969,YES
2.3436,YES
1.2890000000000001,YES
0.738,NO
0.7946,NO
0.3894,NO
1.2527,NO
1.0392,YES
1.3546,YES
0.9124,NO
0.4191,NO
0.9431,NO
0.4706,NO
1.0732,NO
0.976,NO
0.6077,NO
0.7853,YES
1.0793,NO
1.8675,YES
0.7593,NO
1.8453,YES
0.9486,NO
0.2073,NO
0.5821,NO
0.598,NO
0.3416,NO
1.0473,NO
0.5192,NO
0.6653,NO
1.5178,NO
0.8216,NO
1.3886,NO
2.0241,NO
