50Traced_NONETRACED_MEDIAN_MULTI_VSM_79_SUM,Associated
0.09947073474470734,NO
0.08623910336239102,NO
0.16282689912826898,NO
0.32160647571606477,NO
0.08919676214196763,NO
0.12577833125778332,NO
0.0764321295143213,NO
0.09044209215442092,NO
0.24766500622665005,NO
0.36908468244084686,YES
0.08063511830635119,NO
0.5108966376089664,YES
0.362546699875467,NO
0.33203611457036114,NO
0.33079078455790784,NO
0.16251556662515565,NO
0.0946450809464508,NO
0.1573785803237858,NO
0.10102739726027397,NO
0.3239414694894147,NO
0.16329389788293897,NO
0.10600871731008717,YES
0.10990037359900373,YES
0.24439601494396013,YES
0.3583437110834371,YES
0.2296077210460772,NO
0.09620174346201743,YES
0.1723225404732254,NO
0.15161892901618929,YES
0.3651930261519303,YES
0.5080946450809465,NO
0.2305417185554172,NO
0.16344956413449563,NO
0.15784557907845578,NO
0.599159402241594,YES
0.13371731008717308,YES
0.19707347447073473,NO
0.14912826899128268,NO
0.137453300124533,NO
0.14943960149439603,NO
0.2644769613947696,NO
0.2222914072229141,NO
0.22618306351183062,NO
0.4223225404732254,YES
0.10398505603985056,NO
0.16002490660024907,YES
0.049968866749688666,NO
0.513854296388543,YES
0.04887920298879204,NO
0.17341220423412204,NO
0.10445205479452054,NO
0.17699252801992527,NO
0.10958904109589039,NO
0.28097758405977585,NO
0.15893524283935243,NO
0.14165628891656287,NO
0.12266500622665005,NO
0.22353673723536738,NO
0.19193648816936487,NO
0.4307285180572851,NO
0.2201120797011208,NO
0.2440846824408468,NO
0.21279576587795765,NO
0.06397882938978829,NO
0.325186799501868,NO
0.6967621419676214,YES
0.23427770859277708,NO
0.29841220423412207,YES
0.3038605230386052,NO
0.3222291407222914,NO
0.3172478206724782,NO
0.2834682440846824,NO
0.2233810709838107,NO
0.18212951432129512,NO
0.28782689912826903,NO
0.25793897882938976,NO
0.32752179327521797,NO
0.6797945205479453,YES
0.6466376089663762,YES
0.5533935242839353,YES
0.2604296388542964,YES
0.24299501867995016,NO
0.28471357409713577,YES
0.17948318804483185,NO
0.18757783312577833,YES
0.2671232876712329,YES
0.5071606475716065,NO
0.24346201743462015,NO
0.21933374844333747,NO
0.20905977584059776,NO
0.519458281444583,YES
0.17823785803237857,YES
0.2542029887920299,NO
0.1329389788293898,NO
0.19707347447073473,NO
0.12282067247820672,NO
0.34106475716064755,NO
0.3097758405977584,NO
0.30775217932752175,NO
0.28409090909090906,YES
0.1290473225404732,NO
0.11441469489414696,YES
0.042185554171855544,NO
0.46435242839352425,YES
0.047945205479452045,NO
0.17948318804483185,NO
0.12640099626400994,NO
0.16843088418430885,NO
0.1486612702366127,NO
0.37359900373599003,NO
0.19504981320049813,NO
0.19146948941469488,NO
0.09744707347447074,NO
0.022727272727272728,NO
0.20330012453300123,YES
0.5059153175591532,YES
0.4419364881693649,YES
0.2073474470734745,YES
0.11332503113325032,NO
0.004981320049813201,NO
0.33421544209215437,YES
0.20189912826899128,NO
0.19100249066002492,YES
0.2093711083437111,NO
0.3550747198007472,NO
0.28580323785803236,NO
0.28580323785803236,NO
0.07378580323785802,NO
0.3829389788293898,YES
0.07129514321295143,NO
0.5599315068493151,YES
0.20532378580323785,NO
0.3816936488169365,YES
0.0660024906600249,NO
0.09013075965130758,NO
0.20874844333748444,NO
0.06164383561643836,NO
0.2517123287671233,YES
0.13480697384806972,NO
0.19380448318804483,YES
0.225093399750934,NO
0.10398505603985056,NO
0.29218555417185554,NO
0.3866749688667497,NO
0.2924968866749688,NO
0.24953300124533,NO
0.24688667496886674,NO
0.17543586550435863,NO
0.2397260273972603,NO
0.6117683686176837,YES
0.23023038605230386,NO
0.436799501867995,YES
0.29405354919053545,NO
0.2580946450809465,NO
0.24766500622665005,NO
0.06880448318804484,NO
0.2134184308841843,NO
0.06989414694894146,NO
0.19396014943960152,NO
0.29903486924034867,NO
0.1860211706102117,NO
0.591376089663761,YES
0.5470112079701122,YES
0.41920921544209216,YES
0.43524283935242836,YES
0.3312577833125778,NO
0.2576276463262765,YES
0.13714196762141967,NO
0.13807596513075965,NO
0.10523038605230385,NO
0.1511519302615193,YES
0.5764321295143214,YES
0.4033312577833125,YES
0.19193648816936487,YES
0.12250933997509339,NO
0.07876712328767123,NO
0.41469489414694893,YES
0.38916562889165623,NO
0.14975093399750933,YES
0.22587173100871732,NO
0.3586550435865505,NO
0.3849626400996264,NO
0.3544520547945205,NO
0.21092777085927772,NO
0.3603673723536737,YES
0.2042341220423412,NO
0.4517434620174346,YES
0.2057907845579078,NO
0.38247198007471983,YES
0.3133561643835617,NO
0.32814445828144456,NO
0.452054794520548,NO
0.18244084682440848,NO
0.24299501867995021,YES
0.15846824408468244,NO
0.23132004981320048,YES
0.20501245330012452,NO
0.10071606475716063,NO
0.35538605230386056,NO
0.28051058530510586,NO
0.225560398505604,NO
0.2956102117061021,NO
0.24206102117061024,NO
0.22384806973848068,NO
0.32254047322540474,NO
0.2943648816936488,YES
0.3030821917808219,NO
0.4273038605230386,YES
0.37686799501867996,NO
0.30168119551681194,NO
0.30121419676214195,NO
0.06771481942714819,NO
0.1481942714819427,NO
0.07191780821917806,NO
0.17387920298879203,NO
0.3359277708592777,NO
0.1386986301369863,NO
0.27724159402241594,YES
0.20968244084682439,YES
0.36005603985056034,YES
0.5056039850560399,YES
0.3591220423412204,NO
0.28284557907845576,YES
0.2213574097135741,NO
0.1324719800747198,NO
0.19318181818181818,NO
0.33343711083437105,NO
0.29094022415940224,NO
0.20828144458281445,NO
0.30837484433374845,NO
0.19318181818181818,NO
0.1352739726027397,NO
0.35429638854296386,NO
0.5183686176836863,YES
0.349626400996264,NO
0.2549813200498132,YES
0.19193648816936487,NO
0.09915940224159402,NO
0.0854607721046077,NO
0.3023038605230386,NO
0.19131382316313825,NO
0.24237235367372356,NO
0.46980074719800746,NO
0.18851183063511828,NO
0.4235678704856787,NO
0.613947696139477,YES
0.49782067247820677,YES
0.7576276463262765,YES
0.26229763387297633,YES
0.28518057285180576,NO
0.40084059775840597,YES
0.2534246575342466,NO
0.20874844333748444,NO
0.10445205479452054,NO
0.28876089663760895,NO
0.3493150684931507,NO
0.30339352428393523,NO
0.3254981320049813,NO
0.24688667496886674,NO
0.17216687422166874,NO
0.25731631382316317,NO
0.5418742216687422,YES
0.2693026151930261,NO
0.3089975093399751,YES
0.33530510585305107,NO
0.30245952677459526,NO
0.2971668742216687,NO
0.062266500622665,NO
0.20501245330012452,NO
0.06491282689912826,NO
0.19722914072229142,NO
0.2823785803237858,NO
0.2026774595267746,NO
0.6133250311332503,YES
0.5286425902864259,YES
0.4204545454545454,YES
0.4011519302615193,YES
0.32814445828144456,NO
0.2965442092154421,YES
0.1665628891656289,NO
0.09791407222914073,NO
0.09589041095890412,NO
