50Traced_NONETRACED_SUM_SINGLE_LSA_64_MAX,Associated
0.7266,NO
0.6068,NO
0.5266,NO
1.1982,NO
0.6334,NO
0.8509,NO
0.4836,NO
0.511,NO
0.8898,NO
2.5291,YES
0.5023,NO
2.6478,YES
1.0131,NO
1.037,NO
0.7774,NO
0.5074,NO
0.46799999999999997,NO
0.5798,NO
0.8666,NO
0.8431,NO
0.5922,NO
2.5427,YES
3.0252,YES
2.9119,YES
2.9041,YES
0.7145,NO
2.0276,YES
1.2137,NO
2.5592,YES
2.6722,YES
1.2237,NO
0.9696,NO
0.8543,NO
1.1068,NO
1.8292,YES
2.4239,YES
0.8841,NO
0.7286,NO
0.6733,NO
0.6645,NO
1.1814,NO
0.9584,NO
1.0271,NO
2.4492,YES
0.9097,NO
2.476,YES
0.9843,NO
2.8104,YES
0.7996,NO
0.7255,NO
1.0001,NO
0.9298,NO
0.8727,NO
0.9106,NO
0.9253,NO
1.1561,NO
0.5914,NO
0.5164,NO
1.1482,NO
1.3157,NO
0.9288,NO
1.3703,NO
0.613,NO
0.4285,NO
1.3453,NO
2.7094,YES
1.1439,NO
2.9938,YES
0.6737,NO
0.6940000000000001,NO
0.2254,NO
0.3843,NO
0.4811,NO
0.4454,NO
1.0961,NO
0.6219,NO
1.1213,NO
2.85,YES
2.9947,YES
3.071,YES
2.9194,YES
1.1159999999999999,NO
2.3934,YES
1.2403,NO
3.0806,YES
3.0,YES
0.7787,NO
0.5720000000000001,NO
0.2273,NO
0.6434,NO
2.3233,YES
3.0238,YES
0.3119,NO
0.474,NO
0.4633,NO
0.6847,NO
0.2289,NO
0.2088,NO
0.2075,NO
3.0166,YES
0.4646,NO
3.0918,YES
0.4569,NO
3.1354,YES
0.3492,NO
0.6208,NO
0.602,NO
0.2433,NO
0.8216,NO
0.6666,NO
0.5336,NO
0.56,NO
0.2362,NO
0.4936,NO
2.0709999999999997,YES
3.7963,YES
4.0876,YES
1.9679,YES
0.6074,NO
0.2177,NO
2.008,YES
0.6173,NO
1.2846,YES
0.287,NO
0.5566,NO
0.2308,NO
0.4004,NO
0.1899,NO
4.0346,YES
0.25,NO
4.4347,YES
0.9412,NO
3.8149,YES
0.6194,NO
0.5615,NO
1.0678,NO
0.812,NO
1.6791,YES
1.3169,NO
1.831,YES
0.3401,NO
0.3511,NO
0.7905,NO
1.5714,NO
0.9804,NO
1.2339,NO
0.5014,NO
0.2816,NO
1.1755,NO
3.1039,YES
0.9239,NO
3.3487,YES
0.86,NO
0.9863,NO
0.5294,NO
0.1867,NO
0.8442,NO
0.2389,NO
1.3909,NO
0.5511,NO
1.2054,NO
3.3271,YES
3.785,YES
3.5010000000000003,YES
3.6901,YES
1.1059999999999999,NO
2.8681,YES
1.4004,NO
0.2518,NO
0.5343,NO
1.5169,YES
3.3587,YES
3.6182,YES
1.7469,YES
0.6421,NO
0.2355,NO
1.4807,YES
0.7173,NO
0.9485,YES
0.3243,NO
1.1692,NO
1.0759,NO
1.234,NO
0.1875,NO
3.7763,YES
0.2132,NO
3.6114,YES
0.9369,NO
3.0538,YES
0.6071,NO
0.6148,NO
1.2219,NO
0.7795,NO
1.5153,YES
0.9713,NO
1.6435,YES
0.8483,NO
0.7692,NO
1.1639,NO
1.0511,NO
0.7578,NO
1.6709,NO
0.8383,NO
0.7909,NO
1.4864,NO
2.4592,YES
1.2322,NO
2.682,YES
1.2777,NO
1.3451,NO
1.0516,NO
0.5916,NO
0.6796,NO
0.7063,NO
0.9262,NO
1.0987,NO
1.1665,NO
2.2967,YES
2.7151,YES
2.9003,YES
2.9886,YES
1.2590000000000001,NO
2.2526,YES
1.4213,NO
0.4493,NO
0.5771,NO
2.2952,NO
1.5130000000000001,NO
1.4813,NO
2.7599,NO
0.8227,NO
0.3791,NO
2.7647,NO
2.5972,YES
2.1919,NO
2.7,YES
0.809,NO
0.5383,NO
0.1358,NO
0.2522,NO
1.0635,NO
0.3092,NO
2.3792,NO
0.7177,NO
2.1246,NO
2.8811,YES
3.2855,YES
3.6487,YES
3.3835,YES
2.2509,NO
3.7347,YES
2.625,NO
0.7141,NO
0.7522,NO
1.0972,NO
1.5961,NO
1.0912,NO
1.4212,NO
0.8038,NO
0.6858,NO
1.3794,NO
3.0210000000000004,YES
1.0441,NO
3.2631,YES
0.752,NO
0.7891,NO
0.4252,NO
0.4947,NO
0.7987,NO
0.6207,NO
1.4026,NO
0.9634,NO
1.4113,NO
2.9717,YES
3.3294,YES
3.3049,YES
3.3618,YES
1.1073,NO
2.5169,YES
1.2735,NO
0.3798,NO
0.2585,NO
0.4035,NO
1.4804,NO
0.7977,NO
0.5837,NO
0.3706,NO
0.287,NO
0.5851,NO
2.6137,YES
0.4782,NO
2.9486,YES
0.2474,NO
0.3943,NO
0.2045,NO
0.2085,NO
0.5367,NO
0.3107,NO
0.9173,NO
0.4558,NO
0.9125,NO
2.6823,YES
2.8025,YES
2.571,YES
2.7609,YES
0.5002,NO
1.798,YES
0.6211,NO
1.0815,NO
1.3496,NO
5.3046,YES
0.9348,YES
1.2603,YES
5.9709,YES
1.4415,NO
0.8362,NO
5.5572,YES
0.6563,NO
5.2334,YES
0.5212,NO
1.9211,NO
0.8878,NO
0.5327,NO
0.7906,NO
1.0782,YES
0.6842,NO
2.9801,YES
1.4056,NO
2.1616,YES
0.8370000000000001,NO
1.1445,NO
2.2334,NO
2.1733,NO
5.1892,YES
3.6824,NO
5.8839,YES
0.5012,NO
0.6748,NO
3.9469,YES
0.4006,NO
1.1367,NO
4.5077,YES
1.061,NO
0.1712,NO
4.1168,YES
0.7746,NO
3.6206,YES
0.6729,NO
1.946,NO
1.3282,NO
0.9053,NO
0.1981,NO
0.9443,NO
0.1701,NO
1.818,NO
0.384,NO
1.4525,NO
0.8945,NO
1.219,NO
2.3894,NO
1.8692,NO
4.0314,YES
2.77,NO
3.7623,YES
0.5611,NO
1.1241,NO
3.4138,YES
4.1327,YES
4.4506,YES
3.9887,YES
0.7591,NO
0.5109,NO
3.2337,YES
1.4081,NO
2.7979,YES
1.1602,NO
1.6638,NO
0.8661,NO
0.8851,NO
0.4944,NO
4.1538,YES
0.5341,NO
5.3896,YES
1.2014,NO
3.8957,YES
1.4157,NO
1.3242,NO
1.9032,NO
1.3484,NO
3.3123,YES
2.5401,NO
3.805,YES
0.3889,NO
0.8407,NO
4.2493,YES
1.0498,NO
1.6552,NO
4.9704,YES
1.0349,NO
0.3101,NO
4.6322,YES
0.8985,NO
4.106,YES
0.7895,NO
1.6742,NO
0.7527,NO
0.3573,NO
0.1775,NO
1.3532,NO
0.1654,NO
3.2431,NO
0.7539,NO
2.5733,NO
1.1473,NO
1.3578,NO
2.1942,NO
1.9527,NO
4.1484,YES
3.9098,NO
4.6843,YES
0.8342,NO
0.8564,NO
1.6572,YES
