50Traced_NONETRACED_MAX_MULTI_VSM_34_MEDIAN,Associated
0.3496,NO
0.2574,NO
0.5722,NO
0.4329,NO
0.1995,NO
0.6333,NO
0.2831,NO
0.2574,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3824,NO
0.2223,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3844,NO
0.2574,NO
0.4378,NO
1.0,YES
0.9096,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.3251,NO
0.9589,YES
1.0,YES
0.3362,NO
0.1791,NO
0.2796,NO
0.2796,NO
1.0,YES
1.0,YES
0.2796,NO
0.1692,NO
0.2796,NO
0.1058,NO
0.3148,NO
0.23600000000000002,NO
0.1953,NO
1.0,YES
0.2796,NO
0.8716,YES
0.2165,NO
0.6914,YES
0.2796,NO
0.1789,NO
0.1789,NO
0.1789,NO
0.1939,NO
0.2673,NO
0.1939,NO
0.2796,NO
0.3496,NO
0.294,NO
0.5722,NO
0.4177,NO
0.3765,NO
0.6333,NO
0.3258,NO
0.1187,NO
0.4753,NO
0.9462,YES
0.4964,NO
0.7613,YES
0.3104,NO
0.3824,NO
0.2136,NO
0.3167,NO
0.4175,NO
0.3069,NO
0.3844,NO
0.294,NO
0.4224,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.303,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3356,NO
0.2304,NO
0.1909,NO
0.2862,NO
1.0,YES
1.0,YES
0.2012,NO
0.316,NO
0.2862,NO
0.316,NO
0.2289,NO
0.3413,NO
0.2075,NO
1.0,YES
0.1922,NO
0.904,YES
0.1176,NO
1.0,YES
0.1909,NO
0.1769,NO
0.2289,NO
0.1854,NO
0.2251,NO
0.2862,NO
0.2251,NO
0.1679,NO
0.3011,NO
0.2493,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.2493,NO
1.0,YES
0.2081,NO
1.0,YES
0.1702,NO
0.2165,NO
0.3569,NO
0.1934,NO
0.2493,NO
1.0,YES
0.2254,NO
1.0,YES
0.304,NO
1.0,YES
0.1982,NO
0.462,NO
0.4856,NO
0.254,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.32,NO
0.2866,NO
0.4052,NO
0.4329,NO
0.4528,NO
0.4528,NO
0.3258,NO
0.2866,NO
0.4528,NO
0.9462,YES
0.4528,NO
0.9187,YES
0.3104,NO
0.35200000000000004,NO
0.1926,NO
0.3282,NO
0.4528,NO
0.318,NO
0.3132,NO
0.272,NO
0.4528,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4052,NO
1.0,YES
0.4528,NO
0.3011,NO
0.1168,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.1168,NO
1.0,YES
0.4066,NO
1.0,YES
0.4066,NO
0.3108,NO
0.3569,NO
0.2375,NO
0.1567,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.2049,NO
0.462,NO
0.4856,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.32,NO
0.2816,NO
0.4218,NO
0.4329,NO
0.31,NO
0.4218,NO
0.3258,NO
0.1536,NO
0.3347,NO
0.9462,YES
0.4218,NO
0.7607,YES
0.4018,NO
0.35200000000000004,NO
0.2493,NO
0.3282,NO
0.4327,NO
0.318,NO
0.1829,NO
0.2816,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4218,NO
1.0,YES
0.2458,NO
0.32,NO
0.1871,NO
0.4128,NO
0.4329,NO
0.3237,NO
0.4569,NO
0.3258,NO
0.1069,NO
0.3429,NO
0.9462,YES
0.3581,NO
0.4983,YES
0.22399999999999998,NO
0.35200000000000004,NO
0.0647,NO
0.3282,NO
0.4327,NO
0.318,NO
0.31,NO
0.1871,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3271,NO
1.0,YES
0.3237,NO
0.2944,NO
0.307,NO
0.3821,NO
0.3827,NO
0.3827,NO
0.3821,NO
0.3258,NO
0.307,NO
0.2829,NO
0.9462,YES
0.3821,NO
0.8232,YES
0.3547,NO
0.35200000000000004,NO
0.22699999999999998,NO
0.307,NO
0.36,NO
0.2676,NO
0.2694,NO
0.1912,NO
0.3827,NO
1.0,YES
1.0,YES
1.0,YES
0.6371,YES
0.3821,NO
1.0,YES
0.2798,NO
0.32,NO
0.2562,NO
0.2714,NO
0.4329,NO
0.31,NO
0.4162,NO
0.3258,NO
0.1712,NO
0.2254,NO
0.9462,YES
0.2354,NO
0.7316,YES
0.2118,NO
0.35200000000000004,NO
0.2045,NO
0.3282,NO
0.4327,NO
0.318,NO
