50Traced_NONETRACED_MEDIAN_RAW_VSM_7_SUM,Associated
0.11313739376770539,NO
0.09808781869688385,NO
0.18519830028328615,NO
0.3657932011331445,NO
0.10145184135977339,NO
0.14305949008498586,NO
0.08693342776203966,NO
0.10286827195467423,NO
0.28169263456090654,NO
0.4197946175637394,YES
0.09171388101983004,NO
0.5810906515580736,YES
0.41235835694050993,NO
0.37765580736543913,NO
0.37623937677053826,NO
0.18484419263456092,NO
0.10764872521246459,NO
0.17900141643059492,NO
0.11490793201133144,NO
0.3684490084985836,NO
0.18572946175637395,NO
0.12057365439093486,YES
0.125,YES
0.2779745042492918,YES
0.40757790368271957,YES
0.2611543909348442,NO
0.10941926345609064,YES
0.19599858356940508,NO
0.1724504249291785,YES
0.41536827195467424,YES
0.5864022662889519,NO
0.26221671388101986,NO
0.19228045325779036,NO
0.1795325779036827,NO
0.6814801699716714,YES
0.15208923512747874,YES
0.22415014164305946,NO
0.16961756373937675,NO
0.1563385269121813,NO
0.16997167138810199,NO
0.300814447592068,NO
0.25283286118980175,NO
0.2572592067988669,NO
0.48034702549575076,YES
0.12712464589235128,NO
0.18201133144475923,YES
0.04302407932011331,NO
0.5844546742209632,YES
0.06444759206798867,NO
0.19723796033994334,NO
0.11880311614730878,NO
0.2013101983002833,NO
0.12960339943342775,NO
0.31958215297450426,NO
0.18077195467422097,NO
0.16111898016997167,NO
0.1395184135977337,NO
0.25424929178470257,NO
0.21830736543909346,NO
0.4899079320113314,NO
0.25035410764872523,NO
0.2776203966005666,NO
0.2420325779036827,NO
0.07524787535410765,NO
0.36986543909348446,NO
0.7924929178470255,YES
0.26646600566572237,NO
0.3394121813031162,YES
0.34560906515580736,NO
0.3665014164305949,NO
0.36083569405099153,NO
0.32241501416430596,NO
0.261685552407932,NO
0.2071529745042493,NO
0.327372521246459,NO
0.29337818696883855,NO
0.37252124645892354,NO
0.7731940509915015,YES
0.7354815864022664,YES
0.6294263456090652,YES
0.29621104815864024,YES
0.27638101983002833,NO
0.32383144475920683,YES
0.204143059490085,NO
0.21334985835694054,YES
0.3038243626062323,YES
0.5768413597733711,NO
0.2769121813031161,NO
0.2494688385269122,NO
0.2377832861189802,NO
0.590828611898017,YES
0.2027266288951841,YES
0.289128895184136,NO
0.1512039660056657,NO
0.22415014164305946,NO
0.13969546742209632,NO
0.38792492917847027,NO
0.35233711048158645,NO
0.35003541076487255,NO
0.3231232294617564,YES
0.14677762039660058,NO
0.1280099150141643,YES
0.03771246458923513,NO
0.5281515580736544,YES
0.05453257790368271,NO
0.204143059490085,NO
0.14376770538243627,NO
0.19157223796033995,NO
0.16908640226628896,NO
0.3723441926345609,NO
0.22184844192634562,NO
0.21777620396600567,NO
0.11083569405099152,NO
0.025849858356940515,NO
0.23123229461756373,YES
0.5754249291784702,YES
0.5336402266288953,YES
0.23583569405099153,YES
0.12889518413597734,NO
0.010269121813031162,NO
0.3549929178470255,YES
0.24380311614730882,NO
0.21724504249291787,YES
0.23813739376770543,NO
0.3659702549575071,NO
0.32507082152974504,NO
0.32507082152974504,NO
0.08392351274787536,NO
0.4256373937677054,YES
0.08109065155807366,NO
0.6414660056657224,YES
0.23353399433427763,NO
0.4564447592067989,YES
0.07507082152974505,NO
0.10251416430594901,NO
0.23742917847025496,NO
