50Traced_NONETRACED_SUM_RAW_LSA_23_MEDIAN,Associated
0.2864,NO
0.2713,NO
0.6509,NO
0.2327,NO
0.3622,NO
0.5152,NO
0.1429,NO
0.2736,NO
0.4156,NO
1.5448,YES
0.1291,NO
1.1921,YES
0.2891,NO
0.3324,NO
0.2223,NO
0.2366,NO
0.6236,NO
0.2999,NO
0.4935,NO
0.2179,NO
0.5242,NO
1.379,YES
1.1285,YES
1.4865,YES
1.3618,YES
0.4019,NO
0.7817,YES
0.4772,NO
0.7291,YES
1.2701,YES
0.5069,NO
0.27899999999999997,NO
0.1325,NO
0.4119,NO
0.4371,YES
0.9227,YES
0.4521,NO
0.261,NO
0.2268,NO
0.1563,NO
0.4868,NO
0.4844,NO
0.3081,NO
0.5592,YES
0.3798,NO
1.1797,YES
0.2056,NO
1.2036,YES
0.2673,NO
0.3187,NO
0.5436,NO
0.3328,NO
0.1316,NO
0.4607,NO
0.2764,NO
0.4486,NO
0.257,NO
0.3154,NO
0.7523,NO
0.3036,NO
0.8611,NO
0.4438,NO
0.3107,NO
0.2623,NO
0.546,NO
2.4881,YES
0.35700000000000004,NO
1.3948,YES
0.3825,NO
0.4354,NO
0.3084,NO
0.3299,NO
1.1211,NO
0.364,NO
0.7215,NO
0.258,NO
0.6152,NO
1.8685,YES
1.7096,YES
2.5073,YES
2.2046,YES
0.5614,NO
1.7574,YES
0.574,NO
1.2148,YES
1.274,YES
0.6626,NO
0.2426,NO
0.1507,NO
0.4745,NO
0.3791,YES
1.3881,YES
0.3885,NO
0.3175,NO
0.1724,NO
0.1737,NO
0.3521,NO
0.4631,NO
0.2986,NO
0.4705,YES
0.1937,NO
0.6898,YES
0.2297,NO
0.5920000000000001,YES
0.2183,NO
0.3257,NO
0.4636,NO
0.2843,NO
0.1335,NO
0.3759,NO
0.2692,NO
0.3651,NO
0.508,NO
0.212,NO
1.6867,YES
1.1193,YES
1.4607,YES
1.4105,YES
0.3978,NO
0.151,NO
1.2476,YES
0.4694,NO
0.6237,YES
0.2149,NO
0.3506,NO
0.34299999999999997,NO
0.2241,NO
0.2215,NO
2.4624,YES
0.1968,NO
2.9558,YES
0.1828,NO
2.6193,YES
0.4,NO
0.2954,NO
0.4299,NO
0.2965,NO
0.8981,YES
0.5839,NO
0.9489,YES
0.4406,NO
0.4047,NO
0.72,NO
0.2582,NO
0.4648,NO
0.557,NO
0.2248,NO
0.563,NO
0.6912,NO
2.8585,YES
0.1613,NO
1.4971,YES
0.3525,NO
0.5197,NO
0.1938,NO
0.4749,NO
0.515,NO
0.4456,NO
0.2227,NO
0.2649,NO
0.2844,NO
2.4496,YES
2.7449,YES
2.7668,YES
1.9379,YES
0.4914,NO
1.9951,YES
0.6014,NO
0.4983,NO
0.2785,NO
0.7927,YES
0.87,YES
1.1837,YES
0.5768,YES
0.2809,NO
0.207,NO
0.6817,YES
0.6546,NO
0.187,YES
0.1953,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1712,NO
2.6546,YES
0.2617,NO
2.6378,YES
0.1653,NO
2.4904,YES
0.4881,NO
0.5858,NO
0.5699,NO
0.3916,NO
0.47,YES
0.6587,NO
0.445,YES
0.4229,NO
0.5508,NO
1.1406,NO
0.2288,NO
0.7592,NO
0.8178,NO
0.4296,NO
0.5794,NO
0.8109999999999999,NO
2.6806,YES
0.3286,NO
1.5511,YES
0.3578,NO
0.3127,NO
0.2033,NO
0.5004,NO
0.7596,NO
0.5783,NO
0.3054,NO
0.4716,NO
0.4104,NO
2.0062,YES
2.2879,YES
2.5735,YES
2.3592,YES
0.8877,NO
1.7718,YES
0.7338,NO
0.2567,NO
0.2071,NO
0.9167,NO
0.1967,NO
0.4965,NO
0.7335,NO
0.27,NO
0.1684,NO
0.8197,NO
2.6135,YES
0.4415,NO
0.8973,YES
0.2106,NO
0.4702,NO
0.1448,NO
0.258,NO
0.6502,NO
0.2927,NO
0.31,NO
0.19899999999999998,NO
0.2819,NO
1.9986,YES
2.0255,YES
2.6184,YES
1.7581,YES
0.496,NO
2.2795,YES
0.5501,NO
0.4448,NO
0.3591,NO
0.6774,NO
0.2342,NO
0.5593,NO
0.5341,NO
0.344,NO
0.5034,NO
0.6248,NO
3.4264,YES
0.2026,NO
1.6155,YES
0.3201,NO
0.4381,NO
0.2007,NO
0.5172,NO
0.6689,NO
0.4136,NO
0.4534,NO
0.268,NO
0.5632,NO
2.6911,YES
2.9156,YES
3.2552,YES
2.4308,YES
0.7239,NO
2.5243,YES
0.5965,NO
0.1366,NO
0.1134,NO
0.7902,NO
