50Traced_NONETRACED_MAX_MULTI_LSA_32_MAX,Associated
0.1819,NO
0.1493,NO
0.2289,NO
0.5644,NO
0.31,NO
0.2289,NO
0.3258,NO
0.1819,NO
0.2137,NO
1.0,YES
0.2289,NO
1.0,YES
0.3555,NO
0.3555,NO
0.3555,NO
0.3282,NO
0.4327,NO
0.318,NO
0.2102,NO
0.2179,NO
0.4378,NO
1.0,YES
1.0,YES
0.7587,YES
1.0,YES
0.314,NO
1.0,YES
0.2156,NO
1.0,YES
0.6914,YES
0.3362,NO
0.1613,NO
0.2165,NO
0.3034,NO
0.5234,YES
1.0,YES
0.2287,NO
0.1789,NO
0.3034,NO
0.1789,NO
0.1797,NO
0.3144,NO
0.1551,NO
0.5717,YES
0.2165,NO
1.0,YES
0.2165,NO
1.0,YES
0.1134,NO
0.2425,NO
0.2425,NO
0.1388,NO
0.1789,NO
0.2673,NO
0.1778,NO
0.2287,NO
0.1892,NO
0.294,NO
0.3753,NO
0.5644,NO
0.3753,NO
0.3427,NO
0.3258,NO
0.1133,NO
0.3753,NO
1.0,YES
0.3753,NO
1.0,YES
0.2522,NO
0.3511,NO
0.2445,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3753,NO
0.294,NO
0.4378,NO
1.0,YES
1.0,YES
0.7587,YES
1.0,YES
0.314,NO
1.0,YES
0.3753,NO
1.0,YES
1.0,YES
0.3559,NO
0.228,NO
0.3559,NO
0.2862,NO
1.0,YES
1.0,YES
0.3559,NO
0.2187,NO
0.3559,NO
0.2187,NO
0.2289,NO
0.3144,NO
0.2075,NO
0.4268,YES
0.2013,NO
1.0,YES
0.3559,NO
1.0,YES
0.1617,NO
0.2187,NO
0.2187,NO
0.1414,NO
0.2187,NO
0.2673,NO
0.1778,NO
0.3559,NO
0.3229,NO
0.2493,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.3189,NO
0.1691,NO
1.0,YES
0.3027,NO
1.0,YES
0.1729,NO
0.3553,NO
0.3877,NO
0.3553,NO
0.1663,NO
1.0,YES
0.2254,NO
1.0,YES
0.2493,NO
1.0,YES
0.2431,NO
0.4291,NO
0.2083,NO
0.1856,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.3049,NO
0.3331,NO
0.1975,NO
0.5352,NO
0.3613,NO
0.3946,NO
0.3331,NO
0.2866,NO
0.2962,NO
0.9481,YES
0.3093,NO
0.9481,YES
0.3104,NO
0.3511,NO
0.3104,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3613,NO
0.3331,NO
0.4378,NO
1.0,YES
1.0,YES
0.7587,YES
0.9481,YES
0.314,NO
1.0,YES
0.2756,NO
0.3229,NO
0.174,NO
0.5253,YES
0.7909,YES
1.0,YES
0.5022,YES
0.3189,NO
0.11800000000000001,NO
0.5253,YES
0.4576,NO
0.5253,YES
0.4576,NO
0.3108,NO
0.3335,NO
0.3108,NO
0.1513,NO
1.0,YES
0.1676,NO
1.0,YES
0.174,NO
1.0,YES
0.4576,NO
0.5347,NO
0.3496,NO
0.4576,NO
0.3891,YES
0.4608,NO
0.5253,YES
0.1663,NO
0.1493,NO
0.2748,NO
0.5644,NO
0.31,NO
0.3327,NO
0.3258,NO
0.1536,NO
0.3877,NO
1.0,YES
0.3327,NO
1.0,YES
0.4018,NO
0.4316,NO
0.4018,NO
0.3282,NO
0.4327,NO
0.318,NO
0.2102,NO
0.2256,NO
0.4378,NO
1.0,YES
1.0,YES
0.7587,YES
1.0,YES
0.3877,NO
1.0,YES
0.3877,NO
0.2522,NO
0.1871,NO
0.3061,NO
0.4117,NO
0.2823,NO
0.4569,NO
0.3004,NO
0.1133,NO
0.3905,NO
0.7547,YES
0.3905,NO
0.7294,YES
0.22399999999999998,NO
0.32299999999999995,NO
0.0647,NO
0.3019,NO
0.39799999999999996,NO
0.2925,NO
0.31,NO
0.1871,NO
0.4027,NO
1.0,YES
1.0,YES
0.7214,YES
0.7294,YES
0.2888,NO
0.9199,YES
0.3905,NO
0.3496,NO
0.2435,NO
0.2798,NO
0.5077,NO
0.2788,NO
0.6333,NO
0.4164,NO
0.307,NO
0.4753,NO
0.8995,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3649,NO
0.22699999999999998,NO
0.2091,NO
0.3238,NO
0.307,NO
0.3844,NO
0.307,NO
0.2789,NO
1.0,YES
0.8995,YES
1.0,YES
1.0,YES
0.2964,NO
0.7756,YES
0.3251,NO
0.3496,NO
0.2562,NO
0.2031,NO
0.5644,NO
0.3847,NO
0.6333,NO
0.4164,NO
0.1133,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3435,NO
0.3435,NO
0.3435,NO
0.2431,NO
0.36,NO
0.2562,NO
0.3847,NO
0.2562,NO
0.3242,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
0.7756,YES
0.3251,NO
0.2849,NO
0.2734,NO
1.0,YES
0.3242,YES
0.5061,YES
1.0,YES
0.4093,NO
0.2538,NO
1.0,YES
0.1594,NO
1.0,YES
0.1594,NO
0.4524,NO
0.474,NO
0.1474,NO
0.2771,NO
0.4136,YES
0.2538,NO
0.5061,YES
0.308,NO
0.4136,YES
0.2129,NO
0.2918,NO
0.6069,NO
0.2244,NO
1.0,YES
0.578,NO
1.0,YES
0.1799,NO
0.1547,NO
0.6449,YES
0.2583,NO
0.4032,NO
1.0,YES
0.3898,NO
0.1097,NO
1.0,YES
0.2414,NO
1.0,YES
0.4965,NO
0.3567,NO
0.3567,NO
0.3567,NO
0.1965,NO
0.4013,NO
0.1398,NO
0.4032,NO
0.1807,NO
0.3831,NO
0.4965,NO
0.3458,NO
0.518,NO
0.4965,NO
0.6869,YES
0.4098,NO
0.7090000000000001,YES
0.3011,NO
0.2544,NO
1.0,YES
0.7909,YES
