50Traced_NONETRACED_MAX_SINGLE_LSA_7_MAX,Associated
0.2201,NO
0.3133,NO
0.1144,NO
0.3895,NO
0.2874,NO
0.3464,NO
0.4224,NO
0.2025,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.3391,NO
0.3391,NO
0.3391,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.4343,NO
0.2201,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4007,NO
0.2707,NO
0.3639,NO
0.3765,NO
1.0,YES
1.0,YES
0.2559,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.3639,NO
1.0,YES
0.3639,NO
0.8571,YES
0.1806,NO
0.3066,NO
0.3066,NO
0.2314,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.3639,NO
0.21600000000000003,NO
0.3133,NO
0.3063,NO
0.3895,NO
0.3076,NO
0.3464,NO
0.2344,NO
0.21600000000000003,NO
0.2187,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.391,NO
0.1851,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2165,NO
1.0,YES
0.3063,NO
1.0,YES
1.0,YES
0.3542,NO
0.3514,NO
0.3514,NO
0.3542,NO
1.0,YES
1.0,YES
0.3542,NO
0.601,NO
0.3542,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7358,NO
1.0,YES
0.3514,NO
1.0,YES
0.3514,NO
1.0,YES
0.3514,NO
0.601,NO
0.601,NO
0.4197,NO
0.601,NO
0.3542,NO
0.601,NO
0.256,NO
0.1663,NO
0.2021,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.153,NO
0.5022,YES
0.1733,NO
1.0,YES
0.166,NO
0.379,NO
0.379,NO
0.379,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.4988,NO
0.9815,YES
0.3725,NO
0.4485,NO
0.4726,NO
0.2464,NO
0.7068,YES
0.4619,NO
1.0,YES
0.2719,NO
0.2131,NO
0.4137,NO
0.3077,NO
0.4137,NO
0.2833,NO
0.4224,NO
0.2502,NO
0.444,NO
1.0,YES
0.4137,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.2719,NO
0.5133,NO
0.2719,NO
0.4343,NO
0.2719,NO
0.3207,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2924,NO
1.0,YES
0.4137,NO
0.1219,NO
0.2059,NO
0.8266,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.257,NO
0.1105,NO
0.4151,YES
0.6903,NO
0.8266,YES
0.3599,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4123,NO
1.0,YES
0.6903,NO
0.6903,NO
0.6903,NO
0.6903,NO
0.5843,YES
0.3818,NO
0.8266,YES
0.2332,NO
0.3133,NO
0.4239,NO
0.3895,NO
0.1547,NO
0.3984,NO
0.2344,NO
0.2332,NO
0.3139,NO
1.0,YES
0.4239,NO
1.0,YES
0.3899,NO
0.3765,NO
0.3889,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.391,NO
0.2332,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.366,NO
0.1825,NO
0.3133,NO
0.3387,NO
0.3895,NO
0.3349,NO
0.3464,NO
0.3289,NO
0.1825,NO
0.3457,NO
1.0,YES
0.3591,NO
0.5379999999999999,YES
0.1661,NO
0.1166,NO
0.1275,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.4374,NO
0.1709,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3387,NO
0.7786,YES
0.3387,NO
0.1503,NO
0.3133,NO
0.4413,NO
0.3895,NO
0.4413,NO
0.3464,NO
0.2509,NO
0.1204,NO
0.2637,NO
1.0,YES
0.4413,NO
1.0,YES
0.2729,NO
0.2636,NO
0.2722,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.4413,NO
0.2201,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3119,NO
1.0,YES
0.4413,NO
0.1503,NO
0.3133,NO
0.10800000000000001,NO
0.3895,NO
0.3335,NO
0.3464,NO
0.2344,NO
0.0804,NO
0.1951,NO
1.0,YES
0.3591,NO
0.7443,YES
0.2846,NO
0.2749,NO
0.2839,NO
0.3249,NO
0.5985,NO
0.2886,NO
0.391,NO
0.1702,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1375,NO
0.7443,YES
0.1731,NO
0.1816,NO
0.3162,NO
1.0,YES
0.4964,YES
0.6673,YES
1.0,YES
0.3986,NO
0.1816,NO
1.0,YES
0.0974,NO
1.0,YES
0.1314,NO
0.2988,NO
0.2885,NO
0.298,NO
0.2557,NO
0.6673,YES
0.2282,NO
0.6673,YES
0.506,NO
0.3312,YES
0.25,NO
0.2483,NO
0.6965,NO
0.3552,NO
1.0,YES
0.5796,NO
1.0,YES
0.1799,NO
0.2094,NO
1.0,YES
0.2937,NO
0.3948,NO
1.0,YES
0.3051,NO
0.1097,NO
1.0,YES
0.5079,NO
0.8915,YES
0.1629,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.1957,NO
0.3948,NO
0.1747,NO
0.3948,NO
0.3122,NO
0.2637,NO
0.5079,NO
0.2987,NO
0.5329999999999999,NO
0.5079,NO
0.8926,YES
0.5079,NO
0.7929999999999999,YES
0.1537,NO
0.1731,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.3708,NO
0.1537,NO
0.5022,YES
0.8778,NO
1.0,YES
0.6271,NO
0.2365,NO
0.2061,NO
0.2758,NO
0.0927,NO
1.0,YES
0.1537,NO
1.0,YES
0.4988,NO
1.0,YES
0.8778,NO
0.6271,NO
0.8778,NO
0.8778,NO
0.7068,YES
0.8778,NO
1.0,YES
0.1636,NO
0.3162,NO
1.0,YES
0.183,NO
0.1992,NO
1.0,YES
0.255,NO
0.153,NO
1.0,YES
0.6038,NO
1.0,YES
0.1633,NO
0.3363,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.3363,NO
0.1654,NO
0.6151,NO
0.3011,NO
0.2745,NO
0.6038,NO
0.3551,NO
0.6038,NO
0.6038,NO
1.0,YES
0.6038,NO
1.0,YES
0.221,NO
0.2956,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.3191,NO
0.2091,NO
0.5022,YES
0.1592,NO
1.0,YES
0.166,NO
0.7871,NO
0.7602,NO
0.7852,NO
0.221,NO
1.0,YES
0.221,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.3862,NO
0.4145,NO
0.2161,NO
0.7068,YES
0.4619,NO
1.0,YES
