50Traced_NONETRACED_MEDIAN_SINGLE_LSA_72_SUM,Associated
0.10981268259151059,NO
0.09520536174600447,NO
0.17975597181646333,NO
0.3550438219625366,NO
0.09847052758205879,NO
0.13885547344904625,NO
0.0843787592369823,NO
0.09984533424987113,NO
0.2734146760611789,NO
0.40745832617288197,YES
0.08901873174084896,NO
0.5640144354700121,YES
0.40024059116686717,NO
0.36655782780546486,NO
0.36518302113765255,NO
0.17941227014951022,NO
0.10448530675373775,NO
0.17374119264478435,NO
0.111531190926276,NO
0.3576215844646847,NO
0.18027152431689294,NO
0.11703041759752536,YES
0.12132668843443892,YES
0.26980580855817154,YES
0.39560061866300056,YES
0.2534799793779,NO
0.10620381508850318,YES
0.1902388726585324,NO
0.16738271180615227,YES
0.40316205533596844,YES
0.5609211204674344,NO
0.2545110843787593,NO
0.18044337515036948,NO
0.17425674514521397,NO
0.6614538580512116,YES
0.14761986595634988,YES
0.21756315518130265,NO
0.1646330984705276,NO
0.15174428595978692,NO
0.1649768001374807,NO
0.2919745660766455,NO
0.2454029902045025,NO
0.24969926104141604,NO
0.4662313112218595,YES
0.1147963567623303,NO
0.17666265681388557,YES
0.0417597525347998,NO
0.5672796013060664,YES
0.053961161711634315,NO
0.1914418284928682,NO
0.11531190926275994,NO
0.19539439766282868,NO
0.12098298676748581,NO
0.310190754425159,NO
0.17545970097954977,NO
0.15638425846365356,NO
0.1354184567795154,NO
0.24677779687231488,NO
0.21189207767657675,NO
0.4755112562295927,NO
0.2429970785358309,NO
0.26946210689121847,NO
0.23492008936243342,NO
0.07063069255885893,NO
0.35899639113249704,NO
0.7692043306410036,YES
0.2586355043821963,NO
0.3294380477745318,YES
0.3354528269462107,NO
0.3557312252964427,NO
0.3502319986251934,NO
0.31294036776078366,NO
0.2466059460388383,NO
0.20106547516755457,NO
0.31775219109812686,NO
0.2847568310706307,NO
0.3615741536346452,NO
0.7504725897920606,YES
0.713868362261557,YES
0.6109297130091081,YES
0.2875064444062554,YES
0.26825915105688264,NO
0.314315174428596,YES
0.19814401099845333,NO
0.20708025433923355,YES
0.3349372744457811,YES
0.5598900154665751,NO
0.26877470355731226,NO
0.24213782436844822,NO
0.24591854270493213,NO
0.573466231311222,YES
0.19676920433064102,YES
0.2806324110671937,NO
0.1467606117889672,NO
0.21756315518130265,NO
0.13559030761299193,NO
0.37652517614710435,NO
0.34198315861831935,NO
0.3397490977831243,NO
0.3136277710946898,YES
0.14246434095205363,NO
0.12424815260354016,YES
0.036604227530503526,NO
0.5743254854786046,YES
0.05293005671077505,NO
0.19814401099845333,NO
0.19247293349372746,NO
0.20622100017185085,NO
0.16411754597009798,NO
0.40917683450764736,NO
0.23973191269977662,NO
0.21137652517614713,NO
0.10757862175631554,NO
0.025090221687575194,NO
0.22443718852036434,YES
