50Traced_NONETRACED_SUM_RAW_VSM_26_MEDIAN,Associated
0.4577,NO
0.3144,NO
0.3683,NO
0.4143,NO
0.3352,NO
0.5,NO
0.5556,NO
0.2907,NO
0.3745,NO
1.6104,YES
0.4715,NO
1.4887,YES
0.2427,NO
0.2231,NO
0.2886,NO
0.4044,NO
0.3984,NO
0.3897,NO
0.3111,NO
0.2179,NO
0.1147,NO
2.3801,YES
1.521,YES
0.9581,YES
2.2322,YES
0.2858,NO
0.5685,YES
0.3699,NO
1.0984,YES
1.1183,YES
0.6249,NO
0.3079,NO
0.3064,NO
0.5879,NO
0.6077,YES
0.5731,YES
0.3586,NO
0.1096,NO
0.4465,NO
0.1058,NO
0.2922,NO
0.1628,NO
0.2984,NO
0.5527,YES
0.1879,NO
1.5029,YES
0.0966,NO
0.447,YES
0.1342,NO
0.1275,NO
0.2292,NO
0.2082,NO
0.083,NO
0.2839,NO
0.3169,NO
0.5008,NO
0.2257,NO
0.1555,NO
0.2331,NO
0.5626,NO
0.3715,NO
0.5688,NO
0.4179,NO
0.0902,NO
0.4651,NO
1.7632,YES
0.359,NO
1.0971,YES
0.4184,NO
0.4091,NO
0.2438,NO
0.1919,NO
0.4658,NO
0.1439,NO
0.3271,NO
0.1755,NO
0.2202,NO
2.2317,YES
1.2431,YES
1.6238,YES
1.3757,YES
0.3084,NO
0.6115,YES
0.2882,NO
1.3090000000000002,YES
0.4118,YES
0.5502,NO
0.18899999999999997,NO
0.2546,NO
0.2277,NO
1.1246,YES
0.2851,YES
0.1751,NO
0.2241,NO
0.3513,NO
0.2069,NO
0.2289,NO
0.2189,NO
0.2075,NO
1.084,YES
0.2117,NO
1.2688,YES
0.1525,NO
0.3568,YES
0.1458,NO
0.3387,NO
0.2631,NO
0.4198,NO
0.2409,NO
0.2433,NO
0.2414,NO
0.3197,NO
0.3967,NO
0.1871,NO
0.6042,YES
2.0394,YES
2.5657,YES
1.1097,YES
0.3406,NO
0.1119,NO
0.7382,YES
0.3681,NO
0.5372,YES
0.3225,NO
0.5586,NO
0.4445,NO
0.3676,NO
0.2773,NO
2.0761,YES
0.2752,NO
1.0666,YES
0.1687,NO
0.9764,YES
0.3646,NO
0.38299999999999995,NO
0.5521,NO
0.3008,NO
0.6163,YES
0.4807,NO
0.6991,YES
0.3427,NO
