50Traced_NONETRACED_MAX_SINGLE_VSM_9_MEDIAN,Associated
0.2626,NO
0.2626,NO
0.1281,NO
0.6139,NO
0.3369,NO
0.166,NO
0.2626,NO
0.1058,NO
0.2216,NO
1.0,YES
0.1766,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3701,NO
0.2626,NO
0.4176,NO
0.2626,NO
0.191,NO
0.2626,NO
0.1755,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.1766,NO
1.0,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1872,NO
0.1872,NO
0.2515,NO
1.0,YES
1.0,YES
0.2515,NO
0.3066,NO
0.2515,NO
0.3066,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.1872,NO
1.0,YES
0.1872,NO
1.0,YES
0.1872,NO
0.2314,NO
0.3066,NO
0.2314,NO
0.3066,NO
0.2245,NO
0.2314,NO
0.1795,NO
0.2057,NO
0.1534,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.1465,NO
0.1058,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2391,NO
0.2136,NO
0.1919,NO
0.5133,NO
0.2886,NO
0.4343,NO
0.1827,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3063,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4748,NO
0.5062,NO
0.6805,NO
0.5089,NO
1.0,YES
1.0,YES
0.4748,NO
0.1391,NO
0.6805,NO
0.1656,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
0.2535,NO
0.2533,NO
0.3583,NO
0.17,NO
0.6805,NO
0.3143,NO
0.6805,NO
0.1709,NO
0.2059,NO
0.4028,YES
1.0,YES
1.0,YES
0.503,YES
0.1467,NO
0.0527,NO
0.3689,YES
0.3019,NO
0.7346,YES
0.1733,NO
0.379,NO
0.379,NO
0.379,NO
0.0892,NO
1.0,YES
0.0819,NO
1.0,YES
0.3664,NO
1.0,YES
0.3405,NO
0.457,NO
0.3867,NO
0.1733,NO
0.7346,YES
0.3393,NO
0.7346,YES
0.2169,NO
0.1996,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.1996,NO
0.2169,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.1996,NO
0.5133,NO
0.2169,NO
0.4343,NO
0.2169,NO
0.3207,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2226,NO
1.0,YES
0.3939,NO
0.1709,NO
0.2059,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.1884,NO
0.1194,NO
0.433,YES
0.3019,NO
0.8266,YES
0.2085,NO
0.3948,NO
0.3812,NO
0.3948,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4123,NO
1.0,YES
0.3405,NO
0.457,NO
0.4352,NO
0.2085,NO
0.8266,YES
0.3818,NO
0.8266,YES
0.2148,NO
0.2148,NO
0.366,NO
0.2797,NO
0.1965,NO
0.366,NO
0.1653,NO
0.2148,NO
0.3139,NO
1.0,YES
0.3648,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.0567,NO
0.2646,NO
0.2148,NO
0.2239,NO
0.2256,NO
0.1755,NO
0.5181,YES
1.0,YES
0.5155,YES
1.0,YES
0.2431,NO
0.5155,YES
0.366,NO
0.2057,NO
0.1825,NO
0.6593,NO
0.4834,NO
0.3315,NO
0.6773,NO
0.1825,NO
0.0967,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.2391,NO
0.1176,NO
0.204,NO
0.5133,NO
0.2886,NO
0.4374,NO
0.1825,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3378,NO
1.0,YES
0.3939,NO
0.1513,NO
0.1513,NO
