50Traced_NONETRACED_MAX_RAW_LSA_95_SUM,Associated
0.12858575727181548,NO
0.12290203945168841,NO
0.1350718823136075,NO
0.2083584085590104,NO
0.111267134737546,NO
0.15987963891675028,NO
0.11146773654296223,NO
0.12470745570043464,NO
0.17459043798060853,NO
0.8002674690738885,YES
0.0758943497158141,NO
0.861183550651956,YES
0.19277833500501507,NO
0.2519558676028084,NO
0.2514209294550318,NO
0.1463724506853895,NO
0.1514543630892678,NO
0.15346038114343025,NO
0.11360748913406889,NO
0.22500835840855898,NO
0.14035439652290205,NO
0.6872617853560683,YES
0.6889334670678703,YES
0.74670678702775,YES
0.7956536275493147,YES
0.13988632564359743,NO
0.683049147442327,YES
0.12858575727181548,NO
0.7068538950183885,YES
0.7985957873620863,YES
0.2936810431293882,NO
0.16195252423938483,NO
0.15419592109662322,NO
0.15178869943162826,NO
0.8990972918756269,YES
0.6991641591440989,YES
0.1686392510865931,NO
0.1194249414911401,NO
0.1260448010698763,NO
0.08137746573052491,NO
0.15319291206954194,NO
0.19124038783015718,NO
0.19291206954195922,NO
0.8231360748913407,YES
0.12865262454028753,NO
0.710464727515881,YES
0.10023403543965227,NO
0.8624540287529255,YES
0.10498161150117018,NO
0.12484119023737882,NO
0.0993647609495152,NO
0.1313941825476429,NO
0.102440655299231,NO
0.18769642260113673,NO
0.1236375794048813,NO
0.12785021731862256,NO
0.0872617853560682,NO
0.13059177532597793,NO
0.23523905048478766,NO
0.280641925777332,NO
0.21049816115011705,NO
0.27602808425275827,NO
0.17004346372450685,NO
0.04379806084921431,NO
0.25563356736877296,NO
0.9410230692076229,YES
0.230625208960214,NO
0.44098963557338683,YES
0.14135740554998327,NO
0.23410230692076228,NO
0.2085590103644266,NO
0.15633567368772988,NO
0.21190237378803078,NO
0.10524908057505851,NO
0.23958542293547308,NO
0.14536944165830823,NO
0.25663657639585424,NO
0.9337345369441657,YES
0.5905717151454364,YES
0.8794383149448345,YES
0.7535941156803745,YES
0.1717151454363089,NO
0.7640254095620195,YES
0.16342360414577062,NO
0.7223002340354397,YES
0.756469408224674,YES
0.2904714142427282,NO
0.1624205951186894,NO
0.20367769976596456,NO
0.1992644600468071,NO
0.8648612504179205,YES
0.2778335005015045,YES
0.2186559679037111,NO
0.12290203945168841,NO
0.17084587094617182,NO
0.14891340688732868,NO
0.16964226011367434,NO
0.20829154129053834,NO
0.24526914075560013,NO
0.7637579404881311,YES
0.16489468405215646,NO
0.6900702106318958,YES
0.12370444667335338,NO
0.8411902373788032,YES
0.13005683717820127,NO
0.17325309261116684,NO
0.15045135406218657,NO
0.13814777666332329,NO
0.16001337345369443,NO
0.2140421263791374,NO
0.1495820795720495,NO
0.16843864928117686,NO
0.10371113340020059,NO
0.05556670010030089,NO
0.11374122367101304,YES
0.8590437980608492,YES
0.38716148445336007,YES
0.28639251086593115,YES
0.1252423938482113,NO
0.0,NO
0.3313941825476429,YES
0.14643931795386161,NO
0.21370779003677703,YES
0.15225677031093282,NO
0.1630892678034102,NO
0.23202942159812773,NO
0.23202942159812773,NO
0.07749916415914408,NO
0.7901705115346038,YES
0.07642928786359077,NO
0.8764961551320629,YES
0.13400200601805418,NO
0.805683717820127,YES
0.09067201604814444,NO
0.14844533600802406,NO
0.14416583082581075,NO
0.08879973253092611,NO
0.1437646272149783,YES
0.17037780006686726,NO
0.21491140086927452,YES
0.17813440320962892,NO
0.12383818121029756,NO
0.186292209963223,NO
0.2773654296221999,NO
0.2674690738883317,NO
0.2490137077900368,NO
0.18468739551989305,NO
0.15680374456703444,NO
0.23276496155132065,NO
0.5281176863925109,YES
