50Traced_NONETRACED_MAX_SINGLE_VSM_1_MAX,Associated
0.2201,NO
0.2201,NO
0.1144,NO
0.3384,NO
0.3369,NO
0.1818,NO
0.4224,NO
0.2201,NO
0.444,NO
1.0,YES
0.1818,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.1438,NO
0.5133,NO
0.2201,NO
0.1949,NO
0.2508,NO
0.1818,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.2434,NO
1.0,YES
1.0,YES
0.4007,NO
0.3639,NO
0.27899999999999997,NO
0.3765,NO
1.0,YES
1.0,YES
0.4007,NO
0.2082,NO
0.3639,NO
0.2082,NO
0.4183,NO
0.4183,NO
0.4173,NO
1.0,YES
0.3639,NO
1.0,YES
0.2676,NO
1.0,YES
0.3639,NO
0.2082,NO
0.2082,NO
0.1927,NO
0.1249,NO
0.4007,NO
0.2181,NO
0.3639,NO
0.0886,NO
0.3133,NO
0.1901,NO
0.2865,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.0804,NO
0.2452,NO
1.0,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5985,NO
0.1268,NO
0.391,NO
0.1843,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.3731,NO
0.6805,NO
0.5217,NO
0.6805,NO
1.0,YES
1.0,YES
0.6805,NO
0.0952,NO
0.6805,NO
0.1225,NO
0.7376,NO
0.7376,NO
0.7358,NO
1.0,YES
0.6805,NO
1.0,YES
0.5005,NO
1.0,YES
0.6805,NO
0.2535,NO
0.1196,NO
0.3583,NO
0.225,NO
0.48100000000000004,NO
0.3143,NO
0.6805,NO
0.1663,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1663,NO
1.0,YES
0.3019,NO
1.0,YES
0.166,NO
0.2165,NO
0.1934,NO
0.2347,NO
0.0927,NO
1.0,YES
0.1663,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.3307,NO
0.7068,YES
0.4619,NO
1.0,YES
0.2719,NO
0.2719,NO
0.3573,NO
0.4137,NO
0.3369,NO
0.4137,NO
0.2687,NO
0.2719,NO
0.4137,NO
1.0,YES
0.4137,NO
1.0,YES
0.2451,NO
0.2525,NO
0.2525,NO
0.221,NO
0.4176,NO
0.2719,NO
0.3054,NO
0.2719,NO
0.4137,NO
1.0,YES
1.0,YES
0.9651,YES
0.9651,YES
0.3573,NO
1.0,YES
0.4137,NO
0.1194,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.8266,YES
0.2476,NO
0.1194,NO
0.8266,YES
0.6968,NO
0.8266,YES
0.3749,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.2264,NO
1.0,YES
