50Traced_NONETRACED_SUM_SINGLE_VSM_66_MAX,Associated
0.2626,NO
0.6755,NO
0.4649,NO
0.3423,NO
1.0083,NO
1.1432,NO
0.8384,NO
0.5056,NO
0.7592,NO
3.2242,YES
0.8073,NO
2.898,YES
0.3298,NO
0.5101,NO
0.2223,NO
0.6257,NO
1.1502,NO
0.7528,NO
0.9377,NO
0.743,NO
0.7987,NO
2.8606,YES
3.3525,YES
3.332,YES
2.847,YES
1.1887,NO
3.241,YES
0.7284,NO
1.6141,YES
1.6244,YES
1.0029,NO
0.6227,NO
0.6379,NO
1.2063,NO
1.8273,YES
2.3814,YES
1.1992,NO
0.3383,NO
1.0337,NO
0.5479,NO
0.7793,NO
0.6072,NO
0.6268,NO
1.6828,YES
0.7343,NO
2.3804,YES
0.7095,NO
2.5995,YES
0.5879,NO
0.3495,NO
0.7041,NO
0.735,NO
0.465,NO
1.4078,NO
0.8177,NO
0.8012,NO
0.2312,NO
0.5467,NO
0.5385,NO
0.5427,NO
1.4034,NO
0.8728,NO
0.6584,NO
0.4426,NO
0.7692,NO
3.4393,YES
0.799,NO
3.1311,YES
0.4547,NO
0.6797,NO
0.272,NO
0.5003,NO
1.1673,NO
0.631,NO
1.0662,NO
0.7649,NO
0.8247,NO
3.2642,YES
3.6661,YES
3.6653,YES
3.0169,YES
1.1298,NO
3.4191,YES
0.9366,NO
1.7734,YES
2.3019,YES
1.0911,NO
1.8598,NO
1.7307,NO
1.1383,NO
2.2497,YES
2.4981,YES
1.6717,NO
0.795,NO
1.3406,NO
0.7384,NO
1.0122,NO
0.9788,NO
1.1132,NO
2.2956,YES
2.3947,NO
2.6027,YES
1.8023,NO
3.0958,YES
1.3013,NO
0.8683,NO
1.1647,NO
0.741,NO
0.6665,NO
1.3055,NO
1.1053,NO
1.6925,NO
0.4045,NO
0.4614,NO
1.5087,YES
3.7178,YES
4.2636,YES
1.7352,YES
0.8538,NO
0.1287,NO
2.4969,YES
0.6719,NO
1.6268,YES
0.4962,NO
1.1606,NO
0.9736,NO
0.9511,NO
0.2658,NO
4.4215,YES
0.1482,NO
4.1261,YES
0.902,NO
3.4381,YES
0.97,NO
1.3503,NO
0.6594,NO
