50Traced_NONETRACED_MAX_RAW_VSM_77_MAX,Associated
0.1687,NO
0.1687,NO
0.1153,NO
0.2164,NO
0.1453,NO
0.1986,NO
0.1687,NO
0.0679,NO
0.1689,NO
1.0,YES
0.1412,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.159,NO
0.20600000000000002,NO
0.1687,NO
0.1701,NO
0.2179,NO
0.1201,NO
0.3196,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1659,NO
0.1659,NO
0.1659,NO
1.0,YES
0.3413,YES
0.1659,NO
0.1474,NO
0.1659,NO
0.1474,NO
0.1797,NO
0.1528,NO
0.1551,NO
0.2811,YES
0.1659,NO
1.0,YES
0.0469,NO
1.0,YES
0.1659,NO
0.1212,NO
0.1474,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1008,NO
0.1731,NO
0.1731,NO
0.2137,NO
0.2865,NO
0.2137,NO
0.2137,NO
0.1731,NO
0.0509,NO
0.2187,NO
1.0,YES
0.2137,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1731,NO
0.1947,NO
0.1755,NO
0.2202,NO
0.5256,YES
1.0,YES
0.5081,YES
0.5256,YES
0.1694,NO
0.5256,YES
0.1387,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1525,NO
1.0,YES
0.3413,YES
0.1731,NO
0.1355,NO
0.1489,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2183,NO
0.3834,YES
0.0927,NO
1.0,YES
0.0318,NO
0.3081,YES
0.0406,NO
0.1355,NO
0.091,NO
0.11800000000000001,NO
0.1355,NO
0.2201,NO
0.1355,NO
0.1525,NO
0.1328,NO
0.1267,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.0371,NO
1.0,YES
0.1395,NO
1.0,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0891,NO
1.0,YES
0.1267,NO
0.4156,YES
0.1417,NO
1.0,YES
0.0968,NO
0.2192,NO
0.2298,NO
0.1155,NO
0.2732,YES
0.2113,NO
0.2078,YES
0.1926,NO
0.1926,NO
0.2688,NO
0.2582,NO
0.2524,NO
0.2963,NO
0.1926,NO
0.1225,NO
0.2524,NO
1.0,YES
0.2524,NO
1.0,YES
0.1987,NO
0.1766,NO
0.1844,NO
0.159,NO
0.2524,NO
0.1926,NO
0.2067,NO
0.2019,NO
0.2524,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2286,NO
1.0,YES
0.133,NO
0.1328,NO
0.1132,NO
0.2886,YES
0.3647,YES
1.0,YES
0.2886,YES
0.1366,NO
0.0604,NO
0.2886,YES
0.2598,NO
0.2886,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.3695,YES
0.142,NO
1.0,YES
0.2049,NO
0.2564,NO
0.2564,NO
0.2564,NO
0.1461,YES
0.2564,NO
0.1548,YES
0.1809,NO
0.1809,NO
0.2688,NO
0.1926,NO
0.1547,NO
0.2963,NO
0.1809,NO
0.1536,NO
0.2369,NO
1.0,YES
0.2199,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2418,NO
0.0656,NO
0.151,NO
0.1669,NO
0.1843,NO
0.2256,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2405,NO
1.0,YES
0.1934,NO
0.0949,NO
0.1339,NO
0.22399999999999998,NO
0.2061,NO
0.1879,NO
0.2188,NO
0.1488,NO
0.0967,NO
0.2213,NO
1.0,YES
0.2344,NO
0.2751,YES
0.1331,NO
0.0735,NO
0.0647,NO
0.204,NO
0.20600000000000002,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
0.4042,YES
1.0,YES
1.0,YES
1.0,YES
0.2213,NO
1.0,YES
0.2188,NO
0.1796,NO
0.1796,NO
0.2688,NO
0.2664,NO
0.2664,NO
0.2963,NO
0.1796,NO
0.1204,NO
0.2664,NO
1.0,YES
0.2664,NO
0.4373,YES
0.2252,NO
0.2041,NO
0.2085,NO
0.159,NO
0.2664,NO
0.1544,NO
0.1843,NO
0.1912,NO
0.2664,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2206,NO
1.0,YES
0.166,NO
0.1495,NO
0.0714,NO
0.10800000000000001,NO
0.2886,NO
0.1576,NO
0.1331,NO
0.1579,NO
0.0532,NO
0.1421,NO
1.0,YES
0.107,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0849,NO
0.1576,NO
0.0824,NO
0.1059,NO
0.1702,NO
0.1518,NO
1.0,YES
1.0,YES
0.3961,YES
1.0,YES
0.1375,NO
1.0,YES
0.099,NO
0.1494,NO
0.1494,NO
1.0,YES
0.27899999999999997,YES
0.27899999999999997,YES
1.0,YES
0.2237,NO
0.1065,NO
1.0,YES
0.2938,NO
1.0,YES
0.1059,NO
0.2131,NO
0.2246,NO
0.2203,NO
0.0902,NO
0.27899999999999997,YES
0.1494,NO
0.2369,YES
0.2129,NO
0.27899999999999997,YES
0.2938,NO
0.1709,NO
0.3025,NO
0.2938,NO
1.0,YES
0.2938,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2156,NO
0.3456,NO
1.0,YES
0.1955,NO
0.1097,NO
1.0,YES
0.2742,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.2742,NO
0.1784,NO
0.3767,NO
0.2742,NO
1.0,YES
0.3359,NO
1.0,YES
0.1768,NO
0.1768,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1768,NO
0.0603,NO
1.0,YES
0.2818,NO
1.0,YES
0.2818,NO
0.2414,NO
0.2061,NO
0.2585,NO
0.0818,NO
1.0,YES
0.1533,NO
1.0,YES
0.1533,NO
1.0,YES
0.2397,NO
0.2818,NO
0.2935,NO
0.1155,NO
0.2902,YES
0.2113,NO
0.3141,YES
0.1636,NO
0.1646,NO
0.4534,YES
0.24600000000000002,NO
0.24600000000000002,NO
0.4534,YES
0.1681,NO
0.153,NO
0.4738,YES
0.2147,NO
0.493,YES
0.1456,NO
0.2244,NO
0.1542,NO
0.1277,NO
0.1775,NO
0.24600000000000002,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.2147,NO
0.3901,NO
0.21600000000000003,NO
0.402,YES
0.3584,NO
0.4534,YES
0.0855,NO
0.0855,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.044000000000000004,NO
1.0,YES
0.183,NO
1.0,YES
0.1023,NO
0.1762,NO
0.1733,NO
0.1785,NO
0.0818,NO
1.0,YES
0.0855,NO
1.0,YES
0.1347,NO
1.0,YES
0.073,NO
0.2192,NO
0.2298,NO
0.1027,NO
0.2732,YES
0.2113,NO
0.2078,YES
1.0,YES
1.0,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1506,NO
1.0,YES
0.3693,YES
0.1659,NO
0.1665,NO
0.1659,NO
0.1665,NO
0.2374,NO
0.16,NO
0.2374,NO
0.1388,YES
0.11,NO
1.0,YES
0.0421,NO
1.0,YES
0.0377,NO
0.149,NO
0.1665,NO
0.149,NO
0.149,NO
0.2177,NO
0.15,NO
0.14800000000000002,NO
0.1523,NO
0.077,NO
0.475,YES
0.301,YES
0.301,YES
1.0,YES
0.1955,NO
0.0677,NO
1.0,YES
0.2649,NO
1.0,YES
0.0928,NO
0.3042,NO
0.2246,NO
0.23600000000000002,NO
0.0899,NO
0.301,YES
0.0773,NO
0.3002,YES
0.0821,NO
0.301,YES
0.2649,NO
0.1709,NO
0.3023,NO
0.2649,NO
0.4483,YES
0.2649,NO
1.0,YES
0.1467,NO
0.1467,NO
1.0,YES
0.3451,YES
0.3451,YES
1.0,YES
0.2192,NO
0.1165,NO
1.0,YES
0.3049,NO
1.0,YES
0.1088,NO
0.2277,NO
0.179,NO
0.2193,NO
0.136,NO
0.3451,YES
0.1467,NO
0.2598,YES
0.1968,NO
0.3451,YES
0.3049,NO
0.2145,NO
0.3049,NO
0.3049,NO
1.0,YES
0.3049,NO
1.0,YES
0.1523,NO
0.1099,NO
1.0,YES
0.2509,YES
0.2879,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.2904,NO
1.0,YES
0.1022,NO
0.2099,NO
0.2246,NO
0.1325,NO
0.2034,NO
0.2509,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2879,YES
0.2904,NO
0.2419,NO
0.3619,NO
0.2904,NO
1.0,YES
0.3259,NO
1.0,YES
0.1523,NO
0.0802,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.0672,NO
1.0,YES
0.1183,NO
1.0,YES
0.0884,NO
0.2859,NO
0.179,NO
0.1497,NO
0.136,NO
1.0,YES
0.132,NO
0.3066,YES
0.0698,NO
1.0,YES
0.1277,NO
0.2192,NO
0.3135,NO
0.1165,NO
1.0,YES
0.24100000000000002,NO
1.0,YES
0.1202,NO
0.1202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.0554,NO
1.0,YES
0.2335,NO
1.0,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
0.3086,YES
0.1508,NO
1.0,YES
0.145,NO
0.2335,NO
0.2335,NO
0.2335,NO
0.2732,YES
0.2335,NO
0.2078,YES
0.1328,NO
0.10300000000000001,NO
0.3313,YES
0.3465,YES
1.0,YES
0.3313,YES
0.1366,NO
0.0792,NO
0.3313,YES
0.2252,NO
0.3313,YES
0.1342,NO
0.1448,NO
0.1036,NO
0.077,NO
0.1825,NO
1.0,YES
0.1772,NO
0.5728,YES
0.0892,NO
1.0,YES
0.2045,NO
0.2252,NO
0.2985,NO
0.2252,NO
0.2635,YES
0.2298,NO
0.2345,YES
0.1243,NO
0.1243,NO
0.147,NO
0.2108,NO
0.1191,NO
0.147,NO
0.1243,NO
0.0435,NO
0.2592,NO
0.1443,NO
0.147,NO
0.1443,NO
0.4225,YES
0.3368,YES
0.4103,YES
0.0766,NO
0.1191,NO
0.1233,NO
0.0531,NO
0.1551,NO
0.077,NO
0.0463,NO
0.1443,NO
0.1014,NO
0.0541,NO
0.1685,NO
0.0631,NO
0.2105,NO
1.0,YES
1.0,YES
0.2752,NO
0.1653,NO
0.0814,NO
0.1097,NO
1.0,YES
0.3164,YES
0.1208,NO
0.1565,NO
0.1208,NO
0.1784,NO
0.1661,NO
0.1504,NO
0.1562,NO
0.3075,YES
0.0978,NO
1.0,YES
0.0421,NO
1.0,YES
0.0877,NO
0.1163,NO
0.1565,NO
0.1354,NO
0.0996,NO
0.1407,NO
0.0996,NO
0.0894,NO
0.1328,NO
0.1025,NO
