50Traced_NONETRACED_SUM_SINGLE_LSA_78_SUM,Associated
0.039616020417041264,NO
0.0847568225979525,NO
0.0761868855311621,NO
0.05479829471303036,NO
0.11216322032423653,NO
0.10571039122995274,NO
0.0895275659058612,NO
0.07160465183724371,NO
0.1413097067950465,NO
0.38399408369826865,YES
0.0635712421333488,NO
0.39843682027783417,YES
0.14486238798178705,NO
0.20390939937936833,NO
0.15451988051390622,NO
0.06513732200342218,NO
0.14683448855891648,NO
0.04812795452568081,NO
0.0767379136335953,NO
0.1785186044488269,NO
0.09727096081900177,NO
0.2978306893651576,YES
0.32320698355616134,YES
0.4165917461790551,YES
0.3172326788666222,YES
0.08572837214697948,NO
0.27755865549143005,YES
0.0730257243119399,NO
0.15521591601171658,YES
0.2579536556364374,YES
0.19747107102462225,NO
0.09760447782836926,NO
0.10565238827180187,NO
0.17527043879237839,NO
0.2725559003509179,YES
0.2638264551492126,YES
0.19291783880977928,NO
0.03188712624343841,NO
0.16062469185928482,NO
0.04592384211594792,NO
0.1476320292334909,NO
0.18147675531452104,NO
0.1836808677242539,NO
0.20817261680345694,YES
0.14740001740088743,NO
0.1606971955569734,YES
0.11243873437545313,NO
0.3534410254923001,YES
0.12163220324236534,NO
0.07353325019575999,NO
0.07520083524259735,NO
0.10882805023056175,NO
0.06262869406339722,NO
0.17406687741074792,NO
0.09544386763724949,NO
0.1436443258606189,NO
0.0683419854412575,NO
0.12364780603810793,NO
0.21693106348423769,NO
0.09769148226559554,NO
0.15813056465879757,NO
0.2590702125808416,NO
0.12998462921609,NO
0.07731794321510396,NO
0.2340854383573562,NO
0.4851367419738406,YES
0.16087120443142597,NO
0.451828543255706,YES
0.1040283054435776,NO
0.1529392999042951,NO
0.11181520257533134,NO
0.10634842376961223,NO
0.2628694063397233,NO
0.0856413677097532,NO
0.15855108610539137,NO
0.15060468083872275,NO
0.14013514689249149,NO
0.44601374670108174,YES
0.475247237609118,YES
0.5324961573040226,YES
0.35367303732490346,YES
0.19006119312084915,NO
0.36479510455033204,YES
0.18199878193787883,NO
0.3790783329949828,YES
0.3621994721730808,YES
0.4264812505437777,NO
0.15407035758823698,NO
0.2055769844262057,NO
0.37543864737101584,NO
0.33927380296395115,YES
0.45240857283721464,YES
0.4157652040254053,NO
0.1297091151648734,NO
0.35215045967344333,NO
0.1516052318668252,NO
0.2609698094602825,NO
0.3241930338447261,NO
0.3497433369101824,NO
0.2747890142397262,YES
0.2749050201560279,NO
0.35773324439546417,YES
0.28433050085554357,NO
0.6381485455758243,YES
0.2594617325483599,NO
0.1791566369884864,NO
0.20418491343058492,NO
0.2854035555813346,NO
0.19180128186537512,NO
0.38406658739595717,NO
0.21667005017255878,NO
0.30714016414837153,NO
0.060250572779211746,NO
0.09487833879527854,NO
0.29701864795104543,YES
0.5947623328789767,YES
0.6137293001943099,YES
0.30863374032075636,YES
0.1326092630724167,NO
0.017545894840636875,NO
0.26365244627476,YES
0.09250021751109308,NO
0.3722339839331805,YES
0.09078913024564253,NO
0.12376381195440966,NO
0.14798004698239609,NO
0.14476088280502303,NO
0.024433746121052174,NO
0.7051274615005364,YES
0.02497027348394768,NO
0.699124155331922,YES
0.06049708535135292,NO
0.6766480090484615,YES
0.1032307647690032,NO
0.05056407876801717,NO
0.0908616339433311,NO
0.08545285809576289,NO
0.2546184855427627,YES
0.07921754009454482,NO
0.2543284707520083,YES
0.1103651286215597,NO
0.11165569444041645,NO
0.2308807749195209,NO
0.07939154896899742,NO
0.1781270844813085,NO
0.2622313738000638,NO
0.14626895971694556,NO
0.11455584234795974,NO
0.20199530176038977,NO
0.5188944636176446,YES
0.1458774397494272,NO
0.5106435428206839,YES
0.1372204982454105,NO
0.17503842695977495,NO
0.11774600504625735,NO
0.09316725152982802,NO
0.24069777558655486,NO
0.11248223659406628,NO
0.13793103448275862,NO
0.21334938081842172,NO
0.11880455903251064,NO
0.4706940053942751,YES
0.5124996374815116,YES
0.5820306835648618,YES
0.42678576607406976,YES
0.18095472869116325,NO
0.40535367303732484,YES
0.17316783155940954,NO
0.08633740320756358,NO
0.12711348278762216,NO
0.26340593370261883,YES
0.5507525883820075,YES
0.6245468518894463,YES
0.302978451901047,YES
0.11597691482265596,NO
0.040819581798671734,NO
0.2795307560685595,YES
0.31225892520518544,NO
0.3131579710565238,YES
0.2894347611728198,NO
0.19393289057741944,NO
0.22825614106319422,NO
0.2194106899451872,NO
0.055885850178359085,NO
0.7587656970505495,YES
0.09029610510136016,NO
0.616281430352948,YES
0.11069864563092716,NO
0.6255184014384734,YES
0.3251355819146776,NO
0.2654360372378991,NO
0.31478205388474806,NO
0.19394739131695712,NO
0.20118326034627765,YES
0.17676401496476316,NO
0.210318726255039,YES
0.11760099765088017,NO
0.12229923726110031,NO
0.2951045503320669,NO
0.08466981816072622,NO
0.18879962878106782,NO
0.3332704967953365,NO
0.14652997302862444,NO
0.08873002523128679,NO
0.27676111481685567,NO
0.5221716307531684,YES
0.18704503929700414,NO
0.5332791972390593,YES
0.2067225428496853,NO
0.24255387024738262,NO
0.16851309416780255,NO
0.064890809431281,NO
0.2553000203010353,NO
0.10325976624807864,NO
0.18627650010150515,NO
0.21565499840491864,NO
0.15612946260259272,NO
0.47730634262347377,YES
0.5426176735013486,YES
0.6520547547924945,YES
0.5049012499637482,YES
0.2383051535628317,NO
0.47724833966532293,YES
0.2170470694005394,NO
0.10002610133116788,NO
0.14697949595429366,NO
0.3924480148487573,NO
0.13079667063020212,NO
0.20129926626257935,NO
0.44235956033757723,NO
0.19703604883849074,NO
0.10484034685768973,NO
0.3550506075809866,NO
0.5074098779037731,YES
0.31949479423450594,NO
0.4835561613642295,YES
0.06377425248687682,NO
0.09466082770221282,NO
0.07808648241060293,NO
0.11881905977204837,NO
0.31611612192221794,NO
0.10140367158725094,NO
0.2662915808706244,NO
0.1669905165163423,NO
0.2205417476291291,NO
0.4806995156752994,YES
0.507163365331632,YES
0.6498071401641483,YES
0.4290913836605667,YES
0.3658826600156608,NO
0.45862939009889503,YES
0.3619094573823265,NO
0.07711493286157595,NO
0.06858849801339867,NO
0.24075577854470576,NO
0.11787651170209679,NO
0.2087526463849656,NO
0.2661320727357095,NO
0.1385400655433427,NO
0.042516168324584554,NO
0.1749949247411618,NO
0.4843392012992662,YES
0.13389982889127344,NO
0.45338012238624165,YES
0.08675792465415735,NO
0.11094515820306836,NO
0.05446477770366288,NO
0.03413474087178446,NO
0.23657956555784343,NO
0.048722484846727185,NO
0.18022969171427744,NO
0.11378730315246077,NO
0.1578115483889678,NO
0.45556973405643686,YES
0.49843392012992654,YES
0.5581624662857806,YES
0.4359357327223688,YES
0.18736405556683386,NO
0.40317856210666736,YES
0.1873785563063716,NO
0.04560482584611815,NO
0.06038107943505119,NO
0.14857457730344245,NO
0.08198718134624866,NO
0.15713001363069518,NO
0.17585046837388704,NO
0.07057509933006584,NO
0.0345262608393028,NO
0.15182274295989096,NO
0.44230155737942634,YES
0.09758997708883152,NO
0.42146399466372786,YES
0.08944056146863491,NO
0.12225573504248716,NO
0.08306023607203966,NO
0.04253066906412227,NO
0.20766509091963686,NO
0.053942751080305086,NO
0.11452684086888432,NO
0.10149067602447726,NO
0.11596241408311825,NO
0.3891273454946202,YES
0.42258055160813196,YES
0.4848467271830863,YES
0.3163336330152838,YES
0.12383631565209827,NO
0.31615962414083115,YES
0.12205272468895911,NO
0.14109219570198075,NO
0.09260172268785707,NO
0.9761897856790697,YES
0.19022070125576404,YES
0.25106580435602216,YES
1.0,YES
0.280371798961747,NO
0.07217018067921463,NO
0.791160349177808,YES
0.08265421536498363,NO
0.9222905368173776,YES
0.12369130825672109,NO
0.1606971955569734,NO
0.09309474783213945,NO
0.1900031901626983,NO
0.10043212203822394,NO
0.3453351120907166,YES
0.07831849424320642,NO
0.5161103216264029,YES
0.24626605956903802,NO
0.30380499405469674,YES
0.15682549810040308,NO
0.17859110814651546,NO
0.5002320118326035,NO
0.1922363040515066,NO
0.9511035062788202,YES
0.3399408369826861,NO
0.9024245236507062,YES
0.09339926336243148,NO
0.08113163771352339,NO
0.607029958527885,YES
0.23747861140918183,NO
0.21362489486963834,NO
0.6529828021229083,YES
0.15085119341086395,NO
0.05255068008468432,NO
0.5165308430729968,YES
0.0405295670079174,NO
0.6197036048838491,YES
0.043647226008526434,NO
0.07624488848931296,NO
0.07148864592094195,NO
0.1622922769061222,NO
0.0911081465154723,NO
0.37203097357965254,NO
0.06365824657057512,NO
0.4160697195556974,NO
0.14911110466633798,NO
0.36931933528609956,NO
0.10078013978712916,NO
0.06953104608335026,NO
0.3162901307966706,NO
0.07741944839186798,NO
0.5747223108378527,YES
0.20757808648241055,NO
0.507105362373481,YES
0.13255126011426582,NO
0.1257359125315391,NO
0.7024158232069835,YES
0.6156288970737508,YES
0.6687886082190192,YES
0.780328296743134,YES
0.24200284214494938,NO
0.03820944868188277,NO
0.6015776804617036,YES
0.25617006467329834,NO
0.7044749282213393,YES
0.23565151822742958,NO
0.18167976566804903,NO
0.17425538702473825,NO
0.21564049766538093,NO
0.06534033235695019,NO
0.8445085699370667,YES
0.056465879759867756,NO
0.7846930193439866,YES
0.12905658188567615,NO
0.7203822394942142,YES
0.3246280560308576,NO
0.299599779588759,NO
0.3894463617644499,NO
0.28314144021345083,NO
0.6420927467300832,YES
0.21401641483715667,NO
0.6696006496331314,YES
0.09719845712131317,NO
0.04119660102665236,NO
0.4772628404048606,YES
0.1284765523041675,NO
0.17677851570430092,NO
0.5361503436675271,YES
0.15172123778312693,NO
0.0557988457411328,NO
0.48126504451727037,YES
0.06686291000841041,NO
0.5256373075026827,YES
0.0919201879295844,NO
0.14740001740088743,NO
0.10399930396450219,NO
0.13410283924480149,NO
0.05545082799222761,NO
0.18868362286476612,NO
0.047910443432615066,NO
0.34152141759229715,NO
0.1280270293784983,NO
0.2310837852730489,NO
0.14267277631159186,NO
0.14138221049273514,NO
0.31779820770859313,NO
0.13981613062266174,NO
0.5230416751254314,YES
0.23117078971027522,NO
0.4959397929294394,YES
0.0557988457411328,NO
0.10150517676401496,NO
0.25544502769641253,YES
0.5695020446042748,YES
0.6095530872074476,YES
0.29590209100664133,YES
0.07721643803833997,NO
0.0,NO
0.23021374090078595,YES
0.16295931092485713,NO
0.2937414808155216,YES
0.13166671500246513,NO
0.1820857863751051,NO
0.20147327513703198,NO
0.19403439575418344,NO
0.03272816913662597,NO
0.7419013369681855,YES
0.04456077259940257,NO
0.6400191409761897,YES
0.08324874568603,NO
0.649473623154781,YES
0.16739653722339837,NO
0.08049360517386386,NO
0.12972361590441112,NO
0.09753197413068068,NO
0.16013166671500242,YES
0.05826397146254459,NO
0.19077172935819728,YES
0.3264261477335344,YES
0.2004292218903164,YES
0.12738899683883878,NO
0.05896000696035498,NO
