50Traced_NONETRACED_MAX_MULTI_LSA_10_MEDIAN,Associated
0.3496,NO
0.1819,NO
0.5722,NO
0.4329,NO
0.31,NO
0.2707,NO
0.4164,NO
0.2574,NO
0.4753,NO
1.0,YES
0.2887,NO
1.0,YES
0.3353,NO
0.35200000000000004,NO
0.2223,NO
0.1207,NO
0.3984,NO
0.318,NO
0.3529,NO
0.2574,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2044,NO
0.1652,NO
0.2387,NO
1.0,YES
0.7333,YES
0.1922,NO
0.1939,NO
0.2069,NO
0.1939,NO
0.301,NO
0.2282,NO
0.1872,NO
0.5717,YES
0.1652,NO
1.0,YES
0.1542,NO
0.6914,YES
0.1542,NO
0.1939,NO
0.2456,NO
0.1939,NO
0.1939,NO
0.1903,NO
0.1939,NO
0.2069,NO
0.3496,NO
0.294,NO
0.5722,NO
0.4329,NO
0.3765,NO
0.2707,NO
0.4164,NO
0.1316,NO
0.4753,NO
1.0,YES
0.3753,NO
1.0,YES
0.3104,NO
0.35200000000000004,NO
0.2136,NO
0.2431,NO
0.3984,NO
0.318,NO
0.3753,NO
0.294,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3753,NO
1.0,YES
1.0,YES
0.3356,NO
0.2044,NO
0.1909,NO
0.2862,NO
1.0,YES
0.7333,YES
0.2528,NO
0.2251,NO
0.1923,NO
0.2251,NO
0.3667,NO
0.285,NO
0.3845,NO
0.4268,YES
0.1909,NO
1.0,YES
0.1176,NO
0.568,YES
0.1398,NO
0.2251,NO
0.2456,NO
0.2251,NO
0.2251,NO
0.2201,NO
0.2251,NO
0.2862,NO
0.3229,NO
0.0849,NO
0.3603,YES
1.0,YES
1.0,YES
0.3951,YES
0.3189,NO
0.2493,NO
0.3603,YES
0.254,NO
0.6191,YES
0.254,NO
0.3877,NO
0.42,NO
0.2412,NO
0.1349,NO
1.0,YES
0.2254,NO
1.0,YES
0.2493,NO
1.0,YES
0.254,NO
0.254,NO
0.254,NO
0.254,NO
0.3603,YES
0.254,NO
0.6191,YES
0.3496,NO
0.0732,NO
0.5722,NO
0.4528,NO
0.4528,NO
0.289,NO
0.4164,NO
0.1225,NO
0.4753,NO
1.0,YES
0.4528,NO
1.0,YES
0.3104,NO
0.3337,NO
0.3104,NO
0.1207,NO
0.3984,NO
0.2156,NO
0.4528,NO
0.2019,NO
0.4528,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.4528,NO
0.1741,NO
0.1168,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.1327,NO
0.5227,YES
0.4576,NO
1.0,YES
0.2183,NO
0.2552,NO
0.3569,NO
0.3108,NO
0.1567,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.3798,NO
0.4576,NO
0.2959,NO
0.2229,NO
0.5820000000000001,YES
0.4576,NO
1.0,YES
0.3496,NO
0.0745,NO
0.5722,NO
0.4329,NO
0.42700000000000005,NO
0.3877,NO
0.4164,NO
0.2988,NO
0.4753,NO
1.0,YES
0.42700000000000005,NO
1.0,YES
0.3298,NO
0.35200000000000004,NO
0.4018,NO
0.1207,NO
0.3984,NO
0.318,NO
0.42700000000000005,NO
0.2988,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.42700000000000005,NO
0.32,NO
0.1339,NO
0.4128,NO
0.4329,NO
0.4156,NO
0.3855,NO
0.3004,NO
0.1133,NO
0.3429,NO
1.0,YES
0.3237,NO
1.0,YES
0.2244,NO
0.3511,NO
0.0665,NO
0.204,NO
0.4156,NO
0.318,NO
0.3529,NO
0.1309,NO
0.4378,NO
1.0,YES
0.9096,YES
1.0,YES
1.0,YES
0.3855,NO
0.7294,YES
0.3237,NO
0.3496,NO
0.0769,NO
0.5722,NO
0.4809,NO
0.4809,NO
0.3821,NO
0.4164,NO
0.2636,NO
0.4753,NO
1.0,YES
0.4809,NO
1.0,YES
0.3104,NO
0.35200000000000004,NO
0.2007,NO
0.1207,NO
0.3984,NO
0.2383,NO
0.4809,NO
0.2636,NO
0.4809,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.4809,NO
0.3496,NO
0.0714,NO
0.5722,NO
0.4329,NO
0.3847,NO
0.2707,NO
0.4164,NO
0.0829,NO
0.4753,NO
1.0,YES
0.2887,NO
1.0,YES
0.3221,NO
0.35200000000000004,NO
0.3435,NO
0.1207,NO
0.3984,NO
0.318,NO
0.3529,NO
0.1702,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.3133,NO
0.2538,NO
1.0,YES
0.5061,YES
0.5061,YES
1.0,YES
0.4093,NO
0.2734,NO
1.0,YES
0.5358,NO
0.679,YES
0.5358,NO
0.534,NO
0.2332,NO
0.3146,NO
0.2039,NO
0.3273,YES
0.2538,NO
0.5061,YES
0.2734,NO
0.5061,YES
0.5358,NO
0.5358,NO
0.5358,NO
0.5358,NO
0.7476,YES
0.5358,NO
1.0,YES
0.3183,NO
0.1547,NO
1.0,YES
0.2918,NO
0.2918,NO
0.9027,YES
0.4093,NO
0.1097,NO
1.0,YES
0.2104,NO
0.9027,YES
0.1578,NO
0.5231,NO
0.3965,NO
0.3254,NO
0.1747,NO
0.3623,NO
0.1411,NO
0.4144,NO
0.1451,NO
0.3458,NO
0.1991,NO
0.3121,NO
0.3796,NO
0.2166,NO
0.62,YES
0.4918,NO
1.0,YES
0.3229,NO
0.0928,NO
0.6149,YES
0.7449,YES
1.0,YES
0.6149,YES
0.3189,NO
0.2544,NO
0.6149,YES
0.6083,NO
0.6693,YES
0.5486,NO
0.4651,NO
0.42,NO
0.4308,NO
0.1049,NO
1.0,YES
0.2299,NO
1.0,YES
0.2544,NO
1.0,YES
0.5117,NO
0.6083,NO
0.5486,NO
0.5117,NO
0.5764,YES
0.6083,NO
0.6693,YES
0.2442,NO
0.1646,NO
1.0,YES
0.44,NO
0.5554,NO
1.0,YES
0.2676,NO
0.153,NO
0.784,YES
0.5177,NO
0.6707,YES
0.5177,NO
0.4162,NO
0.2197,NO
0.1803,NO
0.1775,NO
0.5554,NO
0.1654,NO
0.4421,NO
0.1338,NO
0.5554,NO
0.5177,NO
0.5177,NO
0.5289,NO
0.5177,NO
1.0,YES
0.5177,NO
0.6681,YES
0.3229,NO
0.1089,NO
0.5033,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.1327,NO
0.5227,YES
0.3027,NO
1.0,YES
0.2022,NO
0.2728,NO
0.42,NO
0.1785,NO
0.1567,NO
1.0,YES
0.1669,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.2793,NO
0.2456,NO
0.2229,NO
0.5820000000000001,YES
0.0987,NO
1.0,YES
1.0,YES
1.0,YES
0.3634,NO
0.3389,NO
0.3389,NO
0.2796,NO
1.0,YES
1.0,YES
0.2796,NO
0.2457,NO
0.3389,NO
0.2457,NO
0.4028,NO
0.3053,NO
0.2505,NO
0.8269,YES
0.1676,NO
1.0,YES
0.3389,NO
1.0,YES
0.3389,NO
0.2457,NO
0.2457,NO
0.2457,NO
0.2457,NO
0.228,NO
0.2457,NO
0.3389,NO
0.3527,NO
0.1531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4024,NO
0.1327,NO
1.0,YES
0.3027,NO
1.0,YES
0.3004,NO
0.5037,NO
0.3818,NO
0.3133,NO
0.1911,NO
0.4942,YES
0.2682,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.3458,NO
0.4753,NO
0.24,NO
0.8987,YES
0.578,NO
1.0,YES
0.3133,NO
0.079,NO
1.0,YES
0.6385,YES
0.6385,YES
1.0,YES
0.4093,NO
0.2465,NO
1.0,YES
0.5579999999999999,NO
1.0,YES
0.5579999999999999,NO
0.534,NO
0.293,NO
0.2404,NO
0.1911,NO
0.4064,YES
0.2682,NO
0.6385,YES
0.2465,NO
0.6385,YES
0.5579999999999999,NO
0.5579999999999999,NO
0.5579999999999999,NO
0.5579999999999999,NO
1.0,YES
0.578,NO
1.0,YES
0.3527,NO
0.1531,NO
1.0,YES
0.4498,YES
0.5239,YES
1.0,YES
0.3069,NO
0.1622,NO
0.9051,YES
0.5289,NO
1.0,YES
0.5289,NO
0.4413,NO
0.187,NO
0.18,NO
0.2034,NO
0.5239,YES
0.1975,NO
0.4591,YES
0.1773,NO
0.5239,YES
0.5289,NO
0.5289,NO
0.5289,NO
0.5289,NO
1.0,YES
0.5289,NO
1.0,YES
0.3527,NO
0.1531,NO
1.0,YES
0.5636,YES
0.5636,YES
1.0,YES
0.4024,NO
0.1358,NO
1.0,YES
0.4462,NO
1.0,YES
0.4462,NO
0.534,NO
0.2586,NO
0.3489,NO
0.1911,NO
0.4013,YES
0.2682,NO
0.5636,YES
0.2433,NO
0.5636,YES
0.4462,NO
0.4462,NO
0.5187,NO
0.4462,NO
0.9648,YES
0.578,NO
1.0,YES
0.3229,NO
0.1995,NO
0.2369,YES
1.0,YES
1.0,YES
0.5022,YES
0.3189,NO
0.1881,NO
0.2418,YES
0.415,NO
0.44299999999999995,YES
0.415,NO
0.293,NO
0.42,NO
0.3569,NO
0.1698,NO
1.0,YES
0.17,NO
1.0,YES
0.1995,NO
1.0,YES
0.2843,NO
0.3774,NO
0.415,NO
0.1304,NO
0.2578,YES
0.2377,NO
0.44299999999999995,YES
0.3229,NO
0.1414,NO
0.4751,YES
0.7449,YES
1.0,YES
0.5022,YES
0.3189,NO
0.1037,NO
0.4751,YES
0.3569,NO
0.6109,YES
0.3569,NO
0.20800000000000002,NO
0.42,NO
0.1048,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1857,NO
1.0,YES
0.3569,NO
0.3569,NO
0.3569,NO
0.3569,NO
0.3555,YES
0.3569,NO
0.6109,YES
0.4042,NO
0.19,NO
0.1512,NO
0.3716,NO
0.2654,NO
0.301,NO
0.1415,NO
0.1364,NO
0.6384,NO
0.2736,NO
0.3096,NO
0.2082,NO
1.0,YES
0.758,YES
1.0,YES
0.1545,NO
