50Traced_NONETRACED_MAX_MULTI_VSM_75_MAX,Associated
0.3496,NO
0.0652,NO
0.2287,NO
0.4329,NO
0.31,NO
0.6333,NO
0.3258,NO
0.1819,NO
0.1898,NO
1.0,YES
0.2887,NO
1.0,YES
0.3104,NO
0.35200000000000004,NO
0.2223,NO
0.3282,NO
0.4327,NO
0.318,NO
0.2102,NO
0.2179,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.7677,YES
0.1805,NO
1.0,YES
0.2458,NO
1.0,YES
0.408,YES
0.3362,NO
0.2796,NO
0.1563,NO
0.2444,NO
1.0,YES
1.0,YES
0.2796,NO
0.1939,NO
0.3034,NO
0.1443,NO
0.301,NO
0.3413,NO
0.301,NO
1.0,YES
0.2278,NO
1.0,YES
0.2165,NO
1.0,YES
0.2796,NO
0.2425,NO
0.2289,NO
0.1597,NO
0.2425,NO
0.3034,NO
0.1939,NO
0.3034,NO
0.3088,NO
0.1534,NO
0.2287,NO
0.4177,NO
0.31,NO
0.4016,NO
0.3258,NO
0.0863,NO
0.2187,NO
1.0,YES
0.2785,NO
1.0,YES
0.205,NO
0.35200000000000004,NO
0.2136,NO
0.3167,NO
0.4175,NO
0.3069,NO
0.271,NO
0.1755,NO
0.4224,NO
1.0,YES
1.0,YES
1.0,YES
0.7613,YES
0.2487,NO
0.5483,YES
0.2487,NO
1.0,YES
0.2106,YES
0.3559,NO
0.3559,NO
0.1989,NO
0.2306,NO
0.3908,YES
1.0,YES
0.3559,NO
0.2193,NO
0.2862,NO
0.2187,NO
0.3667,NO
0.3845,NO
0.3845,NO
1.0,YES
0.2013,NO
0.904,YES
0.2148,NO
1.0,YES
0.3559,NO
0.316,NO
0.2187,NO
0.2187,NO
0.316,NO
0.2862,NO
0.1582,NO
0.2862,NO
0.2493,NO
0.08199999999999999,NO
0.6191,YES
1.0,YES
0.7797,YES
0.5022,YES
0.2525,NO
0.2493,NO
0.6191,YES
0.254,NO
0.4224,YES
0.1787,NO
0.2917,NO
0.3553,NO
0.3553,NO
0.2493,NO
1.0,YES
0.2254,NO
1.0,YES
0.2493,NO
1.0,YES
0.2431,NO
0.3397,NO
0.4471,NO
0.0812,NO
0.4224,YES
0.2751,NO
0.4224,YES
0.32,NO
0.0732,NO
0.4528,NO
0.4528,NO
0.3613,NO
0.4162,NO
0.3258,NO
0.1225,NO
0.4528,NO
1.0,YES
0.4052,NO
1.0,YES
0.1987,NO
0.35200000000000004,NO
0.1689,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3132,NO
0.2019,NO
0.4528,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4052,NO
0.6231,YES
0.4052,NO
0.1542,NO
0.0804,NO
0.5253,YES
1.0,YES
0.6115,YES
0.5022,YES
0.1719,NO
0.0697,NO
0.5253,YES
0.4576,NO
0.4131,YES
0.4576,NO
0.2552,NO
0.3108,NO
0.3108,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1597,NO
1.0,YES
0.4576,NO
0.4576,NO
0.4576,NO
0.1295,NO
0.3891,YES
0.2335,NO
0.2294,YES
0.2988,NO
0.1149,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.31,NO
0.3877,NO
0.3258,NO
0.3096,NO
0.42700000000000005,NO
1.0,YES
0.4218,NO
1.0,YES
0.3298,NO
0.4018,NO
0.4018,NO
0.3096,NO
0.21100000000000002,NO
0.3096,NO
0.2577,NO
0.3096,NO
0.42700000000000005,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4218,NO
0.4757,YES
0.4218,NO
0.3496,NO
0.1339,NO
0.3061,NO
0.4156,NO
0.2335,NO
0.6333,NO
0.2376,NO
0.1133,NO
0.2276,NO
1.0,YES
0.2655,NO
0.9199,YES
0.3104,NO
0.2568,NO
0.1078,NO
0.3019,NO
0.4156,NO
0.2925,NO
0.4156,NO
0.1309,NO
0.4156,NO
1.0,YES
0.8367,YES
0.9199,YES
1.0,YES
0.3905,NO
1.0,YES
0.2261,NO
0.3496,NO
0.0769,NO
0.4809,NO
0.4809,NO
0.3827,NO
0.6333,NO
0.293,NO
0.2636,NO
0.4809,NO
1.0,YES
0.2964,NO
0.8995,YES
0.3649,NO
0.3547,NO
0.3649,NO
0.2636,NO
0.3984,NO
0.2383,NO
0.2902,NO
0.2636,NO
0.4809,NO
0.8995,YES
0.8995,YES
0.8995,YES
0.8232,YES
0.2964,NO
1.0,YES
0.21,NO
0.237,NO
0.0714,NO
0.3649,NO
0.3649,NO
0.3847,NO
0.3083,NO
0.3087,NO
0.0829,NO
0.3649,NO
0.9475,YES
0.2138,NO
0.9475,YES
0.3221,NO
0.3435,NO
0.3435,NO
0.2431,NO
0.3204,NO
0.2355,NO
0.263,NO
0.1702,NO
0.3847,NO
0.9475,YES
0.9475,YES
0.9475,YES
0.7316,YES
0.2124,NO
0.4743,YES
0.2042,NO
0.3618,NO
0.146,NO
1.0,YES
0.5061,YES
0.2829,YES
1.0,YES
0.4093,NO
0.2734,NO
1.0,YES
0.1531,NO
1.0,YES
0.1578,NO
0.4524,NO
0.474,NO
0.3885,NO
0.2771,NO
0.4136,YES
0.2471,NO
0.5522,YES
0.2734,NO
0.5061,YES
0.2462,NO
0.3547,NO
0.6069,NO
0.242,NO
1.0,YES
0.578,NO
0.6631,YES
0.3618,NO
0.1547,NO
1.0,YES
0.6395,NO
0.2717,NO
0.8451,YES
0.4093,NO
0.1097,NO
1.0,YES
0.4965,NO
1.0,YES
0.2942,NO
0.5231,NO
0.474,NO
0.5231,NO
0.184,NO
0.6395,NO
0.1398,NO
0.6395,NO
0.1451,NO
0.6395,NO
0.2942,NO
0.3547,NO
0.518,NO
0.2244,NO
1.0,YES
0.4965,NO
0.7318,YES
0.289,NO
0.11599999999999999,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.3014,NO
0.3014,NO
1.0,YES
0.6231,NO
0.6062,YES
0.5486,NO
0.3536,NO
0.4308,NO
0.4308,NO
0.3014,NO
0.6773,YES
0.3014,NO
0.6773,YES
0.304,NO
1.0,YES
0.5486,NO
0.499,NO
0.5486,NO
0.1991,NO
0.6062,YES
0.6231,NO
0.5285,YES
0.2043,NO
0.1646,NO
1.0,YES
0.5554,NO
0.2459,NO
1.0,YES
0.3433,NO
0.153,NO
1.0,YES
0.3773,NO
1.0,YES
0.3773,NO
0.534,NO
0.3856,NO
0.2898,NO
0.1775,NO
0.5554,NO
0.1654,NO
0.5554,NO
0.1338,NO
0.5554,NO
0.3773,NO
0.3432,NO
0.3901,NO
0.242,NO
1.0,YES
0.5169,NO
1.0,YES
0.2522,NO
0.0804,NO
0.4187,YES
1.0,YES
1.0,YES
0.5022,YES
0.3189,NO
0.0404,NO
0.2445,YES
0.1538,NO
0.4131,YES
0.2022,NO
0.2531,NO
