50Traced_NONETRACED_SUM_MULTI_LSA_85_MAX,Associated
1.3415,NO
0.2511,NO
1.2388,NO
1.1118,NO
0.5043,NO
1.6866,NO
1.6598,NO
0.5849,NO
0.9521,NO
3.228,YES
0.6583,NO
2.9032,YES
0.8992,NO
0.6511,NO
0.2367,NO
0.5267,NO
1.46,NO
0.7839,NO
1.7497,NO
0.3654,NO
1.0166,NO
3.2191,YES
3.6584,YES
3.0019,YES
2.0893,YES
1.1817,NO
2.998,YES
0.9996,NO
2.7639,YES
1.5328,YES
1.2231,NO
1.167,NO
0.4316,NO
1.5044,NO
2.6814,YES
2.3795,YES
1.1021,NO
0.8367,NO
1.1194,NO
0.6756,NO
0.8009999999999999,NO
1.0749,NO
0.4586,NO
2.1965,YES
0.6286,NO
2.3977,YES
0.8098,NO
1.8161,YES
0.3701,NO
0.8484,NO
1.1687,NO
0.9658,NO
0.3946,NO
1.1054,NO
1.0111,NO
0.9563,NO
1.0282,NO
0.2747,NO
1.3163,NO
0.8904,NO
0.4465,NO
1.5390000000000001,NO
1.4794,NO
0.3972,NO
1.0559,NO
3.1058,YES
0.6299,NO
2.4166,YES
0.9363,NO
0.5966,NO
0.4,NO
0.3918,NO
1.1601,NO
0.5725,NO
1.5103,NO
0.1986,NO
1.0484,NO
2.9996,YES
3.2658,YES
2.5357,YES
1.8591,YES
1.3422,NO
2.6541,YES
1.3643,NO
3.2616,YES
1.5777,YES
1.0486,NO
1.2904,NO
0.6498,NO
1.6071,NO
3.3644,YES
3.0391,YES
0.8338,NO
0.5416,NO
1.0494,NO
0.5282,NO
0.9777,NO
1.0414,NO
0.33,NO
2.9752,YES
0.9478,NO
3.0983,YES
0.5124,NO
2.0989,YES
0.3023,NO
0.3883,NO
1.2435,NO
0.5501,NO
0.3231,NO
1.0126,NO
0.7774,NO
0.9379,NO
1.5529,NO
0.3453,NO
1.4697,YES
4.0563,YES
3.667,YES
2.1363,YES
1.4815,NO
0.5716,NO
1.4486,YES
1.5099,NO
1.3931,YES
0.7246,NO
1.0692,NO
1.7044,NO
0.5836,NO
0.8478,NO
3.9797,YES
0.8142,NO
3.8132,YES
0.5392,NO
3.1757,YES
1.1059999999999999,NO
1.4515,NO
1.5599,NO
0.7414,NO
1.7465,YES
1.3363,NO
1.6934,YES
2.1447,NO
0.6578,NO
1.9468,NO
2.1677,NO
1.3964,NO
2.6546,NO
2.4872,NO
1.1377,NO
1.6452,NO
3.7412,YES
1.4548,NO
3.1387,YES
1.6102,NO
1.6777,NO
0.8518,NO
1.0607,NO
2.1797,NO
1.3803,NO
2.5178,NO
0.9488,NO
1.6036,NO
3.5515,YES
4.3052,YES
3.6275,YES
2.3369,YES
1.8677,NO
3.5098,YES
2.0663,NO
1.2031,NO
0.2292,NO
0.9786,YES
3.1547,YES
2.6789,YES
1.7716,YES
0.9166,NO
0.34,NO
1.7207,YES
1.1691,NO
1.4822,YES
0.5181,NO
0.9981,NO
1.4347,NO
0.9417,NO
0.5249,NO
2.6299,YES
0.5434,NO
3.0393,YES
0.5446,NO
2.2732,YES
1.0482,NO
1.0336,NO
1.2377,NO
0.5382,NO
1.4481,YES
1.3186,NO
1.7323,YES
1.2527,NO
0.2225,NO
1.1520000000000001,NO
1.1105,NO
0.2766,NO
1.3724,NO
1.0322,NO
0.1536,NO
0.9733,NO
3.0809,YES
0.6875,NO
2.9387,YES
1.3547,NO
1.26,NO
0.8587,NO
0.2271,NO
1.344,NO
0.4636,NO
1.4245,NO
0.2256,NO
0.8056,NO
2.7249,YES
3.3926,YES
2.7933,YES
2.1893,YES
1.1363,NO
3.0175,YES
1.0848,NO
0.8706,NO
0.2084,NO
1.4132,NO
0.815,NO
0.386,NO
1.6675,NO
1.2342,NO
0.3675,NO
0.9675,NO
2.7006,YES
0.9174,NO
2.3796,YES
0.8481,NO
0.8209,NO
0.3256,NO
0.2458,NO
0.9896,NO
0.4076,NO
1.5985,NO
0.3107,NO
0.9386,NO
2.6839,YES
2.9795,YES
2.8429,YES
1.7385,YES
1.2621,NO
2.2844,YES
1.3577,NO
1.1419,NO
0.1969,NO
1.3616,NO
0.9719,NO
0.7121,NO
1.3989,NO
1.7406,NO
0.7252,NO
0.6658,NO
3.3043,YES
0.5711,NO
2.5801,YES
0.6459999999999999,NO
0.5134,NO
0.2007,NO
0.5287,NO
1.4362,NO
0.8385,NO
1.4606,NO
0.4078,NO
1.0736,NO
3.0983,YES
3.593,YES
2.6799,YES
2.0980000000000003,YES
1.1985,NO
2.7342,YES
1.131,NO
1.1708,NO
0.3936,NO
1.2772,NO
1.0299,NO
0.6875,NO
1.1909,NO
1.4047,NO
0.5287,NO
0.5568,NO
3.2299,YES
0.5377,NO
2.5358,YES
0.89,NO
0.7931,NO
0.4698,NO
0.5639,NO
1.3705,NO
0.7368,NO
1.574,NO
0.3434,NO
1.2661,NO
2.9665,YES
3.2157,YES
2.5863,YES
2.0837,YES
1.0533,NO
2.6091,YES
1.0197,NO
1.5491,NO
0.4508,NO
4.4687,YES
2.0476,YES
1.0415,YES
5.78,YES
1.7891,NO
0.519,NO
4.7431,YES
1.2784,NO
4.7169,YES
1.17,NO
1.9338,NO
2.04,NO
0.5336,NO
0.6223,NO
1.5072,YES
0.3534,NO
3.1634,YES
0.4799,NO
1.1179999999999999,YES
1.5669,NO
1.6029,NO
2.3487,NO
0.6882,NO
4.4722,YES
1.9912,NO
5.2272,YES
1.3521,NO
0.402,NO
2.8729,YES
1.6067,NO
0.9449,NO
3.4964,YES
1.1308,NO
0.2913,NO
3.0403,YES
1.113,NO
2.8896,YES
1.0653,NO
2.0689,NO
2.0862,NO
0.82,NO
0.5427,NO
1.4972,NO
0.3796,NO
1.666,NO
0.4907,NO
0.4274,NO
0.9232,NO
1.6576,NO
1.6579,NO
0.8643,NO
2.7127,YES
1.2777,NO
2.8709,YES
1.7483,NO
0.3476,NO
3.3708,YES
3.8929,YES
3.5577,YES
3.7196,YES
1.974,NO
0.5367,NO
3.4183,YES
2.0116,NO
2.8169,YES
1.3114,NO
1.4711,NO
1.6712,NO
0.4816,NO
0.9503,NO
3.9862,YES
0.6986,NO
4.4591,YES
0.5576,NO
3.6329,YES
1.9664,NO
1.9449,NO
2.0807,NO
1.2911,NO
3.3889,YES
2.1212,NO
3.6307,YES
0.4625,NO
0.1859,NO
1.9401,YES
0.9187,NO
0.7025,NO
2.9435,YES
1.0008,NO
0.153,NO
2.675,YES
0.5451,NO
2.1684,YES
0.2703,NO
1.0017,NO
0.9273,NO
0.3392,NO
0.3132,NO
0.462,NO
0.1654,NO
1.5187,NO
0.1556,NO
0.9914,NO
0.8461,NO
0.6139,NO
0.7019,NO
0.21600000000000003,NO
2.2691,YES
0.8471,NO
2.8872,YES
1.065,NO
0.3217,NO
0.9279,YES
3.4713,YES
3.0914,YES
1.3345,YES
1.3141,NO
0.3723,NO
0.7255,YES
1.0332,NO
0.5115,YES
0.3964,NO
0.2964,NO
0.9701,NO
0.2487,NO
0.5827,NO
3.1352,YES
0.6638,NO
3.0106,YES
0.434,NO
2.5748,YES
0.8179,NO
1.1872,NO
1.1237,NO
0.5089,NO
0.9590000000000001,YES
0.8014,NO
0.8793,YES
2.5299,YES
1.3530000000000002,YES
1.4378,NO
1.1421,NO
0.595,NO
