50Traced_NONETRACED_SUM_RAW_VSM_61_MEDIAN,Associated
0.3769,NO
0.068,NO
0.6037,NO
0.6086,NO
0.5583,NO
0.6896,NO
0.0967,NO
0.1593,NO
0.6312,NO
1.6333,YES
0.4521,NO
1.3517,YES
0.3484,NO
0.4285,NO
0.2223,NO
0.3459,NO
0.4468,NO
0.3782,NO
0.2247,NO
0.3281,NO
0.271,NO
1.3864,YES
1.6937,YES
1.4906,YES
1.4224,YES
0.5696,NO
1.6580000000000001,YES
0.2014,NO
2.4819,YES
1.4277,YES
0.5216,NO
0.2616,NO
0.2985,NO
0.5722,NO
1.5961,YES
1.0592,YES
0.3656,NO
0.3434,NO
0.3716,NO
0.2415,NO
0.2443,NO
0.4208,NO
0.1551,NO
1.2878,YES
0.1753,NO
1.8097,YES
0.2707,NO
1.4164,YES
0.2332,NO
0.2023,NO
0.331,NO
0.2183,NO
0.2016,NO
0.38799999999999996,NO
0.3912,NO
0.2548,NO
0.6569,NO
0.3462,NO
0.6923,NO
0.6426,NO
0.6709999999999999,NO
0.9235,NO
0.4758,NO
0.3602,NO
0.8312,NO
2.0197,YES
0.7178,NO
1.1721,YES
0.259,NO
0.6491,NO
0.2337,NO
0.3214,NO
0.7162,NO
0.5549,NO
0.3685,NO
0.3937,NO
0.40399999999999997,NO
1.1096,YES
2.1391,YES
1.3098,YES
1.1472,YES
0.562,NO
1.3188,YES
0.5441,NO
2.3275,YES
1.2586,YES
0.6847,NO
0.6672,NO
0.4025,NO
0.8722,NO
1.4398,YES
1.4291,YES
0.7969,NO
0.4097,NO
0.6484,NO
0.1582,NO
0.2812,NO
0.5967,NO
0.2075,NO
1.4501,YES
0.3805,NO
2.1454,YES
0.2332,NO
1.3869999999999998,YES
0.4747,NO
0.1625,NO
0.2985,NO
0.4996,NO
0.1473,NO
0.5075,NO
0.3898,NO
0.4439,NO
0.723,NO
0.3204,NO
0.7749,YES
1.6392,YES
1.7775,YES
1.3903,YES
0.5411,NO
0.3137,NO
1.2543,YES
0.3501,NO
0.9475,YES
0.2964,NO
0.4364,NO
0.3339,NO
0.2394,NO
0.2876,NO
1.3366,YES
0.4719,NO
2.069,YES
0.4305,NO
1.3744,YES
0.3748,NO
0.5691,NO
0.3828,NO
0.3224,NO
0.809,YES
0.5515,NO
0.6884,YES
0.684,NO
0.2628,NO
0.769,NO
0.9064,NO
0.8383,NO
0.8104,NO
0.3472,NO
0.2457,NO
0.8436,NO
2.1155,YES
0.7486,NO
1.6224,YES
0.4262,NO
0.655,NO
0.1689,NO
0.4398,NO
0.6347,NO
0.5585,NO
0.4133,NO
0.4897,NO
0.4706,NO
1.6279,YES
2.2982,YES
1.7751,YES
1.6134,YES
0.7688,NO
1.9501,YES
0.3663,NO
0.6047,NO
0.198,NO
0.8979,YES
2.1335,YES
2.0234,YES
1.2309999999999999,YES
0.4511,NO
0.1392,NO
0.9326,YES
0.3895,NO
0.8099,YES
0.2198,NO
0.5636,NO
0.4593,NO
0.26,NO
0.2112,NO
1.9796,YES
0.2893,NO
3.2513,YES
0.39399999999999996,NO
1.5316,YES
0.4504,NO
0.8616,NO
0.5876,NO
0.2544,NO
0.7048,YES
0.5598,NO
0.7465,YES
0.7240000000000001,NO
0.4701,NO
0.6268,NO
0.4868,NO
0.7118,NO
1.0258,NO
0.6601,NO
0.4028,NO
1.0254,NO
2.521,YES
0.9303,NO
1.705,YES
0.3254,NO
0.7859999999999999,NO
0.3336,NO
0.2402,NO
0.6099,NO
0.5885,NO
0.2911,NO
0.3472,NO
0.5262,NO
1.2539,YES
2.6615,YES
1.7925,YES
1.6481,YES
0.8274,NO
1.8614,YES
0.5477,NO
0.3936,NO
0.2378,NO
0.48700000000000004,NO
0.3055,NO
0.467,NO
1.1199,NO
0.3075,NO
0.2574,NO
0.7602,NO
1.8901,YES
0.6644,NO
1.0205,YES
0.2182,NO
0.4225,NO
0.0952,NO
0.204,NO
0.5182,NO
0.349,NO
0.31,NO
0.223,NO
0.2819,NO
0.9142,YES
1.9473,YES
1.3409,YES
1.0439,YES
0.853,NO
1.2641,YES
0.4556,NO
0.5403,NO
0.1205,NO
0.8736,NO
0.8905,NO
0.8967,NO
1.0796,NO
0.1684,NO
0.2135,NO
0.9194,NO
2.5999,YES
0.7715,NO
1.6935,YES
0.3613,NO
0.5769,NO
0.2007,NO
0.4161,NO
0.6678,NO
0.4796,NO
0.3254,NO
0.4233,NO
0.6017,NO
1.7868,YES
2.6917,YES
1.9753,YES
1.6908,YES
0.9367,NO
2.0617,YES
0.4222,NO
0.3161,NO
0.1067,NO
0.5616,NO
0.8532,NO
0.8033,NO
0.8761,NO
0.2769,NO
0.1888,NO
0.8238,NO
2.7508,YES
0.7021,NO
2.2436,YES
0.4512,NO
0.6439,NO
0.2312,NO
0.2333,NO
0.8925,NO
0.3841,NO
0.4696,NO
0.2579,NO
0.4925,NO
1.8132,YES
2.9322,YES
2.3948,YES
2.2949,YES
0.8679,NO
2.5453,YES
0.3651,NO
0.996,NO
0.5145,NO
1.685,YES
0.9657,YES
0.9092,YES
3.7857,YES
0.7199,NO
0.4733,NO
2.9463,YES
0.6419,NO
2.1057,YES
0.4475,NO
0.6201,NO
0.4643,NO
0.3372,NO
0.3822,NO
0.7822,YES
0.5497,NO
0.7719,YES
0.6081,NO
0.7134,YES
0.4475,NO
0.5776,NO
0.7062,NO
0.7274,NO
2.3316,YES
1.0312,NO
2.1556,YES
0.5446,NO
0.2219,NO
1.3399,YES
0.7685,NO
0.7982,NO
2.6282,YES
0.4681,NO
0.212,NO
2.6975,YES
0.3849,NO
1.8542,YES
0.322,NO
0.6127,NO
0.5536,NO
0.4761,NO
0.171,NO
0.5589999999999999,NO
0.2033,NO
0.8838,NO
0.3108,NO
0.5727,NO
0.3033,NO
0.4531,NO
0.5327,NO
0.5381,NO
1.6304,YES
0.6335,NO
1.3891,YES
0.5219,NO
0.2453,NO
1.0208,YES
1.4081,YES
1.7613,YES
1.4024,YES
0.5099,NO
0.1541,NO
1.5494,YES
0.2328,NO
1.1262,YES
0.1383,NO
0.4587,NO
0.4999,NO
0.3891,NO
0.0695,NO
1.1649,YES
0.2349,NO
2.036,YES
0.271,NO
1.2407,YES
0.2397,NO
0.35100000000000003,NO
0.3227,NO
0.1833,NO
0.5604,YES
0.3144,NO
0.7218,YES
0.1958,NO
0.1646,NO
0.7642,YES
0.2728,NO
0.3183,NO
1.6707,YES
0.3575,NO
0.153,NO
1.3247,YES
0.4126,NO
1.2511,YES
0.3594,NO
0.2832,NO
0.3946,NO
0.23399999999999999,NO
0.1775,NO
0.2653,NO
0.1654,NO
0.5261,NO
0.1316,NO
0.2727,NO
0.2218,NO
0.532,NO
0.8082,NO
0.4546,NO
1.2209999999999999,YES
0.6208,NO
0.5081,YES
0.503,NO
0.1615,NO
0.5406,YES
1.0379,YES
1.5297,YES
0.7668,YES
0.2777,NO
0.1641,NO
0.4886,YES
0.3962,NO
0.3608,YES
0.3452,NO
0.3627,NO
0.2367,NO
0.1785,NO
0.1493,NO
1.0333,YES
0.3029,NO
2.3224,YES
0.2395,NO
1.0918,YES
0.3322,NO
0.601,NO
0.449,NO
0.3878,NO
0.4294,YES
0.6517,NO
0.4571,YES
2.4065,YES
1.4166,YES
0.3792,NO
0.5433,NO
0.2192,NO
0.4027,NO
1.5887,YES
1.4669,YES
0.2495,NO
0.2227,NO
0.2175,NO
0.0744,NO
0.2187,NO
0.5696,NO
0.2431,NO
1.4428,YES
0.3428,NO
2.1558,YES
0.2597,NO
1.3827,YES
0.2508,NO
0.102,NO
0.1559,NO
0.3586,NO
0.1193,NO
0.2177,NO
0.2083,NO
0.1768,NO
0.4858,NO
0.2686,NO
2.0118,YES
0.7711,YES
