50Traced_NONETRACED_MAX_MULTI_LSA_43_MEDIAN,Associated
0.1355,NO
0.0652,NO
0.5722,NO
0.2164,NO
0.2383,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.4753,NO
1.0,YES
0.1038,NO
1.0,YES
0.3555,NO
0.2635,NO
0.3353,NO
0.1207,NO
0.3984,NO
0.188,NO
0.3844,NO
0.2179,NO
0.1995,NO
0.5044,YES
0.6533,YES
1.0,YES
0.5193,YES
0.4758,NO
0.7756,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.1563,NO
0.2796,NO
1.0,YES
1.0,YES
0.2796,NO
0.1789,NO
0.2796,NO
0.1189,NO
0.301,NO
0.3144,NO
0.301,NO
1.0,YES
0.2044,NO
1.0,YES
0.2796,NO
1.0,YES
0.1398,NO
0.1789,NO
0.2456,NO
0.1789,NO
0.1087,NO
0.2673,NO
0.2142,NO
0.2796,NO
0.32,NO
0.1534,NO
0.5722,NO
0.5644,NO
0.3765,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.4753,NO
1.0,YES
0.3753,NO
1.0,YES
0.3104,NO
0.3511,NO
0.2728,NO
0.1919,NO
0.4327,NO
0.318,NO
0.3844,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.4758,NO
1.0,YES
0.3753,NO
1.0,YES
1.0,YES
0.3356,NO
0.3559,NO
0.2013,NO
0.3559,NO
1.0,YES
1.0,YES
0.3559,NO
0.316,NO
0.3559,NO
0.316,NO
0.3667,NO
0.3144,NO
0.3667,NO
0.4268,YES
0.1759,NO
1.0,YES
0.3559,NO
1.0,YES
0.1617,NO
0.2187,NO
0.2456,NO
0.316,NO
0.1641,NO
0.2862,NO
0.1746,NO
0.3559,NO
0.3229,NO
0.2493,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.3189,NO
0.2011,NO
1.0,YES
0.3027,NO
1.0,YES
0.1702,NO
0.3877,NO
0.3376,NO
0.3877,NO
0.2493,NO
0.594,YES
0.2254,NO
1.0,YES
0.2011,NO
1.0,YES
0.1371,NO
0.5347,NO
0.3056,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.3071,NO
0.0732,NO
0.3565,NO
0.5644,NO
0.3613,NO
0.4528,NO
0.3258,NO
0.1225,NO
0.4528,NO
1.0,YES
0.4528,NO
1.0,YES
0.3166,NO
0.24,NO
0.3166,NO
0.0774,NO
0.36,NO
0.2156,NO
0.4528,NO
0.2019,NO
0.3613,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.4052,NO
0.6779,YES
0.4528,NO
0.1741,NO
0.174,NO
0.4187,YES
1.0,YES
1.0,YES
0.5253,YES
0.1719,NO
0.11800000000000001,NO
0.5253,YES
0.4066,NO
0.5253,YES
0.4066,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.174,NO
0.5396,YES
0.1669,NO
1.0,YES
0.142,NO
1.0,YES
0.2049,NO
0.3269,NO
0.4471,NO
0.2111,NO
0.3057,YES
0.2335,NO
0.5253,YES
0.32,NO
0.3096,NO
0.2809,NO
0.5644,NO
0.3069,NO
0.42700000000000005,NO
0.3258,NO
0.3096,NO
0.42700000000000005,NO
1.0,YES
0.42700000000000005,NO
0.7607,YES
0.4316,NO
0.3511,NO
0.4316,NO
0.2988,NO
0.4327,NO
0.318,NO
0.42700000000000005,NO
0.3096,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.395,YES
0.4218,NO
1.0,YES
0.42700000000000005,NO
0.32,NO
0.1339,NO
0.5722,NO
0.5644,NO
0.4156,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.4753,NO
1.0,YES
0.2887,NO
1.0,YES
0.3104,NO
0.3511,NO
0.1078,NO
0.204,NO
0.4327,NO
0.318,NO
0.4156,NO
0.1309,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.4758,NO
1.0,YES
0.3271,NO
0.2762,NO
0.0769,NO
0.5722,NO
0.5077,NO
0.2694,NO
0.6333,NO
0.4164,NO
0.1204,NO
0.4809,NO
0.8995,YES
0.4809,NO
1.0,YES
0.3547,NO
0.2629,NO
0.2201,NO
0.1207,NO
0.3984,NO
0.2026,NO
0.4809,NO
0.1912,NO
0.2789,NO
0.8995,YES
0.8995,YES
1.0,YES
0.4275,YES
0.4758,NO
0.7756,YES
0.4809,NO
0.32,NO
0.2173,NO
0.5722,NO
0.5644,NO
0.3069,NO
0.6333,NO
0.4164,NO
0.2562,NO
0.4753,NO
1.0,YES
0.3649,NO
1.0,YES
0.3435,NO
0.3511,NO
0.3221,NO
0.2173,NO
0.4327,NO
0.318,NO
0.3844,NO
0.2562,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.5193,YES
0.4758,NO
1.0,YES
0.3649,NO
0.3618,NO
0.2538,NO
1.0,YES
0.5061,YES
0.4136,YES
1.0,YES
0.4024,NO
0.2538,NO
1.0,YES
0.2378,NO
1.0,YES
0.1983,NO
0.534,NO
0.4456,NO
0.1849,NO
0.2039,NO
0.4013,YES
0.2682,NO
0.5522,YES
0.308,NO
0.4136,YES
0.1984,NO
0.3547,NO
0.6069,NO
0.24,NO
1.0,YES
0.5104,NO
1.0,YES
0.2333,NO
0.1547,NO
1.0,YES
0.6395,NO
0.6395,NO
0.8451,YES
0.2068,NO
0.1097,NO
1.0,YES
0.2378,NO
0.606,YES
0.4965,NO
0.3908,NO
0.4456,NO
0.2648,NO
0.184,NO
0.4013,NO
0.1398,NO
0.6395,NO
0.1451,NO
0.6395,NO
0.2505,NO
0.3458,NO
0.518,NO
0.24,NO
0.6869,YES
0.3853,NO
0.7318,YES
0.3229,NO
0.3014,NO
0.6062,YES
1.0,YES
1.0,YES
1.0,YES
0.3189,NO
0.3014,NO
1.0,YES
0.6083,NO
1.0,YES
0.5117,NO
0.4651,NO
0.3525,NO
0.4651,NO
0.2544,NO
0.594,YES
0.3014,NO
1.0,YES
0.3014,NO
1.0,YES
0.6083,NO
0.6083,NO
0.6083,NO
0.2658,NO
0.5820000000000001,YES
0.5486,NO
1.0,YES
0.2442,NO
0.1646,NO
0.5633,YES
0.2238,NO
0.2298,NO
0.6327,YES
0.2156,NO
0.153,NO
0.784,YES
0.3096,NO
0.6707,YES
0.5177,NO
0.4238,NO
0.2197,NO
0.2898,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3593,NO
0.1013,NO
0.2663,NO
0.2612,NO
0.3773,NO
0.5289,NO
0.21600000000000003,NO
0.5422,YES
0.5169,NO
0.7795,YES
0.3229,NO
0.0804,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.3189,NO
0.1327,NO
1.0,YES
0.3027,NO
1.0,YES
0.1827,NO
0.3002,NO
0.2225,NO
0.2728,NO
0.1729,NO
0.5849,YES
0.1669,NO
1.0,YES
0.1347,NO
1.0,YES
0.1371,NO
0.462,NO
0.4471,NO
0.2229,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
1.0,YES
1.0,YES
0.3634,NO
0.2044,NO
0.1473,NO
0.2387,NO
1.0,YES
1.0,YES
0.2796,NO
0.2808,NO
0.1797,NO
0.2808,NO
0.2131,NO
0.3144,NO
0.1446,NO
1.0,YES
0.2044,NO
1.0,YES
0.1289,NO
1.0,YES
0.1398,NO
0.2273,NO
0.2456,NO
0.2808,NO
0.1458,NO
0.2673,NO
0.2142,NO
0.2796,NO
0.3133,NO
0.1531,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.4024,NO
0.1358,NO
1.0,YES
0.3027,NO
1.0,YES
0.1702,NO
0.534,NO
0.4456,NO
0.2606,NO
0.1911,NO
0.4942,YES
0.2682,NO
1.0,YES
0.308,NO
0.4542,YES
0.2213,NO
0.462,NO
0.6069,NO
0.24,NO
1.0,YES
0.5104,NO
1.0,YES
0.3618,NO
0.1531,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.2192,NO
0.2411,NO
1.0,YES
0.4825,NO
1.0,YES
0.4324,NO
0.4238,NO
0.4456,NO
0.3865,NO
0.1994,NO
0.4942,YES
0.2411,NO
1.0,YES
0.2411,NO
0.4542,YES
0.4825,NO
0.4825,NO
0.5289,NO
0.24,NO
0.6869,YES
0.5169,NO
1.0,YES
0.3618,NO
0.1531,NO
1.0,YES
0.5239,YES
0.5239,YES
1.0,YES
0.4024,NO
0.1622,NO
1.0,YES
0.2477,NO
0.6429,YES
0.5289,NO
0.534,NO
0.4456,NO
0.2127,NO
0.2034,NO
0.4013,YES
0.2682,NO
0.5522,YES
0.1773,NO
0.5239,YES
0.2668,NO
0.3547,NO
0.6069,NO
0.24,NO
0.6869,YES
0.5104,NO
1.0,YES
0.3075,NO
0.1451,NO
0.85,YES
1.0,YES
0.5589,YES
1.0,YES
0.2375,NO
0.1327,NO
1.0,YES
0.3027,NO
1.0,YES
0.4462,NO
0.4969,NO
0.3262,NO
0.2165,NO
0.1347,NO
0.4942,YES
0.1583,NO
1.0,YES
0.14800000000000002,NO
0.4542,YES
0.2375,NO
0.462,NO
0.5102,NO
0.2229,NO
0.5820000000000001,YES
0.4987,NO
1.0,YES
0.2522,NO
0.1881,NO
0.2323,YES
1.0,YES
1.0,YES
0.44299999999999995,YES
0.1901,NO
0.1275,NO
0.44299999999999995,YES
0.3519,NO
0.44299999999999995,YES
