50Traced_NONETRACED_MAX_SINGLE_VSM_33_MEDIAN,Associated
0.1341,NO
0.2626,NO
0.1144,NO
0.2164,NO
0.2553,NO
0.0906,NO
0.2626,NO
0.1058,NO
0.1689,NO
1.0,YES
0.1376,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.2626,NO
0.2942,NO
0.2626,NO
0.2553,NO
0.2251,NO
0.2553,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
0.3327,YES
0.1205,NO
1.0,YES
1.0,YES
0.4007,NO
0.3639,NO
0.27899999999999997,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.3066,NO
0.3,NO
0.3066,NO
0.4183,NO
0.40399999999999997,NO
0.4173,NO
1.0,YES
0.3639,NO
1.0,YES
0.2676,NO
1.0,YES
0.3639,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.4007,NO
0.2314,NO
0.4007,NO
0.1503,NO
0.1534,NO
0.1539,NO
0.3076,NO
0.3369,NO
0.1666,NO
0.2687,NO
0.1058,NO
0.2187,NO
1.0,YES
0.3591,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.3076,NO
0.1308,NO
0.391,NO
0.1755,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.5415,NO
0.6805,NO
0.5217,NO
0.6805,NO
1.0,YES
1.0,YES
0.6805,NO
0.4197,NO
0.4605,NO
0.2121,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.6805,NO
1.0,YES
0.5005,NO
1.0,YES
0.6805,NO
0.4069,NO
0.4197,NO
0.4197,NO
0.4069,NO
0.5415,NO
0.4197,NO
0.6805,NO
0.1425,NO
0.0921,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.257,NO
0.013000000000000001,NO
1.0,YES
0.2963,NO
0.6283,YES
0.1607,NO
0.2165,NO
0.1934,NO
0.2781,NO
0.1146,NO
1.0,YES
0.0921,NO
1.0,YES
0.1449,NO
1.0,YES
0.3725,NO
0.4485,NO
0.2692,NO
0.1822,NO
0.7068,YES
0.4619,NO
1.0,YES
0.2719,NO
0.2719,NO
0.3573,NO
0.2582,NO
0.3369,NO
0.3573,NO
0.2719,NO
0.2719,NO
0.3573,NO
1.0,YES
0.4354,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.1996,NO
0.3158,NO
0.2719,NO
0.2672,NO
0.2719,NO
0.3207,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.3573,NO
0.1178,NO
0.1065,NO
0.4532,YES
1.0,YES
1.0,YES
0.8266,YES
0.2196,NO
0.0708,NO
0.8266,YES
0.5884,NO
0.5679,YES
0.6968,NO
0.3948,NO
0.3812,NO
0.3938,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6968,NO
0.6968,NO
0.5843,YES
0.6968,NO
0.8266,YES
0.1503,NO
0.0745,NO
0.4239,NO
0.4328,NO
0.3369,NO
0.4328,NO
0.2687,NO
0.1536,NO
0.4328,NO
1.0,YES
0.3648,NO
1.0,YES
0.2519,NO
0.2085,NO
0.2033,NO
0.1438,NO
0.4328,NO
0.1308,NO
0.391,NO
0.2256,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.4328,NO
0.1341,NO
0.1339,NO
0.4039,NO
0.3349,NO
0.4374,NO
0.3387,NO
0.3289,NO
0.1058,NO
0.3387,NO
1.0,YES
0.551,NO
1.0,YES
0.18899999999999997,NO
0.2085,NO
0.1733,NO
0.204,NO
0.3996,NO
0.1655,NO
0.4374,NO
0.1309,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4039,NO
1.0,YES
0.4039,NO
0.1513,NO
0.1513,NO
0.242,NO
0.4413,NO
0.3384,NO
0.4413,NO
0.2687,NO
0.1513,NO
0.4413,NO
1.0,YES
0.4203,NO
1.0,YES
0.2866,NO
0.2866,NO
0.2866,NO
0.1438,NO
0.4413,NO
0.1513,NO
0.3246,NO
0.1912,NO
0.4413,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3119,NO
1.0,YES
0.4413,NO
0.1503,NO
0.1352,NO
0.17,NO
0.31,NO
0.3369,NO
0.31,NO
0.2687,NO
0.1352,NO
0.31,NO
1.0,YES
0.311,NO
0.755,YES
0.2593,NO
0.2593,NO
0.2593,NO
0.107,NO
0.31,NO
0.1352,NO
0.2952,NO
0.1702,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
0.755,YES
1.0,YES
0.2191,NO
1.0,YES
0.31,NO
0.2194,NO
0.2607,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.3986,NO
0.2194,NO
1.0,YES
0.7244,NO
0.8751,YES
0.196,NO
0.5121,NO
0.441,NO
0.441,NO
0.2557,NO
0.6673,YES
0.2282,NO
0.6649,YES
0.506,NO
0.6673,YES
0.4243,NO
0.7244,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.3948,NO
0.3027,NO
1.0,YES
0.3051,NO
0.1097,NO
1.0,YES
0.5079,NO
1.0,YES
0.1629,NO
0.3264,NO
0.4246,NO
0.2972,NO
0.1957,NO
0.5293,NO
0.1747,NO
0.537,NO
0.1588,NO
0.3948,NO
0.2975,NO
0.5079,NO
0.5719,NO
0.2788,NO
0.8926,YES
0.6436,NO
0.9755,YES
0.17600000000000002,NO
0.2716,NO
0.8399,YES
1.0,YES
1.0,YES
0.982,YES
0.3708,NO
0.1537,NO
0.982,YES
0.8778,NO
0.8399,YES
0.6271,NO
0.5221,NO
0.5221,NO
0.5221,NO
0.1146,NO
1.0,YES
0.1537,NO
1.0,YES
0.3365,NO
1.0,YES
0.6271,NO
0.8778,NO
0.8778,NO
0.6271,NO
0.7497,YES
0.8778,NO
0.982,YES
0.1636,NO
0.1646,NO
1.0,YES
0.5126,NO
0.6479,NO
1.0,YES
0.1681,NO
0.153,NO
1.0,YES
0.3707,NO
1.0,YES
0.439,NO
0.5579,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.5126,NO
0.1654,NO
0.6479,NO
0.1206,NO
0.6479,NO
0.439,NO
0.439,NO
0.5729,NO
0.439,NO
1.0,YES
0.5796,NO
1.0,YES
0.221,NO
0.221,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.257,NO
0.221,NO
1.0,YES
0.4207,NO
0.6283,YES
0.4207,NO
0.7871,NO
0.7602,NO
0.7852,NO
0.1146,NO
1.0,YES
0.221,NO
1.0,YES
0.221,NO
1.0,YES
0.4207,NO
0.457,NO
0.4207,NO
0.4207,NO
0.7068,YES
0.4619,NO
1.0,YES
1.0,YES
1.0,YES
0.3634,NO
0.2183,NO
0.1913,NO
0.4057,NO
1.0,YES
1.0,YES
0.4057,NO
0.3547,NO
0.3868,NO
0.096,NO
0.6218,NO
0.6005,NO
0.6202,NO
0.345,YES
0.2315,NO
1.0,YES
0.182,NO
1.0,YES
0.1425,NO
0.2077,NO
0.3547,NO
0.3547,NO
0.1947,NO
0.267,NO
0.3547,NO
0.409,NO
0.2216,NO
0.3233,NO
1.0,YES
0.5710000000000001,YES
0.4378,YES
1.0,YES
0.3986,NO
0.1381,NO
1.0,YES
0.2266,NO
1.0,YES
0.2684,NO
0.5579,NO
0.5147,NO
0.5147,NO
0.2557,NO
0.5710000000000001,YES
0.2282,NO
0.6649,YES
0.506,NO
