50Traced_NONETRACED_RFSMOTE_MULTI_VSM_91_SUM,Associated
0.04308252427184466,NO
0.03735167206040992,NO
0.07052319309600864,NO
0.13929341963322545,NO
0.0386326860841424,NO
0.05447680690399137,NO
0.033104099244875944,NO
0.039172060409924485,NO
0.1072680690399137,NO
0.8340749730312839,YES
0.034924487594390506,NO
0.8954962243797197,YES
0.15702535059331174,NO
0.14381067961165048,NO
0.1432713052858684,NO
0.07038834951456312,NO
0.04099244875943905,NO
0.06816343042071198,NO
0.04375674217907228,NO
0.14030474649406688,NO
0.07072545846817692,NO
0.7201321467098167,YES
0.047599784250269686,YES
0.7800701186623518,YES
0.8294228694714132,YES
0.09944714131607336,NO
0.7158845738942827,YES
0.0746359223300971,NO
0.7398867313915858,YES
0.8323894282632147,YES
0.22006472491909385,NO
0.09985167206040994,NO
0.07079288025889968,NO
0.06836569579288027,NO
0.9337243797195255,YES
0.7321332254584682,YES
0.08535598705501618,NO
0.06459007551240561,NO
0.0595334412081985,NO
0.06472491909385114,NO
0.11454962243797195,NO
0.09627831715210358,NO
0.0979638619201726,NO
0.8571332254584682,YES
0.04503775620280474,NO
0.06930960086299894,YES
0.016383495145631068,NO
0.8967772384034521,YES
0.021170442286947144,NO
0.07510787486515642,NO
0.045240021574973026,NO
0.07665857605177995,NO
0.04746494066882416,NO
0.12169633225458469,NO
0.0688376483279396,NO
0.06135382955771305,NO
0.053128371089536136,NO
0.09681769147788567,NO
0.08313106796116505,NO
0.18655609492988132,NO
0.09533441208198491,NO
0.1057173678532902,NO
0.0921655879180151,NO
0.027710355987055017,NO
0.14084412081984898,NO
0.3017799352750809,YES
0.1014697950377562,NO
0.80346548004315,YES
0.13160733549083062,NO
0.1395631067961165,NO
0.13740560949298813,NO
0.12277508090614887,NO
0.0967502696871629,NO
0.07888349514563107,NO
0.12466289104638621,NO
0.11171790722761597,NO
0.1418554476806904,NO
0.2944309600862999,YES
0.2800701186623517,YES
0.23968446601941748,YES
0.11279665587918017,YES
0.10524541531823085,NO
0.12331445523193098,YES
0.07773732470334412,NO
0.7554611650485438,YES
0.789913700107875,YES
0.2196601941747573,NO
0.10544768069039914,NO
0.0949973031283711,NO
0.09054746494066884,NO
0.22498651564185546,YES
0.7514158576051782,YES
0.1100997842502697,NO
0.05757820927723841,NO
0.08535598705501618,NO
0.0531957928802589,NO
0.14772114347357065,NO
0.1341693635382956,NO
0.13329288025889965,NO
0.12304476806903993,YES
0.05589266450916936,NO
0.7229638619201727,YES
0.01436084142394822,NO
0.8753371089536139,YES
0.020765911542610573,NO
0.07773732470334412,NO
0.054746494066882416,NO
0.07295037756202806,NO
0.06438781014023734,NO
0.14178802588996764,NO
0.08447950377562029,NO
0.08292880258899678,NO
0.04220604099244876,NO
0.009843581445523195,NO
0.08805285868392665,YES
0.2191208198489752,YES
0.19141046386192018,YES
0.08980582524271846,YES
0.04908306364617045,NO
0.0021574973031283718,NO
0.135180690399137,YES
0.08744606256742181,NO
0.08272653721682849,YES
0.09068230852211437,NO
0.13936084142394822,NO
0.1237864077669903,NO
0.1237864077669903,NO
0.031957928802589,NO
0.14967637540453074,YES
0.030879180151024813,NO
0.23671790722761596,YES
0.08892934196332254,NO
0.16531823085221142,YES
0.028586839266450923,NO
0.03903721682847896,NO
0.0904126213592233,NO
0.02669902912621359,NO
0.10902103559870552,YES
0.05838727076591154,NO
0.0839401294498382,YES
0.09749190938511328,NO
0.04274541531823085,NO
0.1265507011866235,NO
0.1674757281553398,NO
0.12668554476806904,NO
0.10807713052858685,NO
0.10693096008629989,NO
0.07598435814455233,NO
0.09169363538295579,NO
0.9391855447680691,YES
0.09971682847896442,NO
0.863403451995685,YES
0.12735976267529664,NO
0.11178532901833874,NO
0.1072680690399137,NO
0.02980043149946063,NO
0.09243527508090615,NO
0.03027238403451996,NO
0.06634304207119741,NO
0.12951725997842503,NO
0.08056903991370011,NO
0.2561353829557713,YES
0.23692017259978426,YES
0.855784789644013,YES
0.8627292340884576,YES
0.14347357065803668,NO
0.11158306364617046,YES
0.05939859762675297,NO
0.05980312837108954,NO
0.045577130528586834,NO
0.06546655879180151,YES
0.23927993527508093,YES
0.16403721682847897,YES
0.08313106796116505,YES
0.05306094929881337,NO
0.03411542610571737,NO
0.13282092772384035,YES
0.16855447680690397,NO
0.06485976267529667,YES
0.09176105717367854,NO
0.1452265372168285,NO
0.16673408845738943,NO
0.15351941747572814,NO
0.09135652642934199,NO
0.14475458468176913,YES
0.08845738942826321,NO
0.170240021574973,YES
0.08913160733549083,NO
0.16565533980582525,YES
0.13153991370010787,NO
0.14212513484358144,NO
0.1436084142394822,NO
0.06297195253505934,NO
0.09189590075512406,YES
0.06863538295577132,NO
0.08279395900755125,YES
0.08879449838187702,NO
0.04362189859762675,NO
0.15392394822006472,NO
0.12149406688241642,NO
0.09769417475728157,NO
0.12803398058252427,NO
0.10484088457389429,NO
0.09695253505933117,NO
0.1281688241639698,NO
0.8017125134843582,YES
0.13127022653721682,NO
0.832591693635383,YES
0.16322815533980584,NO
0.13066343042071196,NO
0.1304611650485437,NO
0.029328478964401297,NO
0.06418554476806905,NO
0.03114886731391586,NO
0.06843311758360303,NO
0.1454962243797195,NO
0.06007281553398058,NO
0.7942961165048544,YES
0.765035059331176,YES
0.12156148867313916,YES
0.8771574973031284,YES
0.15554207119741098,NO
0.10511057173678533,YES
0.08313106796116505,NO
0.05737594390507012,NO
0.08367044228694714,NO
0.14441747572815533,NO
0.12601132686084143,NO
0.09021035598705503,NO
0.1335625674217907,NO
0.08367044228694714,NO
0.05858953613807983,NO
0.14158576051779934,NO
0.8987324703344122,YES
0.15142934196332253,NO
0.7846548004314995,YES
0.08313106796116505,NO
0.042947680690399136,NO
0.037014563106796114,NO
0.13093311758360301,NO
0.08286138079827401,NO
0.10497572815533981,NO
0.2024002157497303,NO
0.08164778856526429,NO
0.1834546925566343,NO
0.9401294498381877,YES
0.8898327939590077,YES
0.3265237324703344,YES
0.7878236245954693,YES
0.12351672060409925,NO
0.8478290183387273,YES
0.10976267529665588,NO
0.0904126213592233,NO
0.045240021574973026,NO
0.12506742179072275,NO
0.151294498381877,NO
0.13140507011866234,NO
0.11630258899676375,NO
0.10693096008629989,NO
0.07456850053937433,NO
0.11144822006472493,NO
0.23469525350593312,YES
0.11663969795037757,NO
0.8080501618122977,YES
0.1452265372168285,NO
0.1310005393743258,NO
0.12870819848975187,NO
0.026968716289104636,NO
0.08879449838187702,NO
0.02811488673139159,NO
0.07477076591154262,NO
0.12230312837108955,NO
0.08778317152103561,NO
0.2656418554476807,YES
