50Traced_NONETRACED_MAX_SINGLE_VSM_34_MAX,Associated
0.2201,NO
0.2626,NO
0.1144,NO
0.2553,NO
0.2874,NO
0.1766,NO
0.2626,NO
0.2626,NO
0.444,NO
1.0,YES
0.1322,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3701,NO
0.2626,NO
0.5133,NO
0.2626,NO
0.4343,NO
0.2626,NO
0.2553,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2054,NO
0.405,YES
1.0,YES
0.3362,NO
0.2664,NO
0.2152,NO
0.2853,NO
1.0,YES
1.0,YES
0.2853,NO
0.2314,NO
0.2515,NO
0.3066,NO
0.4183,NO
0.40399999999999997,NO
0.4183,NO
1.0,YES
0.2604,NO
1.0,YES
0.2664,NO
1.0,YES
0.1603,NO
0.2314,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.2515,NO
0.2314,NO
0.2515,NO
0.1503,NO
0.1534,NO
0.3063,NO
0.3076,NO
0.3076,NO
0.3464,NO
0.2344,NO
0.0804,NO
0.2452,NO
1.0,YES
0.3063,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.4176,NO
0.1268,NO
0.3076,NO
0.1843,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
0.7349,YES
0.2544,NO
1.0,YES
0.3063,NO
1.0,YES
1.0,YES
0.6805,NO
0.5062,NO
0.6805,NO
0.466,NO
1.0,YES
1.0,YES
0.4526,NO
0.4197,NO
0.6805,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
0.4197,NO
0.601,NO
0.601,NO
0.601,NO
0.48100000000000004,NO
0.4197,NO
0.6805,NO
0.1425,NO
0.2021,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.2963,NO
1.0,YES
0.1607,NO
0.3493,NO
0.379,NO
0.379,NO
0.0927,NO
0.9815,YES
0.0718,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.3338,NO
0.2692,NO
0.3307,NO
0.7068,YES
0.4619,NO
1.0,YES
0.2719,NO
0.2169,NO
0.2137,NO
0.3054,NO
0.3054,NO
0.3573,NO
0.2719,NO
0.2502,NO
0.444,NO
1.0,YES
0.2675,NO
1.0,YES
0.2451,NO
0.2525,NO
0.2525,NO
0.1996,NO
0.5133,NO
0.2719,NO
0.4343,NO
0.2719,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3573,NO
0.1425,NO
0.2059,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.6968,NO
1.0,YES
0.6903,NO
0.3948,NO
0.3812,NO
0.3948,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
1.0,YES
0.6968,NO
0.6903,NO
0.6903,NO
0.3377,NO
0.7068,YES
0.6903,NO
1.0,YES
0.2332,NO
0.2332,NO
0.4328,NO
0.3219,NO
0.4328,NO
0.2963,NO
0.2332,NO
0.2332,NO
0.284,NO
0.6882,YES
0.4328,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.1856,NO
0.3253,NO
0.22399999999999998,NO
0.4328,NO
0.2508,NO
0.4328,NO
0.5181,YES
1.0,YES
1.0,YES
1.0,YES
0.3059,NO
0.5155,YES
0.4328,NO
0.1503,NO
0.1825,NO
0.4095,NO
0.2344,NO
0.4374,NO
0.4095,NO
0.2344,NO
0.1825,NO
0.4095,NO
1.0,YES
0.4039,NO
1.0,YES
0.18899999999999997,NO
0.1861,NO
0.1733,NO
0.204,NO
0.4374,NO
0.1825,NO
0.4374,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4039,NO
1.0,YES
0.3916,NO
0.2093,NO
0.2093,NO
0.1953,NO
0.2342,NO
0.2874,NO
0.2251,NO
0.2093,NO
0.2093,NO
0.444,NO
1.0,YES
0.1951,NO
1.0,YES
0.2729,NO
0.2866,NO
0.2866,NO
0.1292,NO
0.5133,NO
0.2011,NO
0.4343,NO
0.2253,NO
0.3064,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2054,NO
0.1503,NO
0.1812,NO
0.10800000000000001,NO
0.2886,NO
0.1965,NO
0.3464,NO
0.2344,NO
0.1812,NO
0.2452,NO
1.0,YES
0.0607,NO
1.0,YES
0.2846,NO
0.2749,NO
0.2846,NO
0.1812,NO
0.4176,NO
0.1812,NO
0.1949,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.228,NO
1.0,YES
0.2574,NO
0.1816,NO
0.3233,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.1816,NO
1.0,YES
0.7244,NO
1.0,YES
0.196,NO
0.5121,NO
0.441,NO
0.441,NO
0.2557,NO
0.7517,YES
0.2282,NO
1.0,YES
0.4988,NO
1.0,YES
0.7244,NO
0.7244,NO
0.7244,NO
0.7244,NO
1.0,YES
0.7244,NO
1.0,YES
0.1799,NO
0.3233,NO
0.5465,YES
0.2937,NO
0.3948,NO
1.0,YES
0.1827,NO
0.1097,NO
1.0,YES
0.5079,NO
1.0,YES
0.1629,NO
0.4424,NO
0.36700000000000005,NO
0.2894,NO
0.171,NO
0.2968,NO
0.1398,NO
0.537,NO
0.1969,NO
0.3948,NO
0.5079,NO
0.5079,NO
0.5079,NO
0.5079,NO
1.0,YES
0.6436,NO
1.0,YES
0.1537,NO
0.2444,NO
0.982,YES
1.0,YES
1.0,YES
0.7728,YES
0.2941,NO
0.1537,NO
0.7728,YES
0.8778,NO
0.982,YES
0.8445,NO
0.445,NO
0.4298,NO
0.445,NO
0.0926,NO
1.0,YES
0.1477,NO
1.0,YES
0.4898,NO
1.0,YES
0.8778,NO
0.8778,NO
0.8778,NO
0.8778,NO
0.6941,YES
0.8778,NO
0.982,YES
0.1636,NO
0.3162,NO
1.0,YES
0.3813,NO
0.5126,NO
1.0,YES
0.1681,NO
0.153,NO
1.0,YES
0.159,NO
1.0,YES
0.1456,NO
0.5579,NO
0.3363,NO
0.3363,NO
0.1775,NO
0.3853,NO
0.1654,NO
0.5394,NO
0.2557,NO
0.5126,NO
0.25,NO
0.1764,NO
0.5729,NO
0.2881,NO
0.7803,YES
0.5796,NO
1.0,YES
0.221,NO
0.2203,NO
0.6136,YES
1.0,YES
1.0,YES
0.4775,YES
0.257,NO
0.2203,NO
0.433,YES
0.3019,NO
0.6136,YES
0.0994,NO
0.171,NO
0.3152,NO
0.2347,NO
0.2203,NO
1.0,YES
0.221,NO
1.0,YES
0.3061,NO
1.0,YES
0.2285,NO
0.3338,NO
0.2743,NO
0.2029,NO
0.4337,YES
0.4518,NO
0.6136,YES
1.0,YES
1.0,YES
0.3634,NO
0.1921,NO
0.1831,NO
0.3187,NO
1.0,YES
1.0,YES
0.3813,NO
0.2805,NO
0.4057,NO
0.4076,NO
0.6218,NO
0.6005,NO
0.6218,NO
1.0,YES
0.2853,NO
1.0,YES
0.2189,NO
1.0,YES
0.1831,NO
0.2112,NO
0.4076,NO
0.4076,NO
0.4076,NO
0.3187,NO
0.2309,NO
0.4057,NO
0.1425,NO
0.3162,NO
1.0,YES
0.4247,YES
0.5710000000000001,YES
1.0,YES
0.171,NO
0.1381,NO
1.0,YES
0.4834,NO
1.0,YES
0.1513,NO
0.5579,NO
0.5147,NO
0.5147,NO
0.1612,NO
0.4292,YES
0.1439,NO
0.5710000000000001,YES
0.2848,NO
0.5710000000000001,YES
0.4834,NO
0.4834,NO
0.5729,NO
0.4834,NO
0.9284,YES
0.5975,NO
1.0,YES
0.1425,NO
0.3233,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.1381,NO
1.0,YES
0.7974,NO
1.0,YES
0.4814,NO
0.5579,NO
0.36700000000000005,NO
0.2894,NO
0.2557,NO
0.7517,YES
0.2282,NO
1.0,YES
0.4988,NO
1.0,YES
0.7974,NO
0.7974,NO
0.7974,NO
0.7974,NO
1.0,YES
0.7974,NO
1.0,YES
0.1425,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.1622,NO
1.0,YES
0.2044,NO
1.0,YES
0.1607,NO
0.4503,NO
0.4246,NO
0.2972,NO
0.2557,NO
0.7517,YES
0.2282,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.1735,NO
0.6965,NO
0.3307,NO
0.7724,YES
0.6789,NO
1.0,YES
0.1425,NO
0.3233,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.2995,NO
0.1381,NO
1.0,YES
0.2655,NO
1.0,YES
0.1629,NO
0.5579,NO
0.3723,NO
0.3389,NO
0.1529,NO
0.7517,YES
0.1365,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.2375,NO
0.5729,NO
0.3693,NO
1.0,YES
0.6436,NO
1.0,YES
0.1425,NO
0.2059,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.3272,NO
1.0,YES
0.4755,NO
0.2488,NO
0.3152,NO
0.2758,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.4755,NO
0.4755,NO
0.4755,NO
0.7068,YES
0.4619,NO
1.0,YES
0.1201,NO
0.1694,NO
0.7440000000000001,YES
0.8229,YES
1.0,YES
0.5094,YES
0.2229,NO
0.0994,NO
0.433,YES
0.4584,NO
0.7440000000000001,YES
0.2466,NO
0.1503,NO
0.2493,NO
0.2052,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.3711,NO
1.0,YES
0.4584,NO
0.41,NO
0.4167,NO
0.4027,NO
0.5259,YES
0.4518,NO
0.7440000000000001,YES
0.2769,NO
0.4212,NO
0.3451,NO
0.3247,NO
0.3451,NO
0.3914,NO
0.2552,NO
0.2552,NO
0.6446,NO
0.2115,NO
0.4344,NO
0.3073,NO
1.0,YES
1.0,YES
1.0,YES
0.243,NO
0.4823,NO
0.2526,NO
0.3451,NO
0.3599,NO
0.3451,NO
0.1592,NO
0.3073,NO
0.3073,NO
0.3146,NO
0.3914,NO
0.2918,NO
0.4344,NO
1.0,YES
1.0,YES
0.2752,NO
0.21600000000000003,NO
0.2269,NO
0.1763,NO
1.0,YES
1.0,YES
0.1931,NO
0.2238,NO
0.2269,NO
0.3252,NO
0.3226,NO
0.3116,NO
0.3226,NO
1.0,YES
0.1868,NO
1.0,YES
0.2269,NO
1.0,YES
0.2269,NO
0.1685,NO
0.3252,NO
0.3252,NO
0.3252,NO
0.1763,NO
0.1048,NO
0.2269,NO
0.1425,NO
0.2059,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1337,NO
0.5022,YES
0.3019,NO
1.0,YES
0.1607,NO
0.3922,NO
0.4256,NO
0.4256,NO
0.0927,NO
1.0,YES
0.0764,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.3094,NO
0.2743,NO
0.3307,NO
0.7068,YES
0.4619,NO
1.0,YES
1.0,YES
1.0,YES
0.3473,NO
0.1555,NO
0.14300000000000002,NO
0.33399999999999996,NO
1.0,YES
1.0,YES
0.2143,NO
0.2094,NO
0.2501,NO
0.2506,NO
0.3489,NO
0.337,NO
0.3489,NO
1.0,YES
0.1603,NO
1.0,YES
0.14300000000000002,NO
1.0,YES
0.14300000000000002,NO
0.2094,NO
0.2506,NO
0.2506,NO
0.2506,NO
0.33399999999999996,NO
0.2094,NO
0.33399999999999996,NO
0.2831,NO
0.2411,NO
0.0991,NO
0.2168,NO
0.2874,NO
0.3464,NO
0.2831,NO
0.2605,NO
0.444,NO
1.0,YES
0.1787,NO
1.0,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.1685,NO
0.5133,NO
0.2831,NO
0.4343,NO
0.2831,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
1.0,YES
