50Traced_NONETRACED_SUM_SINGLE_LSA_41_MAX,Associated
0.5,NO
0.5479999999999999,NO
0.2299,NO
0.4515,NO
0.5659,NO
0.4647,NO
0.3447,NO
0.2969,NO
0.2356,NO
1.7624,YES
0.2519,NO
1.8457,YES
0.2427,NO
0.2642,NO
0.2223,NO
0.2711,NO
0.7594,NO
0.2918,NO
0.5085,NO
0.4395,NO
0.5508,NO
1.7877,YES
1.8556,YES
1.2328,YES
1.4491,YES
0.2691,NO
1.5835,YES
0.3112,NO
2.5729,YES
2.3348,YES
1.7252,NO
0.9823,NO
1.1423,NO
1.7480000000000002,NO
2.1017,YES
2.4927,YES
1.7559,NO
0.4288,NO
1.784,NO
0.5768,NO
1.2122,NO
1.182,NO
1.278,NO
1.4452,YES
1.4026,NO
2.6554,YES
1.3347,NO
2.8541,YES
1.0994,NO
0.6868,NO
0.7107,NO
0.8762,NO
0.5883,NO
1.7393,NO
0.8536,NO
1.8568,NO
0.8108,NO
0.8133,NO
0.6853,NO
0.785,NO
1.1081,NO
1.5847,NO
0.8969,NO
0.3805,NO
0.6836,NO
3.4454,YES
0.6791,NO
4.0452,YES
0.2234,NO
0.3675,NO
0.2942,NO
0.3005,NO
1.1653,NO
0.3527,NO
1.2231,NO
0.486,NO
1.3090000000000002,NO
3.6151,YES
3.5923,YES
3.2545,YES
2.6801,YES
0.5498,NO
3.1339,YES
0.8711,NO
2.6207,YES
1.8541,YES
0.9949,NO
0.4344,NO
0.5599,NO
0.9907,NO
2.5817,YES
2.6772,YES
1.1697,NO
0.2539,NO
0.7505,NO
0.5784,NO
0.8932,NO
1.0553,NO
1.0906,NO
1.4257,YES
0.8661,NO
2.7446,YES
0.6953,NO
2.5992,YES
0.7915,NO
0.6171,NO
0.6044,NO
0.9940000000000001,NO
0.3545,NO
0.6661,NO
1.045,NO
0.8645,NO
0.3734,NO
0.5947,NO
1.8892,YES
3.9099,YES
4.1329,YES
1.6767,YES
0.8142,NO
0.2156,NO
2.4717,YES
0.5496,NO
2.2495,YES
0.5371,NO
1.2369,NO
1.055,NO
1.0427,NO
0.3472,NO
4.7308,YES
0.4899,NO
5.0628,YES
0.4637,NO
5.011,YES
0.6464,NO
0.6001,NO
0.9164,NO
0.9251,NO
1.5951,YES
0.9989,NO
1.9444,YES
0.7234,NO
0.6068,NO
0.4971,NO
0.4812,NO
0.7123,NO
1.713,NO
0.7523,NO
0.409,NO
0.6287,NO
3.4131,YES
0.5806,NO
4.0412,YES
0.3898,NO
0.54,NO
0.4585,NO
0.1157,NO
0.7879999999999999,NO
0.3866,NO
0.7241,NO
0.7236,NO
0.8009999999999999,NO
3.6404,YES
3.5882,YES
3.4006,YES
2.5302,YES
0.6298,NO
3.0871,YES
1.0222,NO
0.2705,NO
0.3949,NO
1.0758,YES
3.2133,YES
3.3781,YES
1.1161,YES
0.5567,NO
0.069,NO
1.4069999999999998,YES
0.9756,NO
1.4855,YES
0.9953,NO
0.4757,NO
0.3433,NO
0.2375,NO
0.1453,NO
3.7005,YES
0.2051,NO
3.7922,YES
0.307,NO
3.9267,YES
0.897,NO
1.0088,NO
0.8748,NO
1.2302,NO
1.0437,YES
1.2774,NO
1.2028,YES
0.2553,NO
0.3063,NO
0.4295,NO
0.3433,NO
0.536,NO
0.9887,NO
0.2177,NO
0.1536,NO
0.4122,NO
1.9118,YES
0.5544,NO
2.1914,YES
0.2519,NO
0.244,NO
0.2033,NO
0.0533,NO
0.7276,NO
0.0979,NO
0.6766,NO
0.3241,NO
0.5197,NO
2.0135,YES
2.0177,YES
1.5714,YES
1.6315,YES
0.6284,NO
1.844,YES
0.7256,NO
0.6135,NO
0.7656,NO
0.9809,NO
0.9942,NO
1.2378,NO
1.5196,NO
0.7044,NO
0.2553,NO
1.0617,NO
3.1542,YES
0.7645,NO
3.6271,YES
0.2005,NO
0.5449,NO
0.4295,NO
0.204,NO
1.5031,NO
0.2141,NO
1.598,NO
0.3242,NO
1.6963,NO
3.4435,YES
3.3511,YES
2.9332,YES
2.5722,YES
0.5388,NO
3.1346,YES
1.0259,NO
1.0379,NO
1.1094,NO
1.0752,NO
1.4182,NO
1.6864,NO
