50Traced_NONETRACED_RFSMOTE_SINGLE_VSM_66_SUM,Associated
0.04414202818458138,NO
0.038270240397899974,NO
0.07225752970433821,NO
0.14271898314451506,NO
0.03958275766786406,NO
0.05581652390163029,NO
0.033918209450124345,NO
0.04013539651837525,NO
0.1099060513954131,NO
0.854586902459243,YES
0.035783365570599614,NO
0.9175186515612048,YES
0.16088698535507046,NO
0.14734733351754628,NO
0.14679469466703507,NO
0.07211936999171041,NO
0.04200055263885051,NO
0.06983973473335175,NO
0.04483282674772037,NO
0.14375518098922355,NO
0.07246476927327991,NO
0.7378419452887539,YES
0.7395689416966014,YES
0.79925393755181,YES
0.8498203923735839,YES
0.10189278806300082,NO
0.042691351201989504,YES
0.07647140093948605,NO
0.7580823431887261,YES
0.8528599060513954,YES
0.2254766510085659,NO
0.10230726720088423,NO
0.07253384912959382,NO
0.07004697430229345,NO
0.26588836695219675,YES
0.7501381597126278,YES
0.08745509809339597,NO
0.06617850234871511,NO
0.06099751312517271,NO
0.06631666206134292,NO
0.8081652390163029,NO
0.09864603481624759,NO
0.10037303122409505,NO
0.8782122133185962,YES
0.04614534401768445,NO
0.7618126554296768,YES
0.016786405084277423,NO
0.9188311688311689,YES
0.02169107488256425,NO
0.07695495993368334,NO
0.04635258358662614,NO
0.07854379662890301,NO
0.0486322188449848,NO
0.12468914064658747,NO
0.07053053329649074,NO
0.06286266924564797,NO
0.05443492677535231,NO
0.09919867366675879,NO
0.08517546283503731,NO
0.19114396242055814,NO
0.097678916827853,NO
0.10831721470019343,NO
0.09443216358109975,NO
0.028391820945012435,NO
0.14430781983973473,NO
1.0,YES
0.1039651837524178,NO
0.8232246476927328,YES
0.13484387952473056,NO
0.14299530256977064,NO
0.14078474716772588,NO
0.12579441834760982,NO
0.09912959381044487,NO
0.08082343188726168,NO
0.127728654324399,NO
0.11446532191213042,NO
0.14534401768444322,NO
0.992470295661785,YES
0.9777562862669246,YES
0.9363774523348991,YES
0.11557059961315282,YES
0.10783365570599612,NO
0.8171456203371098,YES
0.07964907432992539,NO
0.7740397899972369,YES
0.8093395965736392,YES
0.2250621718706825,NO
0.10804089527493782,NO
0.09733351754628351,NO
0.09277424702956619,NO
0.9213180436584694,YES
0.7698949986184029,YES
0.11280740536059686,NO
0.058994197292069644,NO
0.08745509809339597,NO
0.7453025697706549,NO
0.1513539651837524,NO
0.13746891406465875,NO
0.13657087593257805,NO
0.8168693009118541,YES
0.05726720088422217,NO
0.7407432992539377,YES
0.014714009394860459,NO
0.8968637745233491,YES
0.021276595744680847,NO
0.07964907432992539,NO
0.05609284332688588,NO
0.07474440453163858,NO
0.06597126277977343,NO
0.1452749378281293,NO
0.08655705996131528,NO
0.08496822326609561,NO
0.043243990052500694,NO
0.010085659021829235,NO
0.7810168554849407,YES
0.2245095330201713,YES
0.19611771207515888,YES
0.782812931749102,YES
0.05029013539651838,NO
0.002210555402044765,NO
0.8293036750483559,YES
0.08959657363912685,NO
0.08476098369715392,YES
0.09291240674219399,NO
0.14278806300082894,NO
0.1268306161923183,NO
0.1268306161923183,NO
0.03274385189278806,NO
0.15335728101685547,YES
0.03163857419176568,NO
0.24253937551809893,YES
0.09111633047803261,NO
0.16938380768168002,YES
0.029289859077093125,NO
0.039997236805747446,NO
0.09263608731693838,NO
0.027355623100303955,NO
0.11170212765957448,YES
0.05982315556783642,NO
0.7768029842497929,YES
0.09988947222989777,NO
0.043796628903011885,NO
0.12966289030118816,NO
0.17159436308372478,NO
0.12980105001381595,NO
0.11073500967117988,NO
0.10956065211384361,NO
0.07785299806576403,NO
0.09394860458690248,NO
0.9622823984526113,YES
0.10216910748825643,NO
0.8846366399557889,YES
0.13049184857695495,NO
0.11453440176844433,NO
0.1099060513954131,NO
0.03053329649074331,NO
0.09470848300635536,NO
0.03101685548494059,NO
0.0679745786128765,NO
0.1327024039789997,NO
0.08255042829510915,NO
0.9532329372754904,YES
0.9335451782260293,YES
0.18603205305332965,YES
0.88394584139265,YES
0.14700193423597677,NO
0.8051257253384914,YES
0.060859353412544906,NO
0.0612738325504283,NO
0.04669798286819563,NO
0.7578751036197845,YES
0.2451644100580271,YES
0.8588698535507046,YES
0.775974025974026,YES
0.05436584691903841,NO
0.03495440729483283,NO
0.8268858800773695,YES
0.17269964078474714,NO
0.06645482177397072,YES
0.09401768444321636,NO
0.14879801050013816,NO
0.1708344846642719,NO
0.1572948328267477,NO
0.09360320530533298,NO
0.14831445150594086,YES
0.0906327714838353,NO
0.8652252003315833,YES
0.09132357004697429,NO
0.1697292069632495,YES
0.8255733628074055,NO
0.1456203371096988,NO
0.14714009394860458,NO
0.06452058579718155,NO
0.09415584415584416,YES
0.07032329372754906,NO
0.7756286266924566,YES
0.0909781707654048,NO
0.04469466703509257,NO
0.15770931196463112,NO
0.12448190107764577,NO
0.10009671179883947,NO
0.13118264714009392,NO
0.10741917656811274,NO
0.09933683337938656,NO
0.13132080685272174,NO
0.8214285714285715,YES
0.13449848024316108,NO
0.8530671456203371,YES
0.16724233213594916,NO
0.133876761536336,NO
0.13366952196739432,NO
0.030049737496546013,NO
0.06576402321083172,NO
0.031914893617021274,NO
0.07011605415860735,NO
0.14907432992539374,NO
0.06155015197568389,NO
0.12303122409505389,YES
0.7838491295938105,YES
0.12455098093395965,YES
0.8987289306438243,YES
0.15936722851616467,NO
0.798494059132357,YES
0.08517546283503731,NO
0.05878695772312793,NO
0.0857281016855485,NO
0.14796905222437134,NO
0.12911025145067698,NO
0.09242884774799669,NO
0.13684719535783366,NO
0.0857281016855485,NO
0.06003039513677812,NO
0.1450676982591876,NO
0.920834484664272,YES
0.15515335728101684,NO
0.8039513677811551,YES
0.08517546283503731,NO
0.044003868471953575,NO
0.037924841116330474,NO
0.1341530809615916,NO
0.08489914340978172,NO
0.10755733628074055,NO
0.20737772865432438,NO
0.08365570599613152,NO
0.1879662890301188,NO
0.27245095330201713,YES
0.9117159436308374,YES
0.3345537441282122,YES
0.11639955788891959,YES
0.12655429676706273,NO
0.17788063000828958,YES
0.11246200607902736,NO
0.09263608731693838,NO
0.04635258358662614,NO
0.1281431334622824,NO
0.8458137607073778,NO
0.13463663995578887,NO
0.11916275214147555,NO
0.10956065211384361,NO
0.07640232108317214,NO
0.11418900248687483,NO
0.9312655429676706,YES
0.11950815142304504,NO
0.827922077922078,YES
0.14879801050013816,NO
0.1342221608179055,NO
0.13187344570323292,NO
0.027631942525559547,NO
0.0909781707654048,NO
0.02880630008289583,NO
0.07660956065211384,NO
0.12531085935341255,NO
0.08994197292069633,NO
0.9629731970157502,YES
0.9253937551809892,YES
0.8773832550428295,YES
0.8688173528599061,YES
0.1456203371096988,NO
0.13159712627797734,YES
0.07391544625587179,NO
0.04345122962144239,NO
0.04255319148936171,NO
0.0678364189002487,NO
0.19259463940315005,NO
0.0918071290411716,NO
0.05229345122962145,NO
0.035023487151146726,NO
0.02998065764023211,NO
0.09139264990328821,NO
0.9877728654324399,YES
0.03516164686377452,NO
0.8461591599889472,YES
0.1395413097540757,NO
0.13470571981210278,NO
0.13449848024316108,NO
0.05187897209173806,NO
0.06472782536612323,NO
0.050151975683890584,NO
0.060583033987289314,NO
0.11080408952749378,NO
0.0980933959657364,NO
0.9169660127106936,YES
0.9121995026250346,YES
0.9009394860458692,YES
0.0800635534678088,YES
0.08821497651284886,NO
0.7619508151423046,YES
0.0616192318319978,NO
0.0670765404807958,NO
0.0243851892788063,NO
0.34519204200055265,YES
0.0920834484664272,YES
0.07799115777839183,YES
0.189900525006908,YES
0.14776181265542968,NO
0.0668002210555402,NO
0.2188449848024316,YES
0.060513954130975406,NO
0.22043382149765128,YES
0.06638574191765681,NO
0.1404393478861564,NO
0.09657363912683063,NO
0.09505388228792484,NO
0.05554020447637469,NO
0.7526250345399281,YES
0.05367504835589942,NO
0.15688035368886433,YES
0.1403011881735286,NO
0.775283227410887,YES
0.08103067145620337,NO
0.048494059132357006,NO
0.20219673943078198,NO
0.7669245647969053,NO
0.22803260569218015,YES
0.16703509256700744,NO
0.13698535507046145,YES
0.11750483558994199,NO
0.10009671179883947,NO
0.932370820668693,YES
0.14216634429400388,NO
0.09926775352307267,NO
0.971331859629732,YES
0.11943907156673116,NO
0.06901077645758498,NO
0.36957723127935893,YES
0.12517269964078473,NO
0.9866675877314175,YES
0.09878419452887538,NO
0.21870682508980382,NO
0.21449295385465594,NO
0.1761536336004421,NO
0.11135672837800499,NO
0.1445150594086764,NO
0.08980381320806853,NO
0.24696048632218845,NO
0.09346504559270517,NO
0.866192318319978,NO
0.13076816800221056,NO
0.1164686377452335,NO
0.253453992815695,NO
0.12565625863498203,NO
0.9461177120751589,YES
0.22526941143962417,NO
0.19176568112738324,YES
0.048355899419729204,NO
0.0183752417794971,NO
0.16420281845813758,YES
0.18623929262227132,YES
0.1474164133738602,YES
0.1461038961038961,YES
0.07840563691627522,NO
0.025974025974025976,NO
0.18658469190384083,YES
0.8448466427189832,NO
0.17339043934788614,YES
0.06887261674495718,NO
0.15660403426360872,NO
0.13560375794418347,NO
0.13470571981210278,NO
0.0247305885603758,NO
0.11722851616468638,YES
0.023763470571981214,NO
0.17974578612876485,YES
0.07778391820945012,NO
0.8161785023487151,YES
0.15881458966565348,NO
0.8298563138988672,NO
0.19597955236253106,NO
0.07301740812379111,NO
0.16109422492401215,YES
0.12855761260016577,NO
0.13000828958275767,YES
0.10624481901077645,NO
0.10693561757391545,NO
0.9521276595744682,YES
0.11494888090632771,NO
0.10714285714285714,NO
0.9739568941696601,YES
0.10935341254490191,NO
0.09892235424150318,NO
0.3205305332964908,YES
0.10306714562033711,NO
0.33379386570875935,YES
0.09381044487427467,NO
0.14824537164962695,NO
0.09975131251726997,NO
0.08144515059408677,NO
0.1158469190384084,NO
0.13871235147830893,NO
0.10748825642442664,NO
0.2389472229897762,NO
0.05554020447637469,NO
0.17718983144515058,NO
0.14644929538546558,NO
0.11508704061895551,NO
0.2627106935617574,NO
0.14244266371925948,NO
0.27093119646311137,YES
0.24081237911025144,NO
0.9077783918209451,YES
0.02549046697982868,NO
0.005940867642995302,NO
0.030809615915998893,YES
0.12911025145067698,YES
0.7704476374689141,YES
0.029566178502348717,YES
0.020102238187344572,NO
0.0,NO
0.07640232108317214,YES
0.07281016855484941,NO
0.023210831721470024,YES
0.752694114396242,NO
0.11135672837800499,NO
0.11294556507322466,NO
0.1165377176015474,NO
0.036888643271622,NO
0.10735009671179885,YES
0.03564520585797182,NO
0.09912959381044487,YES
0.08628074053605968,NO
0.07695495993368334,YES
0.003592152528322741,NO
0.04255319148936171,NO
0.04144791378833932,NO
0.017408123791102514,NO
0.039651837524177946,YES
0.019342359767891684,NO
0.037234042553191495,YES
0.8929262227134568,YES
0.026526664824537166,YES
0.24426637192594639,NO
0.10016579165515335,NO
0.09401768444321636,NO
0.7880630008289583,NO
0.15860735009671179,YES
0.9391406465874551,YES
0.09021829234595193,NO
0.04559270516717326,NO
0.0980243161094225,NO
0.7303122409505388,NO
0.1404393478861564,NO
0.1037579441834761,NO
0.09311964631113569,NO
0.7423321359491573,YES
0.05885603757944184,NO
0.8511329096435479,YES
0.011190936722851619,NO
0.199433545178226,YES
0.019273279911577783,NO
0.06369162752141476,NO
0.05726720088422217,NO
0.08020171318043659,NO
0.07564244266371926,NO
0.14361702127659573,NO
0.09684995855208621,NO
0.06203371096988118,NO
0.051188173528599064,NO
0.039651837524177946,NO
0.20516717325227965,YES
0.07294832826747721,YES
0.0486322188449848,YES
0.21193699917104172,YES
0.053191489361702135,NO
0.039997236805747446,NO
0.37012987012987014,YES
0.05802707930367505,NO
0.25373031224095055,YES
0.04607626416137055,NO
0.20337109698811828,NO
0.1222022658192871,NO
0.1330478032605692,NO
0.051257253384912965,NO
0.07108317214700194,YES
0.04662890301188173,NO
0.2006079027355623,YES
0.04994473611494889,NO
0.12924841116330477,YES
0.08669521967394309,NO
0.058303398728930644,NO
0.2020585797181542,NO
0.07453716496269688,NO
0.19812102790826192,YES
0.17428847747996684,NO
0.2440591323570047,YES
0.07460624481901078,NO
0.025974025974025976,NO
0.2886847195357834,YES
0.14617297596021,YES
0.13187344570323292,YES
0.1636501796076264,YES
0.8354517822602929,NO
0.0737082066869301,NO
0.20288753799392095,YES
0.12351478308925117,NO
0.1950815142304504,YES
0.06838905775075987,NO
0.15052500690798562,NO
0.11501796076264163,NO
0.11370544349267754,NO
0.05871787786681404,NO
0.7890301188173529,YES
0.05415860735009671,NO
0.14983420834484665,YES
0.12917933130699089,NO
0.10196186791931475,YES
0.1406465874550981,NO
0.12075158883669522,NO
0.2007460624481901,NO
0.08455374412821222,NO
0.20316385741917656,YES
0.15494611771207514,NO
0.14085382702403978,YES
0.0859353412544902,NO
0.06914893617021277,NO
0.356590218292346,YES
0.10534678087869577,YES
0.13111356728378004,YES
0.22098646034816247,YES
0.15004144791378832,NO
0.10527770102238189,NO
0.22616744957170487,YES
0.06935617573915447,NO
0.2627106935617574,YES
0.06382978723404256,NO
0.09567560099474992,NO
0.052777010223818734,NO
0.0366814037026803,NO
0.1337386018237082,NO
0.1094224924012158,YES
0.12966289030118816,NO
0.22962144238739984,YES
0.11570875932578062,NO
0.16689693285437968,YES
0.11439624205581653,NO
0.08310306714562034,NO
0.2432301740812379,NO
0.11170212765957448,NO
0.2316938380768168,YES
0.21836142580823434,NO
0.171456203371097,YES
0.042207792207792215,NO
0.043796628903011885,NO
0.20696324951644102,YES
0.06859629731970159,YES
0.039168278529980664,YES
0.19639403150041446,YES
0.03909919867366676,NO
0.03163857419176568,NO
0.35444874274661514,YES
0.06251726996407848,NO
0.2421939762365294,YES
0.054020447637468924,NO
0.19072948328267475,NO
0.08047803260569218,NO
0.09664271898314451,NO
0.06555678364189003,NO
0.06445150594086764,YES
0.06341530809615915,NO
0.2050290135396518,YES
0.03737220226581929,NO
0.14154462558717876,YES
0.08144515059408677,NO
0.04939209726443769,NO
0.9005940867642995,NO
0.06887261674495718,NO
0.20185134014921247,YES
0.15688035368886433,NO
0.2877176015473888,YES
0.0727410886985355,NO
0.05574744404531638,NO
0.06424426637192596,YES
0.23956894169660126,YES
0.8671594363083724,YES
0.09975131251726997,YES
0.058165239016302855,NO
0.031500414479137887,NO
0.1339458413926499,YES
0.12938657087593256,NO
0.07101409229068804,YES
0.09118541033434652,NO
0.16510085659021828,NO
0.1818872616744957,NO
0.16751865156120477,NO
0.1105277701022382,NO
0.14976512848853274,YES
0.10707377728654326,NO
0.1828543796628903,YES
0.0974025974025974,NO
0.17649903288201158,YES
0.07654048079579995,NO
0.10465598231555678,NO
0.10451782260292898,NO
0.06355346780878696,NO
0.0982315556783642,YES
0.07515888366952198,NO
0.07660956065211384,YES
0.07619508151423045,NO
0.06438242608455376,NO
0.8594915722575297,YES
0.2201575020723957,YES
0.2435755733628074,YES
0.8631528046421665,YES
0.06099751312517271,NO
0.04794142028184582,NO
0.8855346780878697,YES
0.8108593534125449,NO
0.20316385741917656,YES
0.0859353412544902,NO
0.09325780602376348,NO
0.06479690522243714,NO
0.04172423321359492,NO
0.11930091185410334,NO
0.19611771207515888,YES
0.11563967946946671,NO
0.38891959104725066,YES
0.054849405913235706,NO
0.3105830339872893,YES
0.1090770931196463,NO
0.09415584415584416,NO
0.199433545178226,NO
0.08634982039237359,NO
0.1644791378833932,YES
0.1519756838905775,NO
0.15522243713733075,YES
0.05471124620060791,NO
0.020447637468914065,NO
0.08862945565073226,NO
0.1388505111909367,NO
0.039928156949433545,NO
0.05933959657363913,NO
0.059754075711522525,NO
0.02327991157778392,NO
0.17228516164686375,NO
0.08241226858248135,NO
0.04745786128764853,NO
0.06590218292345952,NO
0.9758911301464492,YES
0.916689693285438,YES
0.9560652113843603,YES
0.04614534401768445,NO
0.042345951920420004,NO
0.04828681956341531,NO
0.02991157778391821,NO
0.10037303122409505,NO
0.04642166344294004,NO
0.025214147554573088,NO
0.04469466703509257,NO
0.06327714838353136,NO
0.030602376347057203,NO
0.10962973197015752,NO
0.030602376347057203,NO
0.13864327162199502,NO
0.7696186791931472,YES
0.8836695219673943,YES
0.18333793865708758,NO
0.10741917656811274,NO
0.04946117712075159,NO
0.03626692456479691,NO
0.9113014644929539,YES
0.7703094777562863,YES
0.06009947499309201,NO
0.0981624758220503,NO
0.030049737496546013,NO
0.1164686377452335,NO
0.10797181541862393,NO
0.09712627797734182,NO
0.10113290964354794,NO
0.8964492953854657,YES
0.03447084830063554,NO
0.8094086764299531,YES
0.01644100580270793,NO
0.9420420005526389,YES
0.05381320806852722,NO
0.07357004697430229,NO
0.022105554020447636,NO
0.08676429953025698,NO
0.05871787786681404,NO
0.09042553191489361,NO
0.04994473611494889,NO
0.054987565625863495,NO
0.02196739430781984,NO
0.002279635258358663,NO
0.767131804365847,YES
0.19259463940315005,YES
0.8829096435479414,YES
0.7734180712904117,YES
0.027631942525559547,NO
0.0028322741088698533,NO
0.8221193699917104,YES
0.06983973473335175,NO
0.08918209450124344,YES
0.06203371096988118,NO
0.12980105001381595,NO
0.11246200607902736,NO
0.11791931472782537,NO
0.007322464769273281,NO
0.13988670903564518,YES
0.0069079856313898885,NO
0.2374965460071843,YES
0.06500414479137884,NO
0.18851892788063002,YES
0.022658192870958827,NO
0.01996407847471677,NO
0.07806023763470572,NO
0.01899696048632219,NO
0.7779082619508151,YES
0.0490466979828682,NO
0.7613290964354794,YES
0.922906880353689,YES
0.01146725614810721,YES
0.23314451505940867,NO
0.10064935064935066,NO
0.05581652390163029,NO
0.0671456203371097,NO
0.14935064935064934,YES
0.9730588560375796,YES
0.06997789444597956,NO
0.06348438795247306,NO
0.060237634705719814,NO
0.06631666206134292,NO
0.11349820392373584,NO
0.08807681680022106,NO
0.08441558441558443,NO
0.7626416137054435,YES
0.04614534401768445,NO
0.9079856313898867,YES
0.013746891406465874,NO
0.22858524454269136,YES
0.01996407847471677,NO
0.036128764852169114,NO
0.045730864879801054,NO
0.08068527217463388,NO
0.04338214976512849,NO
0.12586349820392373,NO
0.07115225200331583,NO
0.04939209726443769,NO
0.07875103619784471,NO
0.03875379939209727,NO
0.06168831168831168,NO
0.14299530256977064,NO
0.05823431887261675,NO
0.07792207792207792,NO
0.04828681956341531,NO
0.05326056921801603,NO
0.1259325780602376,NO
0.8304089527493783,YES
0.05160265266648246,NO
0.8196324951644101,YES
0.15971262779773418,NO
0.17491019618679193,NO
0.16620613429124068,NO
0.09090909090909091,NO
0.0611356728378005,NO
0.10776457584968224,NO
0.0853136225476651,NO
0.13636363636363635,NO
0.0981624758220503,NO
0.07799115777839183,YES
0.08469190384084001,YES
0.7932439900525007,YES
0.8171456203371098,YES
0.08842221608179056,NO
0.060237634705719814,YES
0.07543520309477757,NO
0.9335451782260293,YES
0.7177397071014092,YES
0.1882426084553744,NO
0.10265266648245373,NO
0.03813208068527218,NO
0.04006631666206135,NO
0.7981486598507875,YES
0.9948190107764576,YES
0.058648798010500144,NO
0.06776733904393478,NO
0.037786681403702685,NO
0.06887261674495718,NO
0.10824813484387953,NO
0.09491572257529704,NO
0.09429400386847196,NO
0.7711384360320531,YES
0.029704338214976513,NO
0.9459104725062172,YES
0.01595744680851064,NO
0.9311273832550429,YES
0.03605968499585521,NO
0.026181265542967673,NO
0.024799668416689694,NO
0.08123791102514508,NO
0.04027355623100304,NO
0.0918071290411716,NO
0.048770378557612605,NO
0.04635258358662614,NO
0.0914617297596021,NO
0.035576126001657916,NO
0.09574468085106384,NO
0.1160541586073501,NO
0.06403702680298425,NO
0.09995855208621167,NO
0.09885327438518929,NO
0.06907985631389886,NO
0.11432716219950263,NO
0.8088560375794419,YES
0.0857971815418624,NO
0.8786957723127936,YES
0.16164686377452334,NO
0.1579856313898867,NO
0.14354794142028182,NO
0.048977618126554295,NO
0.0603757944183476,NO
0.052777010223818734,NO
0.04953025697706549,NO
0.1511467256148107,NO
0.048770378557612605,NO
0.7511743575573363,YES
0.06576402321083172,YES
0.7694805194805194,YES
0.1818872616744957,YES
0.12703785576126,NO
0.0727410886985355,YES
0.06590218292345952,NO
