50Traced_NONETRACED_MEDIAN_MULTI_LSA_84_SUM,Associated
0.112401055408971,NO
0.09744942832014074,NO
0.18399296394019354,NO
0.36341248900615664,NO
0.10079155672823223,NO
0.14212840809146882,NO
0.08636763412489008,NO
0.1021987686895339,NO
0.2798592788038699,NO
0.4170624450307829,YES
0.09111697449428323,NO
0.5773087071240106,YES
0.4096745822339491,NO
0.3751978891820581,NO
0.3737906772207565,NO
0.1836411609498681,NO
0.10694810905892702,NO
0.17783641160949873,NO
0.11416007036059811,NO
0.3660510114335973,NO
0.18452066842568166,NO
0.11978891820580478,YES
0.12418645558487251,YES
0.276165347405453,YES
0.4049252418645559,YES
0.25945470536499565,NO
0.1087071240105541,YES
0.19472295514511878,NO
0.1713280562884785,YES
0.41266490765171515,YES
0.5741424802110819,NO
0.26051011433597193,NO
0.18469656992084438,NO
0.17836411609498684,NO
0.6770448548812666,YES
0.15109938434476697,YES
0.2226912928759895,NO
0.16851363236587516,NO
0.155321020228672,NO
0.16886543535620058,NO
0.29885664028144243,NO
0.25118733509234836,NO
0.25558487247141604,NO
0.47722075637642936,YES
0.11750219876868956,NO
0.1808267370272648,YES
0.04274406332453827,NO
0.5806508355321022,YES
0.05523306948109061,NO
0.19595426561125776,NO
0.11802990325417767,NO
0.20000000000000004,NO
0.13509234828496045,NO
0.3175021987686896,NO
0.17959542656112581,NO
0.16007036059806512,NO
0.13861037818821464,NO
0.25259454705365003,NO
0.2733509234828496,NO
0.4867194371152156,NO
0.24872471416007041,NO
0.27581354441512757,NO
0.24045734388742307,NO
0.07229551451187337,NO
0.367458223394899,NO
0.7873350923482851,YES
0.26473175021987694,NO
0.3820580474934038,YES
0.3433597185576078,NO
0.36411609498680747,NO
0.3584872471416008,NO
0.3203166226912929,NO
0.2524186455584873,NO
0.20580474934036944,NO
0.3252418645558488,NO
0.29146877748460864,NO
0.3700967458223396,NO
0.7681618293755499,YES
0.7306948109058929,YES
0.6253298153034302,YES
0.29428320140721204,YES
0.2745822339489886,NO
0.32172383465259463,YES
0.20281442392260338,NO
0.21196130167106425,YES
0.30184696569920855,YES
0.6993843447669307,NO
0.27510993843447673,NO
0.24784520668425686,NO
0.27141600703605984,NO
0.5869832893579597,YES
0.20404573438874235,YES
0.31433597185576084,NO
0.15021987686895344,NO
0.24309586631486374,NO
0.16833773087071244,NO
0.3854001759014952,NO
0.3500439753737908,NO
0.3477572559366755,NO
0.34353562005277055,YES
0.19577836411609506,NO
0.14898856640281447,YES
0.05364995602462623,NO
0.5370272647317503,YES
0.05417766051011434,NO
0.23588390501319267,NO
0.14283201407211965,NO
0.2138962181178541,NO
0.19190853122251544,NO
0.36992084432717687,NO
0.23377308707124017,NO
0.2754617414248022,NO
0.1101143359718558,NO
0.03254177660510116,NO
0.28883025505716803,YES
0.5716798592788039,YES
0.5211961301671066,YES
0.23430079155672834,YES
0.1280562884784521,NO
0.017590149516270897,NO
0.35268249780123134,YES
0.2281442392260335,NO
0.21583113456464387,YES
0.34388742304309594,NO
0.4360598065083554,NO
0.3229551451187336,NO
0.3229551451187336,NO
0.08337730870712404,NO
0.49129287598944604,YES
0.13368513632365878,NO
0.632717678100264,YES
0.23201407211961306,NO
0.45171503957783654,YES
0.1023746701846966,NO
0.10184696569920847,NO
0.23588390501319267,NO
0.10729991204925245,NO
0.28443271767810036,YES
0.19014951627088836,NO
0.24045734388742307,YES
0.25435356200527715,NO
0.11152154793315747,NO
0.33016710642040464,NO
0.43693931398416896,NO
0.33051890941073003,NO
0.2819700967458224,NO
0.27897977132805635,NO
0.19824098504837295,NO
0.23922603342128418,NO
0.691292875989446,YES
0.2601583113456465,NO
0.5036059806508356,YES
0.33227792436235715,NO
0.2916446789797714,NO
0.2798592788038699,NO
0.07774846086191736,NO
0.24116094986807396,NO
0.07897977132805631,NO
0.17308707124010558,NO
0.3379067722075638,NO
0.21020228671943716,NO
0.6682497801231312,YES
0.6181178540017592,YES
0.47370272647317513,YES
0.49182058047493415,YES
0.3743183817062446,NO
0.2911169744942833,YES
0.15496921723834656,NO
0.15602462620932284,NO
0.11890941072999123,NO
0.17080035180299036,YES
0.624274406332454,YES
0.4279683377308708,YES
0.2168865435356201,YES
0.13843447669305192,NO
0.08900615655233073,NO
0.3465259454705366,YES
0.43975373790677225,NO
0.169217238346526,YES
0.2728232189973615,NO
0.37889182058047505,NO
0.4350043975373792,NO
0.4005277044854882,NO
0.23834652594547062,NO
0.37766051011433605,YES
0.23078276165347408,NO
0.44415127528584,YES
0.23254177660510117,NO
0.43218997361477585,YES
0.3431838170624451,NO
0.37080035180299037,NO
0.37467018469657,NO
0.16429199648197013,NO
0.2397537379067723,YES
0.1790677220756377,NO
0.21600703605980656,YES
0.23166226912928764,NO
0.11380826737027266,NO
0.40158311345646447,NO
0.31697449428320146,NO
0.25488126649076526,NO
0.3340369393139842,NO
0.2735268249780124,NO
0.2529463500439754,NO
0.33438874230430965,NO
0.33262972735268254,YES
0.3424802110817943,NO
0.41319261213720326,YES
0.42585751978891834,NO
0.3408970976253299,NO
0.34036939313984177,NO
0.07651715039577839,NO
0.16745822339489888,NO
0.10237467018469658,NO
0.17854001759014956,NO
0.4021108179419526,NO
0.15672823218997364,NO
0.3132805628847846,YES
0.2369393139841689,YES
0.3171503957783642,YES
0.5294635004397539,YES
0.4058047493403695,NO
0.2742304309586632,YES
0.2168865435356201,NO
0.1496921723834653,NO
0.21829375549692176,NO
0.3767810026385225,NO
0.328759894459103,NO
0.23535620052770456,NO
0.3484608619173264,NO
0.21829375549692176,NO
0.15285839929639405,NO
0.36939313984168876,NO
0.5857519788918207,YES
0.39507475813544424,NO
0.31662269129287607,YES
0.2168865435356201,NO
0.11204925241864558,NO
0.0965699208443272,NO
0.3416007036059807,NO
0.23342128408091478,NO
0.30237467018469666,NO
0.534212840809147,NO
0.21301671064204047,NO
0.47862796833773097,NO
0.693755496921724,YES
0.5815303430079156,YES
0.8518909410729992,YES
0.3037818821459983,YES
0.32225153913808274,NO
0.45294635004397543,YES
0.28636763412489014,NO
0.23588390501319267,NO
0.11802990325417767,NO
0.3262972735268251,NO
0.3947229551451188,NO
0.34283201407211966,NO
0.3034300791556729,NO
0.27897977132805635,NO
0.19454705364995606,NO
0.29076517150395786,NO
0.6123131046613898,YES
0.30430958663148644,NO
0.3637642919964821,YES
0.37889182058047505,NO
0.34177660510114344,NO
0.3357959542656113,NO
0.07036059806508357,NO
0.23166226912928764,NO
0.07335092348284962,NO
0.1950747581354442,NO
0.319085312225154,NO
0.22902374670184705,NO
0.7192612137203168,YES
0.5973614775725595,YES
0.47510993843447674,YES
0.45329815303430093,YES
0.37080035180299037,NO
0.3350923482849605,YES
0.18821459982409855,NO
0.11064204045734391,NO
0.10835532102022871,NO
0.2601583113456465,NO
0.4904133685136325,NO
0.23377308707124017,NO
0.13315743183817066,NO
0.08918205804749342,NO
0.07634124890061567,NO
0.23271767810026392,NO
0.7562005277044856,YES
0.08953386103781884,NO
0.42022867194371155,YES
0.355321020228672,NO
0.34300791556728244,NO
0.3424802110817943,NO
0.1321020228671944,NO
0.1934916446789798,NO
0.12770448548812668,NO
0.15426561125769572,NO
0.2821459982409851,NO
0.24978012313104664,NO
0.575901495162709,YES
0.563764291996482,YES
0.5350923482849606,YES
0.2202286719437116,YES
0.22462620932277932,NO
0.18117854001759018,YES
0.15690413368513637,NO
0.17080035180299036,NO
0.062093227792436256,NO
1.0,YES
0.2904133685136324,YES
0.19859278803869837,YES
0.5655233069481093,YES
0.3762532981530344,NO
0.17009674582233952,NO
0.6117854001759017,YES
0.15408970976253303,NO
0.579595426561126,YES
0.2313104661389622,NO
0.35760773966578724,NO
0.24591029023746708,NO
0.24204045734388746,NO
0.16376429199648201,NO
0.15743183817062448,YES
0.13667546174142484,NO
0.4160070360598066,YES
0.37519788918205815,NO
0.215127528583993,YES
0.20633245382585755,NO
0.12348284960422168,NO
0.514863676341249,NO
0.21354441512752861,NO
0.6636763412489007,YES
0.42532981530343017,NO
0.40474934036939325,YES
0.2992084432717679,NO
0.25488126649076526,NO
0.6151275285839931,YES
0.36200527704485497,NO
0.2527704485488127,NO
0.7143359718557609,YES
0.3041336851363237,NO
0.17572559366754623,NO
0.9410729991204927,YES
0.31873350923482857,NO
0.7533861037818823,YES
0.27440633245382595,NO
0.5569041336851365,NO
0.5461741424802111,NO
0.4485488126649077,NO
0.2835532102022868,NO
0.36798592788038703,NO
0.2286719437115216,NO
0.6288478452066845,NO
0.23799472295514518,NO
0.4466138962181179,NO
0.332981530343008,NO
0.29656992084432726,NO
0.645382585751979,NO
0.32664907651715047,NO
0.6501319261213722,YES
0.5736147757255937,NO
0.4883025505716799,YES
0.12313104661389623,NO
0.05382585751978894,NO
0.5560246262093228,YES
0.527000879507476,YES
0.3753737906772209,YES
0.41319261213720326,YES
0.19964819700967465,NO
0.06613896218117855,NO
0.5014951627088832,YES
0.3922603342128409,NO
0.46086191732629733,YES
0.2682497801231311,NO
0.43711521547933163,NO
0.3452946350043976,NO
0.34300791556728244,NO
0.0629727352682498,NO
0.49868073878627983,YES
0.06051011433597188,NO
0.45769569041336866,YES
0.19806508355321023,NO
0.3802990325417767,YES
0.4043975373790678,NO
0.35408970976253307,NO
0.49903254177660517,NO
0.20439753737906777,NO
0.5060686015831135,YES
0.3273526824978013,NO
0.3975373790677222,YES
0.27053649956024634,NO
0.2722955145118734,NO
0.6663148636763414,YES
0.29270008795074764,NO
0.2728232189973615,NO
0.7210202286719439,YES
0.27845206684256824,NO
0.2518909410729992,NO
0.8161829375549694,YES
0.2624450307827617,NO
0.8499560246262094,YES
0.2501319261213721,NO
0.3774846086191733,NO
0.2540017590149517,NO
0.20738786279683383,NO
0.29498680738786287,NO
0.3539138082673704,NO
0.27370272647317506,NO
0.6084432717678102,NO
0.14142480211081798,NO
0.4511873350923484,NO
0.3729111697449429,NO
0.2930518909410731,NO
0.6689533861037821,NO
0.36306068601583125,NO
0.6898856640281444,YES
0.6131926121372033,NO
0.5525065963060688,YES
0.0649076517150396,NO
0.01512752858399297,NO
0.07845206684256818,YES
0.328759894459103,YES
0.20281442392260338,YES
0.07528583992963943,YES
0.051187335092348296,NO
0.0,NO
0.19454705364995606,YES
0.1854001759014952,NO
0.05910290237467021,YES
0.1693931398416887,NO
0.2835532102022868,NO
0.2875989445910291,NO
0.29674582233948993,NO
0.09393139841688658,NO
0.2733509234828497,YES
0.09076517150395781,NO
0.2524186455584873,YES
0.21970096745822343,NO
0.19595426561125776,YES
0.009146877748460864,NO
0.10835532102022871,NO
0.10554089709762536,NO
0.04432717678100266,NO
0.10096745822339492,YES
0.0492524186455585,NO
0.09481090589270012,YES
0.5146877748460863,YES
0.06754617414248024,YES
0.6219876868953388,NO
0.2550571679859279,NO
0.23940193491644685,NO
0.2476693051890942,NO
0.4038698328935797,YES
0.6323658751099386,YES
0.22972735268249786,NO
0.11609498680738789,NO
0.24960422163588397,NO
0.10061565523306952,NO
0.35760773966578724,NO
0.2642040457343888,NO
0.23711521547933162,NO
0.13122251539138086,YES
0.149868073878628,NO
0.4082673702726474,YES
0.02849604221635885,NO
0.5078276165347406,YES
0.04907651715039579,NO
0.16218117854001762,NO
0.1458223394898857,NO
0.20422163588390507,NO
0.19261213720316628,NO
0.36569920844327186,NO
0.2466138962181179,NO
0.15795954265611262,NO
0.13034300791556733,NO
0.10343007915567284,NO
0.580826737027265,YES
0.18575197889182063,YES
0.12383465259454707,YES
0.6223394898856641,YES
0.1354441512752859,NO
0.10184696569920847,NO
0.9660510114335973,YES
0.1477572559366755,NO
0.6622691292875991,YES
0.237467018469657,NO
0.5178540017590151,NO
0.3111697449428321,NO
0.3387862796833774,NO
0.16112576956904137,NO
0.21301671064204047,YES
0.15215479331574322,NO
0.516094986807388,YES
0.15602462620932284,NO
0.32911169744942836,YES
0.23254177660510122,NO
0.16446789797713285,NO
0.5324538258575199,NO
0.2128408091468778,NO
0.5217238346525945,YES
0.4568161829375551,NO
0.6485488126649078,YES
0.18997361477572564,NO
0.06613896218117855,NO
0.8775725593667549,YES
0.3722075637642921,YES
0.3357959542656113,YES
0.6066842568161831,YES
0.3683377308707125,NO
0.18768689533861044,NO
0.5166226912928761,YES
0.3145118733509235,NO
0.49674582233949005,YES
0.27264731750219884,NO
0.3832893579595428,NO
0.29287598944591037,NO
0.28953386103781886,NO
0.14951627088830258,NO
0.41160949868073893,YES
0.1379067722075638,NO
0.40228671943711536,YES
0.3289357959542657,NO
0.2596306068601584,YES
0.3581354441512754,NO
0.30747581354441517,NO
0.5111697449428322,NO
0.23887423043095873,NO
0.517326297273527,YES
0.3945470536499561,NO
0.4459102902374671,YES
0.21882145998240993,NO
0.1855760773966579,NO
0.9708003518029905,YES
0.32172383465259463,YES
0.33386103781882154,YES
0.6598065083553212,YES
0.3820580474934037,NO
0.26807387862796844,NO
0.6140721196130169,YES
0.17660510114335978,NO
0.7020228671943712,YES
0.22339489885664035,NO
0.24362357080035185,NO
0.1343887423043096,NO
0.09340369393139844,NO
0.35567282321899746,NO
0.3155672823218998,YES
0.3424802110817943,NO
0.5846965699208445,YES
0.3043095866314865,NO
0.4249780123131048,YES
0.291292875989446,NO
0.21160949868073883,NO
0.6193491644678981,NO
0.28443271767810036,NO
0.6221635883905015,YES
0.5560246262093229,NO
0.48443271767810037,YES
0.10747581354441517,NO
0.11380826737027266,NO
0.5361477572559368,YES
0.17467018469656997,YES
0.09973614775725596,YES
0.5368513632365876,YES
0.09956024626209325,NO
0.08056288478452069,NO
0.9106420404573442,YES
0.1591908531222516,NO
0.6211081794195252,YES
