50Traced_NONETRACED_MAX_SINGLE_VSM_82_SUM,Associated
0.14588982210171283,NO
0.2101712849679254,NO
0.16123272270352487,NO
0.3605581641425831,NO
0.13418424707360624,NO
0.24885920243370144,NO
0.17247536538588717,NO
0.13868130414655117,NO
0.233714701408637,NO
0.6816348125124001,YES
0.12082534223926988,NO
0.8447192645989022,YES
0.14780768467693936,NO
0.24528801005224518,NO
0.22148006084253688,NO
0.25024799947093446,NO
0.20111103762978638,NO
0.2068646253554659,NO
0.26783942860921894,NO
0.27762714106209907,NO
0.15177567621189075,NO
0.6727068315587594,YES
0.6743601613649891,YES
0.7314992394682892,YES
0.7799087361946961,YES
0.21744593611533622,NO
0.6685404404470604,YES
0.20977448581443026,NO
0.692083856887772,YES
0.7828185966536604,YES
0.44719264598902186,NO
0.24330401428476953,NO
0.27643674360161363,NO
0.2823887309040407,NO
0.8822167846041928,YES
0.6844785397791151,YES
0.31505852787514055,NO
0.0788968983532835,NO
0.28972951524370083,NO
0.09172673764962636,NO
0.35533364195489714,NO
0.3279545003637325,NO
0.33906487666159646,NO
0.807089478209113,YES
0.1913894583691555,NO
0.6956550492692283,YES
0.1593809933205476,NO
0.8459757952516368,YES
0.10654057271344486,NO
0.0848488856557106,NO
0.10025791944977183,NO
0.16897030619668013,NO
0.09549632960783017,NO
0.35070431849745387,NO
0.16196018781826596,NO
0.21519740757886383,NO
0.12466106738972288,NO
0.2604325110773097,NO
0.25044639904768207,NO
0.39693141987963765,NO
0.2632762383440248,NO
0.29019244758944507,NO
0.2344421665233781,NO
0.04669003372792804,NO
0.3070564116129886,NO
0.9236822961444349,YES
0.29541696977713117,NO
0.754447457178758,YES
0.17717082203557966,NO
0.22055419615104818,NO
0.1854374710667284,NO
0.29330070762515703,NO
0.26466503538125785,NO
0.10726803782818595,NO
0.3370808808941208,NO
0.1978043780173269,NO
0.2874809867072283,NO
0.9164737781892731,YES
0.9023874082401957,YES
0.862773626082931,YES
0.5629918656173534,YES
0.27213808610541634,NO
0.573308643608227,YES
0.2061371602407248,NO
0.7073606242973349,YES
0.7411546855366709,YES
0.63183651874876,NO
0.4045367369882944,NO
0.5095562462800078,NO
0.5051914555915614,NO
0.8483565901726077,YES
0.7033926327623835,YES
0.5243700813438265,NO
0.29634283446861975,NO
0.5000991997883738,NO
0.4159777792474042,NO
0.5990344553931618,NO
0.5690761193042788,NO
0.5848819522518353,NO
0.7483632034918325,YES
0.35943389987434693,NO
0.6754844256332253,YES
0.311421202301435,NO
0.8249454401163945,YES
0.21003901858342697,NO
0.44005026122610935,NO
0.4174988426691356,NO
0.43535480457641684,NO
0.42695588916076976,NO
0.5554526817009456,NO
0.4466635804510284,NO
0.3685602804047351,NO
0.11143442893988492,NO
0.0816083592355003,NO
0.7140400767145031,YES
0.8426030024469281,YES
0.8154222604325111,YES
0.7157595397129819,YES
0.2125520798888962,NO
0.06963825143839693,NO
0.7602671780966866,YES
0.2517690628926659,NO
0.708815554526817,YES
0.203425699358508,NO
0.33403875405065797,NO
0.3384035447391045,NO
0.3384035447391045,NO
0.07347397658884994,NO
0.7744858144302625,YES
0.10660670590569404,NO
0.8598637656239666,YES
0.38344024866080284,NO
0.7898287150320745,YES
0.2195621982673104,NO
0.2507109318166788,NO
0.18814893194894516,NO
0.2112294160439124,NO
