50Traced_NONETRACED_MAX_SINGLE_LSA_4_MEDIAN,Associated
0.2626,NO
0.2626,NO
0.1144,NO
0.3384,NO
0.2874,NO
0.1245,NO
0.2626,NO
0.1058,NO
0.1818,NO
0.6882,YES
0.1818,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.2626,NO
0.5133,NO
0.2626,NO
0.4343,NO
0.2626,NO
0.3295,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.4007,NO
0.1579,NO
0.1148,NO
0.4007,NO
1.0,YES
0.405,YES
0.4007,NO
0.21100000000000002,NO
0.4007,NO
0.3066,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.1188,NO
1.0,YES
0.1743,NO
1.0,YES
0.0763,NO
0.3066,NO
0.2082,NO
0.3066,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.133,NO
0.2057,NO
0.3133,NO
0.1901,NO
0.3895,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.1058,NO
0.2187,NO
1.0,YES
0.1603,NO
1.0,YES
0.2134,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.5133,NO
0.1268,NO
0.4343,NO
0.1755,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.5415,NO
0.34299999999999997,NO
0.3722,NO
0.5415,NO
1.0,YES
0.6166,YES
0.5415,NO
0.4069,NO
0.5415,NO
0.4069,NO
0.647,NO
0.7021,NO
0.7021,NO
1.0,YES
0.3722,NO
1.0,YES
0.3722,NO
1.0,YES
0.2632,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.5415,NO
0.2963,NO
0.4653,NO
0.1709,NO
0.1597,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.1724,NO
0.0527,NO
1.0,YES
0.2044,NO
1.0,YES
0.22399999999999998,NO
0.3493,NO
0.379,NO
0.379,NO
0.0927,NO
1.0,YES
0.0921,NO
1.0,YES
0.2187,NO
0.8285,YES
0.1733,NO
0.3338,NO
0.2164,NO
0.1918,NO
1.0,YES
0.3518,NO
0.5859,YES
0.2169,NO
0.3133,NO
0.2268,NO
0.4137,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.2169,NO
0.4137,NO
1.0,YES
0.4137,NO
1.0,YES
0.2451,NO
0.2525,NO
0.2525,NO
0.3249,NO
0.3158,NO
0.2084,NO
0.3043,NO
0.2108,NO
0.2053,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4137,NO
1.0,YES
0.2424,NO
0.1709,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.1035,NO
0.1194,NO
0.8266,YES
0.5884,NO
0.8266,YES
0.3749,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.2264,NO
1.0,YES
0.141,NO
1.0,YES
0.2026,NO
1.0,YES
0.6968,NO
0.6232,NO
0.6968,NO
0.3377,NO
0.8266,YES
0.462,NO
0.4843,YES
0.2148,NO
0.2148,NO
0.4239,NO
0.3384,NO
0.1965,NO
0.4239,NO
0.2004,NO
0.2148,NO
0.4239,NO
0.6882,YES
0.4239,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.2148,NO
0.2646,NO
0.2148,NO
0.2239,NO
0.2256,NO
0.1699,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.2836,NO
0.2057,NO
0.3133,NO
0.4039,NO
0.3895,NO
0.3315,NO
0.3464,NO
0.2116,NO
0.1058,NO
0.3349,NO
0.8445,YES
0.4039,NO
1.0,YES
0.2134,NO
0.1756,NO
0.1733,NO
0.3249,NO
0.5133,NO
0.1655,NO
0.4343,NO
0.1309,NO
0.3295,NO
1.0,YES
0.8945,YES
1.0,YES
1.0,YES
0.3349,NO
1.0,YES
