50Traced_NONETRACED_SUM_SINGLE_LSA_60_MEDIAN,Associated
0.6392,NO
0.7668,NO
0.7204,NO
0.3077,NO
0.8696,NO
0.4992,NO
1.0553,NO
0.6033,NO
0.7371,NO
2.5152,YES
0.6747,NO
2.5153,YES
0.9362,NO
0.9858,NO
0.8477,NO
0.8636,NO
0.6424,NO
0.6940000000000001,NO
0.413,NO
0.9427,NO
0.9126,NO
2.0769,YES
2.1788,YES
2.5268,YES
2.5921,YES
0.5954,NO
1.858,YES
0.6767,NO
1.7584,YES
1.8399,YES
0.6433,NO
0.6569,NO
0.5507,NO
0.5804,NO
1.5878,YES
1.8251,YES
0.3934,NO
0.4442,NO
0.3175,NO
0.5923,NO
0.4976,NO
0.6886,NO
0.6226,NO
1.7861,YES
0.7036,NO
1.8241,YES
0.5229,NO
1.9808,YES
0.6821,NO
0.5551,NO
0.5346,NO
0.5527,NO
0.3428,NO
0.3963,NO
0.8072,NO
0.7071,NO
0.233,NO
0.2606,NO
1.0267,NO
0.4715,NO
0.9987,NO
1.3694,NO
1.0226,NO
0.262,NO
1.1154,NO
3.9727,YES
1.0126,NO
3.5914,YES
0.4667,NO
0.4864,NO
0.2136,NO
0.6524,NO
1.3673,NO
0.4028,NO
1.207,NO
0.2501,NO
1.4337,NO
3.125,YES
3.1588,YES
3.9309,YES
3.6079,YES
1.3015,NO
3.3466,YES
1.0096,NO
2.7878,YES
2.7632,YES
2.1088,NO
1.0129,NO
1.0055,NO
1.7775,NO
2.3155,YES
2.6166,YES
1.4689,NO
0.7575,NO
1.5912,NO
0.8541,NO
0.8814,NO
1.1888,NO
1.4259,NO
2.9015,YES
0.8085,NO
2.7204,YES
1.1025,NO
2.8646,YES
0.8240000000000001,NO
0.7678,NO
0.7451,NO
1.4067,NO
0.7211,NO
1.5191,NO
0.6521,NO
1.8472,NO
0.5820000000000001,NO
0.5388,NO
3.4093,YES
4.8547,YES
4.3408,YES
3.325,YES
1.4109,NO
0.4481,NO
3.1379,YES
0.6502,NO
3.0564,YES
0.8335,NO
0.2731,NO
0.8581,NO
0.8641,NO
0.5369,NO
4.9844,YES
0.3781,NO
4.8172,YES
0.3976,NO
4.0466,YES
0.8379,NO
1.1154,NO
2.0403,NO
0.9859,NO
2.8516,YES
1.3632,NO
3.346,YES
0.5523,NO
0.5236,NO
0.9556,NO
0.3827,NO
0.9079,NO
1.2165,NO
1.2032,NO
0.4611,NO
1.1856,NO
3.9767,YES
0.9861,NO
3.6247,YES
0.953,NO
0.9197,NO
0.6344,NO
