50Traced_NONETRACED_SUM_RAW_LSA_68_SUM,Associated
0.032656852936972985,NO
0.06259825639559811,NO
0.10999356867228814,NO
0.14238244962126625,NO
0.05082535372302416,NO
0.08989566957267402,NO
0.04771687866228384,NO
0.07178076318422182,NO
0.1185150778905245,NO
0.20998284979276832,YES
0.07351364870658855,NO
0.4467986279834215,YES
0.05541660711733601,NO
0.07499642704016007,NO
0.025653851650707448,NO
0.03965985422323853,NO
0.0478955266542804,NO
0.09959625553808776,NO
0.06629626982992712,NO
0.05250464484779192,NO
0.012469629841360585,NO
0.15047520365871087,YES
0.19027797627554668,YES
0.2971987994854938,YES
0.14306131199085323,YES
0.11127983421466343,NO
0.3841110475918251,YES
0.09773831642132344,NO
0.1306452765470916,YES
0.3077747606116907,YES
0.12035515220808919,NO
0.03472916964413321,NO
0.03153137058739461,NO
0.034103901672145207,NO
0.14711662140917536,YES
0.2596112619694155,YES
0.030620265828212093,NO
0.031406316992996994,NO
0.03415749606974418,NO
0.07942689724167501,NO
0.024099614120337284,NO
0.045501643561526375,NO
0.016006860082892666,NO
0.24122838359296844,YES
0.06286622838359297,NO
0.28915963984564813,YES
0.038087751893668725,NO
0.11774689152493927,YES
0.022884807774760613,NO
0.023813777333142775,NO
0.04703801629269688,NO
0.06093683007003002,NO
0.03565813920251537,NO
0.07835500928969559,NO
0.08846648563670145,NO
0.06604616264113192,NO
0.05255823924539088,NO
0.06191939402601117,NO
0.1673753037015864,NO
0.19692368157781906,NO
0.11390595969701302,NO
0.21289481206231245,NO
0.0744068886665714,NO
0.047288123481492084,NO
0.17250250107188794,NO
0.4215556667143061,YES
0.14225739602686865,NO
0.5025368014863513,YES
0.07578247820494498,NO
0.07011933685865371,NO
0.02881592110904674,NO
0.050325139345433756,NO
0.12201657853365729,NO
0.10583107045876806,NO
0.1269115335143633,NO
0.0502715449478348,NO
0.07342432471059025,NO
0.3891846505645276,YES
0.43450764613405746,YES
0.5456981563527226,YES
0.21618193511504932,YES
0.1675360868943833,NO
0.47261326282692584,YES
0.13364656281263398,NO
0.08634057453194227,YES
0.2630591682149493,YES
0.1252858367871945,NO
0.08784121766471345,NO
0.08592968415035016,NO
0.10993997427468917,NO
0.17687937687580393,YES
0.23456481349149638,YES
0.09307560383021296,NO
0.06717164499071032,NO
0.06638559382592539,NO
0.08796627125911105,NO
0.05759611261969416,NO
0.06506359868515078,NO
0.07036944404744891,NO
0.13184221809346863,YES
0.09591610690295842,NO
0.25214377590395887,YES
0.09616621409175362,NO
0.10402672573960269,YES
0.0707446048306417,NO
0.0601507789052451,NO
0.07324567671859368,NO
0.09520151493497213,NO
0.037694726311276266,NO
0.14620551664999284,NO
0.11442403887380308,NO
0.07622909818493641,NO
0.08242818350721738,NO
0.08514363298556524,NO
0.22477490353008434,YES
0.4125160783192797,YES
0.3891489209661283,YES
0.16846505645276547,YES
0.10250821780763185,NO
0.054559096755752476,NO
0.15758539374017436,YES
0.043054166071173364,NO
0.11145848220666,YES
0.10238316421323425,NO
0.06854723452908389,NO
0.10483064170358726,NO
0.11767543232814064,NO
0.05268329283978848,NO
0.41857224524796344,YES
0.07946262684007432,NO
0.5784443332856939,YES
0.035997570387308844,NO
0.289427611833643,YES
0.027333142775475206,NO
0.07042303844504788,NO
0.10972559668429328,NO
0.042232385307989145,NO
0.21343075603830214,YES
0.10733171359153924,NO
0.1336822924110333,YES
0.07038730884664858,NO
0.08171359153923112,NO
0.12962698299271116,NO
0.20539159639845647,NO
0.14999285408032015,NO
0.1565313705873946,NO
0.11324496212662573,NO
0.08060597398885237,NO
0.1258753751607832,NO
0.40385165070744605,YES
0.0904852079462627,NO
0.49692725453765907,YES
0.09211090467343147,NO
0.0766935829641275,NO
0.05522009432613978,NO
0.02570744604830642,NO
0.16755395169358295,NO
0.11512076604258968,NO
0.1750571673574389,NO
0.05711376304130343,NO
0.09464770615978277,NO
0.37055166499928543,YES
0.4123552951264829,YES
0.5101472059454052,YES
0.20907174503358583,YES
0.16390953265685293,NO
0.47813348577961984,YES
0.05357653279977133,NO
0.06727883378590825,NO
0.04132128054880663,NO
0.2625232242389596,YES
0.3835572388166357,YES
0.34793482921251967,YES
0.2685793911676433,YES
0.07883735886808632,NO
0.014952836930112911,NO
0.14295412319565529,YES
0.09725596684293268,NO
0.11069029584107475,YES
0.14125696727168785,NO
0.07460340145776764,NO
0.06679648420751752,NO
0.08287480348720881,NO
0.04539445476632843,NO
0.3903815921109046,YES
0.06138345005002145,NO
0.4245033585822496,YES
0.026279119622695437,NO
0.342396741460626,YES
0.08435758182078033,NO
0.1503858796627126,NO
0.14231099042446763,NO
0.09246820065742462,NO
0.25716378447906246,YES
0.10123981706445621,NO
0.11808632270973275,YES
0.023277833357153065,NO
0.041160497356009726,NO
0.05918607974846364,NO
0.11512076604258968,NO
0.043375732456767194,NO
0.047573960268686585,NO
0.05941832213805917,NO
0.06325925396598543,NO
0.06584964984993569,NO
0.21455623838788052,YES
0.0532192368157782,NO
0.4212876947263113,YES
0.0774796341289124,NO
0.09650564527654709,NO
0.06018650850364443,NO
0.005538087751893669,NO
0.06006145490924682,NO
0.06074031727883379,NO
0.06327711876518509,NO
0.0445726740031442,NO
0.02577890524510505,NO
0.18263184221809345,YES
0.21873660140060028,YES
0.31545662426754323,YES
0.14917107331713594,YES
0.07690796055452338,NO
0.4128019151064743,YES
0.018168500786051162,NO
0.038766614263255686,NO
0.06320565956838646,NO
0.1792553951693583,NO
0.13950621695012147,NO
0.07367443189938547,NO
0.21117979133914536,NO
0.0537551807917679,NO
0.07605045019293984,NO
0.21318064884950694,NO
0.39847434614834937,YES
0.1699835643847363,NO
0.48999571244819207,YES
0.05739959982849793,NO
0.050718164927826215,NO
0.014988566528512218,NO
0.058507217378876666,NO
0.07031584964984994,NO
0.11129769901386309,NO
0.11022581106188369,NO
0.044411890810347285,NO
0.041857224524796344,NO
0.3820565956838645,YES
0.41299842789767044,YES
0.5663319994283265,YES
0.21168000571673573,YES
0.1832749749892811,NO
0.4812598256395598,YES
0.14677719022438188,NO
0.07683650135772474,NO
0.06597470344433329,NO
0.10023938830927541,NO
0.1672145205087895,NO
0.08950264399028156,NO
0.14965342289552666,NO
