50Traced_NONETRACED_SUM_MULTI_VSM_69_MEDIAN,Associated
0.9404,NO
0.1069,NO
0.8634,NO
1.5619,NO
0.7170000000000001,NO
0.5870000000000001,NO
1.0673,NO
0.4088,NO
0.9936,NO
2.6053,YES
0.6411,NO
2.0683,YES
0.5014,NO
0.2255,NO
0.2223,NO
0.5279,NO
0.7025,NO
0.9911,NO
0.7736,NO
0.5212,NO
1.3443,NO
2.1636,YES
2.4296,YES
2.6897,YES
1.0314,YES
0.7492,NO
1.6181,YES
0.9631,NO
2.4425,YES
0.9136,YES
0.9586,NO
0.7438,NO
0.4413,NO
0.8468,NO
3.0031,YES
2.1962,YES
0.6577,NO
1.0078,NO
0.5714,NO
0.5768,NO
1.0865,NO
0.9533,NO
0.6875,NO
2.7351,YES
0.5284,NO
2.7175,YES
0.4843,NO
2.1043,YES
0.434,NO
0.6419,NO
0.9658,NO
1.0555,NO
0.5577,NO
0.8476,NO
1.0879,NO
0.8746,NO
0.8411,NO
0.2449,NO
1.2156,NO
1.5825,NO
0.8401,NO
1.2142,NO
0.9705,NO
0.3057,NO
1.4114,NO
3.4431,YES
1.3677,NO
2.7961,YES
1.2694,NO
0.9747,NO
0.5674,NO
0.1919,NO
0.5789,NO
0.5789,NO
1.0277,NO
0.355,NO
1.0813,NO
2.8461,YES
3.4751,YES
3.5773,YES
1.4280000000000002,YES
1.5581,NO
2.8841,YES
1.4239,NO
1.8336,YES
1.1172,YES
0.9620000000000001,NO
0.8713,NO
0.8001,NO
1.2487,NO
2.7904,YES
2.0425,YES
0.9366,NO
0.7212,NO
0.7856,NO
0.4321,NO
0.8101,NO
0.8984,NO
0.4335,NO
2.4163,YES
0.7027,NO
2.4583,YES
0.7071,NO
1.9199,YES
0.745,NO
0.4035,NO
0.3923,NO
0.9349,NO
0.3849,NO
0.8042,NO
0.9552,NO
1.1768,NO
1.2711,NO
0.348,NO
1.8578,YES
3.7755,YES
3.1015,YES
2.0813,YES
1.1117,NO
0.2036,NO
1.7309,YES
1.1551,NO
1.4737,YES
0.6222,NO
1.811,NO
1.0061,NO
0.7758,NO
0.5199,NO
3.9444,YES
0.5225,NO
3.4056,YES
0.4419,NO
3.0132,YES
0.8049,NO
1.2111,NO
1.5765,NO
0.6467,NO
1.1861,YES
1.4111,NO
1.5788,YES
1.053,NO
0.2127,NO
0.7017,NO
2.1726,NO
1.046,NO
0.6425,NO
1.1699,NO
0.4259,NO
0.7683,NO
3.3056,YES
0.6669,NO
2.8531,YES
0.8675,NO
0.6809999999999999,NO
0.2809,NO
0.3741,NO
0.8319,NO
0.9459,NO
1.1757,NO
0.489,NO
1.375,NO
2.7395,YES
3.2499,YES
3.3338,YES
1.3230000000000002,YES
0.7252,NO
2.6443,YES
0.659,NO
1.1172,NO
0.4503,NO
1.2305,YES
3.5971,YES
2.8572,YES
1.2286,YES
1.0054,NO
0.3831,NO
1.0553,YES
1.3877,NO
0.6813,YES
0.9444,NO
1.1002,NO
0.6094,NO
0.5461,NO
0.6491,NO
3.4115,YES
0.5716,NO
2.8388,YES
0.5587,NO
2.8231,YES
1.0913,NO
1.5557,NO
1.3259,NO
0.6202,NO
0.7559,YES
1.0446,NO
0.8637,YES
0.96,NO
0.1523,NO
1.6361,NO
1.6038,NO
1.2476,NO
1.7661,NO
0.9671,NO
0.2876,NO
1.8107,NO
2.3355,YES
1.5176,NO
1.6708,YES
1.2597,NO
0.898,NO
0.4426,NO
0.184,NO
1.2946,NO
0.5679,NO
1.179,NO
0.3159,NO
1.4855,NO
2.1354,YES
2.0418,YES
2.9083,YES
1.1256,YES
1.454,NO
1.9905,YES
2.0231,NO
0.6471,NO
0.33399999999999996,NO
0.6908,NO
1.5748,NO
0.6097,NO
0.6094,NO
0.7775,NO
0.3685,NO
0.8602,NO
3.3452,YES
0.7802,NO
2.6818,YES
0.6513,NO
0.5204,NO
0.2373,NO
0.2561,NO
0.6088,NO
0.7146,NO
0.7555,NO
0.2642,NO
1.1645,NO
2.9427,YES
3.0804,YES
3.5252,YES
