50Traced_NONETRACED_MEDIAN_SINGLE_LSA_54_SUM,Associated
0.10449713818479149,NO
0.09059689288634504,NO
0.17105478331970564,NO
0.3378577269010629,NO
0.0937040065412919,NO
0.1321340964840556,NO
0.0802943581357318,NO
0.09501226492232215,NO
0.26017988552739163,NO
0.3877350776778413,YES
0.08470973017170891,NO
0.5376941946034342,YES
0.3808667211774325,NO
0.3488143908421913,NO
0.347506132461161,NO
0.17072771872444809,NO
0.09942763695829925,NO
0.1653311529026983,NO
0.10613246116107931,NO
0.3403107113654947,NO
0.1733442354865086,NO
0.11136549468520031,YES
0.11545380212591987,YES
0.2567457072771872,YES
0.3764513491414554,YES
0.241210139002453,NO
0.10106295993458707,YES
0.18103025347506133,NO
0.15928045789043338,YES
0.3836467702371218,YES
0.5376941946034343,NO
0.24219133278822572,NO
0.17170891251022077,NO
0.16582174979558462,NO
0.6294358135731807,YES
0.14047424366312347,YES
0.2070318887980376,NO
0.15666394112837287,NO
0.14439901880621425,NO
0.15699100572363042,NO
0.2778413736713001,NO
0.23352412101390027,NO
0.23761242845461975,NO
0.450204415372036,YES
0.10923957481602616,NO
0.16811120196238757,YES
0.03973834832379394,NO
0.5398201144726084,YES
0.05134914145543744,NO
0.1821749795584628,NO
0.10973017170891249,NO
0.18593622240392477,NO
0.11512673753066228,NO
0.2951757972199509,NO
0.1669664758789861,NO
0.14881439084219134,NO
0.12886345053147996,NO
0.23483237939493048,NO
0.2016353229762878,NO
0.45249386753883886,NO
0.2312346688470973,NO
0.25641864268192965,NO
0.22354865085854456,NO
0.06721177432542927,NO
0.3416189697465249,NO
0.7319705641864268,YES
0.2461161079313164,NO
0.31349141455437446,YES
0.3192150449713818,NO
0.338511856091578,NO
0.33327882256745706,NO
0.2977923139820114,NO
0.2346688470973017,NO
0.19133278822567457,NO
0.3023712183156173,NO
0.27097301717089123,NO
0.34407195421095665,NO
0.7141455437448896,YES
0.6793131643499591,YES
0.5813573180703189,YES
0.2735895339329517,YES
0.25527391659852816,NO
0.29910057236304166,YES
0.18855273916598528,NO
0.19705641864268192,YES
0.28062142273098933,YES
0.5327882256745707,NO
0.2557645134914145,NO
0.2304170073589534,NO
0.2196238757154538,NO
0.5457072771872445,YES
0.187244480784955,YES
0.2670482420278005,NO
0.13965658217497956,NO
0.2152085036794767,NO
0.139329517579722,NO
0.3582992641046606,NO
0.32542927228127555,NO
0.32330335241210134,NO
0.29844644317252655,YES
0.13556827473426003,NO
0.11823385118560915,YES
0.0348323793949305,NO
0.5130008176614882,YES
0.05036794766966475,NO
0.18855273916598528,NO
0.13278822567457071,NO
0.1769419460343418,NO
0.1561733442354865,NO
0.3439084219133278,NO
0.20490596892886345,NO
0.20114472608340148,NO
0.10237121831561734,NO
0.02387571545380213,NO
0.21357318070318887,YES
0.5314799672935404,YES
0.46426819296811117,YES
0.21782502044153723,YES
0.11905151267375307,NO
0.0052330335241210155,NO
0.3278822567457072,YES
0.21210139002452988,NO
0.20065412919051515,YES
0.21995094031071138,NO
0.3380212591986917,NO
0.3002452984464431,NO
0.3002452984464431,NO
0.07751430907604251,NO
0.3630417007358953,YES
0.074897792313982,NO
0.5741618969746525,YES
0.21569910057236302,NO
0.4009811937857727,YES
0.06933769419460344,NO
0.09468520032706458,NO
0.21929681112019625,NO
0.06475878986099753,NO
0.26443172526574,YES
0.14161896974652494,NO
0.2035977105478332,YES
0.2364677023712183,NO
0.10367947669664758,NO
0.339329517579722,NO
0.40621422730989365,NO
0.3072771872444807,NO
0.262142273098937,NO
0.2593622240392477,NO
0.18430089942763694,NO
0.22469337694194608,NO
0.642681929681112,YES
0.2418642681929681,NO
0.46688470973017165,YES
0.30891251022076854,NO
0.27113654946852,NO
0.26017988552739163,NO
0.07228127555192151,NO
0.2242027800490597,NO
0.07342600163532297,NO
0.16091578086672118,NO
0.31414554374488957,NO
0.19542109566639412,NO
0.6212591986917416,YES
0.5807031888798038,YES
0.44039247751430904,YES
0.45723630417007355,YES
0.34799672935404735,NO
0.2706459525756337,YES
0.15486508585445624,NO
0.14505314799672936,NO
0.1105478331970564,NO
0.15878986099754702,YES
0.5803761242845462,YES
0.3978740801308258,YES
0.2016353229762878,YES
0.12869991823385118,NO
0.08274734260016353,NO
0.3221586263286999,YES
0.40883074407195413,NO
0.15731807031888798,YES
0.22256745707277187,NO
0.3522485690923957,NO
0.40441537203597705,NO
0.37236304170073586,NO
0.2215862632869992,NO
0.3511038430089943,YES
0.21455437448896156,NO
0.41291905151267366,YES
0.21618969746524935,NO
0.4624693376941946,YES
0.31905151267375303,NO
0.34472608340147176,NO
0.34832379394930496,NO
0.1527391659852821,NO
0.22289452166802945,YES
0.16647587898609975,NO
0.2008176614881439,YES
0.21537203597710547,NO
0.10580539656582173,NO
0.3733442354865086,NO
0.2946852003270646,NO
0.23695829926410464,NO
0.31054783319705637,NO
0.2542927228127555,NO
0.23515944399018804,NO
0.3108748977923139,NO
0.3092395748160261,YES
0.3183973834832379,NO
0.38740801308258377,YES
0.39591169255928044,NO
0.3169255928045789,NO
0.31643499591169255,NO
0.07113654946852002,NO
0.15568274734260015,NO
0.07555192150449712,NO
0.1659852820932134,NO
0.3529026982829108,NO
0.1457072771872445,NO
0.29125102207686016,YES
0.2202780049059689,YES
0.29484873262469335,YES
0.4922322158626328,YES
0.3772690106295993,NO
0.2549468520032706,YES
0.2016353229762878,NO
0.1391659852820932,NO
0.20294358135731805,NO
0.3502861815208503,NO
0.30564186426819295,NO
0.2188062142273099,NO
0.3239574816026165,NO
0.20294358135731805,NO
0.14210956663941127,NO
0.3434178250204415,NO
0.544562551103843,YES
0.3672935404742436,NO
0.2740801308258381,YES
0.2016353229762878,NO
0.10417007358953392,NO
0.08977923139820113,NO
0.317579721995094,NO
0.2009811937857727,NO
0.25461978740801305,NO
0.4909239574816026,NO
0.1980376124284546,NO
0.45282093213409647,NO
0.644971381847915,YES
0.5229762878168438,YES
0.7919869174161897,YES
0.2755519215044971,YES
0.29959116925592805,NO
0.4210956663941128,YES
0.26623058053965654,NO
0.21929681112019625,NO
0.10973017170891249,NO
0.30335241210138997,NO
0.36696647587898606,NO
0.3187244480784955,NO
0.2820932134096484,NO
0.2593622240392477,NO
0.18086672117743252,NO
0.2703188879803761,NO
0.5692559280457891,YES
0.28291087489779226,NO
0.3301717089125102,YES
0.3522485690923957,NO
0.31774325429272277,NO
0.3121831561733442,NO
0.06541291905151267,NO
0.21537203597710547,NO
0.06819296811120196,NO
0.18135731807031888,NO
0.29664758789860995,NO
0.21700735895339332,NO
0.6443172526573998,YES
0.5553556827473426,YES
0.44170073589533926,YES
0.4214227309893704,YES
0.34472608340147176,NO
0.3115290269828291,YES
0.18152085036794768,NO
0.10286181520850367,NO
0.10073589533932951,NO
0.16058871627146365,NO
0.45592804578904333,NO
0.21733442354865085,NO
0.12379394930498773,NO
0.08291087489779231,NO
0.07097301717089124,NO
0.21635322976287819,NO
0.7030253475061324,YES
0.08323793949304986,NO
0.36778413736712995,YES
0.33033524121013896,NO
0.31888798037612426,NO
0.3183973834832379,NO
0.12281275551921504,NO
0.15322976287816845,NO
0.11872444807849548,NO
0.14341782502044154,NO
0.2623058053965658,NO
0.23221586263286997,NO
0.5354047424366313,YES
0.5241210139002452,YES
0.4974652493867538,YES
0.189533932951758,YES
0.20883074407195423,NO
0.16843826655764513,YES
0.14587080948487327,NO
0.15878986099754702,NO
0.12363041700735895,NO
0.8861815208503678,YES
0.21798855273916598,YES
0.18462796402289453,YES
0.4495502861815208,YES
0.349795584627964,NO
0.1581357318070319,NO
0.5200327064595257,YES
0.14325429272281276,NO
0.5218315617334424,YES
0.1571545380212592,NO
0.33246116107931317,NO
0.2286181520850368,NO
0.2250204415372036,NO
0.1547015535568275,NO
0.1463614063777596,YES
0.12706459525756336,NO
0.37138184791496315,YES
0.33213409648405556,NO
0.19999999999999998,YES
0.1918233851185609,NO
0.11479967293540473,NO
0.4786590351594439,NO
0.18021259198691741,NO
0.5628781684382665,YES
0.39542109566639405,NO
0.49043336058871617,YES
0.2781684382665576,NO
0.23695829926410464,NO
0.5718724448078495,YES
0.3365494685200327,NO
0.23499591169255926,NO
0.6641046606704825,YES
0.2827473426001635,NO
0.1633687653311529,NO
0.8748977923139819,YES
0.2963205233033524,NO
0.7004088307440719,YES
0.2338511856091578,NO
0.5177432542927228,NO
0.5077677841373671,NO
0.41700735895339325,NO
0.26361406377759605,NO
0.3421095666394112,NO
0.2125919869174162,NO
0.5846279640228945,NO
0.22125919869174163,NO
0.41520850367947665,NO
0.3095666394112837,NO
0.2757154538021259,NO
0.6,NO
0.2974652493867539,NO
0.6044153720359772,YES
0.5332788225674571,NO
0.4539656582174979,YES
0.11447260834014715,NO
0.04349959116925593,NO
0.38871627146361404,YES
0.4408830744071954,YES
0.34897792313982007,YES
0.3458708094848732,YES
0.1856091578086672,NO
0.0614881439084219,NO
0.44170073589533926,YES
0.36467702371218313,NO
0.41046606704824196,YES
0.16304170073589533,NO
0.37072771872444804,NO
