50Traced_NONETRACED_MAX_MULTI_VSM_25_MAX,Associated
0.3496,NO
0.1164,NO
0.5722,NO
0.5644,NO
0.31,NO
0.2707,NO
0.4164,NO
0.2852,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.2427,NO
0.35200000000000004,NO
0.2223,NO
0.2852,NO
0.3984,NO
0.2852,NO
0.1542,NO
0.2852,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1711,NO
1.0,YES
0.2289,NO
1.0,YES
0.408,YES
0.3362,NO
0.2796,NO
0.2796,NO
0.3034,NO
1.0,YES
1.0,YES
0.2069,NO
0.1616,NO
0.2796,NO
0.1216,NO
0.2584,NO
0.3144,NO
0.3148,NO
1.0,YES
0.2165,NO
1.0,YES
0.2796,NO
1.0,YES
0.1607,NO
0.1212,NO
0.2289,NO
0.1522,NO
0.0802,NO
0.2796,NO
0.2142,NO
0.3034,NO
0.3496,NO
0.1534,NO
0.5722,NO
0.5644,NO
0.31,NO
0.4162,NO
0.4164,NO
0.294,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.21,NO
0.35200000000000004,NO
0.2728,NO
0.294,NO
0.4327,NO
0.318,NO
0.3765,NO
0.294,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.2866,NO
0.9589,YES
0.2106,YES
0.3559,NO
0.3559,NO
0.3559,NO
0.2862,NO
1.0,YES
0.7333,YES
0.2479,NO
0.2251,NO
0.3559,NO
0.316,NO
0.3157,NO
0.3144,NO
0.3845,NO
0.5161,YES
0.1759,NO
1.0,YES
0.3559,NO
1.0,YES
0.1909,NO
0.316,NO
0.2251,NO
0.316,NO
0.316,NO
0.3559,NO
0.316,NO
0.2862,NO
0.3229,NO
0.08199999999999999,NO
0.6191,YES
0.7797,YES
1.0,YES
0.3951,YES
0.3189,NO
0.2493,NO
0.3236,YES
0.2975,NO
0.6191,YES
0.1729,NO
0.2165,NO
0.42,NO
0.1934,NO
0.2011,NO
1.0,YES
0.2493,NO
1.0,YES
0.2493,NO
0.7797,YES
0.2431,NO
0.28600000000000003,NO
0.2456,NO
0.138,NO
0.6191,YES
0.1787,NO
0.2703,YES
0.3331,NO
0.111,NO
0.4528,NO
0.5644,NO
0.4528,NO
0.4162,NO
0.2595,NO
0.3331,NO
0.3138,NO
1.0,YES
0.4528,NO
0.9187,YES
0.2438,NO
0.35200000000000004,NO
0.3166,NO
0.272,NO
0.4327,NO
0.3331,NO
0.4528,NO
0.3331,NO
0.4378,NO
0.9187,YES
1.0,YES
1.0,YES
0.9187,YES
0.4528,NO
1.0,YES
0.2333,NO
0.1741,NO
0.0774,NO
0.5253,YES
1.0,YES
0.6940000000000001,YES
0.3353,YES
0.1719,NO
0.174,NO
0.4664,YES
0.4608,NO
0.5253,YES
0.2183,NO
0.2568,NO
0.3569,NO
0.3335,NO
0.1676,NO
1.0,YES
0.174,NO
1.0,YES
0.174,NO
1.0,YES
0.3798,NO
0.4576,NO
0.4608,NO
0.2183,NO
0.5253,YES
0.4608,NO
0.3189,YES
0.3496,NO
0.1149,NO
0.5722,NO
0.42700000000000005,NO
0.42700000000000005,NO
0.4162,NO
0.4164,NO
0.2816,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.2519,NO
0.3511,NO
0.2033,NO
0.2816,NO
0.4327,NO
0.318,NO
0.42700000000000005,NO
0.3096,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.42700000000000005,NO
1.0,YES
0.3347,NO
0.2947,NO
0.1339,NO
0.4128,NO
0.5644,NO
0.31,NO
0.4162,NO
0.3004,NO
0.1871,NO
0.3429,NO
1.0,YES
