50Traced_NONETRACED_SUM_MULTI_LSA_23_MAX,Associated
0.9677,NO
0.1704,NO
0.915,NO
0.5069,NO
0.3414,NO
1.445,NO
0.301,NO
0.4275,NO
0.4932,NO
2.8159,YES
0.8176,NO
2.2227,YES
0.7024,NO
1.374,NO
0.2223,NO
0.3762,NO
0.7749,NO
0.5047,NO
0.8245,NO
0.3344,NO
0.6668,NO
2.5843,YES
2.9999,YES
2.1662,YES
2.9374,YES
0.2986,NO
2.7193,YES
0.7344,NO
2.7694,YES
1.6061,YES
1.1726,NO
1.1166,NO
0.6243,NO
1.1861,NO
1.8815,YES
1.3595,YES
1.2411,NO
0.5984,NO
0.8808,NO
0.4143,NO
1.3737,NO
1.3008,NO
0.7648,NO
2.6107,YES
0.7261,NO
2.4262,YES
0.8482,NO
1.8623,YES
1.2641,NO
0.4236,NO
0.9821,NO
0.9111,NO
0.6891,NO
1.0478,NO
0.695,NO
0.4285,NO
0.6805,NO
0.1999,NO
0.7672,NO
1.263,NO
0.7267,NO
1.3748,NO
0.6041,NO
0.1903,NO
0.3435,NO
3.0825,YES
0.6873,NO
2.6789,YES
0.7521,NO
1.4112,NO
0.2136,NO
0.3153,NO
1.3251,NO
0.2539,NO
1.6029,NO
0.1755,NO
1.2647,NO
2.7952,YES
3.3866,YES
2.398,YES
3.0118,YES
0.331,NO
2.9064,YES
0.6019,NO
2.2073,YES
0.624,YES
1.0369,NO
1.0738,NO
0.6677,NO
1.1878,NO
1.2361,YES
1.155,YES
0.9097,NO
0.8462,NO
0.8445,NO
0.4852,NO
0.9756,NO
1.2395,NO
0.4199,NO
1.9289,YES
0.6179,NO
1.9932,YES
0.9172,NO
1.3219,YES
0.8672,NO
0.6669,NO
1.2229999999999999,NO
0.7415,NO
0.7708,NO
0.6507,NO
1.0433,NO
0.5493,NO
1.0532,NO
0.3724,NO
2.2429,YES
4.5317,YES
3.8012,YES
2.3994,YES
1.4563,NO
0.3375,NO
1.6493,YES
1.4106,NO
1.5819999999999999,YES
1.057,NO
1.4381,NO
1.7321,NO
0.5726,NO
0.8923,NO
4.1935,YES
0.6107,NO
4.7238,YES
0.1629,NO
4.287,YES
1.1272,NO
2.2781,NO
1.7978,NO
1.2238,NO
1.7239,YES
1.7921,NO
1.5793,YES
1.0847,NO
0.2975,NO
0.7991,NO
