50Traced_NONETRACED_MAX_MULTI_LSA_27_MAX,Associated
0.1744,NO
0.1819,NO
0.1782,NO
0.2804,NO
0.1995,NO
0.6333,NO
0.4164,NO
0.1819,NO
0.2141,NO
1.0,YES
0.4964,NO
1.0,YES
0.3555,NO
0.3824,NO
0.3353,NO
0.1142,NO
0.3104,NO
0.1585,NO
0.1995,NO
0.2179,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.9589,YES
1.0,YES
0.3362,NO
0.2576,NO
0.1652,NO
0.3034,NO
1.0,YES
1.0,YES
0.2796,NO
0.1616,NO
0.3034,NO
0.1216,NO
0.196,NO
0.1526,NO
0.1551,NO
1.0,YES
0.2796,NO
0.8716,YES
0.1687,NO
1.0,YES
0.2796,NO
0.1939,NO
0.2456,NO
0.1939,NO
0.1107,NO
0.2268,NO
0.1939,NO
0.3034,NO
0.3088,NO
0.294,NO
0.2297,NO
0.3765,NO
0.3765,NO
0.6333,NO
0.4164,NO
0.1316,NO
0.3028,NO
0.9462,YES
0.4964,NO
0.7613,YES
0.3104,NO
0.3824,NO
0.2136,NO
0.294,NO
0.3765,NO
0.3069,NO
0.3765,NO
0.294,NO
0.3765,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.9153,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.2862,NO
1.0,YES
1.0,YES
0.2455,NO
0.2069,NO
0.2862,NO
0.0887,NO
0.2289,NO
0.3082,NO
0.2075,NO
0.5161,YES
0.1177,NO
0.904,YES
0.2013,NO
0.5838,YES
0.2013,NO
0.2251,NO
0.2251,NO
0.2251,NO
0.2187,NO
0.2479,NO
0.2251,NO
0.2862,NO
0.3011,NO
0.2493,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.344,NO
0.2493,NO
1.0,YES
0.3816,NO
0.4491,YES
0.2147,NO
0.3553,NO
0.3553,NO
0.2204,NO
0.2011,NO
1.0,YES
0.2254,NO
1.0,YES
0.2011,NO
1.0,YES
0.2147,NO
0.5347,NO
0.1944,NO
0.2229,NO
0.5820000000000001,YES
0.1787,NO
0.4367,YES
0.3071,NO
0.3331,NO
0.1975,NO
0.2582,NO
0.31,NO
0.3946,NO
0.3331,NO
0.3331,NO
0.2127,NO
0.9462,YES
0.3093,NO
0.9187,YES
0.3166,NO
0.3104,NO
0.3166,NO
0.272,NO
0.2852,NO
0.3011,NO
0.2392,NO
0.272,NO
0.3078,NO
1.0,YES
1.0,YES
0.6467,YES
