50Traced_NONETRACED_SUM_SINGLE_VSM_27_MAX,Associated
0.1549,NO
0.1142,NO
0.3066,NO
1.2964,NO
0.4745,NO
1.1363,NO
0.9755,NO
0.1191,NO
0.6696,NO
3.2698,YES
0.3166,NO
2.4431,YES
0.2427,NO
0.2772,NO
0.2335,NO
0.1491,NO
1.2535,NO
0.2714,NO
0.9069,NO
0.3761,NO
1.0741,NO
3.3186,YES
2.9126,YES
3.1154,YES
2.8319,YES
0.7508,NO
1.7953,YES
0.6421,NO
2.1891,YES
2.1712,YES
0.6462,NO
0.2218,NO
0.1201,NO
0.4701,NO
1.6329,YES
3.0325,YES
0.4975,NO
0.5494,NO
0.53,NO
0.4998,NO
0.1797,NO
0.2629,NO
0.4164,NO
1.5072,YES
0.3631,NO
2.3156,YES
0.3396,NO
2.9738,YES
0.2236,NO
0.5944,NO
0.5054,NO
0.5526,NO
0.7625,NO
0.6187,NO
0.6658,NO
0.6252,NO
0.207,NO
0.40700000000000003,NO
0.5092,NO
1.5612,NO
0.4573,NO
1.4596,NO
1.4797,NO
0.3486,NO
0.8008,NO
3.8796,YES
0.6236,NO
2.8679,YES
0.3902,NO
0.6689,NO
0.4409,NO
0.3914,NO
1.7296,NO
0.3379,NO
1.1773,NO
0.5356,NO
0.9766,NO
4.0535,YES
3.7281,YES
3.7206,YES
3.5861,YES
0.7658,NO
2.272,YES
0.6156,NO
1.5337,YES
1.9878,YES
2.1723,NO
1.5276,NO
1.511,NO
1.8206,NO
2.0418,YES
2.2574,YES
2.0532,NO
0.6761,NO
1.8056,NO
0.685,NO
0.9688,NO
1.3086,NO
1.3129,NO
1.4697,YES
1.7044,NO
1.4798,YES
1.4944,NO
2.0232,YES
1.4151,NO
0.8484,NO
1.0733,NO
0.8874,NO
0.9714,NO
1.8394,NO
0.9487,NO
1.8149,NO
0.4221,NO
0.5812,NO
2.0713,YES
4.0628,YES
4.3373,YES
2.6325,YES
1.1308,NO
0.1976,NO
2.2291,YES
0.3817,NO
2.7162,YES
0.6002,NO
1.1646,NO
1.6574,NO
1.7415,NO
0.318,NO
