50Traced_NONETRACED_SUM_MULTI_VSM_0_MAX,Associated
0.6341,NO
0.1529,NO
0.8876,NO
0.2164,NO
0.5821,NO
0.4408,NO
0.9304,NO
0.2106,NO
1.01,NO
2.5762,YES
1.2629,NO
1.7501,YES
0.4899,NO
1.2296,NO
0.3705,NO
0.2758,NO
1.3523,NO
0.2667,NO
0.7711,NO
0.319,NO
0.6874,NO
2.5172,YES
1.973,YES
2.7734,YES
2.0929,YES
0.8152,NO
2.7447,YES
0.3812,NO
1.4131,YES
0.68,YES
1.2435,NO
0.3116,NO
0.4736,NO
0.9104,NO
0.8302,YES
0.5745,YES
1.1734,NO
0.2715,NO
0.9947,NO
0.2031,NO
0.2605,NO
0.5492,NO
0.1551,NO
1.0472,YES
0.6064,NO
0.7608,YES
0.7725,NO
1.2164,YES
0.431,NO
0.2695,NO
0.4661,NO
0.4562,NO
0.1347,NO
1.0407,NO
0.6124,NO
0.7686,NO
1.1511,NO
0.3847,NO
1.5272,NO
0.8183,NO
1.4768,NO
0.9078,NO
1.456,NO
0.2599,NO
1.351,NO
3.73,YES
1.4484,NO
3.1633,YES
0.4588,NO
1.1095,NO
0.2136,NO
0.5392,NO
2.0453,NO
0.3845,NO
1.4359,NO
0.4748,NO
1.4958,NO
3.7833,YES
3.4301,YES
4.0305,YES
3.1551,YES
1.2804,NO
3.5182,YES
0.8684,NO
1.4202,YES
0.6349,YES
1.1526,NO
0.6413,NO
0.8056,NO
0.9839,NO
0.8449,YES
0.5758,YES
1.2124,NO
0.5618,NO
1.0624,NO
0.452,NO
0.2947,NO
0.4076,NO
0.2075,NO
0.8496,YES
0.9516,NO
0.7995,YES
1.0017,NO
1.0426,YES
0.7047,NO
0.4376,NO
0.8419,NO
0.6859999999999999,NO
0.3608,NO
1.0624,NO
0.8692,NO
0.9566,NO
1.3876,NO
0.6431,NO
2.1046,YES
2.4623,YES
3.4511,YES
1.926,YES
1.0097,NO
0.5286,NO
2.7377,YES
0.9537,NO
1.6369,YES
0.7689,NO
1.3982,NO
1.0112,NO
0.8193,NO
0.8681,NO
3.5567,YES
0.7125,NO
3.1767,YES
0.7039,NO
2.9225,YES
0.8177,NO
1.4045,NO
1.3848,NO
0.7146,NO
2.0708,YES
1.8684,NO
1.328,YES
1.6128,NO
0.7012,NO
2.1218,NO
1.062,NO
1.8596,NO
1.2051,NO
1.5521,NO
0.5268,NO
2.0588,NO
3.863,YES
2.1436,NO
3.3131,YES
0.7899,NO
1.5325,NO
0.42,NO
0.9405,NO
2.7903,NO
0.7015,NO
1.9277,NO
0.8177,NO
2.0155,NO
3.7237,YES
3.4822,YES
4.3462,YES
3.2134,YES
2.0671,NO
3.9855,YES
1.0861,NO
0.9786,NO
0.2954,NO
1.8135,YES
2.8314,YES
3.5813,YES
1.4344,YES
1.1512,NO
0.3812,NO
1.8637,YES
1.0836,NO
1.6193,YES
0.9204,NO
0.6992,NO
